# file...... fixed.csv,,,,,,,,,,,,,
# date...... Tue May 05 15:55:48 2009,,,,,,,,,,,,,
# user...... D3X175,,,,,,,,,,,,,
# host...... (null),,,,,,,,,,,,,
# group..... class=triplex_meter,,,,,,,,,,,,,
# trigger... (none),,,,,,,,,measured,,,,
# interval.. 86400,,,,,,January,4.60E+07,4.60E+01,59.795,,5.23E+02,4.71E+02,-5.17E+01
# limit..... 365,,,,,,February,4.10E+07,4.10E+01,45.429,,,,-1.10E-01
# property.. timestamp,sum(measured_energy),,,,,March,4.49E+07,4.49E+01,39.894,,,,
4/3/2006 8:00,0,,,,,April,4.28E+07,4.28E+01,24.112,,,,
4/4/2006 8:00,1.35E+06,1.35E+06,,,,May,4.36E+07,4.36E+01,32.61,,,,
4/5/2006 8:00,2.76E+06,1.42E+06,,,,June,4.19E+07,4.19E+01,28.566,,,,
4/6/2006 8:00,4.19E+06,1.43E+06,,,,July,4.32E+07,4.32E+01,31.404,,,,
4/7/2006 8:00,5.61E+06,1.42E+06,,,,August,4.33E+07,4.33E+01,29.009,,,,
4/8/2006 8:00,7.02E+06,1.41E+06,,,,September,4.21E+07,4.21E+01,27.445,,,,
4/9/2006 8:00,8.43E+06,1.41E+06,,,,October,4.45E+07,4.45E+01,41.873,,,,
4/10/2006 8:00,9.86E+06,1.43E+06,,,,November,4.40E+07,4.40E+01,53.902,,,,
4/11/2006 8:00,1.13E+07,1.44E+06,,,,December,4.54E+07,4.54E+01,56.962,,,,
4/12/2006 8:00,1.27E+07,1.45E+06,,,,,,,,,,,
4/13/2006 8:00,1.42E+07,1.44E+06,,,,,,,,,,,
4/14/2006 8:00,1.56E+07,1.43E+06,,,,,,,,,,,
4/15/2006 8:00,1.70E+07,1.43E+06,,,,,,,,,,,
4/16/2006 8:00,1.85E+07,1.42E+06,,,,,,,,,,,
4/17/2006 8:00,1.99E+07,1.43E+06,,,,,,,,,,,
4/18/2006 8:00,2.13E+07,1.43E+06,,,,,,,,,,,
4/19/2006 8:00,2.28E+07,1.43E+06,,,,,,,,,,,
4/20/2006 8:00,2.42E+07,1.41E+06,,,,,,,,,,,
4/21/2006 8:00,2.56E+07,1.41E+06,,,,,,,,,,,
4/22/2006 8:00,2.70E+07,1.40E+06,,,,,,,,,,,
4/23/2006 8:00,2.84E+07,1.42E+06,,,,,,,,,,,
4/24/2006 8:00,2.98E+07,1.43E+06,,,,,,,,,,,
4/25/2006 8:00,3.13E+07,1.45E+06,,,,,,,,,,,
4/26/2006 8:00,3.27E+07,1.44E+06,,,,,,,,,,,
4/27/2006 8:00,3.42E+07,1.43E+06,,,,,,,,,,,
4/28/2006 8:00,3.56E+07,1.43E+06,,,,,,,,,,,
4/29/2006 8:00,3.70E+07,1.45E+06,,,,,,,,,,,
4/30/2006 8:00,3.85E+07,1.45E+06,,,,,,,,,,,
5/1/2006 8:00,3.99E+07,1.43E+06,,,,,,,,,,,
5/2/2006 8:00,4.13E+07,1.40E+06,,,,,,,,,,,
5/3/2006 8:00,4.27E+07,1.40E+06,,,,,,,,,,,
5/4/2006 8:00,4.41E+07,1.40E+06,,,,,,,,,,,
5/5/2006 8:00,4.55E+07,1.40E+06,,,,,,,,,,,
5/6/2006 8:00,4.69E+07,1.39E+06,,,,,,,,,,,
5/7/2006 8:00,4.83E+07,1.39E+06,,,,,,,,,,,
5/8/2006 8:00,4.97E+07,1.39E+06,,,,,,,,,,,
5/9/2006 8:00,5.11E+07,1.40E+06,,,,,,,,,,,
5/10/2006 8:00,5.25E+07,1.40E+06,,,,,,,,,,,
5/11/2006 8:00,5.39E+07,1.41E+06,,,,,,,,,,,
5/12/2006 8:00,5.53E+07,1.42E+06,,,,,,,,,,,
5/13/2006 8:00,5.67E+07,1.41E+06,,,,,,,,,,,
5/14/2006 8:00,5.81E+07,1.41E+06,,,,,,,,,,,
5/15/2006 8:00,5.95E+07,1.41E+06,,,,,,,,,,,
5/16/2006 8:00,6.10E+07,1.40E+06,,,,,,,,,,,
5/17/2006 8:00,6.23E+07,1.39E+06,,,,,,,,,,,
5/18/2006 8:00,6.38E+07,1.41E+06,,,,,,,,,,,
5/19/2006 8:00,6.52E+07,1.42E+06,,,,,,,,,,,
5/20/2006 8:00,6.66E+07,1.41E+06,,,,,,,,,,,
5/21/2006 8:00,6.80E+07,1.41E+06,,,,,,,,,,,
5/22/2006 8:00,6.94E+07,1.41E+06,,,,,,,,,,,
5/23/2006 8:00,7.08E+07,1.41E+06,,,,,,,,,,,
5/24/2006 8:00,7.22E+07,1.41E+06,,,,,,,,,,,
5/25/2006 8:00,7.36E+07,1.42E+06,,,,,,,,,,,
5/26/2006 8:00,7.50E+07,1.40E+06,,,,,,,,,,,
5/27/2006 8:00,7.65E+07,1.42E+06,,,,,,,,,,,
5/28/2006 8:00,7.79E+07,1.42E+06,,,,,,,,,,,
5/29/2006 8:00,7.93E+07,1.41E+06,,,,,,,,,,,
5/30/2006 8:00,8.07E+07,1.40E+06,,,,,,,,,,,
5/31/2006 8:00,8.21E+07,1.40E+06,,,,,,,,,,,
6/1/2006 8:00,8.35E+07,1.40E+06,,,,,,,,,,,
6/2/2006 8:00,8.49E+07,1.40E+06,,,,,,,,,,,
6/3/2006 8:00,8.63E+07,1.40E+06,,,,,,,,,,,
