# file...... rtp_balance_new.csv
# date...... Tue Jun 09 20:52:18 2009
# user...... D3X175
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 86400
# limit..... 365
# property.. timestamp,sum(measured_energy)
2006-12-03 08:00:00,1.33325e+007
2006-12-04 08:00:00,1.33758e+007
2006-12-05 08:00:00,1.35741e+007
2006-12-06 08:00:00,1.374e+007
2006-12-07 08:00:00,1.39278e+007
2006-12-08 08:00:00,1.40112e+007
2006-12-09 08:00:00,1.40557e+007
2006-12-10 08:00:00,1.40995e+007
2006-12-11 08:00:00,1.4315e+007
2006-12-12 08:00:00,1.44656e+007
2006-12-13 08:00:00,1.47029e+007
2006-12-14 08:00:00,1.49632e+007
2006-12-15 08:00:00,1.50904e+007
2006-12-16 08:00:00,1.52693e+007
2006-12-17 08:00:00,1.54293e+007
2006-12-18 08:00:00,1.5667e+007
2006-12-19 08:00:00,1.58941e+007
2006-12-20 08:00:00,1.6039e+007
2006-12-21 08:00:00,1.62797e+007
2006-12-22 08:00:00,1.64744e+007
2006-12-23 08:00:00,1.66214e+007
2006-12-24 08:00:00,1.67341e+007
2006-12-25 08:00:00,1.6809e+007
2006-12-26 08:00:00,1.68819e+007
2006-12-27 08:00:00,1.69251e+007
2006-12-28 08:00:00,1.70318e+007
2006-12-29 08:00:00,1.71096e+007
2006-12-30 08:00:00,1.71533e+007
2006-12-31 08:00:00,1.73624e+007
2007-01-01 08:00:00,1.75771e+007
2007-01-02 08:00:00,1.77893e+007
2007-01-03 08:00:00,1.80077e+007
2007-01-04 08:00:00,1.82789e+007
2007-01-05 08:00:00,1.85425e+007
2007-01-06 08:00:00,1.87044e+007
2007-01-07 08:00:00,1.89954e+007
2007-01-08 08:00:00,1.92696e+007
2007-01-09 08:00:00,1.94723e+007
2007-01-10 08:00:00,1.96342e+007
2007-01-11 08:00:00,1.9838e+007
2007-01-12 08:00:00,2.00824e+007
2007-01-13 08:00:00,2.02805e+007
2007-01-14 08:00:00,2.04254e+007
2007-01-15 08:00:00,2.05455e+007
2007-01-16 08:00:00,2.07331e+007
2007-01-17 08:00:00,2.1009e+007
2007-01-18 08:00:00,2.11921e+007
2007-01-19 08:00:00,2.12342e+007
2007-01-20 08:00:00,2.13102e+007
2007-01-21 08:00:00,2.13867e+007
2007-01-22 08:00:00,2.14944e+007
2007-01-23 08:00:00,2.15814e+007
2007-01-24 08:00:00,2.16621e+007
2007-01-25 08:00:00,2.1768e+007
2007-01-26 08:00:00,2.19135e+007
2007-01-27 08:00:00,2.21157e+007
2007-01-28 08:00:00,2.23143e+007
2007-01-29 08:00:00,2.24291e+007
2007-01-30 08:00:00,2.26677e+007
2007-01-31 08:00:00,2.27804e+007
2007-02-01 08:00:00,2.28867e+007
2007-02-02 08:00:00,2.30018e+007
2007-02-03 08:00:00,2.31268e+007
2007-02-04 08:00:00,2.31704e+007
2007-02-05 08:00:00,2.32886e+007
2007-02-06 08:00:00,2.34211e+007
2007-02-07 08:00:00,2.35622e+007
2007-02-08 08:00:00,2.37533e+007
2007-02-09 08:00:00,2.38268e+007
2007-02-10 08:00:00,2.39149e+007
2007-02-11 08:00:00,2.39941e+007
2007-02-12 08:00:00,2.41382e+007
2007-02-13 08:00:00,2.42052e+007
2007-02-14 08:00:00,2.43421e+007
2007-02-15 08:00:00,2.45495e+007
2007-02-16 08:00:00,2.47057e+007
2007-02-17 08:00:00,2.47936e+007
2007-02-18 08:00:00,2.49065e+007
2007-02-19 08:00:00,2.50188e+007
2007-02-20 08:00:00,2.52191e+007
