# file...... rtp_econ_new.csv
# date...... Tue Jun 09 20:53:00 2009
# user...... D3X175
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 86400
# limit..... 365
# property.. timestamp,sum(measured_energy)
2006-12-26 08:00:00,1.98184e+006
2006-12-27 08:00:00,1.98962e+006
2006-12-28 08:00:00,1.99791e+006
2006-12-29 08:00:00,2.01784e+006
2006-12-30 08:00:00,2.02547e+006
2006-12-31 08:00:00,2.03756e+006
2007-01-01 08:00:00,2.0627e+006
2007-01-02 08:00:00,2.08864e+006
2007-01-03 08:00:00,2.10503e+006
2007-01-04 08:00:00,2.12441e+006
2007-01-05 08:00:00,2.17581e+006
2007-01-06 08:00:00,2.18534e+006
2007-01-07 08:00:00,2.20341e+006
2007-01-08 08:00:00,2.22661e+006
2007-01-09 08:00:00,2.24961e+006
2007-01-10 08:00:00,2.26967e+006
2007-01-11 08:00:00,2.28144e+006
2007-01-12 08:00:00,2.297e+006
2007-01-13 08:00:00,2.31516e+006
2007-01-14 08:00:00,2.32799e+006
2007-01-15 08:00:00,2.33586e+006
2007-01-16 08:00:00,2.34961e+006
2007-01-17 08:00:00,2.36078e+006
2007-01-18 08:00:00,2.37237e+006
2007-01-19 08:00:00,2.38078e+006
2007-01-20 08:00:00,2.38867e+006
2007-01-21 08:00:00,2.39639e+006
2007-01-22 08:00:00,2.40399e+006
2007-01-23 08:00:00,2.41186e+006
2007-01-24 08:00:00,2.41955e+006
2007-01-25 08:00:00,2.4275e+006
2007-01-26 08:00:00,2.43778e+006
2007-01-27 08:00:00,2.45767e+006
2007-01-28 08:00:00,2.47974e+006
2007-01-29 08:00:00,2.49144e+006
2007-01-30 08:00:00,2.50391e+006
2007-01-31 08:00:00,2.51433e+006
2007-02-01 08:00:00,2.52246e+006
2007-02-02 08:00:00,2.53059e+006
2007-02-03 08:00:00,2.53854e+006
2007-02-04 08:00:00,2.54622e+006
2007-02-05 08:00:00,2.55359e+006
2007-02-06 08:00:00,2.56122e+006
2007-02-07 08:00:00,2.57108e+006
2007-02-08 08:00:00,2.5809e+006
2007-02-09 08:00:00,2.60123e+006
2007-02-10 08:00:00,2.60894e+006
2007-02-11 08:00:00,2.61657e+006
2007-02-12 08:00:00,2.62436e+006
2007-02-13 08:00:00,2.63218e+006
2007-02-14 08:00:00,2.64027e+006
2007-02-15 08:00:00,2.66083e+006
2007-02-16 08:00:00,2.6806e+006
2007-02-17 08:00:00,2.6886e+006
2007-02-18 08:00:00,2.69643e+006
2007-02-19 08:00:00,2.70429e+006
2007-02-20 08:00:00,2.71452e+006
2007-02-21 08:00:00,2.72585e+006
2007-02-22 08:00:00,2.73376e+006
2007-02-23 08:00:00,2.74323e+006
2007-02-24 08:00:00,2.76278e+006
2007-02-25 08:00:00,2.78225e+006
2007-02-26 08:00:00,2.7897e+006
2007-02-27 08:00:00,2.80933e+006
2007-02-28 08:00:00,2.81629e+006
2007-03-01 08:00:00,2.82349e+006
2007-03-02 08:00:00,2.83115e+006
2007-03-03 08:00:00,2.84649e+006
2007-03-04 08:00:00,2.85418e+006
2007-03-05 08:00:00,2.86577e+006
2007-03-06 08:00:00,2.87326e+006
2007-03-07 08:00:00,2.88055e+006
2007-03-08 08:00:00,2.88789e+006
2007-03-09 08:00:00,2.89465e+006
2007-03-10 08:00:00,2.9005e+006
2007-03-11 08:00:00,2.9068e+006
2007-03-12 08:00:00,2.91397e+006
2007-03-13 08:00:00,2.92018e+006
2007-03-14 08:00:00,2.92539e+006
2007-03-15 08:00:00,2.93103e+006
2007-03-16 08:00:00,2.93771e+006
2007-03-17 08:00:00,2.94468e+006
2007-03-18 08:00:00,2.95195e+006
2007-03-19 08:00:00,2.959e+006
2007-03-20 08:00:00,2.9662e+006
2007-03-21 08:00:00,2.97391e+006
2007-03-22 08:00:00,2.98505e+006
2007-03-23 08:00:00,2.99582e+006
2007-03-24 08:00:00,3.00192e+006
2007-03-25 08:00:00,3.00763e+006
2007-03-26 08:00:00,3.01294e+006
2007-03-27 08:00:00,3.01758e+006
2007-03-28 08:00:00,3.02258e+006
2007-03-29 08:00:00,3.02725e+006
2007-03-30 08:00:00,3.03076e+006
2007-03-31 08:00:00,3.03392e+006
