# file...... PDEWH_Case_2ai_PDE_Outlet_Temperature.csv
# date...... Fri Mar 21 06:17:46 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# property.. temperature
# limit..... 10000000
# interval.. 3600
# timestamp,waterheater:55,waterheater:66,waterheater:89,waterheater:101,waterheater:113,waterheater:125,waterheater:154,waterheater:172,waterheater:208,waterheater:232,waterheater:244,waterheater:256,waterheater:262,waterheater:274,waterheater:286,waterheater:321,waterheater:333,waterheater:393,waterheater:411,waterheater:428,waterheater:440,waterheater:452,waterheater:505,waterheater:517,waterheater:588,waterheater:599,waterheater:622,waterheater:634,waterheater:646,waterheater:658,waterheater:676,waterheater:682,waterheater:694,waterheater:705,waterheater:735,waterheater:759,waterheater:783,waterheater:837,waterheater:872,waterheater:878,waterheater:908,waterheater:914,waterheater:926,waterheater:944,waterheater:968,waterheater:1015,waterheater:1039,waterheater:1051,waterheater:1081
2013-07-14 00:00:00 CDT,+129.698806763,+127.447625732,+124.029449463,+130.070336914,+122.895083618,+128.072528076,+123.108905029,+123.166500854,+128.433676147,+128.526867676,+126.491732788,+125.032803345,+127.747717285,+126.559216309,+127.756863403,+129.259545898,+123.089624023,+129.778155518,+130.0480896,+128.339743042,+125.186557007,+126.585913086,+126.419799805,+129.453097534,+124.483047485,+125.578109741,+122.200473022,+129.579660034,+124.454620361,+123.342996216,+127.480255127,+128.086865234,+127.877987671,+128.232461548,+126.656610107,+129.88321228,+129.587075806,+122.146337891,+126.095236206,+123.802279663,+127.800863647,+125.367501831,+125.898223877,+124.34140625,+122.957623291,+122.137191772,+128.424777222,+123.956774902,+126.386181641
2013-07-14 01:00:00 CDT,+129.341738102,+127.098442667,+123.70239829,+129.710882984,+122.583942796,+127.721347502,+122.791600118,+122.851782863,+128.083661347,+128.171029489,+126.155500869,+124.693466716,+127.398528442,+126.210639248,+127.410344105,+128.903396573,+122.770430922,+129.421969834,+129.684791488,+127.988469002,+124.863962354,+126.251234406,+126.075983626,+129.097115685,+124.162212898,+125.241986535,+121.888522077,+129.22483888,+124.130250216,+123.018264009,+127.135532423,+127.726022971,+127.520171373,+127.881137781,+126.32276955,+129.518361364,+129.235388939,+121.830250791,+125.75474849,+123.476717004,+127.45611969,+125.022528021,+125.554422815,+124.003134352,+122.63089841,+121.818971617,+128.080171582,+123.631899575,+126.043315901
2013-07-14 02:00:00 CDT,+128.988096207,+126.751892312,+123.377830727,+129.356638569,+122.276405453,+127.378587801,+122.477695719,+122.539857677,+127.738977042,+127.819619505,+125.823572781,+124.362861883,+127.052116109,+125.869253608,+127.070443965,+128.552264398,+122.455369025,+129.073618714,+129.325700623,+127.641058091,+124.545199831,+125.921338526,+125.73457703,+128.742925071,+123.846374662,+124.909018461,+121.578344025,+128.871887787,+123.809920733,+122.69587746,+126.794172724,+127.37066101,+127.167417781,+127.534540676,+125.992310886,+129.157767404,+128.887230175,+121.518703337,+125.419019162,+123.153020264,+127.115555779,+124.682985039,+125.218146398,+123.67119966,+122.30925823,+121.506275212,+127.73998438,+123.308555394,+125.702976298
2013-07-14 03:00:00 CDT,+128.63765346,+126.408942219,+123.056789286,+129.007090641,+121.97212197,+127.04295687,+122.166963478,+122.230588915,+127.398978237,+127.472280688,+125.495596792,+124.039313715,+126.709419513,+125.534022341,+126.73633695,+128.205521909,+122.144036786,+128.731358353,+128.970520691,+127.297235452,+124.229921718,+125.59563047,+125.396666878,+128.391699197,+123.53491933,+124.579952895,+121.271091211,+128.521924343,+123.493213788,+122.376839928,+126.455954935,+127.020140291,+126.819293125,+127.192167848,+125.664980431,+128.801123868,+128.542239026,+121.211230348,+125.087573107,+122.832287508,+126.778783301,+124.348255681,+124.88808723,+123.344798816,+121.992198797,+121.198453845,+127.403679739,+122.987932656,+125.366159064
2013-07-14 04:00:00 CDT,+128.290174824,+126.069344998,+122.73910055,+128.66179449,+121.670804543,+126.713538198,+121.859182008,+121.923810874,+127.06322875,+127.128770015,+125.17124466,+123.721571961,+126.370185599,+125.204213593,+126.407442224,+127.862686832,+121.83613798,+128.393977995,+128.619030552,+126.956756489,+123.917819329,+125.273664851,+125.062094698,+128.043328579,+123.227418206,+124.254444918,+120.966656452,+128.174780502,+123.179811414,+122.060950382,+126.120633365,+126.673943727,+126.475465711,+126.853627548,+125.34052878,+128.448196756,+128.200096242,+122.598684156,+124.760046965,+122.514362689,+126.445511672,+124.017925309,+124.563245686,+123.02336681,+121.679336896,+123.172133794,+127.070776414,+122.669943693,+125.032678924
2013-07-14 05:00:00 CDT,+127.945602377,+125.732991525,+122.42469253,+128.320660286,+121.372419587,+126.389983506,+121.554345645,+121.619555686,+126.731576902,+126.789013724,+124.850499426,+123.409026672,+126.034303043,+124.879541863,+126.083569424,+127.523596138,+121.53158778,+128.060926252,+128.27121033,+126.619617383,+123.608842801,+124.955325125,+124.730820233,+127.697789076,+122.923714266,+123.932318149,+128.507438723,+127.830389175,+122.869608414,+121.748097965,+125.788217761,+126.331900952,+126.135867946,+126.518804387,+125.018985539,+128.09893515,+127.86078105,+128.441827502,+124.4363572,+122.199183555,+126.115641922,+123.691843595,+124.24312355,+122.706657418,+121.370577974,+128.428092125,+126.741164597,+122.354571748,+124.70244849
2013-07-14 06:00:00 CDT,+127.60494178,+125.402003148,+122.115659829,+127.985197076,+121.078198549,+126.073582726,+121.253723783,+121.319070546,+126.405012915,+126.453951279,+124.534579178,+123.102918148,+125.703935732,+124.561258952,+125.765894079,+127.189486914,+122.948211739,+127.733593747,+127.927986761,+126.286960081,+123.304157171,+124.641815268,+124.404912528,+127.357081521,+122.624782948,+123.615752186,+128.165794001,+127.490969116,+122.563540671,+121.440405607,+125.459948745,+125.995265886,+125.801646061,+126.188984992,+124.701704412,+127.754307176,+127.525579528,+128.100234881,+124.117622692,+121.888922072,+125.790126413,+123.371090918,+123.928941225,+122.395798398,+121.06704516,+128.087445766,+126.416228409,+122.043755752,+124.377419209
2013-07-14 07:00:00 CDT,+127.269935569,+125.077515329,+128.564549177,+127.659121017,+127.542345999,+125.76805825,+128.564169229,+124.891114831,+126.085860706,+128.569425349,+124.226269893,+122.806763432,+125.380334516,+124.25265234,+126.010529312,+126.863349681,+124.327787391,+127.415348981,+127.589076451,+125.961148841,+123.006332369,+125.622790728,+124.085334271,+127.021847469,+122.332956125,+123.306110585,+127.827392791,+127.157662741,+122.263632968,+121.139054295,+125.138375936,+125.666982875,+128.154072669,+125.867261271,+128.470287,+127.416505883,+127.197428286,+127.764339102,+123.806413445,+122.159152254,+125.470933698,+123.057991094,+123.623663786,+122.093729843,+127.01644458,+127.754768491,+128.558358487,+121.737993349,+124.058237631
2013-07-14 08:00:00 CDT,+126.941904492,+124.759280251,+128.24039675,+127.34533172,+128.328873364,+128.514861289,+128.286554164,+128.401170383,+125.775777248,+128.249243598,+123.927635446,+122.5228701,+125.06111447,+128.514963578,+128.440062152,+128.495040636,+128.45556345,+128.543479398,+127.258283395,+128.510143061,+122.717177097,+128.397346804,+128.434633421,+128.539174001,+122.049941138,+128.574895197,+127.493445504,+126.830125963,+125.388471101,+125.480897763,+124.825071423,+125.348924251,+128.3134457,+125.549221128,+128.307873792,+127.087037208,+126.878318956,+128.513740129,+123.504591597,+128.469155199,+126.475788107,+128.537710828,+128.292486952,+121.802714047,+128.34354307,+127.432732651,+128.245507048,+121.436531455,+128.547912261
2013-07-14 09:00:00 CDT,+128.561001476,+124.449626905,+127.90812743,+128.417049007,+127.998256817,+128.223123044,+127.964885185,+128.077561429,+128.502949096,+127.922329948,+123.639954445,+122.252483017,+124.744793678,+128.199590903,+128.131317501,+128.1779247,+128.13130208,+128.227397362,+128.444180139,+128.188142972,+123.929771825,+128.087363171,+128.102498884,+128.21064546,+128.498594603,+128.275166413,+128.536072522,+126.510671474,+128.393925073,+128.377289746,+124.520979274,+125.042069822,+127.988952752,+128.521862181,+127.980159182,+128.411738376,+126.56942504,+128.31324413,+123.213394208,+128.137456901,+128.354511084,+128.214359446,+128.327613435,+122.051651344,+128.020332935,+127.122459535,+127.933004958,+127.796528309,+128.21873904
