# file...... PDEWH_Case_1biii_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-10 23:00:00 CST,+31.3388664862,+0,+2.59274431695
2013-12-11 00:00:00 CST,+31.3632122059,+0.0191409683982,+2.59660068771
2013-12-11 01:00:00 CST,+31.4237298047,+0,+2.59505925205
2013-12-11 02:00:00 CST,+31.4237298047,+0,+2.59505925205
2013-12-11 03:00:00 CST,+31.4663478982,+0.0379036710946,+2.59949653477
2013-12-11 04:00:00 CST,+31.6070084325,+0.0749672747242,+2.60950803923
2013-12-11 05:00:00 CST,+31.9167349245,+0.226505599122,+2.63585906059
2013-12-11 06:00:00 CST,+32.8388448801,+0.50547815784,+2.69698802712
2013-12-11 07:00:00 CST,+34.507482018,+0.643778441049,+2.68578998632
2013-12-11 08:00:00 CST,+35.6024270272,+0.171900637894,+2.5953654835
2013-12-11 09:00:00 CST,+35.9470646553,+0.185823792914,+2.61804482858
2013-12-11 10:00:00 CST,+36.4610234426,+0.113646241257,+2.58478486258
2013-12-11 11:00:00 CST,+36.6543960709,+0.0564755031977,+2.571409449
2013-12-11 12:00:00 CST,+36.7657005894,+0,+2.56570078059
2013-12-11 13:00:00 CST,+36.7957570939,+0.0188637134529,+2.56748116209
2013-12-11 14:00:00 CST,+36.8874446747,+0.162982186723,+2.63424294521
2013-12-11 15:00:00 CST,+38.0306474306,+0.465283947563,+2.67288308325
2013-12-11 16:00:00 CST,+39.0114068423,+0.149067875643,+2.58673666599
2013-12-11 17:00:00 CST,+39.4176376004,+0.168458839553,+2.61053698877
2013-12-11 18:00:00 CST,+39.9532820153,+0.15177672262,+2.60960329509
2013-12-11 19:00:00 CST,+40.4106914202,+0.207725840353,+2.62566868145
2013-12-11 20:00:00 CST,+41.087410879,+0.369191280236,+2.65632800551
2013-12-11 21:00:00 CST,+41.8876607052,+0.192217821652,+2.6063565051
2013-12-11 22:00:00 CST,+42.1421285912,+0.0189031987402,+2.59667898853
2013-12-11 23:00:00 CST,+42.1513828984,+0,+2.59563590743
2013-12-12 00:00:00 CST,+42.1735281463,+0.0191824738059,+2.60120092138
2013-12-12 01:00:00 CST,+42.2362580402,+0,+2.59805912696
2013-12-12 02:00:00 CST,+42.2362580402,+0,+2.59805912696
2013-12-12 03:00:00 CST,+42.2816647096,+0.0377846850159,+2.60126890202
2013-12-12 04:00:00 CST,+42.4044227355,+0.0938177547319,+2.61123059246
2013-12-12 05:00:00 CST,+42.7476864063,+0.244921603127,+2.63565262362
2013-12-12 06:00:00 CST,+43.7086174291,+0.487346772701,+2.69223524194
2013-12-12 07:00:00 CST,+45.3421746773,+0.689610965454,+2.6977060628
2013-12-12 08:00:00 CST,+46.4433244067,+0.171942642267,+2.59706629378
2013-12-12 09:00:00 CST,+46.8356227539,+0.246141997991,+2.62514084747
2013-12-12 10:00:00 CST,+47.319726992,+0.0943493869607,+2.58451546055
2013-12-12 11:00:00 CST,+47.4990522989,+0.037741180826,+2.57607057494
2013-12-12 12:00:00 CST,+47.5920898078,+0,+2.57115293172
2013-12-12 13:00:00 CST,+47.6219773229,+0.0188473726395,+2.5728539838
2013-12-12 14:00:00 CST,+47.7138680865,+0.162878256061,+2.63842066707
2013-12-12 15:00:00 CST,+48.8129454758,+0.446009494436,+2.6691693303
2013-12-12 16:00:00 CST,+49.7856097224,+0.167979841573,+2.5902237664
2013-12-12 17:00:00 CST,+50.2409347045,+0.25412432651,+2.6061072669
2013-12-12 18:00:00 CST,+50.8108619965,+0.171005546043,+2.61086618397
2013-12-12 19:00:00 CST,+51.2963626669,+0.208226319735,+2.62429135341
2013-12-12 20:00:00 CST,+51.9269589778,+0.349406274559,+2.65225670196
2013-12-12 21:00:00 CST,+52.7291316065,+0.230316912921,+2.61634653343
2013-12-12 22:00:00 CST,+53.0328349445,+0.0379841268477,+2.59809309429
2013-12-12 23:00:00 CST,+53.0463408015,+0,+2.59635068066
2013-12-13 00:00:00 CST,+53.0712505306,+0.0191423211818,+2.60108999046
2013-12-13 01:00:00 CST,+53.1312324602,+0,+2.59861361176
2013-12-13 02:00:00 CST,+53.1312324602,+0,+2.59861361176
2013-12-13 03:00:00 CST,+53.1752737779,+0.0378477540316,+2.60236477222
2013-12-13 04:00:00 CST,+53.3139876761,+0.0750235124515,+2.61314524117
2013-12-13 05:00:00 CST,+53.6239332219,+0.226314089696,+2.63690133869
2013-12-13 06:00:00 CST,+54.5463884049,+0.506100386658,+2.7045502961
2013-12-13 07:00:00 CST,+56.2208043496,+0.708171911266,+2.69470470205
2013-12-13 08:00:00 CST,+57.3581565008,+0.190625344826,+2.59230079944
2013-12-13 09:00:00 CST,+57.7126095597,+0.22688611592,+2.61850604471
2013-12-13 10:00:00 CST,+58.2194811738,+0.113982764505,+2.57970039983
2013-12-13 11:00:00 CST,+58.3900926953,+0.0377791802035,+2.57129484818
2013-12-13 12:00:00 CST,+58.4819286029,+0,+2.56584561662
2013-12-13 13:00:00 CST,+58.5108187412,+0.0188315743932,+2.56743880522
2013-12-13 14:00:00 CST,+58.6037224488,+0.162942069209,+2.63363390528
2013-12-13 15:00:00 CST,+59.7295437873,+0.446820553939,+2.67122902432
2013-12-13 16:00:00 CST,+60.6859724639,+0.168887979916,+2.59106424044
2013-12-13 17:00:00 CST,+61.091537553,+0.187432850568,+2.61176613241
2013-12-13 18:00:00 CST,+61.6491511962,+0.171241527795,+2.60550199506
2013-12-13 19:00:00 CST,+62.0947706971,+0.293815111185,+2.62439698886
2013-12-13 20:00:00 CST,+62.7673453572,+0.301595836684,+2.65769728667
2013-12-13 21:00:00 CST,+63.5745458886,+0.229852833424,+2.61878536367
2013-12-13 22:00:00 CST,+63.8808960491,+0.0376884730291,+2.59859843508
2013-12-13 23:00:00 CST,+63.9148778571,+0,+2.59371410515
2013-12-14 00:00:00 CST,+63.9395678445,+0.0190263835448,+2.59817258869
2013-12-14 01:00:00 CST,+63.9998129921,+0,+2.59576884957
2013-12-14 02:00:00 CST,+63.9998129921,+0,+2.59576884957
2013-12-14 03:00:00 CST,+64.0400971229,+0.0379283519902,+2.60010022893
2013-12-14 04:00:00 CST,+64.1570703109,+0.0754747337543,+2.61107179141
2013-12-14 05:00:00 CST,+64.4643400578,+0.207563530537,+2.6330732818
2013-12-14 06:00:00 CST,+65.3948855837,+0.526090587995,+2.71067719019
2013-12-14 07:00:00 CST,+67.0695019651,+0.691409940332,+2.70488264697
2013-12-14 08:00:00 CST,+68.1451735039,+0.153244487206,+2.61179929343
2013-12-14 09:00:00 CST,+68.5282714493,+0.228004767123,+2.64107755661
2013-12-14 10:00:00 CST,+69.0105972787,+0.0951056121022,+2.60612427142
2013-12-14 11:00:00 CST,+69.1770565547,+0.0192377457069,+2.59495634774
2013-12-14 12:00:00 CST,+69.2760242586,+0.0194147232133,+2.59375815657
2013-12-14 13:00:00 CST,+69.306503424,+0.0189154333798,+2.59559524375
2013-12-14 14:00:00 CST,+69.4198336075,+0.164264847767,+2.66788261714
2013-12-14 15:00:00 CST,+70.5283058299,+0.429446449746,+2.70447072556
2013-12-14 16:00:00 CST,+71.4920081373,+0.187918344274,+2.62121733213
2013-12-14 17:00:00 CST,+71.9594841385,+0.168688521932,+2.62792824932
2013-12-14 18:00:00 CST,+72.5282836384,+0.190163640001,+2.62260437636
2013-12-14 19:00:00 CST,+73.0146596156,+0.208071009224,+2.62983963335
2013-12-14 20:00:00 CST,+73.6408391841,+0.28219607772,+2.65366397
2013-12-14 21:00:00 CST,+74.4371572359,+0.210901900526,+2.6048438359
2013-12-14 22:00:00 CST,+74.7216946286,+0.038567366078,+2.58855941167
2013-12-14 23:00:00 CST,+74.7316798462,+0,+2.58773241857
