# file...... PDEWH_Case_1biii_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-08 00:00:00 CST,+0,+0,+0
2013-12-08 01:00:00 CST,+0,+0,+0
2013-12-08 02:00:00 CST,+0,+0,+0
2013-12-08 03:00:00 CST,+0.00497516758002,+0,+0
2013-12-08 04:00:00 CST,+0.0135326090609,+0.0190944841804,+0.0570289733534
2013-12-08 05:00:00 CST,+0.101739052317,+0.0370737557696,+0.165992037164
2013-12-08 06:00:00 CST,+0.553948891385,+0.424010838593,+1.29407411909
2013-12-08 07:00:00 CST,+1.86386882115,+0.51561055591,+1.97628437767
2013-12-08 08:00:00 CST,+2.67139448795,+0.172227603803,+1.97340237345
2013-12-08 09:00:00 CST,+3.10660988897,+0.225871156159,+2.4340668391
2013-12-08 10:00:00 CST,+3.7062991163,+0.115113551397,+2.39324611251
2013-12-08 11:00:00 CST,+3.8816823753,+0.0385608232991,+2.38466438367
2013-12-08 12:00:00 CST,+3.94069990431,+0,+2.43549163824
2013-12-08 13:00:00 CST,+3.96422902783,+0.0377441064735,+2.49530539746
2013-12-08 14:00:00 CST,+4.19823257502,+0.222317663067,+2.617264719
2013-12-08 15:00:00 CST,+5.34205855945,+0.412885566119,+2.63460360972
2013-12-08 16:00:00 CST,+6.25477801419,+0.208200237949,+2.56588029785
2013-12-08 17:00:00 CST,+6.7055291762,+0.254155775768,+2.63190082838
2013-12-08 18:00:00 CST,+7.27865774163,+0.20895999146,+2.62315735979
2013-12-08 19:00:00 CST,+7.74152741544,+0.208732519262,+2.62654352368
2013-12-08 20:00:00 CST,+8.36477990288,+0.301392392412,+2.65146936412
2013-12-08 21:00:00 CST,+9.13986032469,+0.214198325373,+2.60525270453
2013-12-08 22:00:00 CST,+9.35242215879,+0.0581972656176,+2.59735873308
2013-12-08 23:00:00 CST,+9.43265854357,+0.0568877442295,+2.59936614056
2013-12-09 00:00:00 CST,+9.54906669415,+0.019102157099,+2.59614001391
2013-12-09 01:00:00 CST,+9.59957689381,+0,+2.59383488568
2013-12-09 02:00:00 CST,+9.64935171694,+0.0389045737696,+2.59868992501
2013-12-09 03:00:00 CST,+9.74772576482,+0.019442251188,+2.59649545196
2013-12-09 04:00:00 CST,+9.84453159176,+0.115825814884,+2.61036560435
2013-12-09 05:00:00 CST,+10.1160340601,+0.169237703419,+2.6288379945
2013-12-09 06:00:00 CST,+11.0747709838,+0.64841453657,+2.71598780889
2013-12-09 07:00:00 CST,+12.7885517793,+0.669261133236,+2.69641218241
2013-12-09 08:00:00 CST,+13.9232771614,+0.209004330251,+2.6022403978
2013-12-09 09:00:00 CST,+14.3156400237,+0.245459336533,+2.62408867396
2013-12-09 10:00:00 CST,+14.7747997335,+0.094348348457,+2.58025989127
2013-12-09 11:00:00 CST,+14.9219875059,+0.0567949125276,+2.5765734162
2013-12-09 12:00:00 CST,+15.0663332468,+0.0567765485164,+2.57178309198
2013-12-09 13:00:00 CST,+15.132603688,+0,+2.56598214641
2013-12-09 14:00:00 CST,+15.2104461122,+0.181432311532,+2.63638207038
2013-12-09 15:00:00 CST,+16.3323688601,+0.465608603926,+2.6717299268
2013-12-09 16:00:00 CST,+17.30653966,+0.149293994938,+2.58664653069
2013-12-09 17:00:00 CST,+17.7098178798,+0.187529286187,+2.60599808823
2013-12-09 18:00:00 CST,+18.2490032161,+0.151643410056,+2.6032389042
2013-12-09 19:00:00 CST,+18.6866174615,+0.207739885827,+2.62274188877
2013-12-09 20:00:00 CST,+19.3656703756,+0.324396660062,+2.65841750706
2013-12-09 21:00:00 CST,+20.2115026005,+0.210682001262,+2.61579870336
2013-12-09 22:00:00 CST,+20.480438037,+0.0377180586532,+2.59926673163
2013-12-09 23:00:00 CST,+20.5138868622,+0,+2.59559413124
2013-12-10 00:00:00 CST,+20.5352006112,+0,+2.59671512031
2013-12-10 01:00:00 CST,+20.5990621786,+0,+2.59761404215
2013-12-10 02:00:00 CST,+20.5990621786,+0,+2.59761404215
2013-12-10 03:00:00 CST,+20.6615276349,+0.0381841492077,+2.59923942901
2013-12-10 04:00:00 CST,+20.7509765503,+0.0752206573406,+2.6105351675
2013-12-10 05:00:00 CST,+21.0434270247,+0.207454036538,+2.63344176485
2013-12-10 06:00:00 CST,+21.9632429346,+0.505495060461,+2.7076780059
2013-12-10 07:00:00 CST,+23.6161540466,+0.621813573058,+2.69737908799
2013-12-10 08:00:00 CST,+24.7699410435,+0.171900689031,+2.59457330175
2013-12-10 09:00:00 CST,+25.1653538351,+0.246181002243,+2.62363698829
2013-12-10 10:00:00 CST,+25.6384339754,+0.0945516014405,+2.58551172962
2013-12-10 11:00:00 CST,+25.8198271057,+0.0378427326883,+2.57499387651
2013-12-10 12:00:00 CST,+25.9086948072,+0,+2.56934453404
2013-12-10 13:00:00 CST,+25.9384570853,+0.0188090158593,+2.57065938365
2013-12-10 14:00:00 CST,+26.0305151548,+0.162912036273,+2.63632235146
2013-12-10 15:00:00 CST,+27.1176461843,+0.446049181412,+2.67199169653
2013-12-10 16:00:00 CST,+28.0886578312,+0.168131818407,+2.59246265107
2013-12-10 17:00:00 CST,+28.5434343378,+0.254194050972,+2.60950414707
2013-12-10 18:00:00 CST,+29.1078093758,+0.190384944541,+2.61311167445
2013-12-10 19:00:00 CST,+29.5922928042,+0.208134206408,+2.62456924811
2013-12-10 20:00:00 CST,+30.2211391536,+0.282391733238,+2.65783273247
2013-12-10 21:00:00 CST,+31.0195533868,+0.21073110425,+2.60857349925
2013-12-10 22:00:00 CST,+31.323762351,+0.0378670938036,+2.59456085237
