# file...... PDEWH_Case_2bi_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-11 12:00:00 CST,+35.7237944614,+0.0408163265306,+0
2013-12-11 13:00:00 CST,+35.7592096797,+0,+0
2013-12-11 14:00:00 CST,+35.8284893331,+0.122448979592,+0
2013-12-11 15:00:00 CST,+35.8284893331,+0,+0
2013-12-11 16:00:00 CST,+35.8284893331,+0,+0
2013-12-11 17:00:00 CST,+35.8284893331,+0,+0
2013-12-11 18:00:00 CST,+35.8284893331,+0,+0
2013-12-11 19:00:00 CST,+35.8284893331,+0,+0
2013-12-11 20:00:00 CST,+36.805611955,+1.34693877551,+0
2013-12-11 21:00:00 CST,+38.41642747,+1.34693877551,+0
2013-12-11 22:00:00 CST,+39.5563635117,+0.979591836735,+0
2013-12-11 23:00:00 CST,+40.358229448,+0.612244897959,+0
2013-12-12 00:00:00 CST,+40.7579600297,+0.244897959184,+0
2013-12-12 01:00:00 CST,+40.8656771216,+0,+0
2013-12-12 02:00:00 CST,+40.8656771216,+0,+0
2013-12-12 03:00:00 CST,+40.9623973616,+0.326530612245,+0
2013-12-12 04:00:00 CST,+41.5470522686,+0.816326530612,+0
2013-12-12 05:00:00 CST,+42.1218626641,+0.571428571429,+0
2013-12-12 06:00:00 CST,+42.7148033861,+0.897959183673,+0
2013-12-12 07:00:00 CST,+43.9198051683,+1.30612244898,+0
2013-12-12 08:00:00 CST,+44.8944186481,+0.530612244898,+0
2013-12-12 09:00:00 CST,+45.4150145084,+0.69387755102,+0
2013-12-12 10:00:00 CST,+46.0095147824,+0.530612244898,+0
2013-12-12 11:00:00 CST,+46.2883353865,+0.244897959184,+0
2013-12-12 12:00:00 CST,+46.3889983501,+0.0408163265306,+0
2013-12-12 13:00:00 CST,+46.4243171123,+0,+0
2013-12-12 14:00:00 CST,+46.493731291,+0.122448979592,+0
2013-12-12 15:00:00 CST,+46.493731291,+0,+0
2013-12-12 16:00:00 CST,+46.493731291,+0,+0
2013-12-12 17:00:00 CST,+46.493731291,+0,+0
2013-12-12 18:00:00 CST,+46.493731291,+0,+0
2013-12-12 19:00:00 CST,+46.493731291,+0,+0
2013-12-12 20:00:00 CST,+47.4708808607,+1.34693877551,+0
2013-12-12 21:00:00 CST,+49.0817128438,+1.34693877551,+0
2013-12-12 22:00:00 CST,+50.222031288,+0.979591836735,+0
2013-12-12 23:00:00 CST,+51.0233606203,+0.612244897959,+0
2013-12-13 00:00:00 CST,+51.4178894161,+0.244897959184,+0
2013-12-13 01:00:00 CST,+51.5306587976,+0,+0
2013-12-13 02:00:00 CST,+51.5306587976,+0,+0
2013-12-13 03:00:00 CST,+51.6273822457,+0.326530612245,+0
2013-12-13 04:00:00 CST,+52.2121934929,+0.816326530612,+0
2013-12-13 05:00:00 CST,+52.7871758412,+0.571428571429,+0
2013-12-13 06:00:00 CST,+53.3800797773,+0.897959183673,+0
2013-12-13 07:00:00 CST,+54.5850466984,+1.30612244898,+0
2013-12-13 08:00:00 CST,+55.5596946116,+0.530612244898,+0
2013-12-13 09:00:00 CST,+56.080151883,+0.69387755102,+0
2013-12-13 10:00:00 CST,+56.6746378276,+0.530612244898,+0
2013-12-13 11:00:00 CST,+56.9533664669,+0.244897959184,+0
2013-12-13 12:00:00 CST,+57.0541087769,+0.0408163265306,+0
2013-12-13 13:00:00 CST,+57.0894149207,+0,+0
2013-12-13 14:00:00 CST,+57.1588299548,+0.122448979592,+0
2013-12-13 15:00:00 CST,+57.1588299548,+0,+0
2013-12-13 16:00:00 CST,+57.1588299548,+0,+0
2013-12-13 17:00:00 CST,+57.1588299548,+0,+0
2013-12-13 18:00:00 CST,+57.1588299548,+0,+0
2013-12-13 19:00:00 CST,+57.1588299548,+0,+0
2013-12-13 20:00:00 CST,+58.135978669,+1.34693877551,+0
2013-12-13 21:00:00 CST,+59.7467926869,+1.34693877551,+0
2013-12-13 22:00:00 CST,+60.8870375593,+0.979591836735,+0
2013-12-13 23:00:00 CST,+61.6884103076,+0.612244897959,+0
2013-12-14 00:00:00 CST,+62.0845531926,+0.244897959184,+0
2013-12-14 01:00:00 CST,+62.1957801319,+0,+0
2013-12-14 02:00:00 CST,+62.1957801319,+0,+0
2013-12-14 03:00:00 CST,+62.2925365162,+0.326530612245,+0
2013-12-14 04:00:00 CST,+62.879002916,+0.816326530612,+0
2013-12-14 05:00:00 CST,+63.45919753,+0.571428571429,+0
2013-12-14 06:00:00 CST,+64.0507711845,+0.897959183673,+0
2013-12-14 07:00:00 CST,+65.2557954232,+1.30612244898,+0
2013-12-14 08:00:00 CST,+66.2296853753,+0.530612244898,+0
2013-12-14 09:00:00 CST,+66.7506392567,+0.69387755102,+0
2013-12-14 10:00:00 CST,+67.3446643079,+0.530612244898,+0
2013-12-14 11:00:00 CST,+67.6175769219,+0.244897959184,+0
2013-12-14 12:00:00 CST,+67.7192850762,+0.0408163265306,+0
2013-12-14 13:00:00 CST,+67.756948727,+0,+0
2013-12-14 14:00:00 CST,+67.8232217729,+0.122448979592,+0
2013-12-14 15:00:00 CST,+67.8232217729,+0,+0
2013-12-14 16:00:00 CST,+67.8232217729,+0,+0
2013-12-14 17:00:00 CST,+67.8232217729,+0,+0
2013-12-14 18:00:00 CST,+67.8232217729,+0,+0
2013-12-14 19:00:00 CST,+67.8232217729,+0,+0
2013-12-14 20:00:00 CST,+68.7999006111,+1.34693877551,+0
2013-12-14 21:00:00 CST,+70.4079561127,+1.34693877551,+0
2013-12-14 22:00:00 CST,+71.5462900419,+0.979591836735,+0
2013-12-14 23:00:00 CST,+72.348294567,+0.612244897959,+0
