# file...... PDEWH_Case_2bi_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-08 00:00:00 CST,+0,+0,+0
2013-12-08 01:00:00 CST,+0,+0,+0
2013-12-08 02:00:00 CST,+0,+0,+0
2013-12-08 03:00:00 CST,+0,+0,+0
2013-12-08 04:00:00 CST,+0.0433592664272,+0.122448979592,+0
2013-12-08 05:00:00 CST,+0.0719179739249,+0,+0
2013-12-08 06:00:00 CST,+0.249469502196,+0.65306122449,+0
2013-12-08 07:00:00 CST,+1.3465792456,+1.14285714286,+0
2013-12-08 08:00:00 CST,+2.28700812448,+0.571428571429,+0
2013-12-08 09:00:00 CST,+2.7963906948,+0.65306122449,+0
2013-12-08 10:00:00 CST,+3.41904888082,+0.530612244898,+0
2013-12-08 11:00:00 CST,+3.71579085879,+0.285714285714,+0
2013-12-08 12:00:00 CST,+3.85578503042,+0,+0
2013-12-08 13:00:00 CST,+3.85578503042,+0,+0
2013-12-08 14:00:00 CST,+3.90386487163,+0.0816326530612,+0
2013-12-08 15:00:00 CST,+3.90386487163,+0,+0
2013-12-08 16:00:00 CST,+3.90386487163,+0,+0
2013-12-08 17:00:00 CST,+3.90386487163,+0,+0
2013-12-08 18:00:00 CST,+3.90386487163,+0,+0
2013-12-08 19:00:00 CST,+3.90386487163,+0,+0
2013-12-08 20:00:00 CST,+4.88087884668,+1.34693877551,+0
2013-12-08 21:00:00 CST,+6.46484513019,+1.26530612245,+0
2013-12-08 22:00:00 CST,+7.5839667564,+0.938775510204,+0
2013-12-08 23:00:00 CST,+8.36518873284,+0.65306122449,+0
2013-12-09 00:00:00 CST,+8.79238577966,+0.204081632653,+0
2013-12-09 01:00:00 CST,+8.86358985006,+0,+0
2013-12-09 02:00:00 CST,+8.86358985006,+0,+0
2013-12-09 03:00:00 CST,+8.96116301013,+0.326530612245,+0
2013-12-09 04:00:00 CST,+9.54820215815,+0.816326530612,+0
2013-12-09 05:00:00 CST,+10.1245259094,+0.571428571429,+0
2013-12-09 06:00:00 CST,+10.7169522701,+0.897959183673,+0
2013-12-09 07:00:00 CST,+11.9222699407,+1.30612244898,+0
2013-12-09 08:00:00 CST,+12.8976095148,+0.530612244898,+0
2013-12-09 09:00:00 CST,+13.420118243,+0.69387755102,+0
2013-12-09 10:00:00 CST,+14.0146086788,+0.530612244898,+0
2013-12-09 11:00:00 CST,+14.2934981496,+0.244897959184,+0
2013-12-09 12:00:00 CST,+14.3940507555,+0.0408163265306,+0
2013-12-09 13:00:00 CST,+14.4293966794,+0,+0
2013-12-09 14:00:00 CST,+14.4984618195,+0.122448979592,+0
2013-12-09 15:00:00 CST,+14.4984618195,+0,+0
2013-12-09 16:00:00 CST,+14.4984618195,+0,+0
2013-12-09 17:00:00 CST,+14.4984618195,+0,+0
2013-12-09 18:00:00 CST,+14.4984618195,+0,+0
2013-12-09 19:00:00 CST,+14.4984618195,+0,+0
2013-12-09 20:00:00 CST,+15.4755865801,+1.34693877551,+0
2013-12-09 21:00:00 CST,+17.0863781415,+1.34693877551,+0
2013-12-09 22:00:00 CST,+18.2252488886,+0.979591836735,+0
2013-12-09 23:00:00 CST,+19.0280147967,+0.612244897959,+0
2013-12-10 00:00:00 CST,+19.4263389586,+0.244897959184,+0
2013-12-10 01:00:00 CST,+19.5354325283,+0,+0
2013-12-10 02:00:00 CST,+19.5354325283,+0,+0
2013-12-10 03:00:00 CST,+19.6321568318,+0.326530612245,+0
2013-12-10 04:00:00 CST,+20.2168549409,+0.816326530612,+0
2013-12-10 05:00:00 CST,+20.7916991281,+0.571428571429,+0
2013-12-10 06:00:00 CST,+21.3846173936,+0.897959183673,+0
2013-12-10 07:00:00 CST,+22.5895796096,+1.30612244898,+0
2013-12-10 08:00:00 CST,+23.5641430434,+0.530612244898,+0
2013-12-10 09:00:00 CST,+24.0846296153,+0.69387755102,+0
2013-12-10 10:00:00 CST,+24.6791189818,+0.530612244898,+0
2013-12-10 11:00:00 CST,+24.9580366836,+0.244897959184,+0
2013-12-10 12:00:00 CST,+25.0586273586,+0.0408163265306,+0
2013-12-10 13:00:00 CST,+25.0939037743,+0,+0
2013-12-10 14:00:00 CST,+25.1632420285,+0.122448979592,+0
2013-12-10 15:00:00 CST,+25.1632420285,+0,+0
2013-12-10 16:00:00 CST,+25.1632420285,+0,+0
2013-12-10 17:00:00 CST,+25.1632420285,+0,+0
2013-12-10 18:00:00 CST,+25.1632420285,+0,+0
2013-12-10 19:00:00 CST,+25.1632420285,+0,+0
2013-12-10 20:00:00 CST,+26.1403770549,+1.34693877551,+0
2013-12-10 21:00:00 CST,+27.7511219923,+1.34693877551,+0
2013-12-10 22:00:00 CST,+28.891396165,+0.979591836735,+0
2013-12-10 23:00:00 CST,+29.6929299586,+0.612244897959,+0
2013-12-11 00:00:00 CST,+30.0908139727,+0.244897959184,+0
2013-12-11 01:00:00 CST,+30.2003757074,+0,+0
2013-12-11 02:00:00 CST,+30.2003757074,+0,+0
2013-12-11 03:00:00 CST,+30.2970931671,+0.326530612245,+0
2013-12-11 04:00:00 CST,+30.8816323695,+0.816326530612,+0
2013-12-11 05:00:00 CST,+31.4562421535,+0.571428571429,+0
2013-12-11 06:00:00 CST,+32.0493144065,+0.897959183673,+0
2013-12-11 07:00:00 CST,+33.2543061368,+1.30612244898,+0
2013-12-11 08:00:00 CST,+34.2291557309,+0.530612244898,+0
2013-12-11 09:00:00 CST,+34.7498091226,+0.69387755102,+0
2013-12-11 10:00:00 CST,+35.3442606339,+0.530612244898,+0
2013-12-11 11:00:00 CST,+35.6235168945,+0.244897959184,+0
