# file...... PDEWH_Case_1bii_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-08 00:00:00 CST,+0,+0,+0
2013-12-08 01:00:00 CST,+0,+0,+0
2013-12-08 02:00:00 CST,+0,+0,+0
2013-12-08 03:00:00 CST,+0,+0,+0
2013-12-08 04:00:00 CST,+0.0329197640578,+0.122448979592,+0
2013-12-08 05:00:00 CST,+0.172266332365,+0.163265306122,+0
2013-12-08 06:00:00 CST,+0.503893554745,+0.65306122449,+0
2013-12-08 07:00:00 CST,+1.50724111679,+1.14285714286,+0
2013-12-08 08:00:00 CST,+2.39815165382,+0.448979591837,+0
2013-12-08 09:00:00 CST,+2.83933975542,+0.612244897959,+0
2013-12-08 10:00:00 CST,+3.44468930982,+0.571428571429,+0
2013-12-08 11:00:00 CST,+3.76125291116,+0.244897959184,+0
2013-12-08 12:00:00 CST,+3.87032851564,+0,+0
2013-12-08 13:00:00 CST,+3.89378103779,+0,+0
2013-12-08 14:00:00 CST,+4.02822053525,+0.326530612245,+0
2013-12-08 15:00:00 CST,+4.9708959218,+0.979591836735,+0
2013-12-08 16:00:00 CST,+5.77026362346,+0.489795918367,+0
2013-12-08 17:00:00 CST,+6.26617784128,+0.571428571429,+0
2013-12-08 18:00:00 CST,+6.92410474355,+0.530612244898,+0
2013-12-08 19:00:00 CST,+7.3953450183,+0.571428571429,+0
2013-12-08 20:00:00 CST,+8.02529900748,+0.571428571429,+0
2013-12-08 21:00:00 CST,+8.64220490194,+0.571428571429,+0
2013-12-08 22:00:00 CST,+8.89656051557,+0.0408163265306,+0
2013-12-08 23:00:00 CST,+8.89682742737,+0,+0
2013-12-09 00:00:00 CST,+8.94518957914,+0.0408163265306,+0
2013-12-09 01:00:00 CST,+8.94697305473,+0,+0
2013-12-09 02:00:00 CST,+8.94697305473,+0,+0
2013-12-09 03:00:00 CST,+9.0966083459,+0.489795918367,+0
2013-12-09 04:00:00 CST,+9.80223931691,+0.857142857143,+0
2013-12-09 05:00:00 CST,+10.4737038661,+0.571428571429,+0
2013-12-09 06:00:00 CST,+10.9808908302,+0.897959183673,+0
2013-12-09 07:00:00 CST,+12.1310398842,+1.30612244898,+0
2013-12-09 08:00:00 CST,+13.1433178703,+0.612244897959,+0
2013-12-09 09:00:00 CST,+13.6811716747,+0.69387755102,+0
2013-12-09 10:00:00 CST,+14.2939205461,+0.530612244898,+0
2013-12-09 11:00:00 CST,+14.5695546767,+0.244897959184,+0
2013-12-09 12:00:00 CST,+14.6742615252,+0.0408163265306,+0
2013-12-09 13:00:00 CST,+14.6840651872,+0,+0
2013-12-09 14:00:00 CST,+14.8422397313,+0.408163265306,+0
2013-12-09 15:00:00 CST,+15.8179268467,+0.979591836735,+0
2013-12-09 16:00:00 CST,+16.6282843424,+0.530612244898,+0
2013-12-09 17:00:00 CST,+17.1113217767,+0.530612244898,+0
2013-12-09 18:00:00 CST,+17.7658964549,+0.530612244898,+0
2013-12-09 19:00:00 CST,+18.2393823819,+0.571428571429,+0
2013-12-09 20:00:00 CST,+18.8752571935,+0.612244897959,+0
2013-12-09 21:00:00 CST,+19.4888517133,+0.530612244898,+0
2013-12-09 22:00:00 CST,+19.7402246731,+0.0408163265306,+0
2013-12-09 23:00:00 CST,+19.7631371694,+0,+0
2013-12-10 00:00:00 CST,+19.7779430751,+0.0408163265306,+0
2013-12-10 01:00:00 CST,+19.8133270682,+0,+0
2013-12-10 02:00:00 CST,+19.8133270682,+0,+0
2013-12-10 03:00:00 CST,+19.9552375297,+0.489795918367,+0
2013-12-10 04:00:00 CST,+20.6718559422,+0.816326530612,+0
2013-12-10 05:00:00 CST,+21.3278135144,+0.571428571429,+0
2013-12-10 06:00:00 CST,+21.8439358217,+0.897959183673,+0
2013-12-10 07:00:00 CST,+22.9921619558,+1.30612244898,+0
2013-12-10 08:00:00 CST,+24.0041969837,+0.612244897959,+0
2013-12-10 09:00:00 CST,+24.54092454,+0.69387755102,+0
2013-12-10 10:00:00 CST,+25.1537144748,+0.530612244898,+0
2013-12-10 11:00:00 CST,+25.4294399286,+0.244897959184,+0
2013-12-10 12:00:00 CST,+25.5341450661,+0.0408163265306,+0
2013-12-10 13:00:00 CST,+25.5438787921,+0,+0
2013-12-10 14:00:00 CST,+25.7021134341,+0.408163265306,+0
2013-12-10 15:00:00 CST,+26.6778935837,+0.979591836735,+0
2013-12-10 16:00:00 CST,+27.4882636978,+0.530612244898,+0
2013-12-10 17:00:00 CST,+27.9714223973,+0.530612244898,+0
2013-12-10 18:00:00 CST,+28.6259451047,+0.530612244898,+0
2013-12-10 19:00:00 CST,+29.099420552,+0.571428571429,+0
2013-12-10 20:00:00 CST,+29.7351356015,+0.612244897959,+0
2013-12-10 21:00:00 CST,+30.3489942528,+0.530612244898,+0
2013-12-10 22:00:00 CST,+30.6023994209,+0.0408163265306,+0
2013-12-10 23:00:00 CST,+30.6231054035,+0,+0
2013-12-11 00:00:00 CST,+30.6365348313,+0.0408163265306,+0
2013-12-11 01:00:00 CST,+30.6732775509,+0,+0
2013-12-11 02:00:00 CST,+30.6732775509,+0,+0
2013-12-11 03:00:00 CST,+30.8152200932,+0.489795918367,+0
2013-12-11 04:00:00 CST,+31.5317266508,+0.816326530612,+0
2013-12-11 05:00:00 CST,+32.1873362539,+0.571428571429,+0
2013-12-11 06:00:00 CST,+32.703675427,+0.897959183673,+0
2013-12-11 07:00:00 CST,+33.8518042495,+1.30612244898,+0
2013-12-11 08:00:00 CST,+34.8643613381,+0.612244897959,+0
2013-12-11 09:00:00 CST,+35.4011673853,+0.69387755102,+0
