# file...... PDEWH_Case_1bii_Averge_PDE_Water_Heater_Energy_Power_COP.csv
# date...... Sun Mar 23 13:16:13 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# trigger... (none)
# interval.. 3600
# limit..... 10000000
# property.. timestamp,avg(energy.real),avg(waterheater_power),avg(COP)
2013-12-11 10:00:00 CST,+36.0139143319,+0.530612244898,+0
2013-12-11 11:00:00 CST,+36.2898367614,+0.244897959184,+0
2013-12-11 12:00:00 CST,+36.3943188309,+0.0408163265306,+0
2013-12-11 13:00:00 CST,+36.4041949954,+0,+0
2013-12-11 14:00:00 CST,+36.5624056837,+0.408163265306,+0
2013-12-11 15:00:00 CST,+37.5380985737,+0.979591836735,+0
2013-12-11 16:00:00 CST,+38.3484535029,+0.530612244898,+0
2013-12-11 17:00:00 CST,+38.8314789604,+0.530612244898,+0
2013-12-11 18:00:00 CST,+39.4860716038,+0.530612244898,+0
2013-12-11 19:00:00 CST,+39.9595964554,+0.571428571429,+0
2013-12-11 20:00:00 CST,+40.595549544,+0.612244897959,+0
2013-12-11 21:00:00 CST,+41.2090360588,+0.530612244898,+0
2013-12-11 22:00:00 CST,+41.4624311749,+0.0408163265306,+0
2013-12-11 23:00:00 CST,+41.4834198958,+0,+0
2013-12-12 00:00:00 CST,+41.4987884978,+0.0408163265306,+0
2013-12-12 01:00:00 CST,+41.5336095807,+0,+0
2013-12-12 02:00:00 CST,+41.5336095807,+0,+0
2013-12-12 03:00:00 CST,+41.6754943776,+0.489795918367,+0
2013-12-12 04:00:00 CST,+42.3921142872,+0.816326530612,+0
2013-12-12 05:00:00 CST,+43.0479499526,+0.571428571429,+0
2013-12-12 06:00:00 CST,+43.5642397213,+0.897959183673,+0
2013-12-12 07:00:00 CST,+44.7123843703,+1.30612244898,+0
2013-12-12 08:00:00 CST,+45.724629848,+0.612244897959,+0
2013-12-12 09:00:00 CST,+46.261427768,+0.69387755102,+0
2013-12-12 10:00:00 CST,+46.8742230496,+0.530612244898,+0
2013-12-12 11:00:00 CST,+47.1498276659,+0.244897959184,+0
2013-12-12 12:00:00 CST,+47.254626907,+0.0408163265306,+0
2013-12-12 13:00:00 CST,+47.2643997715,+0,+0
2013-12-12 14:00:00 CST,+47.4226269279,+0.408163265306,+0
2013-12-12 15:00:00 CST,+48.3983493322,+0.979591836735,+0
2013-12-12 16:00:00 CST,+49.2086664062,+0.530612244898,+0
2013-12-12 17:00:00 CST,+49.6918826372,+0.530612244898,+0
2013-12-12 18:00:00 CST,+50.346388021,+0.530612244898,+0
2013-12-12 19:00:00 CST,+50.8198245436,+0.571428571429,+0
2013-12-12 20:00:00 CST,+51.4555545641,+0.612244897959,+0
2013-12-12 21:00:00 CST,+52.0695160877,+0.571428571429,+0
2013-12-12 22:00:00 CST,+52.3229231806,+0.0408163265306,+0
2013-12-12 23:00:00 CST,+52.3434452336,+0,+0
2013-12-13 00:00:00 CST,+52.353501478,+0.0408163265306,+0
2013-12-13 01:00:00 CST,+52.3935728957,+0,+0
2013-12-13 02:00:00 CST,+52.3935728957,+0,+0
2013-12-13 03:00:00 CST,+52.5361499951,+0.489795918367,+0
2013-12-13 04:00:00 CST,+53.2525149697,+0.816326530612,+0
2013-12-13 05:00:00 CST,+53.9092337111,+0.571428571429,+0
2013-12-13 06:00:00 CST,+54.4246158086,+0.897959183673,+0
2013-12-13 07:00:00 CST,+55.5733744831,+1.30612244898,+0
2013-12-13 08:00:00 CST,+56.5849475483,+0.612244897959,+0
2013-12-13 09:00:00 CST,+57.1216130819,+0.69387755102,+0
2013-12-13 10:00:00 CST,+57.7344055831,+0.530612244898,+0
2013-12-13 11:00:00 CST,+58.0099227259,+0.244897959184,+0
2013-12-13 12:00:00 CST,+58.1148073018,+0.0408163265306,+0
2013-12-13 13:00:00 CST,+58.1245564265,+0,+0
2013-12-13 14:00:00 CST,+58.2827743865,+0.408163265306,+0
2013-12-13 15:00:00 CST,+59.2584739065,+0.979591836735,+0
2013-12-13 16:00:00 CST,+60.0687588997,+0.530612244898,+0
2013-12-13 17:00:00 CST,+60.5520067837,+0.530612244898,+0
2013-12-13 18:00:00 CST,+61.2064711041,+0.530612244898,+0
2013-12-13 19:00:00 CST,+61.6799183203,+0.571428571429,+0
2013-12-13 20:00:00 CST,+62.315639786,+0.612244897959,+0
2013-12-13 21:00:00 CST,+62.9295897605,+0.530612244898,+0
2013-12-13 22:00:00 CST,+63.1829478768,+0.0408163265306,+0
2013-12-13 23:00:00 CST,+63.2035437155,+0,+0
2013-12-14 00:00:00 CST,+63.2152837713,+0.0408163265306,+0
2013-12-14 01:00:00 CST,+63.2537205681,+0,+0
2013-12-14 02:00:00 CST,+63.2537205681,+0,+0
2013-12-14 03:00:00 CST,+63.4044431827,+0.489795918367,+0
2013-12-14 04:00:00 CST,+64.1088403282,+0.857142857143,+0
2013-12-14 05:00:00 CST,+64.7828471696,+0.571428571429,+0
2013-12-14 06:00:00 CST,+65.2899265562,+0.897959183673,+0
2013-12-14 07:00:00 CST,+66.4386016069,+1.30612244898,+0
2013-12-14 08:00:00 CST,+67.4500604647,+0.612244897959,+0
2013-12-14 09:00:00 CST,+67.9871663599,+0.69387755102,+0
2013-12-14 10:00:00 CST,+68.5994665286,+0.530612244898,+0
2013-12-14 11:00:00 CST,+68.8690934327,+0.244897959184,+0
2013-12-14 12:00:00 CST,+68.9748401251,+0.0408163265306,+0
2013-12-14 13:00:00 CST,+68.9869396991,+0,+0
2013-12-14 14:00:00 CST,+69.1442538376,+0.408163265306,+0
2013-12-14 15:00:00 CST,+70.1180043453,+0.979591836735,+0
2013-12-14 16:00:00 CST,+70.9247782079,+0.489795918367,+0
2013-12-14 17:00:00 CST,+71.3988572009,+0.530612244898,+0
2013-12-14 18:00:00 CST,+72.0589709407,+0.530612244898,+0
2013-12-14 19:00:00 CST,+72.5317153746,+0.571428571429,+0
2013-12-14 20:00:00 CST,+73.1657836125,+0.612244897959,+0
2013-12-14 21:00:00 CST,+73.7742432883,+0.530612244898,+0
2013-12-14 22:00:00 CST,+74.0331100963,+0.0408163265306,+0
2013-12-14 23:00:00 CST,+74.0537989692,+0,+0
