# file...... PDEWH_Case_2aiv_PDE_Outlet_Temperature.csv
# date...... Fri Mar 21 06:17:46 2014
# user...... afisher
# host...... (null)
# group..... class=waterheater AND groupid=fwh
# property.. temperature
# limit..... 10000000
# interval.. 3600
# timestamp,waterheater:55,waterheater:66,waterheater:89,waterheater:101,waterheater:113,waterheater:125,waterheater:154,waterheater:172,waterheater:208,waterheater:232,waterheater:244,waterheater:256,waterheater:262,waterheater:274,waterheater:286,waterheater:321,waterheater:333,waterheater:393,waterheater:411,waterheater:428,waterheater:440,waterheater:452,waterheater:505,waterheater:517,waterheater:588,waterheater:599,waterheater:622,waterheater:634,waterheater:646,waterheater:658,waterheater:676,waterheater:682,waterheater:694,waterheater:705,waterheater:735,waterheater:759,waterheater:783,waterheater:837,waterheater:872,waterheater:878,waterheater:908,waterheater:914,waterheater:926,waterheater:944,waterheater:968,waterheater:1015,waterheater:1039,waterheater:1051,waterheater:1081
2013-07-14 00:00:00 CDT,+129.698806763,+127.447625732,+124.029449463,+130.070336914,+122.895083618,+128.072528076,+123.108905029,+123.166500854,+128.433676147,+128.526867676,+126.491732788,+125.032803345,+127.747717285,+126.559216309,+127.756863403,+129.259545898,+123.089624023,+129.778155518,+130.0480896,+128.339743042,+125.186557007,+126.585913086,+126.419799805,+129.453097534,+124.483047485,+125.578109741,+122.200473022,+129.579660034,+124.454620361,+123.342996216,+127.480255127,+128.086865234,+127.877987671,+128.232461548,+126.656610107,+129.88321228,+129.587075806,+122.146337891,+126.095236206,+123.802279663,+127.800863647,+125.367501831,+125.898223877,+124.34140625,+122.957623291,+122.137191772,+128.424777222,+123.956774902,+126.386181641
2013-07-14 01:00:00 CDT,+129.341732516,+127.098437196,+123.702393166,+129.710877367,+122.583937931,+127.721342029,+122.791595155,+122.851777938,+128.083655879,+128.171023926,+126.155495613,+124.69346143,+127.398522972,+126.21063381,+127.410338697,+128.903391008,+122.770425933,+129.42196428,+129.684785807,+127.988463508,+124.86395731,+126.251229177,+126.075978239,+129.097110104,+124.162207886,+125.241981271,+121.888517187,+129.224833318,+124.130245145,+123.018258921,+127.13552703,+127.726017335,+127.520165782,+127.88113229,+126.322764328,+129.518355659,+129.235383437,+121.830245852,+125.75474317,+123.4767119,+127.4561143,+125.022522634,+125.554417454,+124.003129072,+122.630893306,+121.818966649,+128.080166196,+123.631894481,+126.04331053
2013-07-14 02:00:00 CDT,+128.988088798,+126.751885057,+123.377823933,+129.356631145,+122.276399009,+127.378580611,+122.477689143,+122.539851143,+127.738969817,+127.819612141,+125.823567014,+124.362854946,+127.052108857,+125.869246449,+127.070436838,+128.552257039,+122.455362423,+129.073611406,+129.325693099,+127.641050812,+124.545193152,+125.921331612,+125.734569884,+128.742917658,+123.846368041,+124.909011489,+121.578337534,+128.8718804,+123.809914021,+122.695870712,+126.794165573,+127.370653561,+127.167410388,+127.534533413,+125.992303963,+129.157759848,+128.887222881,+121.518696808,+125.419012126,+123.15301349,+127.115548643,+124.682977922,+125.218139345,+123.6711927,+122.309251488,+121.506268656,+127.739977252,+123.308548627,+125.702969174
2013-07-14 03:00:00 CDT,+128.637644683,+126.40893363,+123.056785619,+129.007085782,+121.972115404,+127.04294842,+122.166958756,+122.230584407,+127.398971438,+127.472277824,+125.495589386,+124.039310281,+126.709410929,+125.534013912,+126.736328553,+128.205518027,+122.144028979,+128.731349744,+128.970511789,+127.297226836,+124.229913816,+125.595622299,+125.396659687,+128.391690409,+123.534911512,+124.579949263,+121.271087905,+128.521919996,+123.493205848,+122.376836248,+126.455946464,+127.020131495,+126.819290654,+127.192163269,+125.664975839,+128.801121317,+128.542230384,+121.211225798,+125.087564792,+122.832283817,+126.778779883,+124.348252004,+124.888083897,+123.344790614,+121.992190839,+121.198451806,+127.403677824,+122.987924634,+125.366152298
2013-07-14 04:00:00 CDT,+128.290171082,+126.069341264,+122.739094716,+128.661790199,+121.670800747,+126.713532983,+121.859175508,+121.923807427,+127.063226119,+127.128764293,+125.171239277,+123.721566311,+126.370180358,+125.204207229,+126.407435602,+127.862684882,+121.836134095,+128.39397233,+128.61902537,+126.956750287,+123.917814682,+125.273659963,+125.06209104,+128.043323826,+123.22741438,+124.254439533,+120.966653294,+128.174773973,+123.179809643,+122.060944599,+126.120629369,+126.673938857,+126.475460041,+126.853620976,+125.340525545,+128.448193359,+128.200092417,+120.907488182,+124.760043695,+122.514360629,+126.445506681,+124.017923313,+124.56324339,+123.023362397,+121.679333891,+120.895049966,+127.070771197,+122.669940184,+125.032674078
2013-07-14 05:00:00 CDT,+127.94559866,+125.732985432,+122.424685294,+128.320658364,+121.37241408,+126.389980195,+121.554338046,+121.619550261,+126.731573534,+126.789011657,+124.850492565,+123.409019759,+126.034300428,+124.879539145,+126.08356648,+127.523590921,+121.531582069,+128.060918909,+128.271207695,+126.619609719,+123.60883908,+124.95532206,+124.730814291,+127.697785068,+122.92371102,+123.932313951,+120.66500548,+127.830381146,+123.678602202,+121.748090789,+125.788211685,+126.331894277,+126.135860737,+126.518796515,+125.018980068,+128.098179436,+127.860774966,+120.607370162,+124.436351641,+122.199178649,+126.11563699,+123.691838655,+124.243118855,+122.706653873,+121.37057275,+120.596169183,+126.741157831,+122.354566071,+124.702441827
2013-07-14 06:00:00 CDT,+127.604927282,+125.401999276,+122.115659207,+127.971926053,+121.078189273,+126.073576683,+121.25404271,+121.319595773,+126.349111633,+126.453910108,+124.534574076,+123.102906387,+125.703930685,+124.561251165,+125.765886511,+127.189482245,+121.257210713,+127.733580861,+127.927586752,+126.286953835,+123.304152255,+124.641811399,+124.404905148,+127.357076655,+123.550449146,+123.61574612,+120.745485086,+127.49095994,+123.370204888,+121.440397383,+125.459942244,+125.995258047,+125.801635028,+126.138819313,+124.701703989,+127.736845405,+127.5255733,+120.311856123,+124.117613643,+121.8889245,+125.790123623,+123.371088594,+123.928936995,+122.395793527,+121.067036296,+122.770984669,+126.416223412,+122.043749179,+124.377416547
2013-07-14 07:00:00 CDT,+126.934025058,+125.077509431,+123.195900936,+127.64597883,+120.790854153,+125.761815791,+122.96690604,+122.875684627,+126.03032155,+126.078797518,+124.226268646,+122.806755993,+125.380327797,+124.254699753,+125.454669599,+126.843826499,+121.84719177,+127.415337305,+126.588066924,+125.956877341,+123.006328525,+124.346381815,+124.086766656,+127.021833193,+123.254427619,+123.308088426,+122.503151351,+127.157652702,+123.046630479,+121.139045202,+125.138370215,+125.666977098,+125.455233088,+125.80921382,+124.492330048,+127.375049677,+127.197422165,+120.548240437,+123.806411075,+121.933844985,+125.470092383,+123.106745583,+123.631410621,+122.577027706,+120.774995318,+122.471750833,+126.044854117,+121.738241769,+124.058332952
2013-07-14 08:00:00 CDT,+126.489225165,+124.759273053,+122.892006992,+127.332326977,+120.507833929,+125.470502686,+122.669935945,+122.638677006,+125.696640873,+125.758305393,+124.167706478,+122.522873886,+125.061104818,+124.013290253,+125.15492533,+126.507425087,+122.443330918,+127.057446242,+126.084311208,+125.58133742,+122.717176133,+124.069164079,+124.006168122,+126.646472398,+122.980986338,+123.61097038,+122.201797354,+126.830115398,+123.508702299,+120.843834625,+124.825069728,+125.348924954,+125.114824771,+125.42371014,+124.188884298,+127.028503505,+126.878316418,+121.903262325,+123.50459275,+122.854806558,+125.111727098,+123.454804889,+123.787978436,+123.05887933,+122.654862807,+122.182043637,+125.549919305,+121.778230834,+124.020367701
2013-07-14 09:00:00 CDT,+126.074530132,+124.44962243,+122.592132691,+127.031451688,+122.659170231,+125.194301964,+122.382216797,+122.34933564,+125.393105125,+125.446315357,+123.878596501,+122.25249144,+124.745501428,+123.721994622,+124.865085368,+126.199829778,+122.154152255,+126.744478455,+108.809809394,+125.273758635,+122.663561905,+123.78482559,+123.699623682,+126.323368628,+123.428807641,+123.311130369,+121.903142749,+126.510660579,+123.137199861,+120.557029809,+124.520986525,+125.042066809,+124.809429691,+125.106066904,+123.885925747,+123.301637354,+126.56940403,+121.618521908,+123.213404085,+122.555337062,+120.734100774,+123.156436348,+123.501863079,+122.762315912,+122.366238291,+122.684138912,+125.17916914,+122.318657259,+123.712043896
