# file...... feeder_2_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 1128
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.79896e+006,+2.03199e+006,+3.76865e+006,+2.02931e+006,+3.77112e+006,+2.03793e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.69407e+006,+1.6587e+006,+3.66436e+006,+1.65532e+006,+3.70676e+006,+1.66699e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.68326e+006,+1.64248e+006,+3.67402e+006,+1.64083e+006,+3.67819e+006,+1.65009e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.702e+006,+1.61383e+006,+3.71687e+006,+1.61377e+006,+3.73454e+006,+1.62386e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.66465e+006,+1.59897e+006,+3.62154e+006,+1.595e+006,+3.6571e+006,+1.60568e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.58259e+006,+1.59527e+006,+3.5929e+006,+1.5945e+006,+3.62112e+006,+1.60549e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.53924e+006,+1.55182e+006,+3.51193e+006,+1.54886e+006,+3.51912e+006,+1.55787e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.61869e+006,+1.55436e+006,+3.57038e+006,+1.55034e+006,+3.60224e+006,+1.56013e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.52829e+006,+1.53547e+006,+3.53989e+006,+1.53521e+006,+3.53668e+006,+1.5435e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.4241e+006,+1.50489e+006,+3.41775e+006,+1.50359e+006,+3.42253e+006,+1.51238e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.42868e+006,+1.48992e+006,+3.44202e+006,+1.48945e+006,+3.43095e+006,+1.49751e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.48113e+006,+1.49113e+006,+3.48072e+006,+1.49015e+006,+3.50697e+006,+1.50006e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.41896e+006,+1.44765e+006,+3.36724e+006,+1.44344e+006,+3.37823e+006,+1.45173e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.35195e+006,+1.44453e+006,+3.3495e+006,+1.44358e+006,+3.34672e+006,+1.45157e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.35743e+006,+1.44398e+006,+3.39208e+006,+1.44492e+006,+3.37715e+006,+1.45273e+006,6,6,6
2000-07-10 23:20:00 MDT,+3.36125e+006,+1.42458e+006,+3.35657e+006,+1.42303e+006,+3.37047e+006,+1.43232e+006,6,6,6
2000-07-10 23:25:00 MDT,+3.363e+006,+1.42504e+006,+3.31985e+006,+1.42154e+006,+3.36764e+006,+1.43221e+006,6,6,6
2000-07-10 23:30:00 MDT,+3.31297e+006,+1.42318e+006,+3.32563e+006,+1.42277e+006,+3.31356e+006,+1.43041e+006,6,6,6
2000-07-10 23:35:00 MDT,+3.30626e+006,+1.40309e+006,+3.30396e+006,+1.40137e+006,+3.30877e+006,+1.41012e+006,6,6,6
2000-07-10 23:40:00 MDT,+3.29277e+006,+1.40243e+006,+3.29111e+006,+1.40105e+006,+3.31433e+006,+1.41071e+006,6,6,6
2000-07-10 23:45:00 MDT,+3.31035e+006,+1.40298e+006,+3.28511e+006,+1.40084e+006,+3.30321e+006,+1.40998e+006,6,6,6
2000-07-10 23:50:00 MDT,+3.27295e+006,+1.39036e+006,+3.28119e+006,+1.38954e+006,+3.29323e+006,+1.39841e+006,6,6,6
2000-07-10 23:55:00 MDT,+3.27158e+006,+1.3904e+006,+3.28455e+006,+1.38963e+006,+3.27456e+006,+1.39757e+006,6,6,6
2000-07-11 00:00:00 MDT,+3.26911e+006,+1.3896e+006,+3.29617e+006,+1.38999e+006,+3.29818e+006,+1.39869e+006,6,6,6
2000-07-11 00:05:00 MDT,+3.45661e+006,+1.50651e+006,+3.44255e+006,+1.50528e+006,+3.47875e+006,+1.51428e+006,6,6,6
2000-07-11 00:10:00 MDT,+3.52152e+006,+1.50908e+006,+3.47355e+006,+1.50609e+006,+3.50189e+006,+1.51425e+006,6,6,6
2000-07-11 00:15:00 MDT,+3.46365e+006,+1.50635e+006,+3.48538e+006,+1.50716e+006,+3.48463e+006,+1.51423e+006,6,6,6
2000-07-11 00:20:00 MDT,+3.44573e+006,+1.49437e+006,+3.44605e+006,+1.49422e+006,+3.46176e+006,+1.50199e+006,6,6,6
2000-07-11 00:25:00 MDT,+3.44078e+006,+1.49441e+006,+3.43421e+006,+1.49344e+006,+3.47805e+006,+1.50299e+006,6,6,6
2000-07-11 00:30:00 MDT,+3.46604e+006,+1.49523e+006,+3.44776e+006,+1.49442e+006,+3.45469e+006,+1.50133e+006,6,6,6
2000-07-11 00:35:00 MDT,+3.43374e+006,+1.48286e+006,+3.42994e+006,+1.48177e+006,+3.45212e+006,+1.49023e+006,6,6,6
2000-07-11 00:40:00 MDT,+3.41321e+006,+1.48205e+006,+3.42032e+006,+1.48207e+006,+3.43012e+006,+1.48954e+006,6,6,6
2000-07-11 00:45:00 MDT,+3.43519e+006,+1.48305e+006,+3.40352e+006,+1.48121e+006,+3.42905e+006,+1.48925e+006,6,6,6
2000-07-11 00:50:00 MDT,+3.41089e+006,+1.47053e+006,+3.40823e+006,+1.47031e+006,+3.41088e+006,+1.47713e+006,6,6,6
2000-07-11 00:55:00 MDT,+3.42587e+006,+1.47122e+006,+3.4243e+006,+1.47031e+006,+3.43361e+006,+1.47758e+006,6,6,6
2000-07-11 01:00:00 MDT,+3.37636e+006,+1.46941e+006,+3.37688e+006,+1.46914e+006,+3.40326e+006,+1.47751e+006,6,6,6
2000-07-11 01:05:00 MDT,+3.37984e+006,+1.45708e+006,+3.36921e+006,+1.45665e+006,+3.37722e+006,+1.46319e+006,6,6,6
2000-07-11 01:10:00 MDT,+3.38526e+006,+1.4569e+006,+3.38982e+006,+1.45766e+006,+3.38718e+006,+1.46367e+006,6,6,6
2000-07-11 01:15:00 MDT,+3.33359e+006,+1.45488e+006,+3.36523e+006,+1.45608e+006,+3.39376e+006,+1.46481e+006,6,6,6
2000-07-11 01:20:00 MDT,+3.40134e+006,+1.45294e+006,+3.3478e+006,+1.44985e+006,+3.36789e+006,+1.45668e+006,6,6,6
2000-07-11 01:25:00 MDT,+3.36115e+006,+1.45089e+006,+3.34778e+006,+1.44986e+006,+3.36864e+006,+1.45753e+006,6,6,6
2000-07-11 01:30:00 MDT,+3.36547e+006,+1.44997e+006,+3.40768e+006,+1.45347e+006,+3.36223e+006,+1.45668e+006,6,6,6
