# file...... feeder_4_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 8649
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.7859e+006,+2.03201e+006,+3.82324e+006,+2.0322e+006,+3.82955e+006,+2.05439e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.68961e+006,+1.66202e+006,+3.66916e+006,+1.65864e+006,+3.72526e+006,+1.68383e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.70012e+006,+1.64683e+006,+3.67683e+006,+1.64308e+006,+3.74442e+006,+1.66894e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.73437e+006,+1.62069e+006,+3.66389e+006,+1.61404e+006,+3.73252e+006,+1.63896e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.68144e+006,+1.60352e+006,+3.63114e+006,+1.59784e+006,+3.69278e+006,+1.62267e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.60435e+006,+1.59982e+006,+3.61675e+006,+1.59825e+006,+3.64045e+006,+1.62125e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.52579e+006,+1.55435e+006,+3.51326e+006,+1.55129e+006,+3.57671e+006,+1.57607e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.6218e+006,+1.55795e+006,+3.57212e+006,+1.5532e+006,+3.61488e+006,+1.57607e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.5421e+006,+1.53968e+006,+3.54966e+006,+1.53804e+006,+3.58515e+006,+1.56085e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.47022e+006,+1.51035e+006,+3.43538e+006,+1.50641e+006,+3.48008e+006,+1.52901e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.44506e+006,+1.49427e+006,+3.4347e+006,+1.49133e+006,+3.4702e+006,+1.5138e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.49198e+006,+1.49619e+006,+3.43402e+006,+1.49055e+006,+3.52036e+006,+1.51592e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.39932e+006,+1.45e+006,+3.38511e+006,+1.44688e+006,+3.41629e+006,+1.46849e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.32753e+006,+1.44665e+006,+3.34705e+006,+1.44605e+006,+3.38258e+006,+1.46793e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.37179e+006,+1.43408e+006,+3.35218e+006,+1.43062e+006,+3.3897e+006,+1.4527e+006,7,7,7
2000-07-10 23:20:00 MDT,+3.32753e+006,+1.41247e+006,+3.32579e+006,+1.41043e+006,+3.35758e+006,+1.43162e+006,7,7,7
2000-07-10 23:25:00 MDT,+3.37207e+006,+1.4153e+006,+3.30625e+006,+1.40927e+006,+3.34553e+006,+1.43043e+006,7,7,7
2000-07-10 23:30:00 MDT,+3.31053e+006,+1.41237e+006,+3.27699e+006,+1.40828e+006,+3.34294e+006,+1.43153e+006,7,7,7
2000-07-10 23:35:00 MDT,+3.2998e+006,+1.39217e+006,+3.28046e+006,+1.389e+006,+3.28647e+006,+1.40855e+006,7,7,7
2000-07-10 23:40:00 MDT,+3.30632e+006,+1.3924e+006,+3.26944e+006,+1.38774e+006,+3.34389e+006,+1.41146e+006,7,7,7
2000-07-10 23:45:00 MDT,+3.28547e+006,+1.39202e+006,+3.25446e+006,+1.38828e+006,+3.27749e+006,+1.40857e+006,7,7,7
