# file...... feeder_9_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 27476
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.8227e+006,+2.02767e+006,+3.77e+006,+2.01591e+006,+3.78417e+006,+2.02904e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.68419e+006,+1.65327e+006,+3.6217e+006,+1.6407e+006,+3.64245e+006,+1.65438e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.67711e+006,+1.63738e+006,+3.60778e+006,+1.62408e+006,+3.66388e+006,+1.64036e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.69983e+006,+1.60989e+006,+3.63656e+006,+1.59694e+006,+3.68746e+006,+1.61232e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.66819e+006,+1.59314e+006,+3.64084e+006,+1.58293e+006,+3.63361e+006,+1.59515e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.57823e+006,+1.59095e+006,+3.52548e+006,+1.57924e+006,+3.54999e+006,+1.59261e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.52757e+006,+1.546e+006,+3.47481e+006,+1.53474e+006,+3.48147e+006,+1.54735e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.57112e+006,+1.54693e+006,+3.53089e+006,+1.53561e+006,+3.58357e+006,+1.55124e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.5306e+006,+1.53008e+006,+3.52932e+006,+1.52176e+006,+3.51743e+006,+1.53391e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.44409e+006,+1.50154e+006,+3.35526e+006,+1.48822e+006,+3.39247e+006,+1.50186e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.44942e+006,+1.48609e+006,+3.39023e+006,+1.47493e+006,+3.39053e+006,+1.48671e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.48179e+006,+1.48611e+006,+3.46635e+006,+1.47709e+006,+3.48969e+006,+1.4902e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.39768e+006,+1.44128e+006,+3.35662e+006,+1.43071e+006,+3.36066e+006,+1.44323e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.35756e+006,+1.44043e+006,+3.2853e+006,+1.4287e+006,+3.30222e+006,+1.44124e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.34635e+006,+1.43896e+006,+3.34102e+006,+1.43053e+006,+3.34451e+006,+1.44316e+006,6,6,6
2000-07-10 23:20:00 MDT,+3.36182e+006,+1.4206e+006,+3.29955e+006,+1.40893e+006,+3.32915e+006,+1.42192e+006,6,6,6
2000-07-10 23:25:00 MDT,+3.36349e+006,+1.42023e+006,+3.31479e+006,+1.40922e+006,+3.33843e+006,+1.42252e+006,6,6,6
2000-07-10 23:30:00 MDT,+3.33725e+006,+1.41975e+006,+3.26898e+006,+1.4083e+006,+3.27988e+006,+1.42049e+006,6,6,6
2000-07-10 23:35:00 MDT,+3.27694e+006,+1.39688e+006,+3.27413e+006,+1.38944e+006,+3.24373e+006,+1.39931e+006,6,6,6
2000-07-10 23:40:00 MDT,+3.33671e+006,+1.39912e+006,+3.30254e+006,+1.3893e+006,+3.31897e+006,+1.40149e+006,6,6,6
2000-07-10 23:45:00 MDT,+3.28669e+006,+1.39739e+006,+3.25561e+006,+1.38745e+006,+3.28813e+006,+1.40156e+006,6,6,6
2000-07-10 23:50:00 MDT,+3.28807e+006,+1.38644e+006,+3.22762e+006,+1.37566e+006,+3.24295e+006,+1.38814e+006,6,6,6
2000-07-10 23:55:00 MDT,+3.25564e+006,+1.38504e+006,+3.22898e+006,+1.3756e+006,+3.25639e+006,+1.38899e+006,6,6,6
2000-07-11 00:00:00 MDT,+3.28774e+006,+1.38627e+006,+3.25684e+006,+1.3768e+006,+3.26414e+006,+1.38844e+006,6,6,6
2000-07-11 00:05:00 MDT,+3.45593e+006,+1.50152e+006,+3.40992e+006,+1.4912e+006,+3.41416e+006,+1.50193e+006,6,6,6
2000-07-11 00:10:00 MDT,+3.48054e+006,+1.50249e+006,+3.40296e+006,+1.49062e+006,+3.44793e+006,+1.50327e+006,6,6,6
2000-07-11 00:15:00 MDT,+3.45898e+006,+1.50069e+006,+3.44381e+006,+1.49258e+006,+3.45048e+006,+1.50346e+006,6,6,6
2000-07-11 00:20:00 MDT,+3.43694e+006,+1.48917e+006,+3.40966e+006,+1.48031e+006,+3.40225e+006,+1.48979e+006,6,6,6
2000-07-11 00:25:00 MDT,+3.45285e+006,+1.49013e+006,+3.37151e+006,+1.47784e+006,+3.43563e+006,+1.49157e+006,6,6,6
2000-07-11 00:30:00 MDT,+3.44006e+006,+1.48882e+006,+3.41384e+006,+1.47994e+006,+3.43253e+006,+1.49192e+006,6,6,6
2000-07-11 00:35:00 MDT,+3.41372e+006,+1.47698e+006,+3.37622e+006,+1.46752e+006,+3.39185e+006,+1.47871e+006,6,6,6
