# file...... feeder_8_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 23704
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.81548e+006,+2.01633e+006,+3.80889e+006,+2.03732e+006,+3.81336e+006,+2.03511e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.66488e+006,+1.64327e+006,+3.68529e+006,+1.66535e+006,+3.68312e+006,+1.66242e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.64524e+006,+1.62747e+006,+3.65812e+006,+1.64918e+006,+3.64614e+006,+1.64516e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.69123e+006,+1.59995e+006,+3.72482e+006,+1.62301e+006,+3.68895e+006,+1.6181e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.63551e+006,+1.58338e+006,+3.65567e+006,+1.60545e+006,+3.64352e+006,+1.6017e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.53646e+006,+1.57977e+006,+3.59279e+006,+1.60339e+006,+3.59309e+006,+1.60116e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.50672e+006,+1.53673e+006,+3.51579e+006,+1.55693e+006,+3.54026e+006,+1.55574e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.55544e+006,+1.53699e+006,+3.62357e+006,+1.56081e+006,+3.63616e+006,+1.55915e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.54569e+006,+1.52278e+006,+3.55588e+006,+1.54384e+006,+3.53387e+006,+1.53988e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.42484e+006,+1.49197e+006,+3.42788e+006,+1.51155e+006,+3.44252e+006,+1.50979e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.40013e+006,+1.47534e+006,+3.46067e+006,+1.49849e+006,+3.43941e+006,+1.49449e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.45853e+006,+1.47722e+006,+3.50232e+006,+1.4995e+006,+3.48733e+006,+1.49612e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.38526e+006,+1.43284e+006,+3.39242e+006,+1.45188e+006,+3.40381e+006,+1.45061e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.31043e+006,+1.42995e+006,+3.34991e+006,+1.45104e+006,+3.35299e+006,+1.44949e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.34532e+006,+1.43156e+006,+3.36764e+006,+1.45185e+006,+3.34942e+006,+1.44821e+006,6,6,6
2000-07-10 23:20:00 MDT,+3.33498e+006,+1.41082e+006,+3.38677e+006,+1.43228e+006,+3.37474e+006,+1.42951e+006,6,6,6
2000-07-10 23:25:00 MDT,+3.32504e+006,+1.41004e+006,+3.36974e+006,+1.43163e+006,+3.36952e+006,+1.42973e+006,6,6,6
2000-07-10 23:30:00 MDT,+3.2924e+006,+1.40938e+006,+3.34689e+006,+1.43091e+006,+3.34343e+006,+1.42904e+006,6,6,6
2000-07-10 23:35:00 MDT,+3.26045e+006,+1.38897e+006,+3.29714e+006,+1.40941e+006,+3.28458e+006,+1.4061e+006,6,6,6
2000-07-10 23:40:00 MDT,+3.30414e+006,+1.39014e+006,+3.33069e+006,+1.40994e+006,+3.3338e+006,+1.4083e+006,6,6,6
2000-07-10 23:45:00 MDT,+3.28695e+006,+1.38939e+006,+3.32872e+006,+1.41028e+006,+3.30615e+006,+1.40735e+006,6,6,6
2000-07-10 23:50:00 MDT,+3.25907e+006,+1.37827e+006,+3.24661e+006,+1.39536e+006,+3.28016e+006,+1.39499e+006,6,6,6
2000-07-10 23:55:00 MDT,+3.24626e+006,+1.37732e+006,+3.26407e+006,+1.39664e+006,+3.26422e+006,+1.39436e+006,6,6,6
2000-07-11 00:00:00 MDT,+3.26343e+006,+1.37745e+006,+3.31984e+006,+1.39895e+006,+3.27687e+006,+1.39437e+006,6,6,6
2000-07-11 00:05:00 MDT,+3.43848e+006,+1.491e+006,+3.48281e+006,+1.51526e+006,+3.48929e+006,+1.51148e+006,6,6,6
2000-07-11 00:10:00 MDT,+3.44809e+006,+1.49245e+006,+3.47032e+006,+1.51449e+006,+3.4851e+006,+1.51125e+006,6,6,6
2000-07-11 00:15:00 MDT,+3.41949e+006,+1.47639e+006,+3.43385e+006,+1.49831e+006,+3.44924e+006,+1.49458e+006,7,7,7
2000-07-11 00:20:00 MDT,+3.39201e+006,+1.46356e+006,+3.4724e+006,+1.48942e+006,+3.41835e+006,+1.48179e+006,7,7,7
2000-07-11 00:25:00 MDT,+3.39702e+006,+1.46357e+006,+3.44436e+006,+1.48727e+006,+3.45617e+006,+1.48389e+006,7,7,7
2000-07-11 00:30:00 MDT,+3.36899e+006,+1.46283e+006,+3.42965e+006,+1.48728e+006,+3.41515e+006,+1.48261e+006,7,7,7
2000-07-11 00:35:00 MDT,+3.39285e+006,+1.45284e+006,+3.39882e+006,+1.47412e+006,+3.42434e+006,+1.47112e+006,7,7,7
2000-07-11 00:40:00 MDT,+3.38654e+006,+1.4528e+006,+3.4326e+006,+1.4765e+006,+3.37649e+006,+1.46859e+006,7,7,7
2000-07-11 00:45:00 MDT,+3.37122e+006,+1.45208e+006,+3.38802e+006,+1.47364e+006,+3.42018e+006,+1.47152e+006,7,7,7
2000-07-11 00:50:00 MDT,+3.33908e+006,+1.43971e+006,+3.37492e+006,+1.46226e+006,+3.38163e+006,+1.45857e+006,7,7,7
2000-07-11 00:55:00 MDT,+3.36543e+006,+1.44097e+006,+3.38875e+006,+1.46322e+006,+3.37037e+006,+1.45725e+006,7,7,7
2000-07-11 01:00:00 MDT,+3.36061e+006,+1.44088e+006,+3.36834e+006,+1.46148e+006,+3.39585e+006,+1.45892e+006,7,7,7
2000-07-11 01:05:00 MDT,+3.33493e+006,+1.42677e+006,+3.39962e+006,+1.45155e+006,+3.36636e+006,+1.44437e+006,7,7,7
2000-07-11 01:10:00 MDT,+3.29668e+006,+1.42555e+006,+3.35267e+006,+1.45002e+006,+3.33256e+006,+1.44423e+006,7,7,7
2000-07-11 01:15:00 MDT,+3.33001e+006,+1.42707e+006,+3.36605e+006,+1.45054e+006,+3.32784e+006,+1.44295e+006,7,7,7
2000-07-11 01:20:00 MDT,+3.32423e+006,+1.42195e+006,+3.33104e+006,+1.44253e+006,+3.34719e+006,+1.43862e+006,7,7,7
2000-07-11 01:25:00 MDT,+3.33562e+006,+1.42149e+006,+3.36853e+006,+1.44462e+006,+3.34224e+006,+1.43807e+006,7,7,7
2000-07-11 01:30:00 MDT,+3.30288e+006,+1.42039e+006,+3.34432e+006,+1.44364e+006,+3.33026e+006,+1.43832e+006,7,7,7
2000-07-11 01:35:00 MDT,+3.27997e+006,+1.41474e+006,+3.34335e+006,+1.4393e+006,+3.34258e+006,+1.4347e+006,7,7,7
2000-07-11 01:40:00 MDT,+3.32911e+006,+1.4181e+006,+3.32213e+006,+1.43819e+006,+3.33412e+006,+1.43334e+006,7,7,7
2000-07-11 01:45:00 MDT,+3.3104e+006,+1.41687e+006,+3.32804e+006,+1.4385e+006,+3.33523e+006,+1.4341e+006,7,7,7
2000-07-11 01:50:00 MDT,+3.27566e+006,+1.40953e+006,+3.31632e+006,+1.43271e+006,+3.3232e+006,+1.42845e+006,7,7,7
2000-07-11 01:55:00 MDT,+3.25039e+006,+1.40805e+006,+3.33929e+006,+1.43364e+006,+3.33217e+006,+1.42891e+006,7,7,7
