# file...... feeder_10_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 31258
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.83337e+006,+2.03646e+006,+3.71846e+006,+2.01578e+006,+3.76518e+006,+2.02752e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.71608e+006,+1.66235e+006,+3.61985e+006,+1.64232e+006,+3.63863e+006,+1.65271e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.70707e+006,+1.64583e+006,+3.6397e+006,+1.628e+006,+3.63755e+006,+1.63744e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.71934e+006,+1.61828e+006,+3.64595e+006,+1.60003e+006,+3.63644e+006,+1.60847e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.67942e+006,+1.60138e+006,+3.61114e+006,+1.5838e+006,+3.61564e+006,+1.59317e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.60949e+006,+1.59934e+006,+3.53782e+006,+1.58095e+006,+3.5615e+006,+1.59213e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.5601e+006,+1.55451e+006,+3.49303e+006,+1.53724e+006,+3.49553e+006,+1.54623e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.65056e+006,+1.55783e+006,+3.57113e+006,+1.53987e+006,+3.5408e+006,+1.54646e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.54493e+006,+1.5382e+006,+3.48264e+006,+1.52089e+006,+3.5475e+006,+1.53453e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.46955e+006,+1.50905e+006,+3.39716e+006,+1.49157e+006,+3.40525e+006,+1.50112e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.43872e+006,+1.49255e+006,+3.3916e+006,+1.47679e+006,+3.40549e+006,+1.48693e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.53742e+006,+1.49654e+006,+3.44649e+006,+1.47841e+006,+3.43156e+006,+1.48604e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.39066e+006,+1.44702e+006,+3.36695e+006,+1.43325e+006,+3.37052e+006,+1.4428e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.36591e+006,+1.44741e+006,+3.2989e+006,+1.43045e+006,+3.32468e+006,+1.44139e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.39997e+006,+1.44884e+006,+3.31526e+006,+1.43079e+006,+3.34267e+006,+1.4415e+006,6,6,6
2000-07-10 23:20:00 MDT,+3.38857e+006,+1.42812e+006,+3.31226e+006,+1.41121e+006,+3.31001e+006,+1.41988e+006,6,6,6
2000-07-10 23:25:00 MDT,+3.37121e+006,+1.4272e+006,+3.32062e+006,+1.41115e+006,+3.35082e+006,+1.42203e+006,6,6,6
2000-07-10 23:30:00 MDT,+3.36386e+006,+1.42749e+006,+3.29331e+006,+1.41127e+006,+3.26508e+006,+1.41841e+006,6,6,6
2000-07-10 23:35:00 MDT,+3.28318e+006,+1.40427e+006,+3.23909e+006,+1.38883e+006,+3.26476e+006,+1.39987e+006,6,6,6
2000-07-10 23:40:00 MDT,+3.34341e+006,+1.40645e+006,+3.26811e+006,+1.38964e+006,+3.30263e+006,+1.40011e+006,6,6,6
2000-07-10 23:45:00 MDT,+3.31667e+006,+1.4055e+006,+3.26307e+006,+1.38953e+006,+3.28609e+006,+1.40007e+006,6,6,6
2000-07-10 23:50:00 MDT,+3.30279e+006,+1.39348e+006,+3.26319e+006,+1.37898e+006,+3.23535e+006,+1.38644e+006,6,6,6
