# file...... line_trans_node_2_to_trans_node_5_at_inter_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... overhead_line 33970
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-07-10 22:01:00 MDT,+4.39803e+006,+2.34623e+006,+4.39642e+006,+2.32597e+006,+4.4157e+006,+2.33395e+006,+4.39672e+006,+2.34198e+006,+4.39557e+006,+2.32148e+006,+4.41394e+006,+2.32942e+006
2000-07-10 22:02:00 MDT,+4.4313e+006,+2.35291e+006,+4.43445e+006,+2.31893e+006,+4.46325e+006,+2.33778e+006,+4.42998e+006,+2.3486e+006,+4.43359e+006,+2.31437e+006,+4.46146e+006,+2.33317e+006
2000-07-10 22:03:00 MDT,+4.4242e+006,+2.35425e+006,+4.42496e+006,+2.31869e+006,+4.45639e+006,+2.33635e+006,+4.42288e+006,+2.34995e+006,+4.4241e+006,+2.31415e+006,+4.4546e+006,+2.33175e+006
2000-07-10 22:04:00 MDT,+4.40701e+006,+2.35138e+006,+4.40887e+006,+2.32002e+006,+4.43608e+006,+2.33645e+006,+4.4057e+006,+2.34711e+006,+4.40802e+006,+2.31551e+006,+4.43431e+006,+2.33188e+006
2000-07-10 22:05:00 MDT,+4.34873e+006,+2.34133e+006,+4.35786e+006,+2.32261e+006,+4.37046e+006,+2.33912e+006,+4.34745e+006,+2.33716e+006,+4.35702e+006,+2.31818e+006,+4.36872e+006,+2.33465e+006
2000-07-10 22:06:00 MDT,+4.28022e+006,+2.33152e+006,+4.29732e+006,+2.32396e+006,+4.29614e+006,+2.34189e+006,+4.27897e+006,+2.32746e+006,+4.2965e+006,+2.31963e+006,+4.29444e+006,+2.33754e+006
2000-07-10 22:07:00 MDT,+4.22092e+006,+1.90928e+006,+4.23827e+006,+1.89614e+006,+4.24163e+006,+1.9172e+006,+4.21979e+006,+1.90561e+006,+4.23753e+006,+1.89223e+006,+4.24011e+006,+1.91327e+006
2000-07-10 22:08:00 MDT,+4.18637e+006,+1.91046e+006,+4.19417e+006,+1.8979e+006,+4.20175e+006,+1.91039e+006,+4.18526e+006,+1.90684e+006,+4.19344e+006,+1.89405e+006,+4.20025e+006,+1.90652e+006
2000-07-10 22:09:00 MDT,+4.18805e+006,+1.91079e+006,+4.19371e+006,+1.89893e+006,+4.20181e+006,+1.90921e+006,+4.18694e+006,+1.90717e+006,+4.19298e+006,+1.89509e+006,+4.20031e+006,+1.90534e+006
2000-07-10 22:10:00 MDT,+4.20988e+006,+1.9137e+006,+4.20659e+006,+1.90224e+006,+4.21889e+006,+1.90453e+006,+4.20876e+006,+1.91004e+006,+4.20586e+006,+1.89838e+006,+4.21738e+006,+1.90064e+006
2000-07-10 22:11:00 MDT,+4.21716e+006,+1.89833e+006,+4.22531e+006,+1.89846e+006,+4.22192e+006,+1.90478e+006,+4.21604e+006,+1.89468e+006,+4.22457e+006,+1.89457e+006,+4.2204e+006,+1.90088e+006
2000-07-10 22:12:00 MDT,+4.22646e+006,+1.90455e+006,+4.23349e+006,+1.89335e+006,+4.24042e+006,+1.90447e+006,+4.22533e+006,+1.90088e+006,+4.23275e+006,+1.88944e+006,+4.2389e+006,+1.90055e+006
2000-07-10 22:13:00 MDT,+4.22343e+006,+1.90205e+006,+4.2397e+006,+1.89084e+006,+4.24189e+006,+1.90985e+006,+4.22231e+006,+1.89838e+006,+4.23896e+006,+1.88693e+006,+4.24037e+006,+1.90593e+006
2000-07-10 22:14:00 MDT,+4.21445e+006,+1.89947e+006,+4.23655e+006,+1.88963e+006,+4.23461e+006,+1.91314e+006,+4.21333e+006,+1.89581e+006,+4.23581e+006,+1.88572e+006,+4.23309e+006,+1.90922e+006
2000-07-10 22:15:00 MDT,+4.21655e+006,+1.90582e+006,+4.22329e+006,+1.89188e+006,+4.2328e+006,+1.90409e+006,+4.21542e+006,+1.90216e+006,+4.22255e+006,+1.88799e+006,+4.23128e+006,+1.90018e+006
2000-07-10 22:16:00 MDT,+4.16165e+006,+1.87173e+006,+4.17251e+006,+1.85436e+006,+4.18279e+006,+1.87185e+006,+4.16056e+006,+1.86817e+006,+4.17179e+006,+1.85058e+006,+4.1813e+006,+1.86804e+006
2000-07-10 22:17:00 MDT,+4.16411e+006,+1.8656e+006,+4.18372e+006,+1.85586e+006,+4.18307e+006,+1.87712e+006,+4.16302e+006,+1.86204e+006,+4.183e+006,+1.85206e+006,+4.18158e+006,+1.8733e+006
2000-07-10 22:18:00 MDT,+4.19917e+006,+1.86733e+006,+4.20268e+006,+1.86514e+006,+4.20363e+006,+1.86861e+006,+4.19806e+006,+1.86372e+006,+4.20195e+006,+1.8613e+006,+4.20214e+006,+1.86477e+006
2000-07-10 22:19:00 MDT,+4.23682e+006,+1.87451e+006,+4.23137e+006,+1.86536e+006,+4.24287e+006,+1.86462e+006,+4.23569e+006,+1.87084e+006,+4.23063e+006,+1.86148e+006,+4.24135e+006,+1.86072e+006
2000-07-10 22:20:00 MDT,+4.25478e+006,+1.87809e+006,+4.24815e+006,+1.86387e+006,+4.26455e+006,+1.86469e+006,+4.25364e+006,+1.8744e+006,+4.24742e+006,+1.85996e+006,+4.26302e+006,+1.86076e+006
2000-07-10 22:21:00 MDT,+4.25618e+006,+1.87298e+006,+4.25671e+006,+1.8521e+006,+4.2753e+006,+1.86233e+006,+4.25505e+006,+1.86928e+006,+4.25597e+006,+1.84819e+006,+4.27377e+006,+1.85839e+006
2000-07-10 22:22:00 MDT,+4.26295e+006,+1.87408e+006,+4.26935e+006,+1.84827e+006,+4.28922e+006,+1.86599e+006,+4.26182e+006,+1.87038e+006,+4.26861e+006,+1.84434e+006,+4.28767e+006,+1.86203e+006
2000-07-10 22:23:00 MDT,+4.26238e+006,+1.86765e+006,+4.28038e+006,+1.84796e+006,+4.28919e+006,+1.87275e+006,+4.26124e+006,+1.86395e+006,+4.27964e+006,+1.84401e+006,+4.28765e+006,+1.86878e+006
2000-07-10 22:24:00 MDT,+4.24886e+006,+1.8642e+006,+4.25599e+006,+1.8563e+006,+4.25998e+006,+1.86575e+006,+4.24773e+006,+1.86052e+006,+4.25525e+006,+1.85238e+006,+4.25846e+006,+1.86183e+006
2000-07-10 22:25:00 MDT,+4.22613e+006,+1.86331e+006,+4.22752e+006,+1.85876e+006,+4.23149e+006,+1.86153e+006,+4.22501e+006,+1.85966e+006,+4.22679e+006,+1.85489e+006,+4.22999e+006,+1.85766e+006
2000-07-10 22:26:00 MDT,+4.19938e+006,+1.85834e+006,+4.21526e+006,+1.85391e+006,+4.21195e+006,+1.86929e+006,+4.19827e+006,+1.85473e+006,+4.21453e+006,+1.85007e+006,+4.21045e+006,+1.86544e+006
2000-07-10 22:27:00 MDT,+4.18841e+006,+1.86766e+006,+4.18703e+006,+1.85348e+006,+4.20071e+006,+1.85879e+006,+4.18731e+006,+1.86406e+006,+4.18632e+006,+1.84967e+006,+4.19922e+006,+1.85496e+006
2000-07-10 22:28:00 MDT,+4.16908e+006,+1.86363e+006,+4.18187e+006,+1.84835e+006,+4.18944e+006,+1.86658e+006,+4.16798e+006,+1.86007e+006,+4.18116e+006,+1.84456e+006,+4.18796e+006,+1.86276e+006
2000-07-10 22:29:00 MDT,+4.14732e+006,+1.85725e+006,+4.16558e+006,+1.85032e+006,+4.16308e+006,+1.86903e+006,+4.14623e+006,+1.85372e+006,+4.16487e+006,+1.84655e+006,+4.16161e+006,+1.86525e+006
