# file...... line_trans_node_5_to_trans_node_4_at_to_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... overhead_line 33957
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-07-10 22:01:00 MDT,+6.03353e+006,+3.22697e+006,+6.05112e+006,+3.19259e+006,+6.07215e+006,+3.22354e+006,+7.68106e+006,+4.09767e+006,+7.67961e+006,+4.04789e+006,+7.7235e+006,+4.07084e+006
2000-07-10 22:02:00 MDT,+6.09221e+006,+3.23207e+006,+6.11271e+006,+3.1896e+006,+6.13927e+006,+3.22687e+006,+7.74922e+006,+4.10994e+006,+7.76137e+006,+4.03233e+006,+7.82254e+006,+4.08069e+006
2000-07-10 22:03:00 MDT,+6.05042e+006,+3.2256e+006,+6.07705e+006,+3.1904e+006,+6.09434e+006,+3.22947e+006,+7.70576e+006,+4.10829e+006,+7.71466e+006,+4.03367e+006,+7.77497e+006,+4.07788e+006
2000-07-10 22:04:00 MDT,+5.99293e+006,+3.21738e+006,+6.03681e+006,+3.18605e+006,+6.04205e+006,+3.23804e+006,+7.64569e+006,+4.09077e+006,+7.6764e+006,+4.03598e+006,+7.7085e+006,+4.08904e+006
2000-07-10 22:05:00 MDT,+5.9605e+006,+3.22086e+006,+5.98307e+006,+3.19235e+006,+5.99651e+006,+3.22468e+006,+7.59593e+006,+4.09433e+006,+7.59796e+006,+4.04564e+006,+7.63913e+006,+4.07107e+006
2000-07-10 22:06:00 MDT,+5.88385e+006,+3.21936e+006,+5.91435e+006,+3.18555e+006,+5.9282e+006,+3.22757e+006,+7.48026e+006,+4.0907e+006,+7.49516e+006,+4.03657e+006,+7.53434e+006,+4.07603e+006
2000-07-10 22:07:00 MDT,+5.82645e+006,+2.62735e+006,+5.85697e+006,+2.61541e+006,+5.85176e+006,+2.64673e+006,+7.39487e+006,+3.33961e+006,+7.41517e+006,+3.3065e+006,+7.43329e+006,+3.34035e+006
2000-07-10 22:08:00 MDT,+5.80057e+006,+2.64122e+006,+5.82587e+006,+2.6033e+006,+5.84575e+006,+2.64304e+006,+7.35157e+006,+3.34796e+006,+7.36558e+006,+3.29948e+006,+7.40016e+006,+3.33544e+006
2000-07-10 22:09:00 MDT,+5.80355e+006,+2.6399e+006,+5.83083e+006,+2.60366e+006,+5.84835e+006,+2.64426e+006,+7.36521e+006,+3.34566e+006,+7.37111e+006,+3.30679e+006,+7.40152e+006,+3.33092e+006
2000-07-10 22:10:00 MDT,+5.81614e+006,+2.63882e+006,+5.8356e+006,+2.60964e+006,+5.85107e+006,+2.6399e+006,+7.39802e+006,+3.34666e+006,+7.38039e+006,+3.32023e+006,+7.41199e+006,+3.31774e+006
2000-07-10 22:11:00 MDT,+5.80507e+006,+2.63499e+006,+5.82394e+006,+2.5952e+006,+5.84894e+006,+2.63017e+006,+7.38856e+006,+3.33299e+006,+7.37951e+006,+3.30568e+006,+7.40763e+006,+3.31092e+006
2000-07-10 22:12:00 MDT,+5.81559e+006,+2.62463e+006,+5.83747e+006,+2.60402e+006,+5.84427e+006,+2.63216e+006,+7.39883e+006,+3.33238e+006,+7.39085e+006,+3.30589e+006,+7.41761e+006,+3.31187e+006
