# file...... line_trans_node_3_to_trans_node_4_at_from_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... overhead_line 33959
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-07-10 22:01:00 MDT,+1.64862e+006,+875902,+1.63042e+006,+860475,+1.65287e+006,+852293,+1.64849e+006,+875583,+1.63033e+006,+860183,+1.65281e+006,+851977
2000-07-10 22:02:00 MDT,+1.65811e+006,+883160,+1.65063e+006,+847987,+1.68482e+006,+858921,+1.65798e+006,+882838,+1.65054e+006,+847691,+1.68476e+006,+858594
2000-07-10 22:03:00 MDT,+1.65643e+006,+887928,+1.63956e+006,+848479,+1.68216e+006,+853451,+1.65631e+006,+887605,+1.63947e+006,+848187,+1.6821e+006,+853125
2000-07-10 22:04:00 MDT,+1.65383e+006,+878553,+1.64151e+006,+855102,+1.66797e+006,+855980,+1.65371e+006,+878232,+1.64142e+006,+854807,+1.66791e+006,+855659
2000-07-10 22:05:00 MDT,+1.63649e+006,+878587,+1.61679e+006,+858385,+1.64412e+006,+851294,+1.63637e+006,+878272,+1.6167e+006,+858097,+1.64406e+006,+850981
2000-07-10 22:06:00 MDT,+1.59745e+006,+876336,+1.58266e+006,+855994,+1.6076e+006,+853264,+1.59733e+006,+876033,+1.58257e+006,+855716,+1.60754e+006,+852962
2000-07-10 22:07:00 MDT,+1.56935e+006,+716779,+1.55989e+006,+695619,+1.58285e+006,+697960,+1.56924e+006,+716508,+1.55981e+006,+695368,+1.5828e+006,+697687
2000-07-10 22:08:00 MDT,+1.55193e+006,+711220,+1.54138e+006,+700643,+1.55572e+006,+696715,+1.55183e+006,+710954,+1.54131e+006,+700398,+1.55567e+006,+696450
2000-07-10 22:09:00 MDT,+1.56259e+006,+710243,+1.54195e+006,+707605,+1.55448e+006,+690965,+1.56249e+006,+709974,+1.54188e+006,+707358,+1.55443e+006,+690701
2000-07-10 22:10:00 MDT,+1.58281e+006,+712361,+1.54648e+006,+715086,+1.56223e+006,+682156,+1.58271e+006,+712087,+1.5464e+006,+714837,+1.56218e+006,+681890
2000-07-10 22:11:00 MDT,+1.58442e+006,+702500,+1.55725e+006,+714966,+1.56001e+006,+685062,+1.58432e+006,+702227,+1.55717e+006,+714714,+1.55996e+006,+684797
2000-07-10 22:12:00 MDT,+1.58417e+006,+712260,+1.55505e+006,+706373,+1.57465e+006,+684026,+1.58406e+006,+711985,+1.55497e+006,+706122,+1.5746e+006,+683757
2000-07-10 22:13:00 MDT,+1.57808e+006,+709265,+1.55926e+006,+703595,+1.57346e+006,+690006,+1.57797e+006,+708992,+1.55918e+006,+703344,+1.57341e+006,+689737
