# file...... feeder_6_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 16159
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.81797e+006,+2.0356e+006,+3.75111e+006,+2.02419e+006,+3.79527e+006,+2.03084e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.70369e+006,+1.6642e+006,+3.66697e+006,+1.65461e+006,+3.66002e+006,+1.65871e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.68839e+006,+1.64755e+006,+3.67438e+006,+1.63994e+006,+3.66209e+006,+1.64361e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.70537e+006,+1.61987e+006,+3.68403e+006,+1.61077e+006,+3.71584e+006,+1.61754e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.6813e+006,+1.60473e+006,+3.61887e+006,+1.59341e+006,+3.6236e+006,+1.59854e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.59389e+006,+1.60192e+006,+3.53997e+006,+1.59151e+006,+3.55401e+006,+1.59668e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.55862e+006,+1.55775e+006,+3.49322e+006,+1.54653e+006,+3.51453e+006,+1.55198e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.56635e+006,+1.55605e+006,+3.59047e+006,+1.55016e+006,+3.58591e+006,+1.55525e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.57808e+006,+1.54326e+006,+3.49847e+006,+1.53174e+006,+3.52161e+006,+1.53718e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.4264e+006,+1.50986e+006,+3.40126e+006,+1.50154e+006,+3.41678e+006,+1.50705e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.46398e+006,+1.49649e+006,+3.43557e+006,+1.48841e+006,+3.3906e+006,+1.48962e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.48042e+006,+1.49636e+006,+3.45522e+006,+1.488e+006,+3.47272e+006,+1.49363e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.43282e+006,+1.45299e+006,+3.33985e+006,+1.44032e+006,+3.38592e+006,+1.44754e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.35583e+006,+1.44927e+006,+3.34187e+006,+1.44203e+006,+3.33061e+006,+1.44586e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.34821e+006,+1.43483e+006,+3.31246e+006,+1.42601e+006,+3.30943e+006,+1.43013e+006,7,7,7
2000-07-10 23:20:00 MDT,+3.34452e+006,+1.41438e+006,+3.30497e+006,+1.40493e+006,+3.34556e+006,+1.41231e+006,7,7,7
2000-07-10 23:25:00 MDT,+3.34158e+006,+1.41474e+006,+3.28373e+006,+1.40442e+006,+3.31927e+006,+1.41123e+006,7,7,7
2000-07-10 23:30:00 MDT,+3.31262e+006,+1.41373e+006,+3.26554e+006,+1.40441e+006,+3.27477e+006,+1.40964e+006,7,7,7
2000-07-10 23:35:00 MDT,+3.2872e+006,+1.39316e+006,+3.24343e+006,+1.38397e+006,+3.2465e+006,+1.38822e+006,7,7,7
2000-07-10 23:40:00 MDT,+3.27005e+006,+1.39168e+006,+3.25231e+006,+1.38377e+006,+3.29932e+006,+1.39142e+006,7,7,7
2000-07-10 23:45:00 MDT,+3.29621e+006,+1.39304e+006,+3.24716e+006,+1.3833e+006,+3.29049e+006,+1.39085e+006,7,7,7
2000-07-10 23:50:00 MDT,+3.2792e+006,+1.38158e+006,+3.22902e+006,+1.37205e+006,+3.22851e+006,+1.37642e+006,7,7,7
2000-07-10 23:55:00 MDT,+3.25384e+006,+1.38001e+006,+3.23113e+006,+1.37185e+006,+3.25745e+006,+1.37805e+006,7,7,7
2000-07-11 00:00:00 MDT,+3.26506e+006,+1.38075e+006,+3.20956e+006,+1.3707e+006,+3.27528e+006,+1.37889e+006,7,7,7
2000-07-11 00:05:00 MDT,+3.4438e+006,+1.49602e+006,+3.42023e+006,+1.48796e+006,+3.43572e+006,+1.49204e+006,7,7,7
2000-07-11 00:10:00 MDT,+3.44264e+006,+1.49565e+006,+3.43226e+006,+1.48889e+006,+3.43504e+006,+1.49189e+006,7,7,7
2000-07-11 00:15:00 MDT,+3.45054e+006,+1.49659e+006,+3.40567e+006,+1.48773e+006,+3.41332e+006,+1.49062e+006,7,7,7
