# file...... line_trans_node_2_to_trans_node_5_at_from_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... overhead_line 33967
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-07-10 22:01:00 MDT,+4.39979e+006,+2.35075e+006,+4.39772e+006,+2.3302e+006,+4.41656e+006,+2.33848e+006,+4.39803e+006,+2.34623e+006,+4.39642e+006,+2.32597e+006,+4.4157e+006,+2.33395e+006
2000-07-10 22:02:00 MDT,+4.43308e+006,+2.35749e+006,+4.43577e+006,+2.32321e+006,+4.46413e+006,+2.3424e+006,+4.4313e+006,+2.35291e+006,+4.43445e+006,+2.31893e+006,+4.46325e+006,+2.33778e+006
2000-07-10 22:03:00 MDT,+4.42598e+006,+2.35882e+006,+4.42627e+006,+2.32296e+006,+4.45726e+006,+2.34095e+006,+4.4242e+006,+2.35425e+006,+4.42496e+006,+2.31869e+006,+4.45639e+006,+2.33635e+006
2000-07-10 22:04:00 MDT,+4.40878e+006,+2.35592e+006,+4.41018e+006,+2.32427e+006,+4.43695e+006,+2.34102e+006,+4.40701e+006,+2.35138e+006,+4.40887e+006,+2.32002e+006,+4.43608e+006,+2.33645e+006
2000-07-10 22:05:00 MDT,+4.35046e+006,+2.34577e+006,+4.35914e+006,+2.32679e+006,+4.3713e+006,+2.34358e+006,+4.34873e+006,+2.34133e+006,+4.35786e+006,+2.32261e+006,+4.37046e+006,+2.33912e+006
2000-07-10 22:06:00 MDT,+4.2819e+006,+2.33584e+006,+4.29857e+006,+2.32805e+006,+4.29696e+006,+2.34624e+006,+4.28022e+006,+2.33152e+006,+4.29732e+006,+2.32396e+006,+4.29614e+006,+2.34189e+006
2000-07-10 22:07:00 MDT,+4.22243e+006,+1.91318e+006,+4.2394e+006,+1.89982e+006,+4.24238e+006,+1.92113e+006,+4.22092e+006,+1.90928e+006,+4.23827e+006,+1.89614e+006,+4.24163e+006,+1.9172e+006
2000-07-10 22:08:00 MDT,+4.18787e+006,+1.91431e+006,+4.19528e+006,+1.90152e+006,+4.20249e+006,+1.91425e+006,+4.18637e+006,+1.91046e+006,+4.19417e+006,+1.8979e+006,+4.20175e+006,+1.91039e+006
2000-07-10 22:09:00 MDT,+4.18955e+006,+1.91464e+006,+4.19482e+006,+1.90255e+006,+4.20254e+006,+1.91307e+006,+4.18805e+006,+1.91079e+006,+4.19371e+006,+1.89893e+006,+4.20181e+006,+1.90921e+006
2000-07-10 22:10:00 MDT,+4.21139e+006,+1.91758e+006,+4.20771e+006,+1.90589e+006,+4.21962e+006,+1.90841e+006,+4.20988e+006,+1.9137e+006,+4.20659e+006,+1.90224e+006,+4.21889e+006,+1.90453e+006
2000-07-10 22:11:00 MDT,+4.21867e+006,+1.90221e+006,+4.22643e+006,+1.90213e+006,+4.22265e+006,+1.90867e+006,+4.21716e+006,+1.89833e+006,+4.22531e+006,+1.89846e+006,+4.22192e+006,+1.90478e+006
2000-07-10 22:12:00 MDT,+4.22798e+006,+1.90845e+006,+4.23462e+006,+1.89702e+006,+4.24116e+006,+1.90839e+006,+4.22646e+006,+1.90455e+006,+4.23349e+006,+1.89335e+006,+4.24042e+006,+1.90447e+006
2000-07-10 22:13:00 MDT,+4.22495e+006,+1.90594e+006,+4.24083e+006,+1.89452e+006,+4.24264e+006,+1.91378e+006,+4.22343e+006,+1.90205e+006,+4.2397e+006,+1.89084e+006,+4.24189e+006,+1.90985e+006
2000-07-10 22:14:00 MDT,+4.21596e+006,+1.90335e+006,+4.23768e+006,+1.89331e+006,+4.23535e+006,+1.91705e+006,+4.21445e+006,+1.89947e+006,+4.23655e+006,+1.88963e+006,+4.23461e+006,+1.91314e+006
2000-07-10 22:15:00 MDT,+4.21806e+006,+1.9097e+006,+4.22441e+006,+1.89554e+006,+4.23354e+006,+1.90799e+006,+4.21655e+006,+1.90582e+006,+4.22329e+006,+1.89188e+006,+4.2328e+006,+1.90409e+006
2000-07-10 22:16:00 MDT,+4.16312e+006,+1.87551e+006,+4.1736e+006,+1.85792e+006,+4.18351e+006,+1.87566e+006,+4.16165e+006,+1.87173e+006,+4.17251e+006,+1.85436e+006,+4.18279e+006,+1.87185e+006
2000-07-10 22:17:00 MDT,+4.16558e+006,+1.86938e+006,+4.18482e+006,+1.85944e+006,+4.18379e+006,+1.88093e+006,+4.16411e+006,+1.8656e+006,+4.18372e+006,+1.85586e+006,+4.18307e+006,+1.87712e+006
2000-07-10 22:18:00 MDT,+4.20066e+006,+1.87116e+006,+4.20379e+006,+1.86875e+006,+4.20436e+006,+1.87244e+006,+4.19917e+006,+1.86733e+006,+4.20268e+006,+1.86514e+006,+4.20363e+006,+1.86861e+006
2000-07-10 22:19:00 MDT,+4.23833e+006,+1.8784e+006,+4.23249e+006,+1.86901e+006,+4.24361e+006,+1.86851e+006,+4.23682e+006,+1.87451e+006,+4.23137e+006,+1.86536e+006,+4.24287e+006,+1.86462e+006
2000-07-10 22:20:00 MDT,+4.25631e+006,+1.88202e+006,+4.24928e+006,+1.86755e+006,+4.2653e+006,+1.86862e+006,+4.25478e+006,+1.87809e+006,+4.24815e+006,+1.86387e+006,+4.26455e+006,+1.86469e+006
2000-07-10 22:21:00 MDT,+4.25771e+006,+1.8769e+006,+4.25784e+006,+1.85579e+006,+4.27605e+006,+1.86628e+006,+4.25618e+006,+1.87298e+006,+4.25671e+006,+1.8521e+006,+4.2753e+006,+1.86233e+006
2000-07-10 22:22:00 MDT,+4.26449e+006,+1.87802e+006,+4.27049e+006,+1.85196e+006,+4.28997e+006,+1.86996e+006,+4.26295e+006,+1.87408e+006,+4.26935e+006,+1.84827e+006,+4.28922e+006,+1.86599e+006
2000-07-10 22:23:00 MDT,+4.26391e+006,+1.87158e+006,+4.28152e+006,+1.85167e+006,+4.28995e+006,+1.87672e+006,+4.26238e+006,+1.86765e+006,+4.28038e+006,+1.84796e+006,+4.28919e+006,+1.87275e+006
2000-07-10 22:24:00 MDT,+4.25038e+006,+1.8681e+006,+4.25712e+006,+1.85998e+006,+4.26072e+006,+1.86967e+006,+4.24886e+006,+1.8642e+006,+4.25599e+006,+1.8563e+006,+4.25998e+006,+1.86575e+006
2000-07-10 22:25:00 MDT,+4.22764e+006,+1.86718e+006,+4.22864e+006,+1.8624e+006,+4.23223e+006,+1.86541e+006,+4.22613e+006,+1.86331e+006,+4.22752e+006,+1.85876e+006,+4.23149e+006,+1.86153e+006
