# file...... feeder_7_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... regulator 19929
# trigger... (none)
# interval.. 300
# limit..... 312
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,tap_A,tap_B,tap_C
2000-07-10 22:05:00 MDT,+3.79992e+006,+2.02447e+006,+3.76002e+006,+2.021e+006,+3.81648e+006,+2.03508e+006,0,0,0
2000-07-10 22:10:00 MDT,+3.68022e+006,+1.65203e+006,+3.66173e+006,+1.64989e+006,+3.6797e+006,+1.6617e+006,0,0,0
2000-07-10 22:15:00 MDT,+3.67695e+006,+1.63669e+006,+3.65577e+006,+1.6343e+006,+3.67056e+006,+1.64605e+006,1,1,1
2000-07-10 22:20:00 MDT,+3.69383e+006,+1.60874e+006,+3.69167e+006,+1.60731e+006,+3.68859e+006,+1.61783e+006,1,1,1
2000-07-10 22:25:00 MDT,+3.64963e+006,+1.59256e+006,+3.61818e+006,+1.58918e+006,+3.65676e+006,+1.60204e+006,2,2,2
2000-07-10 22:30:00 MDT,+3.58024e+006,+1.59018e+006,+3.56763e+006,+1.58856e+006,+3.56861e+006,+1.59888e+006,2,2,2
2000-07-10 22:35:00 MDT,+3.5056e+006,+1.54399e+006,+3.49808e+006,+1.54224e+006,+3.56385e+006,+1.55716e+006,3,3,3
2000-07-10 22:40:00 MDT,+3.5756e+006,+1.54603e+006,+3.595e+006,+1.54594e+006,+3.59561e+006,+1.5569e+006,3,3,3
2000-07-10 22:45:00 MDT,+3.52589e+006,+1.53071e+006,+3.49821e+006,+1.52781e+006,+3.52192e+006,+1.53939e+006,4,4,4
2000-07-10 22:50:00 MDT,+3.44227e+006,+1.50052e+006,+3.41079e+006,+1.49719e+006,+3.44352e+006,+1.50935e+006,4,4,4
2000-07-10 22:55:00 MDT,+3.42289e+006,+1.48475e+006,+3.40081e+006,+1.48246e+006,+3.43017e+006,+1.4939e+006,5,5,5
2000-07-10 23:00:00 MDT,+3.45519e+006,+1.48474e+006,+3.47315e+006,+1.48492e+006,+3.46514e+006,+1.495e+006,5,5,5
2000-07-10 23:05:00 MDT,+3.38114e+006,+1.44008e+006,+3.37031e+006,+1.43753e+006,+3.43296e+006,+1.45193e+006,6,6,6
2000-07-10 23:10:00 MDT,+3.34013e+006,+1.43896e+006,+3.32678e+006,+1.43743e+006,+3.33205e+006,+1.44761e+006,6,6,6
2000-07-10 23:15:00 MDT,+3.35114e+006,+1.4392e+006,+3.34425e+006,+1.43751e+006,+3.37152e+006,+1.44932e+006,6,6,6
2000-07-10 23:20:00 MDT,+3.36005e+006,+1.41999e+006,+3.33006e+006,+1.41719e+006,+3.3297e+006,+1.42703e+006,6,6,6
2000-07-10 23:25:00 MDT,+3.36389e+006,+1.42018e+006,+3.333e+006,+1.41703e+006,+3.33991e+006,+1.4273e+006,6,6,6
2000-07-10 23:30:00 MDT,+3.30746e+006,+1.4176e+006,+3.31235e+006,+1.41654e+006,+3.34562e+006,+1.42858e+006,6,6,6
2000-07-10 23:35:00 MDT,+3.28792e+006,+1.39808e+006,+3.24636e+006,+1.39429e+006,+3.26983e+006,+1.40544e+006,6,6,6
2000-07-10 23:40:00 MDT,+3.30521e+006,+1.39666e+006,+3.33645e+006,+1.39791e+006,+3.32394e+006,+1.40745e+006,6,6,6
2000-07-10 23:45:00 MDT,+3.30731e+006,+1.39852e+006,+3.2775e+006,+1.39469e+006,+3.31853e+006,+1.40746e+006,6,6,6
2000-07-10 23:50:00 MDT,+3.2395e+006,+1.38423e+006,+3.24228e+006,+1.38299e+006,+3.26727e+006,+1.39442e+006,6,6,6
2000-07-10 23:55:00 MDT,+3.27851e+006,+1.38594e+006,+3.23494e+006,+1.3816e+006,+3.30638e+006,+1.39624e+006,6,6,6
2000-07-11 00:00:00 MDT,+3.30239e+006,+1.38693e+006,+3.25226e+006,+1.38301e+006,+3.28196e+006,+1.39388e+006,6,6,6
2000-07-11 00:05:00 MDT,+3.44116e+006,+1.50004e+006,+3.4444e+006,+1.5002e+006,+3.45328e+006,+1.50948e+006,6,6,6
2000-07-11 00:10:00 MDT,+3.43496e+006,+1.49973e+006,+3.43964e+006,+1.49952e+006,+3.47918e+006,+1.51069e+006,6,6,6
2000-07-11 00:15:00 MDT,+3.4642e+006,+1.48574e+006,+3.44931e+006,+1.48472e+006,+3.47304e+006,+1.49481e+006,7,7,7
2000-07-11 00:20:00 MDT,+3.42886e+006,+1.47378e+006,+3.39175e+006,+1.47136e+006,+3.43408e+006,+1.48226e+006,7,7,7
2000-07-11 00:25:00 MDT,+3.41126e+006,+1.47298e+006,+3.39895e+006,+1.47221e+006,+3.40605e+006,+1.48111e+006,7,7,7
2000-07-11 00:30:00 MDT,+3.39774e+006,+1.47275e+006,+3.37609e+006,+1.47064e+006,+3.429e+006,+1.48261e+006,7,7,7
2000-07-11 00:35:00 MDT,+3.41153e+006,+1.46137e+006,+3.40196e+006,+1.46073e+006,+3.42194e+006,+1.47025e+006,7,7,7
