# file...... line_trans_node_1_to_trans_node_6_at_inter_power.csv
# date...... Sat Sep 26 23:35:38 2009
# user...... glduser
# host...... (null)
# target.... overhead_line 33930
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-07-10 22:01:00 MDT,+1.70399e+007,+9.16738e+006,+1.70286e+007,+9.08331e+006,+1.71139e+007,+9.11141e+006,+1.70301e+007,+9.13559e+006,+1.70222e+007,+9.04975e+006,+1.71007e+007,+9.07756e+006
2000-07-10 22:02:00 MDT,+1.72545e+007,+9.19279e+006,+1.7237e+007,+9.07953e+006,+1.73509e+007,+9.11664e+006,+1.72446e+007,+9.16034e+006,+1.72306e+007,+9.04533e+006,+1.73375e+007,+9.08205e+006
2000-07-10 22:03:00 MDT,+1.71778e+007,+9.18582e+006,+1.71435e+007,+9.08934e+006,+1.72512e+007,+9.10364e+006,+1.71679e+007,+9.1536e+006,+1.71371e+007,+9.05541e+006,+1.72379e+007,+9.06938e+006
2000-07-10 22:04:00 MDT,+1.70176e+007,+9.19773e+006,+1.69825e+007,+9.0671e+006,+1.71201e+007,+9.09774e+006,+1.70078e+007,+9.16596e+006,+1.69762e+007,+9.0337e+006,+1.7107e+007,+9.0639e+006
2000-07-10 22:05:00 MDT,+1.68055e+007,+9.16601e+006,+1.67911e+007,+9.0721e+006,+1.68863e+007,+9.10248e+006,+1.67959e+007,+9.13491e+006,+1.67849e+007,+9.03928e+006,+1.68735e+007,+9.06934e+006
2000-07-10 22:06:00 MDT,+1.65736e+007,+9.12929e+006,+1.65839e+007,+9.07851e+006,+1.66292e+007,+9.10888e+006,+1.65643e+007,+9.09889e+006,+1.65778e+007,+9.0463e+006,+1.66166e+007,+9.0765e+006
2000-07-10 22:07:00 MDT,+1.6373e+007,+7.46326e+006,+1.63952e+007,+7.42963e+006,+1.64191e+007,+7.46213e+006,+1.63646e+007,+7.43578e+006,+1.63897e+007,+7.40044e+006,+1.64077e+007,+7.43284e+006
2000-07-10 22:08:00 MDT,+1.62632e+007,+7.45505e+006,+1.62871e+007,+7.42828e+006,+1.6304e+007,+7.45893e+006,+1.62548e+007,+7.42789e+006,+1.62816e+007,+7.39941e+006,+1.62928e+007,+7.42998e+006
2000-07-10 22:09:00 MDT,+1.62497e+007,+7.46649e+006,+1.62593e+007,+7.42403e+006,+1.62971e+007,+7.45008e+006,+1.62414e+007,+7.43935e+006,+1.62539e+007,+7.39525e+006,+1.62858e+007,+7.42117e+006
2000-07-10 22:10:00 MDT,+1.62992e+007,+7.48685e+006,+1.62872e+007,+7.41982e+006,+1.63572e+007,+7.43942e+006,+1.62908e+007,+7.45955e+006,+1.62818e+007,+7.39096e+006,+1.63459e+007,+7.41035e+006
