$state_name=Virginia
$city_name=Charlottesville
$lat_deg=38.090
$long_deg=-78.460
$elevation=148
$timezone_offset=-75.0
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed
10:5:17:0:0,65.840,49.470,86.307,7.525,1001.000,0.895
10:5:18:0:0,66.380,48.883,84.542,7.246,1001.000,0.671
10:5:19:0:0,66.020,50.174,81.011,6.782,1001.000,0.671
10:5:20:0:0,64.760,53.497,74.044,6.039,1000.000,0.671
10:5:21:0:0,61.340,64.098,60.480,4.645,1001.000,0.447
10:5:22:0:0,56.300,88.871,26.292,1.858,1001.000,0.224
10:5:23:0:0,53.780,89.947,0.000,0.000,1001.000,0.224
10:6:0:0:0,52.160,92.321,0.000,0.000,1001.000,0.224
10:6:1:0:0,51.080,93.534,0.000,0.000,1002.000,0.224
10:6:2:0:0,50.360,92.886,0.000,0.000,1001.000,0.447
10:6:3:0:0,49.460,93.489,0.000,0.000,1001.000,0.447
10:6:4:0:0,48.920,93.474,0.000,0.000,1001.000,0.447
10:6:5:0:0,48.380,92.826,0.000,0.000,1001.000,0.224
10:6:6:0:0,47.660,93.439,0.000,0.000,1001.000,0.224
10:6:7:0:0,47.120,93.424,0.000,0.000,1001.000,0.224
10:6:8:0:0,46.580,92.771,0.000,0.000,1001.000,0.224
10:6:9:0:0,46.220,92.125,0.000,0.000,1001.000,0.224
10:6:10:0:0,45.860,91.481,0.000,0.000,1001.000,0.224
10:6:11:0:0,48.740,81.526,24.805,1.486,1001.000,0.224
10:6:12:0:0,54.320,70.095,61.966,4.181,1001.000,0.447
10:6:13:0:0,59.900,58.917,75.902,5.388,1001.000,0.447
10:6:14:0:0,64.400,51.661,82.312,6.039,1001.000,0.447
10:6:15:0:0,67.280,47.709,85.378,6.503,1001.000,0.447
10:6:16:0:0,69.620,45.851,86.493,6.689,1000.000,0.447
10:6:17:0:0,71.240,46.101,86.028,6.782,1000.000,0.447
10:6:18:0:0,71.960,48.097,84.077,6.782,999.000,0.447
10:6:19:0:0,71.600,51.681,80.082,6.503,998.000,0.447
10:6:20:0:0,70.700,59.572,54.906,9.941,998.000,0.224
10:6:21:0:0,68.900,71.635,44.872,6.039,998.000,0.671
10:6:22:0:0,67.460,68.762,0.000,1.579,998.000,1.118
10:6:23:0:0,67.280,60.302,0.000,0.000,998.000,1.118
10:7:0:0:0,64.940,64.540,0.000,0.000,998.000,1.566
10:7:1:0:0,62.420,70.497,0.000,0.000,998.000,1.790
10:7:2:0:0,59.720,78.604,0.000,0.000,998.000,1.790
10:7:3:0:0,57.740,85.496,0.000,0.000,998.000,1.566
10:7:4:0:0,57.020,88.904,0.000,0.000,998.000,1.118
10:7:5:0:0,57.200,90.681,0.000,0.000,998.000,0.671
10:7:6:0:0,57.380,92.487,0.000,0.000,998.000,0.447
10:7:7:0:0,57.200,94.313,0.000,0.000,998.000,0.224
10:7:8:0:0,56.840,95.544,0.000,0.000,998.000,0.224
10:7:9:0:0,56.120,97.424,0.000,0.000,999.000,0.447
10:7:10:0:0,55.580,98.058,0.000,0.000,999.000,0.224
10:7:11:0:0,57.740,90.110,16.165,1.486,1000.000,0.224
10:7:12:0:0,62.600,79.872,0.000,5.017,1000.000,0.447
10:7:13:0:0,67.640,69.680,6.689,15.701,1000.000,0.447
10:7:14:0:0,71.780,61.679,74.508,8.361,1000.000,0.447
10:7:15:0:0,74.480,57.053,81.104,7.990,1000.000,0.447
10:7:16:0:0,75.920,55.082,29.729,29.729,1000.000,0.447
10:7:17:0:0,76.820,54.502,80.640,9.290,1000.000,0.447
10:7:18:0:0,76.820,55.207,78.503,9.104,999.000,0.447
10:7:19:0:0,76.280,57.296,73.579,8.826,999.000,0.447
10:7:20:0:0,76.100,59.512,66.797,7.339,999.000,0.224
10:7:21:0:0,74.120,70.811,52.119,5.388,999.000,0.671
10:7:22:0:0,71.240,75.611,16.815,1.765,999.000,1.342
10:7:23:0:0,70.160,66.443,0.000,0.000,1000.000,1.566
10:8:0:0:0,67.820,70.607,0.000,0.000,1000.000,1.566
10:8:1:0:0,66.200,73.234,0.000,0.000,1001.000,1.566
10:8:2:0:0,64.040,77.937,0.000,0.000,1001.000,1.566
10:8:3:0:0,61.520,84.608,0.000,0.000,1001.000,1.566
10:8:4:0:0,59.180,90.168,0.000,0.000,1001.000,1.342
10:8:5:0:0,57.560,94.321,0.000,0.000,1001.000,0.895
10:8:6:0:0,56.480,96.794,0.000,0.000,1001.000,0.447
10:8:7:0:0,55.940,96.787,0.000,0.000,1001.000,0.447
10:8:8:0:0,55.580,95.521,0.000,0.000,1002.000,0.895
10:8:9:0:0,55.760,93.046,0.000,0.000,1002.000,1.342
10:8:10:0:0,56.480,88.879,0.000,0.000,1002.000,1.566
10:8:11:0:0,58.820,81.171,10.219,1.579,1002.000,1.118
10:8:12:0:0,63.320,79.928,46.916,6.039,1003.000,0.224
10:8:13:0:0,68.360,67.975,63.453,8.361,1003.000,0.224
10:8:14:0:0,72.140,60.933,71.814,9.848,1003.000,0.447
10:8:15:0:0,74.300,57.398,37.533,24.526,1002.000,0.447
10:8:16:0:0,75.560,56.106,50.818,22.018,1002.000,0.447
10:8:17:0:0,75.560,57.199,36.325,27.778,1002.000,0.447
10:8:18:0:0,75.200,59.394,52.769,19.138,1001.000,0.447
10:8:19:0:0,75.200,62.110,40.041,19.138,1000.000,0.447
10:8:20:0:0,74.300,65.656,26.756,15.050,1000.000,0.447
10:8:21:0:0,70.700,79.980,46.080,6.225,1000.000,0.447
10:8:22:0:0,66.380,95.719,11.799,1.672,1000.000,0.224
10:8:23:0:0,64.580,94.485,0.000,0.000,1001.000,0.224
10:9:0:0:0,64.040,95.677,0.000,0.000,1001.000,0.224
10:9:1:0:0,63.320,97.502,0.000,0.000,1001.000,0.224
10:9:2:0:0,62.420,99.368,0.000,0.000,1000.000,0.224
10:9:3:0:0,61.340,100.000,0.000,0.000,1000.000,0.224
10:9:4:0:0,60.620,100.000,0.000,0.000,1000.000,0.224
10:9:5:0:0,60.260,100.000,0.000,0.000,999.000,0.224
10:9:6:0:0,60.080,100.000,0.000,0.000,999.000,0.224
10:9:7:0:0,60.260,100.000,0.000,0.000,998.000,0.224
10:9:8:0:0,60.260,100.000,0.000,0.000,998.000,0.224
10:9:9:0:0,59.900,100.000,0.000,0.000,998.000,0.224
10:9:10:0:0,59.540,100.000,0.000,0.000,998.000,0.224
10:9:11:0:0,60.980,95.010,0.000,0.372,998.000,0.447
10:9:12:0:0,64.580,85.886,11.148,8.083,998.000,0.447
10:9:13:0:0,69.440,76.903,64.196,7.525,998.000,0.671
10:9:14:0:0,74.120,68.612,1.858,18.766,998.000,0.895
10:9:15:0:0,77.000,64.737,0.000,10.034,997.000,0.895
10:9:16:0:0,78.260,63.678,31.959,28.800,997.000,0.895
10:9:17:0:0,78.260,64.886,34.467,28.150,996.000,0.895
10:9:18:0:0,77.720,66.883,35.768,24.991,995.000,0.671
10:9:19:0:0,77.000,70.226,35.582,19.974,995.000,0.671
10:9:20:0:0,75.560,76.466,22.018,15.422,995.000,0.447
10:9:21:0:0,72.500,87.933,40.506,6.039,995.000,0.447
10:9:22:0:0,69.260,96.962,0.000,0.929,995.000,0.224
10:9:23:0:0,68.000,97.550,0.000,0.000,995.000,0.224
10:10:0:0:0,66.920,99.380,0.000,0.000,996.000,0.224
10:10:1:0:0,66.380,98.760,0.000,0.000,997.000,0.224
10:10:2:0:0,65.660,99.376,0.000,0.000,997.000,0.224
10:10:3:0:0,64.580,100.000,0.000,0.000,997.000,0.224
10:10:4:0:0,63.140,100.000,0.000,0.000,998.000,0.447
10:10:5:0:0,61.340,98.733,0.000,0.000,999.000,0.447
10:10:6:0:0,59.540,97.461,0.000,0.000,999.000,0.447
10:10:7:0:0,58.280,96.193,0.000,0.000,999.000,0.224
10:10:8:0:0,57.380,95.555,0.000,0.000,999.000,0.224
10:10:9:0:0,56.480,95.538,0.000,0.000,1000.000,0.224
10:10:10:0:0,55.580,96.149,0.000,0.000,1000.000,0.224
10:10:11:0:0,55.580,92.430,0.000,0.465,1001.000,0.447
10:10:12:0:0,56.480,87.136,0.000,6.968,1002.000,0.671
10:10:13:0:0,57.920,75.379,17.001,15.422,1002.000,0.671
10:10:14:0:0,59.720,64.331,22.390,22.111,1003.000,0.671
10:10:15:0:0,61.880,57.213,32.795,25.455,1003.000,0.671
10:10:16:0:0,63.500,53.314,3.066,26.292,1002.000,0.447
10:10:17:0:0,64.400,51.661,1.579,22.854,1002.000,0.447
10:10:18:0:0,64.400,51.311,29.915,26.199,1001.000,0.447
10:10:19:0:0,64.040,51.608,6.782,22.018,1000.000,0.447
10:10:20:0:0,62.600,53.913,74.880,6.132,1000.000,0.447
10:10:21:0:0,59.180,63.830,60.851,4.459,1000.000,0.447
10:10:22:0:0,54.140,88.182,21.739,1.394,1000.000,0.895
10:10:23:0:0,51.800,85.722,0.000,0.000,1000.000,1.118
10:11:0:0:0,50.000,86.791,0.000,0.000,1000.000,1.342
10:11:1:0:0,49.820,82.732,0.000,0.000,1000.000,1.342
10:11:2:0:0,50.000,78.324,0.000,0.000,1000.000,1.342
10:11:3:0:0,49.820,76.705,0.000,0.000,1000.000,1.342
10:11:4:0:0,48.920,78.232,0.000,0.000,1000.000,1.566
10:11:5:0:0,47.300,81.986,0.000,0.000,1000.000,1.790
10:11:6:0:0,45.680,85.955,0.000,0.000,1000.000,1.790
10:11:7:0:0,44.240,89.538,0.000,0.000,999.000,1.566
10:11:8:0:0,43.340,92.028,0.000,0.000,999.000,1.342
10:11:9:0:0,42.800,92.653,0.000,0.000,999.000,1.566
10:11:10:0:0,42.620,93.295,0.000,0.000,999.000,1.566
10:11:11:0:0,45.500,84.758,19.695,1.208,999.000,0.895
10:11:12:0:0,51.620,77.926,61.223,4.274,999.000,0.447
10:11:13:0:0,57.920,62.809,76.366,5.760,999.000,0.224
10:11:14:0:0,62.960,52.873,83.706,6.503,999.000,0.224
10:11:15:0:0,66.200,46.580,87.700,6.875,999.000,0.224
10:11:16:0:0,68.360,43.531,89.094,6.968,998.000,0.224
10:11:17:0:0,69.800,41.721,89.280,6.968,997.000,0.224
10:11:18:0:0,70.340,41.806,87.422,6.689,996.000,0.224
10:11:19:0:0,69.800,43.757,83.984,6.132,995.000,0.224
10:11:20:0:0,69.260,47.368,76.645,5.388,995.000,0.447
10:11:21:0:0,66.200,59.367,62.059,3.995,995.000,0.895
10:11:22:0:0,59.900,74.566,22.204,1.208,995.000,1.790
10:11:23:0:0,57.020,75.295,0.000,0.000,995.000,2.013
10:12:0:0:0,53.420,84.671,0.000,0.000,995.000,1.566
10:12:1:0:0,51.980,86.898,0.000,0.000,995.000,1.566
10:12:2:0:0,50.720,89.818,0.000,0.000,995.000,1.342
10:12:3:0:0,49.820,92.245,0.000,0.000,995.000,0.895
10:12:4:0:0,49.280,94.756,0.000,0.000,995.000,0.447
10:12:5:0:0,48.920,97.343,0.000,0.000,995.000,0.447
10:12:6:0:0,48.560,98.661,0.000,0.000,995.000,0.447
10:12:7:0:0,48.380,99.328,0.000,0.000,995.000,0.447
10:12:8:0:0,47.840,100.000,0.000,0.000,995.000,0.447
10:12:9:0:0,47.480,99.326,0.000,0.000,995.000,0.447
10:12:10:0:0,47.120,97.986,0.000,0.000,994.000,0.671
10:12:11:0:0,49.640,86.772,18.859,1.115,994.000,0.447
10:12:12:0:0,54.860,76.116,60.201,3.995,994.000,0.447
10:12:13:0:0,60.440,63.987,75.344,5.295,994.000,0.447
10:12:14:0:0,66.200,57.424,82.312,6.039,994.000,0.447
10:12:15:0:0,69.800,50.736,86.121,6.225,994.000,0.447
10:12:16:0:0,71.780,47.751,87.515,6.410,993.000,0.671
10:12:17:0:0,72.680,46.630,87.050,6.410,992.000,0.671
10:12:18:0:0,72.860,47.597,85.006,6.317,991.000,0.671
10:12:19:0:0,72.140,51.081,81.011,5.946,990.000,0.671
10:12:20:0:0,70.340,57.609,73.486,5.203,990.000,0.671
10:12:21:0:0,66.200,74.670,58.436,3.902,989.000,0.447
10:12:22:0:0,61.340,92.609,18.209,1.115,989.000,0.224
10:12:23:0:0,59.360,93.755,0.000,0.000,989.000,0.224
10:13:0:0:0,58.640,95.578,0.000,0.000,989.000,0.224
10:13:1:0:0,58.100,98.079,0.000,0.000,989.000,0.224
10:13:2:0:0,57.560,100.000,0.000,0.000,988.000,0.224
10:13:3:0:0,56.480,100.000,0.000,0.000,988.000,0.224
10:13:4:0:0,55.580,100.000,0.000,0.000,987.000,0.224
10:13:5:0:0,55.400,100.000,0.000,0.000,986.000,0.224
10:13:6:0:0,55.400,100.000,0.000,0.000,986.000,0.224
10:13:7:0:0,55.400,100.000,0.000,0.000,986.000,0.224
10:13:8:0:0,55.400,100.000,0.000,0.000,986.000,0.224
10:13:9:0:0,55.940,98.061,0.000,0.000,985.000,0.224
10:13:10:0:0,56.660,95.541,0.000,0.000,985.000,0.224
10:13:11:0:0,57.380,93.093,0.000,0.279,985.000,0.447
10:13:12:0:0,60.080,85.631,0.000,5.110,985.000,0.671
10:13:13:0:0,64.760,75.510,66.333,7.432,986.000,0.671
10:13:14:0:0,69.080,67.182,76.273,8.361,986.000,0.895
10:13:15:0:0,71.960,60.910,81.011,8.919,986.000,0.895
10:13:16:0:0,73.580,56.197,83.241,8.826,986.000,0.895
10:13:17:0:0,74.480,53.127,83.427,8.640,985.000,0.895
10:13:18:0:0,74.660,52.125,26.384,26.384,984.000,0.895
10:13:19:0:0,73.940,53.746,0.000,14.307,984.000,0.895
10:13:20:0:0,72.140,58.991,69.213,6.503,984.000,0.671
10:13:21:0:0,68.540,72.525,11.055,7.525,985.000,0.447
10:13:22:0:0,64.760,83.724,0.000,0.557,986.000,0.447
10:13:23:0:0,63.680,83.117,0.000,0.000,987.000,0.447
10:14:0:0:0,61.880,84.630,0.000,0.000,988.000,0.447
10:14:1:0:0,60.440,84.542,0.000,0.000,989.000,0.224
10:14:2:0:0,58.460,86.668,0.000,0.000,990.000,0.224
10:14:3:0:0,56.300,89.459,0.000,0.000,991.000,0.224
10:14:4:0:0,54.140,92.999,0.000,0.000,991.000,0.224
10:14:5:0:0,53.060,93.588,0.000,0.000,991.000,0.447
10:14:6:0:0,52.700,92.956,0.000,0.000,991.000,0.671
10:14:7:0:0,52.340,91.099,0.000,0.000,991.000,0.671
10:14:8:0:0,52.160,91.705,0.000,0.000,991.000,0.447
10:14:9:0:0,51.980,91.086,0.000,0.000,992.000,0.224
10:14:10:0:0,51.980,89.872,0.000,0.000,992.000,0.224
10:14:11:0:0,53.420,84.103,0.000,0.186,993.000,0.224
10:14:12:0:0,57.200,74.308,10.034,7.339,993.000,0.447
10:14:13:0:0,61.340,64.965,6.503,14.586,994.000,0.671
10:14:14:0:0,64.400,54.911,42.828,17.280,994.000,0.671
10:14:15:0:0,66.560,49.915,54.999,17.373,993.000,0.671
10:14:16:0:0,68.360,46.596,86.214,7.711,993.000,0.671
10:14:17:0:0,69.440,44.599,85.935,7.711,993.000,0.671
10:14:18:0:0,69.800,44.054,83.984,7.525,993.000,0.671
10:14:19:0:0,69.440,44.903,73.951,7.897,992.000,0.671
10:14:20:0:0,68.180,49.155,30.101,13.285,993.000,0.447
10:14:21:0:0,64.580,62.808,0.000,5.853,993.000,0.895
10:14:22:0:0,59.720,78.604,0.000,0.372,994.000,1.342
10:14:23:0:0,57.740,75.362,0.000,0.000,994.000,1.566
10:15:0:0:0,53.960,85.847,0.000,0.000,995.000,0.671
10:15:1:0:0,52.160,88.680,0.000,0.000,996.000,0.447
10:15:2:0:0,51.080,89.230,0.000,0.000,996.000,0.447
10:15:3:0:0,50.000,89.788,0.000,0.000,997.000,0.671
10:15:4:0:0,49.100,90.362,0.000,0.000,997.000,0.895
10:15:5:0:0,48.020,92.185,0.000,0.000,997.000,0.671
10:15:6:0:0,47.300,93.429,0.000,0.000,998.000,0.447
10:15:7:0:0,46.760,94.699,0.000,0.000,998.000,0.224
10:15:8:0:0,46.220,95.337,0.000,0.000,999.000,0.224
10:15:9:0:0,45.680,96.641,0.000,0.000,999.000,0.224
10:15:10:0:0,44.960,97.966,0.000,0.000,1000.000,0.224
10:15:11:0:0,47.120,89.664,11.799,1.022,1000.000,0.224
10:15:12:0:0,52.340,76.930,56.578,4.459,1001.000,0.447
10:15:13:0:0,57.920,64.986,73.672,6.132,1001.000,0.447
10:15:14:0:0,61.700,53.051,82.219,6.968,1001.000,0.447
10:15:15:0:0,63.860,46.859,86.493,7.339,1001.000,0.447
10:15:16:0:0,65.300,43.349,88.444,7.525,1001.000,0.447
10:15:17:0:0,66.380,40.895,88.629,7.432,1000.000,0.447
10:15:18:0:0,66.740,40.109,87.608,6.782,999.000,0.447
10:15:19:0:0,66.380,40.612,83.613,6.225,999.000,0.447
10:15:20:0:0,65.120,44.535,76.273,5.388,999.000,0.447
10:15:21:0:0,60.260,61.838,60.387,3.902,999.000,0.447
10:15:22:0:0,54.140,85.284,0.000,0.000,999.000,0.447
10:15:23:0:0,51.980,81.209,0.000,0.000,999.000,0.447
10:16:0:0:0,51.080,81.698,0.000,0.000,999.000,0.224
10:16:1:0:0,50.360,82.205,0.000,0.000,999.000,0.224
10:16:2:0:0,49.460,85.003,0.000,0.000,999.000,0.447
10:16:3:0:0,49.100,84.981,0.000,0.000,999.000,0.447
10:16:4:0:0,48.740,84.959,0.000,0.000,998.000,0.447
10:16:5:0:0,48.380,84.937,0.000,0.000,998.000,0.224
10:16:6:0:0,47.660,86.663,0.000,0.000,998.000,0.224
10:16:7:0:0,47.300,87.844,0.000,0.000,998.000,0.224
10:16:8:0:0,47.300,87.242,0.000,0.000,998.000,0.224
10:16:9:0:0,47.120,87.835,0.000,0.000,999.000,0.224
10:16:10:0:0,46.760,89.034,0.000,0.000,999.000,0.224
10:16:11:0:0,47.840,84.904,0.000,0.000,1000.000,0.224
10:16:12:0:0,50.900,76.275,0.000,5.853,1001.000,0.447
10:16:13:0:0,54.860,67.331,59.086,7.711,1001.000,0.447
10:16:14:0:0,58.640,59.149,52.397,14.028,1001.000,0.671
10:16:15:0:0,61.700,50.210,85.192,7.711,1001.000,0.671
10:16:16:0:0,63.860,42.821,89.094,7.339,1001.000,0.671
10:16:17:0:0,65.120,38.479,90.302,6.875,1000.000,0.671
10:16:18:0:0,65.660,36.202,88.908,6.410,1000.000,0.671
10:16:19:0:0,64.940,36.600,85.006,5.946,1000.000,0.671
10:16:20:0:0,63.320,40.691,77.667,5.110,1000.000,0.671
10:16:21:0:0,58.640,55.597,62.059,3.623,1000.000,0.895
10:16:22:0:0,52.700,75.919,0.000,0.000,1001.000,1.342
10:16:23:0:0,50.360,71.623,0.000,0.000,1001.000,1.342
10:17:0:0:0,47.120,78.624,0.000,0.000,1003.000,0.447
10:17:1:0:0,45.500,80.156,0.000,0.000,1003.000,0.224
10:17:2:0:0,44.060,82.326,0.000,0.000,1003.000,0.224
10:17:3:0:0,43.160,82.843,0.000,0.000,1003.000,0.224
10:17:4:0:0,42.440,82.793,0.000,0.000,1003.000,0.224
10:17:5:0:0,41.900,83.343,0.000,0.000,1003.000,0.224
10:17:6:0:0,41.540,83.319,0.000,0.000,1002.000,0.224
10:17:7:0:0,41.540,82.729,0.000,0.000,1002.000,0.224
10:17:8:0:0,41.540,81.562,0.000,0.000,1002.000,0.224
10:17:9:0:0,41.180,82.118,0.000,0.000,1003.000,0.224
10:17:10:0:0,40.460,84.439,0.000,0.000,1003.000,0.224
10:17:11:0:0,41.540,81.562,0.000,0.000,1004.000,0.224
10:17:12:0:0,45.860,71.141,18.488,6.689,1004.000,0.447
10:17:13:0:0,50.720,61.873,73.022,6.225,1004.000,0.671
10:17:14:0:0,54.140,52.667,80.826,7.339,1004.000,0.895
10:17:15:0:0,56.120,46.302,85.935,7.525,1004.000,0.895
10:17:16:0:0,57.380,42.691,87.422,7.897,1004.000,0.895
10:17:17:0:0,58.100,40.135,87.515,7.897,1003.000,0.895
10:17:18:0:0,58.100,38.716,86.307,7.525,1003.000,0.895
10:17:19:0:0,57.200,38.849,82.312,6.782,1003.000,0.895
10:17:20:0:0,55.220,40.836,75.251,5.760,1003.000,0.895
10:17:21:0:0,51.080,48.223,58.064,4.088,1004.000,0.671
10:17:22:0:0,46.220,62.160,0.000,0.000,1005.000,0.447
10:17:23:0:0,44.240,65.110,0.000,0.000,1006.000,0.447
10:18:0:0:0,41.000,71.637,0.000,0.000,1007.000,0.224
10:18:1:0:0,39.200,76.270,0.000,0.000,1007.000,0.224
10:18:2:0:0,37.580,79.514,0.000,0.000,1008.000,0.224
10:18:3:0:0,36.320,81.759,0.000,0.000,1008.000,0.224
10:18:4:0:0,35.240,83.487,0.000,0.000,1008.000,0.224
10:18:5:0:0,34.340,84.038,0.000,0.000,1008.000,0.224
10:18:6:0:0,33.620,84.608,0.000,0.000,1008.000,0.224
10:18:7:0:0,33.260,83.965,0.000,0.000,1008.000,0.224
10:18:8:0:0,32.900,83.325,0.000,0.000,1008.000,0.224
10:18:9:0:0,32.540,83.299,0.000,0.000,1008.000,0.224
10:18:10:0:0,32.360,83.287,0.000,0.000,1008.000,0.224
10:18:11:0:0,33.980,77.477,0.000,0.000,1009.000,0.447
10:18:12:0:0,38.480,65.819,56.764,4.366,1009.000,0.447
10:18:13:0:0,44.240,54.269,74.694,6.225,1010.000,0.671
10:18:14:0:0,48.380,44.402,82.033,7.339,1010.000,0.895
10:18:15:0:0,50.540,39.478,86.864,7.618,1009.000,0.895
10:18:16:0:0,52.160,36.909,37.904,24.991,1009.000,0.895
10:18:17:0:0,53.240,35.211,8.919,28.521,1009.000,1.118
10:18:18:0:0,53.600,34.236,86.214,7.804,1008.000,1.118
10:18:19:0:0,53.240,34.177,32.237,18.581,1008.000,1.118
10:18:20:0:0,51.620,36.546,75.251,5.760,1009.000,0.895
10:18:21:0:0,47.480,45.251,57.600,4.088,1009.000,0.671
10:18:22:0:0,42.080,67.236,0.000,0.000,1010.000,0.224
10:18:23:0:0,39.560,74.126,0.000,0.000,1010.000,0.224
10:19:0:0:0,37.580,78.368,0.000,0.000,1011.000,0.224
10:19:1:0:0,36.500,80.006,0.000,0.000,1011.000,0.224
10:19:2:0:0,35.420,82.290,0.000,0.000,1012.000,0.224
10:19:3:0:0,34.340,84.038,0.000,0.000,1012.000,0.224
10:19:4:0:0,33.440,85.847,0.000,0.000,1012.000,0.224
10:19:5:0:0,32.900,85.814,0.000,0.000,1012.000,0.224
10:19:6:0:0,32.180,85.771,0.000,0.000,1012.000,0.224
10:19:7:0:0,31.640,86.374,0.000,0.000,1012.000,0.224
10:19:8:0:0,31.100,86.984,0.000,0.000,1013.000,0.224
10:19:9:0:0,30.560,86.954,0.000,0.000,1013.000,0.224
10:19:10:0:0,30.200,87.581,0.000,0.000,1014.000,0.447
10:19:11:0:0,32.540,78.505,0.000,0.000,1015.000,0.224
10:19:12:0:0,38.480,65.819,57.693,3.995,1015.000,0.224
10:19:13:0:0,44.420,51.947,74.787,5.574,1015.000,0.224
10:19:14:0:0,48.920,43.515,82.870,6.410,1015.000,0.224
10:19:15:0:0,52.160,38.021,87.793,6.410,1015.000,0.224
10:19:16:0:0,54.680,35.187,89.187,6.503,1014.000,0.224
10:19:17:0:0,56.480,33.208,89.280,6.503,1013.000,0.447
10:19:18:0:0,57.380,33.110,87.793,6.132,1012.000,0.447
10:19:19:0:0,57.200,34.574,83.984,5.574,1011.000,0.671
10:19:20:0:0,55.760,38.614,76.273,4.831,1010.000,0.671
10:19:21:0:0,50.720,56.828,59.551,3.437,1010.000,0.447
10:19:22:0:0,45.140,78.457,0.000,0.000,1010.000,0.447
10:19:23:0:0,43.520,76.670,0.000,0.000,1010.000,0.447
10:20:0:0:0,42.440,78.225,0.000,0.000,1010.000,0.447
10:20:1:0:0,41.360,81.549,0.000,0.000,1010.000,0.447
10:20:2:0:0,40.460,83.840,0.000,0.000,1010.000,0.447
10:20:3:0:0,39.740,86.217,0.000,0.000,1009.000,0.224
10:20:4:0:0,39.020,88.041,0.000,0.000,1009.000,0.224
10:20:5:0:0,38.300,89.910,0.000,0.000,1009.000,0.224
10:20:6:0:0,37.760,91.834,0.000,0.000,1009.000,0.224
10:20:7:0:0,37.400,93.142,0.000,0.000,1009.000,0.224
10:20:8:0:0,37.040,94.470,0.000,0.000,1008.000,0.447
10:20:9:0:0,37.220,94.475,0.000,0.000,1008.000,0.447
10:20:10:0:0,37.760,91.834,0.000,0.000,1008.000,0.447
10:20:11:0:0,39.380,85.583,0.000,0.000,1008.000,0.447
10:20:12:0:0,43.700,74.538,56.113,3.995,1009.000,0.447
10:20:13:0:0,50.180,60.933,73.300,5.574,1009.000,0.447
10:20:14:0:0,57.560,51.350,80.919,6.596,1009.000,0.447
10:20:15:0:0,63.860,44.645,84.913,6.968,1008.000,0.447
10:20:16:0:0,67.820,40.841,53.512,18.859,1008.000,0.224
10:20:17:0:0,69.440,40.262,85.657,7.618,1007.000,0.224
10:20:18:0:0,69.440,42.237,52.212,17.094,1007.000,0.224
10:20:19:0:0,68.720,46.336,79.525,6.689,1007.000,0.447
10:20:20:0:0,66.200,53.705,71.535,5.574,1006.000,0.447
10:20:21:0:0,60.080,78.117,53.977,3.809,1006.000,0.447
10:20:22:0:0,53.960,90.555,0.000,0.000,1007.000,0.224
10:20:23:0:0,52.160,88.680,0.000,0.000,1007.000,0.224
10:21:0:0:0,50.000,93.504,0.000,0.000,1007.000,0.224
10:21:1:0:0,48.920,96.038,0.000,0.000,1007.000,0.447
10:21:2:0:0,48.020,97.993,0.000,0.000,1007.000,0.447
10:21:3:0:0,47.300,99.325,0.000,0.000,1007.000,0.671
10:21:4:0:0,46.940,99.324,0.000,0.000,1007.000,0.895
10:21:5:0:0,46.580,98.650,0.000,0.000,1007.000,1.118
10:21:6:0:0,46.220,98.648,0.000,0.000,1007.000,1.342
10:21:7:0:0,46.040,96.647,0.000,0.000,1007.000,1.566
10:21:8:0:0,45.680,95.326,0.000,0.000,1007.000,1.566
10:21:9:0:0,45.500,93.378,0.000,0.000,1008.000,1.342
10:21:10:0:0,44.960,92.083,0.000,0.000,1008.000,1.118
10:21:11:0:0,46.580,82.505,0.000,0.000,1009.000,0.895
10:21:12:0:0,51.440,70.752,53.977,4.088,1009.000,0.447
10:21:13:0:0,57.200,58.547,71.721,5.760,1010.000,0.447
10:21:14:0:0,63.140,51.123,79.618,6.782,1010.000,0.224
10:21:15:0:0,68.360,43.531,84.635,6.968,1009.000,0.224
10:21:16:0:0,71.600,40.880,86.307,7.246,1009.000,0.224
10:21:17:0:0,73.220,41.135,86.121,7.339,1008.000,0.224
10:21:18:0:0,73.760,42.059,84.356,7.061,1007.000,0.447
10:21:19:0:0,73.760,44.371,79.804,6.596,1007.000,0.447
10:21:20:0:0,71.960,51.393,71.257,5.667,1007.000,0.447
10:21:21:0:0,66.380,70.455,52.769,3.902,1007.000,1.118
10:21:22:0:0,60.080,80.202,0.000,0.000,1007.000,2.013
10:21:23:0:0,57.920,77.418,0.000,0.000,1007.000,2.013
10:22:0:0:0,54.500,84.737,0.000,0.000,1007.000,1.342
10:22:1:0:0,52.880,86.946,0.000,0.000,1007.000,0.895
10:22:2:0:0,51.440,88.646,0.000,0.000,1007.000,0.671
10:22:3:0:0,50.540,88.604,0.000,0.000,1007.000,0.447
10:22:4:0:0,49.640,89.165,0.000,0.000,1006.000,0.447
10:22:5:0:0,48.920,89.132,0.000,0.000,1006.000,0.447
10:22:6:0:0,48.200,89.100,0.000,0.000,1006.000,0.447
10:22:7:0:0,47.660,88.467,0.000,0.000,1006.000,0.447
10:22:8:0:0,47.120,88.441,0.000,0.000,1006.000,0.447
10:22:9:0:0,46.760,86.614,0.000,0.000,1006.000,0.895
10:22:10:0:0,46.220,84.803,0.000,0.000,1006.000,0.895
