# WHOLESALE.TXT
# =============
# 
# Fields          Description
# --------------- ---------------------------------
# ProjectDay      Project day (1-365)
# ProjectHour     Project hour (1-8760)
# DayOfWeek       Day of week (1-7) [Sunday=1]
# HourOfDay       Hour of day (0-23)
# PostTime        Time price was posted
# MidcHourly      MID Columbia energy price [$/MWh]
# MidcFirmPeak    
# MidcFirmOffpeak
# MidcNonfirmPeak
# MidcNonfirmOffpeak
# OffpeakAverage
# OnpeakAverage
# Olympic
# 
# FORMAT=%f %f %f %f %[^\t] %f %f %f %f %f %f %f %f
ProjectDay	ProjectHour	DayOfWeek	HourOfDay	PostTime	MidcHourly	MidcFirmPeak	MidcFirmOffpeak	MidcNonfirmPeak	MidcNonFirmOffpeak	MidcPeakAverage	MidcOffpeakAverage	Olympic
324	7762	1	9	2007-02-18 09:00	37.58	NULL	NULL	NULL	NULL	NULL	NULL	55.99
324	7763	1	10	2007-02-18 10:00	37.30	NULL	NULL	NULL	NULL	NULL	NULL	55.99
324	7764	1	11	2007-02-18 11:00	36.99	NULL	NULL	NULL	NULL	NULL	NULL	56.99
324	7765	1	12	2007-02-18 12:00	37.27	NULL	NULL	NULL	NULL	NULL	NULL	58.42
324	7766	1	13	2007-02-18 13:00	37.38	NULL	NULL	NULL	NULL	NULL	NULL	58.43
324	7767	1	14	2007-02-18 14:00	37.64	NULL	NULL	NULL	NULL	NULL	NULL	59.01
324	7768	1	15	2007-02-18 15:00	37.55	NULL	NULL	NULL	NULL	NULL	NULL	59.99
324	7769	1	16	2007-02-18 16:00	39.56	NULL	NULL	NULL	NULL	NULL	NULL	60.98
324	7770	1	17	2007-02-18 17:00	40.97	NULL	NULL	NULL	NULL	NULL	NULL	63.22
324	7771	1	18	2007-02-18 18:00	44.85	NULL	NULL	NULL	NULL	NULL	NULL	63.37
324	7772	1	19	2007-02-18 19:00	43.80	NULL	NULL	NULL	NULL	NULL	NULL	62.14
324	7773	1	20	2007-02-18 20:00	43.70	NULL	NULL	NULL	NULL	NULL	NULL	60.38
324	7774	1	21	2007-02-18 21:00	44.00	NULL	NULL	NULL	NULL	NULL	NULL	58.78
324	7775	1	22	2007-02-18 22:00	41.11	NULL	NULL	NULL	NULL	NULL	NULL	58.14
324	7776	1	23	2007-02-18 23:00	39.70	NULL	NULL	NULL	NULL	NULL	NULL	58.82
325	7777	2	0	2007-02-19 00:00	37.98	56.19	53.53	51.67	49.26	50.98	39.80	55.93
325	7778	2	1	2007-02-19 01:00	36.13	NULL	NULL	NULL	NULL	NULL	NULL	57.53
325	7779	2	2	2007-02-19 02:00	34.97	NULL	NULL	NULL	NULL	NULL	NULL	53.91
325	7780	2	3	2007-02-19 03:00	34.77	NULL	NULL	NULL	NULL	NULL	NULL	53.56
325	7781	2	4	2007-02-19 04:00	35.90	NULL	NULL	NULL	NULL	NULL	NULL	57.71
325	7782	2	5	2007-02-19 05:00	37.80	NULL	NULL	NULL	NULL	NULL	NULL	57.22
325	7783	2	6	2007-02-19 06:00	48.79	NULL	NULL	NULL	NULL	NULL	NULL	59.07
325	7784	2	7	2007-02-19 07:00	45.63	NULL	NULL	NULL	NULL	NULL	NULL	56.10
325	7785	2	8	2007-02-19 08:00	45.81	NULL	NULL	NULL	NULL	NULL	NULL	54.99
325	7786	2	9	2007-02-19 09:00	47.55	NULL	NULL	NULL	NULL	NULL	NULL	55.99
325	7787	2	10	2007-02-19 10:00	50.56	NULL	NULL	NULL	NULL	NULL	NULL	55.99
325	7788	2	11	2007-02-19 11:00	50.29	NULL	NULL	NULL	NULL	NULL	NULL	56.99
325	7789	2	12	2007-02-19 12:00	50.39	NULL	NULL	NULL	NULL	NULL	NULL	58.42
325	7790	2	13	2007-02-19 13:00	51.42	NULL	NULL	NULL	NULL	NULL	NULL	58.43
325	7791	2	14	2007-02-19 14:00	53.01	NULL	NULL	NULL	NULL	NULL	NULL	59.01
325	7792	2	15	2007-02-19 15:00	51.85	NULL	NULL	NULL	NULL	NULL	NULL	59.99
325	7793	2	16	2007-02-19 16:00	53.42	NULL	NULL	NULL	NULL	NULL	NULL	60.98
325	7794	2	17	2007-02-19 17:00	54.36	NULL	NULL	NULL	NULL	NULL	NULL	63.22
325	7795	2	18	2007-02-19 18:00	50.90	NULL	NULL	NULL	NULL	NULL	NULL	63.37
325	7796	2	19	2007-02-19 19:00	51.12	NULL	NULL	NULL	NULL	NULL	NULL	62.14
325	7797	2	20	2007-02-19 20:00	55.62	NULL	NULL	NULL	NULL	NULL	NULL	60.38
325	7798	2	21	2007-02-19 21:00	55.03	NULL	NULL	NULL	NULL	NULL	NULL	58.78
325	7799	2	22	2007-02-19 22:00	52.11	NULL	NULL	NULL	NULL	NULL	NULL	58.14
325	7800	2	23	2007-02-19 23:00	48.76	NULL	NULL	NULL	NULL	NULL	NULL	58.82
326	7801	3	0	2007-02-20 00:00	47.02	58.65	53.95	51.50	48.00	54.91	47.27	38.40
326	7802	3	1	2007-02-20 01:00	44.29	NULL	NULL	NULL	NULL	NULL	NULL	57.53
326	7803	3	2	2007-02-20 02:00	45.05	NULL	NULL	NULL	NULL	NULL	NULL	53.91
326	7804	3	3	2007-02-20 03:00	45.26	NULL	NULL	NULL	NULL	NULL	NULL	53.56
326	7805	3	4	2007-02-20 04:00	47.62	NULL	NULL	NULL	NULL	NULL	NULL	57.71
326	7806	3	5	2007-02-20 05:00	51.83	NULL	NULL	NULL	NULL	NULL	NULL	57.22
326	7807	3	6	2007-02-20 06:00	55.13	NULL	NULL	NULL	NULL	NULL	NULL	59.07
326	7808	3	7	2007-02-20 07:00	52.53	NULL	NULL	NULL	NULL	NULL	NULL	56.10
326	7809	3	8	2007-02-20 08:00	52.26	NULL	NULL	NULL	NULL	NULL	NULL	54.99
326	7810	3	9	2007-02-20 09:00	54.29	NULL	NULL	NULL	NULL	NULL	NULL	55.99
326	7811	3	10	2007-02-20 10:00	53.96	NULL	NULL	NULL	NULL	NULL	NULL	55.99
326	7812	3	11	2007-02-20 11:00	54.38	NULL	NULL	NULL	NULL	NULL	NULL	56.99
326	7813	3	12	2007-02-20 12:00	57.36	NULL	NULL	NULL	NULL	NULL	NULL	58.42
326	7814	3	13	2007-02-20 13:00	56.46	NULL	NULL	NULL	NULL	NULL	NULL	58.43
326	7815	3	14	2007-02-20 14:00	53.86	NULL	NULL	NULL	NULL	NULL	NULL	59.01
326	7816	3	15	2007-02-20 15:00	55.68	NULL	NULL	NULL	NULL	NULL	NULL	59.99
326	7817	3	16	2007-02-20 16:00	56.11	NULL	NULL	NULL	NULL	NULL	NULL	60.98
326	7818	3	17	2007-02-20 17:00	56.25	NULL	NULL	NULL	NULL	NULL	NULL	56.82
326	7819	3	18	2007-02-20 18:00	56.67	NULL	NULL	NULL	NULL	NULL	NULL	53.36
326	7820	3	19	2007-02-20 19:00	54.98	NULL	NULL	NULL	NULL	NULL	NULL	53.58
326	7821	3	20	2007-02-20 20:00	55.36	NULL	NULL	NULL	NULL	NULL	NULL	58.08
326	7822	3	21	2007-02-20 21:00	53.27	NULL	NULL	NULL	NULL	NULL	NULL	57.49
326	7823	3	22	2007-02-20 22:00	48.51	NULL	NULL	NULL	NULL	NULL	NULL	54.57
326	7824	3	23	2007-02-20 23:00	48.61	NULL	NULL	NULL	NULL	NULL	NULL	49.18
327	7825	4	0	2007-02-21 00:00	47.63	58.69	53.59	61.96	51.08	59.34	46.87	46.66
327	7826	4	1	2007-02-21 01:00	47.79	NULL	NULL	NULL	NULL	NULL	NULL	36.55
327	7827	4	2	2007-02-21 02:00	45.97	NULL	NULL	NULL	NULL	NULL	NULL	35.39
327	7828	4	3	2007-02-21 03:00	46.17	NULL	NULL	NULL	NULL	NULL	NULL	35.19
327	7829	4	4	2007-02-21 04:00	47.42	NULL	NULL	NULL	NULL	NULL	NULL	36.32
327	7830	4	5	2007-02-21 05:00	49.92	NULL	NULL	NULL	NULL	NULL	NULL	38.22
327	7831	4	6	2007-02-21 06:00	51.87	NULL	NULL	NULL	NULL	NULL	NULL	49.21
327	7832	4	7	2007-02-21 07:00	59.45	NULL	NULL	NULL	NULL	NULL	NULL	48.09
327	7833	4	8	2007-02-21 08:00	54.60	NULL	NULL	NULL	NULL	NULL	NULL	48.27
327	7834	4	9	2007-02-21 09:00	56.00	NULL	NULL	NULL	NULL	NULL	NULL	50.01
327	7835	4	10	2007-02-21 10:00	57.00	NULL	NULL	NULL	NULL	NULL	NULL	53.02
327	7836	4	11	2007-02-21 11:00	55.62	NULL	NULL	NULL	NULL	NULL	NULL	52.75
327	7837	4	12	2007-02-21 12:00	56.83	NULL	NULL	NULL	NULL	NULL	NULL	52.85
327	7838	4	13	2007-02-21 13:00	54.98	NULL	NULL	NULL	NULL	NULL	NULL	53.88
327	7839	4	14	2007-02-21 14:00	59.09	NULL	NULL	NULL	NULL	NULL	NULL	55.47
327	7840	4	15	2007-02-21 15:00	60.15	NULL	NULL	NULL	NULL	NULL	NULL	54.31
327	7841	4	16	2007-02-21 16:00	61.35	NULL	NULL	NULL	NULL	NULL	NULL	55.88
327	7842	4	17	2007-02-21 17:00	63.76	NULL	NULL	NULL	NULL	NULL	NULL	56.29
327	7843	4	18	2007-02-21 18:00	65.25	NULL	NULL	NULL	NULL	NULL	NULL	56.71
327	7844	4	19	2007-02-21 19:00	65.13	NULL	NULL	NULL	NULL	NULL	NULL	55.02
327	7845	4	20	2007-02-21 20:00	64.33	NULL	NULL	NULL	NULL	NULL	NULL	55.40
327	7846	4	21	2007-02-21 21:00	64.00	NULL	NULL	NULL	NULL	NULL	NULL	53.31
327	7847	4	22	2007-02-21 22:00	47.26	NULL	NULL	NULL	NULL	NULL	NULL	48.55
327	7848	4	23	2007-02-21 23:00	42.81	NULL	NULL	NULL	NULL	NULL	NULL	48.25
328	7849	5	0	2007-02-22 00:00	44.00	60.56	53.79	60.50	42.00	59.12	46.73	47.83
328	7850	5	1	2007-02-22 01:00	44.81	NULL	NULL	NULL	NULL	NULL	NULL	43.93
328	7851	5	2	2007-02-22 02:00	43.05	NULL	NULL	NULL	NULL	NULL	NULL	44.69
328	7852	5	3	2007-02-22 03:00	43.55	NULL	NULL	NULL	NULL	NULL	NULL	44.90
328	7853	5	4	2007-02-22 04:00	46.77	NULL	NULL	NULL	NULL	NULL	NULL	47.26
328	7854	5	5	2007-02-22 05:00	54.21	NULL	NULL	NULL	NULL	NULL	NULL	51.47
328	7855	5	6	2007-02-22 06:00	54.95	NULL	NULL	NULL	NULL	NULL	NULL	54.77
328	7856	5	7	2007-02-22 07:00	58.83	NULL	NULL	NULL	NULL	NULL	NULL	52.57
328	7857	5	8	2007-02-22 08:00	58.45	NULL	NULL	NULL	NULL	NULL	NULL	52.30
328	7858	5	9	2007-02-22 09:00	56.95	NULL	NULL	NULL	NULL	NULL	NULL	54.33
328	7859	5	10	2007-02-22 10:00	59.46	NULL	NULL	NULL	NULL	NULL	NULL	54.00
328	7860	5	11	2007-02-22 11:00	59.39	NULL	NULL	NULL	NULL	NULL	NULL	54.42
328	7861	5	12	2007-02-22 12:00	59.45	NULL	NULL	NULL	NULL	NULL	NULL	57.40
328	7862	5	13	2007-02-22 13:00	57.97	NULL	NULL	NULL	NULL	NULL	NULL	56.50
328	7863	5	14	2007-02-22 14:00	58.34	NULL	NULL	NULL	NULL	NULL	NULL	53.90
328	7864	5	15	2007-02-22 15:00	59.58	NULL	NULL	NULL	NULL	NULL	NULL	55.72
328	7865	5	16	2007-02-22 16:00	59.62	NULL	NULL	NULL	NULL	NULL	NULL	56.15
328	7866	5	17	2007-02-22 17:00	60.95	NULL	NULL	NULL	NULL	NULL	NULL	65.63
328	7867	5	18	2007-02-22 18:00	63.60	NULL	NULL	NULL	NULL	NULL	NULL	67.12
328	7868	5	19	2007-02-22 19:00	61.41	NULL	NULL	NULL	NULL	NULL	NULL	67.00
328	7869	5	20	2007-02-22 20:00	59.87	NULL	NULL	NULL	NULL	NULL	NULL	66.20
328	7870	5	21	2007-02-22 21:00	57.10	NULL	NULL	NULL	NULL	NULL	NULL	65.87
328	7871	5	22	2007-02-22 22:00	49.30	NULL	NULL	NULL	NULL	NULL	NULL	49.13
328	7872	5	23	2007-02-22 23:00	48.18	NULL	NULL	NULL	NULL	NULL	NULL	43.01
329	7873	6	0	2007-02-23 00:00	60.00	58.35	51.87	57.58	57.13	58.16	55.89	44.00
329	7874	6	1	2007-02-23 01:00	59.92	NULL	NULL	NULL	NULL	NULL	NULL	47.99
329	7875	6	2	2007-02-23 02:00	55.39	NULL	NULL	NULL	NULL	NULL	NULL	46.17
329	7876	6	3	2007-02-23 03:00	55.00	NULL	NULL	NULL	NULL	NULL	NULL	46.37
329	7877	6	4	2007-02-23 04:00	57.77	NULL	NULL	NULL	NULL	NULL	NULL	47.62
329	7878	6	5	2007-02-23 05:00	62.86	NULL	NULL	NULL	NULL	NULL	NULL	50.12
329	7879	6	6	2007-02-23 06:00	66.22	NULL	NULL	NULL	NULL	NULL	NULL	52.07
329	7880	6	7	2007-02-23 07:00	68.18	NULL	NULL	NULL	NULL	NULL	NULL	61.32
329	7881	6	8	2007-02-23 08:00	66.29	NULL	NULL	NULL	NULL	NULL	NULL	56.47
329	7882	6	9	2007-02-23 09:00	62.25	NULL	NULL	NULL	NULL	NULL	NULL	57.87
329	7883	6	10	2007-02-23 10:00	59.97	NULL	NULL	NULL	NULL	NULL	NULL	58.87
329	7884	6	11	2007-02-23 11:00	58.97	NULL	NULL	NULL	NULL	NULL	NULL	57.49
329	7885	6	12	2007-02-23 12:00	56.84	NULL	NULL	NULL	NULL	NULL	NULL	58.70
329	7886	6	13	2007-02-23 13:00	54.56	NULL	NULL	NULL	NULL	NULL	NULL	56.85
329	7887	6	14	2007-02-23 14:00	55.86	NULL	NULL	NULL	NULL	NULL	NULL	60.96
329	7888	6	15	2007-02-23 15:00	53.72	NULL	NULL	NULL	NULL	NULL	NULL	62.02
329	7889	6	16	2007-02-23 16:00	57.82	NULL	NULL	NULL	NULL	NULL	NULL	63.22
329	7890	6	17	2007-02-23 17:00	58.38	NULL	NULL	NULL	NULL	NULL	NULL	60.95
329	7891	6	18	2007-02-23 18:00	54.80	NULL	NULL	NULL	NULL	NULL	NULL	63.60
329	7892	6	19	2007-02-23 19:00	52.14	NULL	NULL	NULL	NULL	NULL	NULL	61.41
329	7893	6	20	2007-02-23 20:00	53.13	NULL	NULL	NULL	NULL	NULL	NULL	59.87
329	7894	6	21	2007-02-23 21:00	51.50	NULL	NULL	NULL	NULL	NULL	NULL	57.10
329	7895	6	22	2007-02-23 22:00	47.52	NULL	NULL	NULL	NULL	NULL	NULL	49.30
329	7896	6	23	2007-02-23 23:00	48.63	NULL	NULL	NULL	NULL	NULL	NULL	48.18
330	7897	7	0	2007-02-24 00:00	48.06	58.35	51.87	59.58	57.00	54.18	51.75	44.00
330	7898	7	1	2007-02-24 01:00	47.68	NULL	NULL	NULL	NULL	NULL	NULL	44.81
330	7899	7	2	2007-02-24 02:00	48.00	NULL	NULL	NULL	NULL	NULL	NULL	43.05
330	7900	7	3	2007-02-24 03:00	54.68	NULL	NULL	NULL	NULL	NULL	NULL	43.55
330	7901	7	4	2007-02-24 04:00	55.58	NULL	NULL	NULL	NULL	NULL	NULL	46.77
330	7902	7	5	2007-02-24 05:00	57.78	NULL	NULL	NULL	NULL	NULL	NULL	54.21
330	7903	7	6	2007-02-24 06:00	53.08	NULL	NULL	NULL	NULL	NULL	NULL	54.95
330	7904	7	7	2007-02-24 07:00	48.40	NULL	NULL	NULL	NULL	NULL	NULL	58.83
330	7905	7	8	2007-02-24 08:00	55.14	NULL	NULL	NULL	NULL	NULL	NULL	58.45
330	7906	7	9	2007-02-24 09:00	55.03	NULL	NULL	NULL	NULL	NULL	NULL	56.95
330	7907	7	10	2007-02-24 10:00	54.48	NULL	NULL	NULL	NULL	NULL	NULL	59.46
330	7908	7	11	2007-02-24 11:00	54.89	NULL	NULL	NULL	NULL	NULL	NULL	59.39
330	7909	7	12	2007-02-24 12:00	53.70	NULL	NULL	NULL	NULL	NULL	NULL	59.45
330	7910	7	13	2007-02-24 13:00	54.09	NULL	NULL	NULL	NULL	NULL	NULL	57.97
330	7911	7	14	2007-02-24 14:00	55.28	NULL	NULL	NULL	NULL	NULL	NULL	58.34
330	7912	7	15	2007-02-24 15:00	54.77	NULL	NULL	NULL	NULL	NULL	NULL	59.58
330	7913	7	16	2007-02-24 16:00	56.97	NULL	NULL	NULL	NULL	NULL	NULL	59.62
330	7914	7	17	2007-02-24 17:00	55.24	NULL	NULL	NULL	NULL	NULL	NULL	60.95
330	7915	7	18	2007-02-24 18:00	56.83	NULL	NULL	NULL	NULL	NULL	NULL	63.60
330	7916	7	19	2007-02-24 19:00	55.00	NULL	NULL	NULL	NULL	NULL	NULL	61.41
330	7917	7	20	2007-02-24 20:00	54.65	NULL	NULL	NULL	NULL	NULL	NULL	59.87
330	7918	7	21	2007-02-24 21:00	49.27	NULL	NULL	NULL	NULL	NULL	NULL	57.10
330	7919	7	22	2007-02-24 22:00	51.41	NULL	NULL	NULL	NULL	NULL	NULL	49.30
330	7920	7	23	2007-02-24 23:00	50.84	NULL	NULL	NULL	NULL	NULL	NULL	48.18
331	7921	1	0	2007-02-25 00:00	49.09	60.25	50.88	62.00	50.88	53.01	49.64	44.00
331	7922	1	1	2007-02-25 01:00	48.70	NULL	NULL	NULL	NULL	NULL	NULL	44.81
331	7923	1	2	2007-02-25 02:00	48.78	NULL	NULL	NULL	NULL	NULL	NULL	43.05
331	7924	1	3	2007-02-25 03:00	49.10	NULL	NULL	NULL	NULL	NULL	NULL	43.55
331	7925	1	4	2007-02-25 04:00	49.10	NULL	NULL	NULL	NULL	NULL	NULL	46.77
331	7926	1	5	2007-02-25 05:00	52.00	NULL	NULL	NULL	NULL	NULL	NULL	54.21
331	7927	1	6	2007-02-25 06:00	50.29	NULL	NULL	NULL	NULL	NULL	NULL	54.95
331	7928	1	7	2007-02-25 07:00	50.00	NULL	NULL	NULL	NULL	NULL	NULL	58.83
331	7929	1	8	2007-02-25 08:00	50.00	NULL	NULL	NULL	NULL	NULL	NULL	58.45
331	7930	1	9	2007-02-25 09:00	50.00	NULL	NULL	NULL	NULL	NULL	NULL	56.95
331	7931	1	10	2007-02-25 10:00	51.67	NULL	NULL	NULL	NULL	NULL	NULL	59.46
331	7932	1	11	2007-02-25 11:00	49.90	NULL	NULL	NULL	NULL	NULL	NULL	59.39
331	7933	1	12	2007-02-25 12:00	50.17	NULL	NULL	NULL	NULL	NULL	NULL	59.45
331	7934	1	13	2007-02-25 13:00	50.23	NULL	NULL	NULL	NULL	NULL	NULL	57.97
331	7935	1	14	2007-02-25 14:00	50.24	NULL	NULL	NULL	NULL	NULL	NULL	58.34
331	7936	1	15	2007-02-25 15:00	50.13	NULL	NULL	NULL	NULL	NULL	NULL	59.58
331	7937	1	16	2007-02-25 16:00	56.65	NULL	NULL	NULL	NULL	NULL	NULL	59.62
331	7938	1	17	2007-02-25 17:00	58.00	NULL	NULL	NULL	NULL	NULL	NULL	60.95
331	7939	1	18	2007-02-25 18:00	59.62	NULL	NULL	NULL	NULL	NULL	NULL	63.60
331	7940	1	19	2007-02-25 19:00	59.17	NULL	NULL	NULL	NULL	NULL	NULL	61.41
331	7941	1	20	2007-02-25 20:00	56.74	NULL	NULL	NULL	NULL	NULL	NULL	59.87
331	7942	1	21	2007-02-25 21:00	55.32	NULL	NULL	NULL	NULL	NULL	NULL	57.10
331	7943	1	22	2007-02-25 22:00	50.37	NULL	NULL	NULL	NULL	NULL	NULL	49.30
331	7944	1	23	2007-02-25 23:00	50.00	NULL	NULL	NULL	NULL	NULL	NULL	48.18
332	7945	2	0	2007-02-26 00:00	44.33	60.63	56.53	57.00	56.00	58.13	49.19	54.74
332	7946	2	1	2007-02-26 01:00	47.45	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7947	2	2	2007-02-26 02:00	47.71	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7948	2	3	2007-02-26 03:00	45.40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7949	2	4	2007-02-26 04:00	48.31	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7950	2	5	2007-02-26 05:00	52.78	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7951	2	6	2007-02-26 06:00	47.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7952	2	7	2007-02-26 07:00	53.43	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7953	2	8	2007-02-26 08:00	58.57	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7954	2	9	2007-02-26 09:00	59.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7955	2	10	2007-02-26 10:00	56.49	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7956	2	11	2007-02-26 11:00	55.56	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7957	2	12	2007-02-26 12:00	57.54	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7958	2	13	2007-02-26 13:00	57.69	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7959	2	14	2007-02-26 14:00	57.82	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7960	2	15	2007-02-26 15:00	57.35	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7961	2	16	2007-02-26 16:00	62.43	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	7962	2	17	2007-02-26 17:00	63.10	NULL	NULL	NULL	NULL	NULL	NULL	58.38
332	7963	2	18	2007-02-26 18:00	63.83	NULL	NULL	NULL	NULL	NULL	NULL	60.00
332	7964	2	19	2007-02-26 19:00	63.15	NULL	NULL	NULL	NULL	NULL	NULL	59.55
332	7965	2	20	2007-02-26 20:00	58.05	NULL	NULL	NULL	NULL	NULL	NULL	57.12
332	7966	2	21	2007-02-26 21:00	58.46	NULL	NULL	NULL	NULL	NULL	NULL	55.70
332	7967	2	22	2007-02-26 22:00	55.22	NULL	NULL	NULL	NULL	NULL	NULL	50.75
332	7968	2	23	2007-02-26 23:00	52.29	NULL	NULL	NULL	NULL	NULL	NULL	55.65
333	7969	3	0	2007-02-27 00:00	55.17	61.22	54.62	61.00	55.00	62.70	54.76	42.42
333	7970	3	1	2007-02-27 01:00	53.67	NULL	NULL	NULL	NULL	NULL	NULL	54.35
333	7971	3	2	2007-02-27 02:00	54.00	NULL	NULL	NULL	NULL	NULL	NULL	54.43
333	7972	3	3	2007-02-27 03:00	54.22	NULL	NULL	NULL	NULL	NULL	NULL	54.75
333	7973	3	4	2007-02-27 04:00	55.00	NULL	NULL	NULL	NULL	NULL	NULL	54.75
333	7974	3	5	2007-02-27 05:00	56.83	NULL	NULL	NULL	NULL	NULL	NULL	57.65
333	7975	3	6	2007-02-27 06:00	60.00	NULL	NULL	NULL	NULL	NULL	NULL	55.94
333	7976	3	7	2007-02-27 07:00	62.45	NULL	NULL	NULL	NULL	NULL	NULL	50.38
333	7977	3	8	2007-02-27 08:00	62.84	NULL	NULL	NULL	NULL	NULL	NULL	50.38
333	7978	3	9	2007-02-27 09:00	62.35	NULL	NULL	NULL	NULL	NULL	NULL	50.38
333	7979	3	10	2007-02-27 10:00	62.35	NULL	NULL	NULL	NULL	NULL	NULL	52.05
333	7980	3	11	2007-02-27 11:00	61.93	NULL	NULL	NULL	NULL	NULL	NULL	50.28
333	7981	3	12	2007-02-27 12:00	61.96	NULL	NULL	NULL	NULL	NULL	NULL	50.55
333	7982	3	13	2007-02-27 13:00	61.48	NULL	NULL	NULL	NULL	NULL	NULL	50.61
333	7983	3	14	2007-02-27 14:00	62.19	NULL	NULL	NULL	NULL	NULL	NULL	50.62
333	7984	3	15	2007-02-27 15:00	61.46	NULL	NULL	NULL	NULL	NULL	NULL	50.51
333	7985	3	16	2007-02-27 16:00	62.11	NULL	NULL	NULL	NULL	NULL	NULL	57.03
333	7986	3	17	2007-02-27 17:00	68.30	NULL	NULL	NULL	NULL	NULL	NULL	63.69
333	7987	3	18	2007-02-27 18:00	65.87	NULL	NULL	NULL	NULL	NULL	NULL	64.42
333	7988	3	19	2007-02-27 19:00	63.72	NULL	NULL	NULL	NULL	NULL	NULL	63.74
333	7989	3	20	2007-02-27 20:00	65.00	NULL	NULL	NULL	NULL	NULL	NULL	58.64
333	7990	3	21	2007-02-27 21:00	59.25	NULL	NULL	NULL	NULL	NULL	NULL	59.05
333	7991	3	22	2007-02-27 22:00	54.78	NULL	NULL	NULL	NULL	NULL	NULL	55.81
333	7992	3	23	2007-02-27 23:00	54.42	NULL	NULL	NULL	NULL	NULL	NULL	50.38
334	7993	4	0	2007-02-28 00:00	48.30	60.11	56.63	52.80	53.33	57.41	51.27	57.18
334	7994	4	1	2007-02-28 01:00	49.76	NULL	NULL	NULL	NULL	NULL	NULL	45.54
334	7995	4	2	2007-02-28 02:00	49.66	NULL	NULL	NULL	NULL	NULL	NULL	45.80
334	7996	4	3	2007-02-28 03:00	50.94	NULL	NULL	NULL	NULL	NULL	NULL	43.49
334	7997	4	4	2007-02-28 04:00	52.20	NULL	NULL	NULL	NULL	NULL	NULL	46.40
334	7998	4	5	2007-02-28 05:00	54.96	NULL	NULL	NULL	NULL	NULL	NULL	50.87
334	7999	4	6	2007-02-28 06:00	60.64	NULL	NULL	NULL	NULL	NULL	NULL	45.09
334	8000	4	7	2007-02-28 07:00	62.42	NULL	NULL	NULL	NULL	NULL	NULL	54.02
334	8001	4	8	2007-02-28 08:00	61.95	NULL	NULL	NULL	NULL	NULL	NULL	59.16
334	8002	4	9	2007-02-28 09:00	59.23	NULL	NULL	NULL	NULL	NULL	NULL	60.14
334	8003	4	10	2007-02-28 10:00	57.76	NULL	NULL	NULL	NULL	NULL	NULL	57.08
334	8004	4	11	2007-02-28 11:00	58.17	NULL	NULL	NULL	NULL	NULL	NULL	56.15
334	8005	4	12	2007-02-28 12:00	55.80	NULL	NULL	NULL	NULL	NULL	NULL	58.13
334	8006	4	13	2007-02-28 13:00	55.54	NULL	NULL	NULL	NULL	NULL	NULL	58.28
334	8007	4	14	2007-02-28 14:00	53.24	NULL	NULL	NULL	NULL	NULL	NULL	58.41
334	8008	4	15	2007-02-28 15:00	54.45	NULL	NULL	NULL	NULL	NULL	NULL	57.94
334	8009	4	16	2007-02-28 16:00	52.05	NULL	NULL	NULL	NULL	NULL	NULL	63.02
334	8010	4	17	2007-02-28 17:00	57.24	NULL	NULL	NULL	NULL	NULL	NULL	67.19
334	8011	4	18	2007-02-28 18:00	64.20	NULL	NULL	NULL	NULL	NULL	NULL	64.76
334	8012	4	19	2007-02-28 19:00	63.40	NULL	NULL	NULL	NULL	NULL	NULL	62.61
334	8013	4	20	2007-02-28 20:00	51.22	NULL	NULL	NULL	NULL	NULL	NULL	63.89
334	8014	4	21	2007-02-28 21:00	51.22	NULL	NULL	NULL	NULL	NULL	NULL	58.14
334	8015	4	22	2007-02-28 22:00	52.95	NULL	NULL	NULL	NULL	NULL	NULL	53.67
334	8016	4	23	2007-02-28 23:00	51.36	NULL	NULL	NULL	NULL	NULL	NULL	56.43
335	8017	5	0	2007-03-01 00:00	52.00	58.31	52.88	46.50	53.20	54.79	51.46	44.55
335	8018	5	1	2007-03-01 01:00	49.82	NULL	NULL	NULL	NULL	NULL	NULL	55.68
335	8019	5	2	2007-03-01 02:00	50.19	NULL	NULL	NULL	NULL	NULL	NULL	56.01
335	8020	5	3	2007-03-01 03:00	50.24	NULL	NULL	NULL	NULL	NULL	NULL	56.23
335	8021	5	4	2007-03-01 04:00	51.51	NULL	NULL	NULL	NULL	NULL	NULL	57.01
335	8022	5	5	2007-03-01 05:00	53.08	NULL	NULL	NULL	NULL	NULL	NULL	58.84
