# WHOLESALE.TXT
# =============
# 
# Fields          Description
# --------------- ---------------------------------
# ProjectDay      Project day (1-365)
# ProjectHour     Project hour (1-8760)
# DayOfWeek       Day of week (1-7) [Sunday=1]
# HourOfDay       Hour of day (0-23)
# PostTime        Time price was posted
# MidcHourly      MID Columbia energy price [$/MWh]
# MidcFirmPeak    
# MidcFirmOffpeak
# MidcNonfirmPeak
# MidcNonfirmOffpeak
# OffpeakAverage
# OnpeakAverage
# Olympic
# 
# FORMAT=%f %f %f %f %[^\t] %f %f %f %f %f %f %f %f
ProjectDay	ProjectHour	DayOfWeek	HourOfDay	PostTime	MidcHourly	MidcFirmPeak	MidcFirmOffpeak	MidcNonfirmPeak	MidcNonFirmOffpeak	MidcPeakAverage	MidcOffpeakAverage	Olympic
1	1	7	0	2006-04-01 00:00	29.57	40.07	36.17	39.75	36.00	35.38	29.84	28.42
1	2	7	1	2006-04-01 01:00	28.98	NULL	NULL	NULL	NULL	NULL	NULL	28.11
1	3	7	2	2006-04-01 02:00	29.13	NULL	NULL	NULL	NULL	NULL	NULL	31.53
1	4	7	3	2006-04-01 03:00	28.86	NULL	NULL	NULL	NULL	NULL	NULL	33.16
1	5	7	4	2006-04-01 04:00	30.31	NULL	NULL	NULL	NULL	NULL	NULL	34.17
1	6	7	5	2006-04-01 05:00	31.53	NULL	NULL	NULL	NULL	NULL	NULL	37.31
1	7	7	6	2006-04-01 06:00	32.86	NULL	NULL	NULL	NULL	NULL	NULL	42.75
1	8	7	7	2006-04-01 07:00	34.91	NULL	NULL	NULL	NULL	NULL	NULL	43.35
1	9	7	8	2006-04-01 08:00	35.00	NULL	NULL	NULL	NULL	NULL	NULL	41.03
1	10	7	9	2006-04-01 09:00	36.10	NULL	NULL	NULL	NULL	NULL	NULL	41.03
1	11	7	10	2006-04-01 10:00	35.00	NULL	NULL	NULL	NULL	NULL	NULL	40.66
1	12	7	11	2006-04-01 11:00	37.12	NULL	NULL	NULL	NULL	NULL	NULL	40.14
1	13	7	12	2006-04-01 12:00	37.10	NULL	NULL	NULL	NULL	NULL	NULL	40.86
1	14	7	13	2006-04-01 13:00	35.87	NULL	NULL	NULL	NULL	NULL	NULL	39.59
1	15	7	14	2006-04-01 14:00	34.98	NULL	NULL	NULL	NULL	NULL	NULL	38.26
1	16	7	15	2006-04-01 15:00	35.45	NULL	NULL	NULL	NULL	NULL	NULL	38.04
1	17	7	16	2006-04-01 16:00	34.96	NULL	NULL	NULL	NULL	NULL	NULL	38.16
1	18	7	17	2006-04-01 17:00	36.61	NULL	NULL	NULL	NULL	NULL	NULL	43.04
1	19	7	18	2006-04-01 18:00	38.45	NULL	NULL	NULL	NULL	NULL	NULL	45.53
1	20	7	19	2006-04-01 19:00	36.56	NULL	NULL	NULL	NULL	NULL	NULL	43.56
1	21	7	20	2006-04-01 20:00	34.15	NULL	NULL	NULL	NULL	NULL	NULL	45.75
1	22	7	21	2006-04-01 21:00	30.97	NULL	NULL	NULL	NULL	NULL	NULL	36.09
1	23	7	22	2006-04-01 22:00	31.33	NULL	NULL	NULL	NULL	NULL	NULL	42.03
1	24	7	23	2006-04-01 23:00	29.02	NULL	NULL	NULL	NULL	NULL	NULL	33.77
2	25	1	0	2006-04-02 00:00	25.57	36.30	32.50	30.65	30.00	34.03	27.83	NULL
2	26	1	1	2006-04-02 01:00	25.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	27	1	2	2006-04-02 02:00	25.64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	28	1	4	2006-04-02 04:00	27.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	29	1	5	2006-04-02 05:00	25.37	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	30	1	6	2006-04-02 06:00	30.21	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	31	1	7	2006-04-02 07:00	35.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	32	1	8	2006-04-02 08:00	34.20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	33	1	9	2006-04-02 09:00	33.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	34	1	10	2006-04-02 10:00	35.10	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	35	1	11	2006-04-02 11:00	34.67	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	36	1	12	2006-04-02 12:00	33.98	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	37	1	13	2006-04-02 13:00	32.67	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	38	1	14	2006-04-02 14:00	31.32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	39	1	15	2006-04-02 15:00	31.38	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	40	1	16	2006-04-02 16:00	32.45	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	41	1	17	2006-04-02 17:00	34.88	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	42	1	18	2006-04-02 18:00	29.97	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	43	1	19	2006-04-02 19:00	37.67	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	44	1	20	2006-04-02 20:00	38.92	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	45	1	21	2006-04-02 21:00	38.33	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	46	1	22	2006-04-02 22:00	36.81	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2	47	1	23	2006-04-02 23:00	33.24	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	48	2	0	2006-04-03 00:00	28.77	36.82	35.49	40.00	35.38	33.68	30.25	28.56
3	49	2	1	2006-04-03 01:00	26.44	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	50	2	2	2006-04-03 02:00	25.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	51	2	3	2006-04-03 03:00	26.09	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	52	2	4	2006-04-03 04:00	27.14	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	53	2	5	2006-04-03 05:00	35.61	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	54	2	6	2006-04-03 06:00	33.59	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	55	2	7	2006-04-03 07:00	26.51	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	56	2	8	2006-04-03 08:00	31.86	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	57	2	9	2006-04-03 09:00	34.52	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	58	2	10	2006-04-03 10:00	34.73	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	59	2	11	2006-04-03 11:00	34.02	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	60	2	12	2006-04-03 12:00	31.16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	61	2	13	2006-04-03 13:00	30.06	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	62	2	14	2006-04-03 14:00	32.29	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	63	2	15	2006-04-03 15:00	35.47	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	64	2	16	2006-04-03 16:00	33.16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	65	2	17	2006-04-03 17:00	34.20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	66	2	18	2006-04-03 18:00	34.47	NULL	NULL	NULL	NULL	NULL	NULL	30.49
3	67	2	19	2006-04-03 19:00	36.81	NULL	NULL	NULL	NULL	NULL	NULL	38.19
3	68	2	20	2006-04-03 20:00	38.27	NULL	NULL	NULL	NULL	NULL	NULL	39.44
3	69	2	21	2006-04-03 21:00	37.83	NULL	NULL	NULL	NULL	NULL	NULL	38.85
3	70	2	22	2006-04-03 22:00	37.86	NULL	NULL	NULL	NULL	NULL	NULL	37.33
3	71	2	23	2006-04-03 23:00	34.57	NULL	NULL	NULL	NULL	NULL	NULL	36.23
4	72	3	0	2006-04-04 00:00	26.04	37.20	31.63	41.56	32.47	41.12	27.99	24.91
4	73	3	1	2006-04-04 01:00	22.06	NULL	NULL	NULL	NULL	NULL	NULL	27.99
4	74	3	2	2006-04-04 02:00	22.46	NULL	NULL	NULL	NULL	NULL	NULL	28.63
4	75	3	3	2006-04-04 03:00	22.15	NULL	NULL	NULL	NULL	NULL	NULL	26.51
4	76	3	4	2006-04-04 04:00	26.24	NULL	NULL	NULL	NULL	NULL	NULL	30.49
4	77	3	5	2006-04-04 05:00	37.59	NULL	NULL	NULL	NULL	NULL	NULL	28.36
4	78	3	6	2006-04-04 06:00	39.98	NULL	NULL	NULL	NULL	NULL	NULL	33.20
4	79	3	7	2006-04-04 07:00	44.11	NULL	NULL	NULL	NULL	NULL	NULL	35.52
4	80	3	8	2006-04-04 08:00	43.03	NULL	NULL	NULL	NULL	NULL	NULL	34.72
4	81	3	9	2006-04-04 09:00	45.11	NULL	NULL	NULL	NULL	NULL	NULL	34.26
4	82	3	10	2006-04-04 10:00	45.67	NULL	NULL	NULL	NULL	NULL	NULL	35.62
4	83	3	11	2006-04-04 11:00	33.90	NULL	NULL	NULL	NULL	NULL	NULL	35.19
4	84	3	12	2006-04-04 12:00	21.68	NULL	NULL	NULL	NULL	NULL	NULL	34.50
4	85	3	13	2006-04-04 13:00	38.00	NULL	NULL	NULL	NULL	NULL	NULL	33.19
4	86	3	14	2006-04-04 14:00	42.00	NULL	NULL	NULL	NULL	NULL	NULL	31.84
4	87	3	15	2006-04-04 15:00	43.47	NULL	NULL	NULL	NULL	NULL	NULL	31.90
4	88	3	16	2006-04-04 16:00	43.38	NULL	NULL	NULL	NULL	NULL	NULL	32.97
4	89	3	17	2006-04-04 17:00	43.87	NULL	NULL	NULL	NULL	NULL	NULL	35.40
4	90	3	18	2006-04-04 18:00	37.58	NULL	NULL	NULL	NULL	NULL	NULL	34.85
4	91	3	19	2006-04-04 19:00	47.81	NULL	NULL	NULL	NULL	NULL	NULL	37.19
4	92	3	20	2006-04-04 20:00	44.85	NULL	NULL	NULL	NULL	NULL	NULL	38.65
4	93	3	21	2006-04-04 21:00	43.54	NULL	NULL	NULL	NULL	NULL	NULL	38.21
4	94	3	22	2006-04-04 22:00	38.19	NULL	NULL	NULL	NULL	NULL	NULL	38.24
4	95	3	23	2006-04-04 23:00	29.17	NULL	NULL	NULL	NULL	NULL	NULL	30.71
5	96	4	0	2006-04-05 00:00	22.85	37.04	31.54	42.60	27.62	32.56	25.44	25.95
5	97	4	1	2006-04-05 01:00	23.02	NULL	NULL	NULL	NULL	NULL	NULL	22.58
5	98	4	2	2006-04-05 02:00	21.64	NULL	NULL	NULL	NULL	NULL	NULL	21.69
5	99	4	3	2006-04-05 03:00	22.08	NULL	NULL	NULL	NULL	NULL	NULL	22.23
5	100	4	4	2006-04-05 04:00	25.24	NULL	NULL	NULL	NULL	NULL	NULL	23.28
5	101	4	5	2006-04-05 05:00	40.33	NULL	NULL	NULL	NULL	NULL	NULL	31.75
5	102	4	6	2006-04-05 06:00	37.96	NULL	NULL	NULL	NULL	NULL	NULL	29.73
5	103	4	7	2006-04-05 07:00	39.82	NULL	NULL	NULL	NULL	NULL	NULL	26.89
5	104	4	8	2006-04-05 08:00	40.86	NULL	NULL	NULL	NULL	NULL	NULL	32.24
5	105	4	9	2006-04-05 09:00	41.00	NULL	NULL	NULL	NULL	NULL	NULL	34.90
5	106	4	10	2006-04-05 10:00	48.00	NULL	NULL	NULL	NULL	NULL	NULL	35.11
5	107	4	11	2006-04-05 11:00	47.09	NULL	NULL	NULL	NULL	NULL	NULL	34.40
5	108	4	12	2006-04-05 12:00	35.60	NULL	NULL	NULL	NULL	NULL	NULL	31.54
5	109	4	13	2006-04-05 13:00	33.42	NULL	NULL	NULL	NULL	NULL	NULL	30.44
5	110	4	14	2006-04-05 14:00	30.67	NULL	NULL	NULL	NULL	NULL	NULL	32.67
5	111	4	15	2006-04-05 15:00	27.34	NULL	NULL	NULL	NULL	NULL	NULL	35.85
5	112	4	16	2006-04-05 16:00	28.47	NULL	NULL	NULL	NULL	NULL	NULL	33.54
5	113	4	17	2006-04-05 17:00	20.00	NULL	NULL	NULL	NULL	NULL	NULL	34.58
5	114	4	18	2006-04-05 18:00	20.00	NULL	NULL	NULL	NULL	NULL	NULL	37.42
5	115	4	19	2006-04-05 19:00	21.29	NULL	NULL	NULL	NULL	NULL	NULL	47.65
5	116	4	20	2006-04-05 20:00	27.84	NULL	NULL	NULL	NULL	NULL	NULL	44.69
5	117	4	21	2006-04-05 21:00	21.57	NULL	NULL	NULL	NULL	NULL	NULL	43.38
5	118	4	22	2006-04-05 22:00	24.75	NULL	NULL	NULL	NULL	NULL	NULL	38.03
5	119	4	23	2006-04-05 23:00	23.63	NULL	NULL	NULL	NULL	NULL	NULL	29.08
6	120	5	0	2006-04-06 00:00	9.39	35.36	28.92	20.00	13.61	19.10	14.40	20.23
6	121	5	1	2006-04-06 01:00	10.42	NULL	NULL	NULL	NULL	NULL	NULL	21.97
6	122	5	2	2006-04-06 02:00	10.37	NULL	NULL	NULL	NULL	NULL	NULL	22.37
6	123	5	3	2006-04-06 03:00	13.75	NULL	NULL	NULL	NULL	NULL	NULL	22.06
6	124	5	4	2006-04-06 04:00	19.00	NULL	NULL	NULL	NULL	NULL	NULL	26.15
6	125	5	5	2006-04-06 05:00	27.02	NULL	NULL	NULL	NULL	NULL	NULL	37.50
6	126	5	6	2006-04-06 06:00	26.53	NULL	NULL	NULL	NULL	NULL	NULL	39.89
6	127	5	7	2006-04-06 07:00	32.00	NULL	NULL	NULL	NULL	NULL	NULL	43.95
6	128	5	8	2006-04-06 08:00	17.00	NULL	NULL	NULL	NULL	NULL	NULL	42.87
6	129	5	9	2006-04-06 09:00	16.00	NULL	NULL	NULL	NULL	NULL	NULL	44.95
6	130	5	10	2006-04-06 10:00	23.10	NULL	NULL	NULL	NULL	NULL	NULL	45.51
6	131	5	11	2006-04-06 11:00	15.16	NULL	NULL	NULL	NULL	NULL	NULL	33.74
6	132	5	12	2006-04-06 12:00	28.27	NULL	NULL	NULL	NULL	NULL	NULL	21.52
6	133	5	13	2006-04-06 13:00	18.98	NULL	NULL	NULL	NULL	NULL	NULL	37.84
6	134	5	14	2006-04-06 14:00	14.64	NULL	NULL	NULL	NULL	NULL	NULL	41.84
6	135	5	15	2006-04-06 15:00	20.00	NULL	NULL	NULL	NULL	NULL	NULL	43.31
6	136	5	16	2006-04-06 16:00	12.59	NULL	NULL	NULL	NULL	NULL	NULL	43.22
6	137	5	17	2006-04-06 17:00	20.00	NULL	NULL	NULL	NULL	NULL	NULL	43.71
6	138	5	18	2006-04-06 18:00	20.00	NULL	NULL	NULL	NULL	NULL	NULL	18.32
6	139	5	19	2006-04-06 19:00	7.38	NULL	NULL	NULL	NULL	NULL	NULL	19.61
6	140	5	20	2006-04-06 20:00	16.75	NULL	NULL	NULL	NULL	NULL	NULL	26.16
6	141	5	21	2006-04-06 21:00	17.21	NULL	NULL	NULL	NULL	NULL	NULL	19.89
6	142	5	22	2006-04-06 22:00	8.41	NULL	NULL	NULL	NULL	NULL	NULL	23.07
6	143	5	23	2006-04-06 23:00	16.87	NULL	NULL	NULL	NULL	NULL	NULL	21.01
7	144	6	0	2006-04-07 00:00	13.75	32.64	19.33	15.10	10.73	23.80	13.59	-0.29
7	145	6	1	2006-04-07 01:00	14.62	NULL	NULL	NULL	NULL	NULL	NULL	20.40
7	146	6	2	2006-04-07 02:00	9.44	NULL	NULL	NULL	NULL	NULL	NULL	19.02
7	147	6	3	2006-04-07 03:00	13.88	NULL	NULL	NULL	NULL	NULL	NULL	19.46
7	148	6	4	2006-04-07 04:00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	22.62
7	149	6	5	2006-04-07 05:00	19.88	NULL	NULL	NULL	NULL	NULL	NULL	37.71
7	150	6	6	2006-04-07 06:00	25.83	NULL	NULL	NULL	NULL	NULL	NULL	35.34
7	151	6	7	2006-04-07 07:00	28.00	NULL	NULL	NULL	NULL	NULL	NULL	38.14
7	152	6	8	2006-04-07 08:00	30.94	NULL	NULL	NULL	NULL	NULL	NULL	39.18
7	153	6	9	2006-04-07 09:00	32.25	NULL	NULL	NULL	NULL	NULL	NULL	39.32
7	154	6	10	2006-04-07 10:00	31.22	NULL	NULL	NULL	NULL	NULL	NULL	46.32
7	155	6	11	2006-04-07 11:00	25.67	NULL	NULL	NULL	NULL	NULL	NULL	45.41
7	156	6	12	2006-04-07 12:00	25.19	NULL	NULL	NULL	NULL	NULL	NULL	33.92
7	157	6	13	2006-04-07 13:00	24.28	NULL	NULL	NULL	NULL	NULL	NULL	31.74
7	158	6	14	2006-04-07 14:00	23.03	NULL	NULL	NULL	NULL	NULL	NULL	28.99
7	159	6	15	2006-04-07 15:00	18.63	NULL	NULL	NULL	NULL	NULL	NULL	25.66
7	160	6	16	2006-04-07 16:00	17.88	NULL	NULL	NULL	NULL	NULL	NULL	26.79
7	161	6	17	2006-04-07 17:00	17.93	NULL	NULL	NULL	NULL	NULL	NULL	18.32
7	162	6	18	2006-04-07 18:00	18.45	NULL	NULL	NULL	NULL	NULL	NULL	17.28
7	163	6	19	2006-04-07 19:00	23.06	NULL	NULL	NULL	NULL	NULL	NULL	4.66
7	164	6	20	2006-04-07 20:00	17.84	NULL	NULL	NULL	NULL	NULL	NULL	14.03
7	165	6	21	2006-04-07 21:00	20.53	NULL	NULL	NULL	NULL	NULL	NULL	14.49
7	166	6	22	2006-04-07 22:00	16.22	NULL	NULL	NULL	NULL	NULL	NULL	5.69
7	167	6	23	2006-04-07 23:00	13.94	NULL	NULL	NULL	NULL	NULL	NULL	7.19
8	168	7	0	2006-04-08 00:00	14.32	16.32	12.68	18.45	12.07	16.79	14.45	-0.29
8	169	7	1	2006-04-08 01:00	15.05	NULL	NULL	NULL	NULL	NULL	NULL	0.74
8	170	7	2	2006-04-08 02:00	13.81	NULL	NULL	NULL	NULL	NULL	NULL	0.69
8	171	7	3	2006-04-08 03:00	13.63	NULL	NULL	NULL	NULL	NULL	NULL	4.07
8	172	7	4	2006-04-08 04:00	13.75	NULL	NULL	NULL	NULL	NULL	NULL	9.32
8	173	7	5	2006-04-08 05:00	16.83	NULL	NULL	NULL	NULL	NULL	NULL	17.34
8	174	7	6	2006-04-08 06:00	10.00	NULL	NULL	NULL	NULL	NULL	NULL	16.85
8	175	7	7	2006-04-08 07:00	11.88	NULL	NULL	NULL	NULL	NULL	NULL	29.28
8	176	7	8	2006-04-08 08:00	13.91	NULL	NULL	NULL	NULL	NULL	NULL	14.28
8	177	7	9	2006-04-08 09:00	16.75	NULL	NULL	NULL	NULL	NULL	NULL	13.28
8	178	7	10	2006-04-08 10:00	21.33	NULL	NULL	NULL	NULL	NULL	NULL	20.38
8	179	7	11	2006-04-08 11:00	23.22	NULL	NULL	NULL	NULL	NULL	NULL	12.44
8	180	7	12	2006-04-08 12:00	20.11	NULL	NULL	NULL	NULL	NULL	NULL	25.55
8	181	7	13	2006-04-08 13:00	18.60	NULL	NULL	NULL	NULL	NULL	NULL	16.26
8	182	7	14	2006-04-08 14:00	18.39	NULL	NULL	NULL	NULL	NULL	NULL	11.92
8	183	7	15	2006-04-08 15:00	17.37	NULL	NULL	NULL	NULL	NULL	NULL	17.28
8	184	7	16	2006-04-08 16:00	15.66	NULL	NULL	NULL	NULL	NULL	NULL	9.87
8	185	7	17	2006-04-08 17:00	15.34	NULL	NULL	NULL	NULL	NULL	NULL	17.28
8	186	7	18	2006-04-08 18:00	10.59	NULL	NULL	NULL	NULL	NULL	NULL	17.28
8	187	7	19	2006-04-08 19:00	17.39	NULL	NULL	NULL	NULL	NULL	NULL	4.66
8	188	7	20	2006-04-08 20:00	18.74	NULL	NULL	NULL	NULL	NULL	NULL	14.03
8	189	7	21	2006-04-08 21:00	19.31	NULL	NULL	NULL	NULL	NULL	NULL	14.49
8	190	7	22	2006-04-08 22:00	16.09	NULL	NULL	NULL	NULL	NULL	NULL	5.69
8	191	7	23	2006-04-08 23:00	12.14	NULL	NULL	NULL	NULL	NULL	NULL	7.19
9	192	1	0	2006-04-09 00:00	11.32	15.56	7.83	14.06	11.08	15.10	12.09	NULL
9	193	1	1	2006-04-09 01:00	11.41	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	194	1	2	2006-04-09 02:00	10.97	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	195	1	3	2006-04-09 03:00	11.51	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	196	1	4	2006-04-09 04:00	11.28	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	197	1	5	2006-04-09 05:00	12.26	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	198	1	6	2006-04-09 06:00	15.05	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	199	1	7	2006-04-09 07:00	14.30	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	200	1	8	2006-04-09 08:00	13.64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	201	1	9	2006-04-09 09:00	13.93	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	202	1	10	2006-04-09 10:00	14.81	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	203	1	11	2006-04-09 11:00	14.77	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	204	1	12	2006-04-09 12:00	14.68	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	205	1	13	2006-04-09 13:00	14.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	206	1	14	2006-04-09 14:00	14.51	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	207	1	15	2006-04-09 15:00	14.85	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	208	1	16	2006-04-09 16:00	15.15	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	209	1	17	2006-04-09 17:00	15.18	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	210	1	18	2006-04-09 18:00	15.60	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	211	1	19	2006-04-09 19:00	17.51	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	212	1	20	2006-04-09 20:00	17.60	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	213	1	21	2006-04-09 21:00	15.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	214	1	22	2006-04-09 22:00	14.93	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9	215	1	23	2006-04-09 23:00	13.06	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	216	2	0	2006-04-10 00:00	10.49	16.32	12.68	23.58	13.26	30.61	16.76	16.17
10	217	2	1	2006-04-10 01:00	11.65	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	218	2	2	2006-04-10 02:00	14.08	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	219	2	3	2006-04-10 03:00	12.83	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	220	2	4	2006-04-10 04:00	14.67	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	221	2	5	2006-04-10 05:00	25.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	222	2	6	2006-04-10 06:00	27.21	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	223	2	7	2006-04-10 07:00	31.64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	224	2	8	2006-04-10 08:00	36.45	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	225	2	9	2006-04-10 09:00	37.88	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	226	2	10	2006-04-10 10:00	36.22	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	227	2	11	2006-04-10 11:00	36.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	228	2	12	2006-04-10 12:00	33.93	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	229	2	13	2006-04-10 13:00	31.15	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	230	2	14	2006-04-10 14:00	29.60	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	231	2	15	2006-04-10 15:00	28.66	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	232	2	16	2006-04-10 16:00	27.67	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	233	2	17	2006-04-10 17:00	22.32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	234	2	18	2006-04-10 18:00	28.33	NULL	NULL	NULL	NULL	NULL	NULL	16.36
10	235	2	19	2006-04-10 19:00	29.89	NULL	NULL	NULL	NULL	NULL	NULL	18.27
10	236	2	20	2006-04-10 20:00	27.00	NULL	NULL	NULL	NULL	NULL	NULL	18.36
10	237	2	21	2006-04-10 21:00	25.35	NULL	NULL	NULL	NULL	NULL	NULL	16.29
10	238	2	22	2006-04-10 22:00	24.45	NULL	NULL	NULL	NULL	NULL	NULL	15.69
10	239	2	23	2006-04-10 23:00	20.36	NULL	NULL	NULL	NULL	NULL	NULL	17.91
11	240	3	0	2006-04-11 00:00	11.81	26.37	12.28	18.99	13.17	23.64	12.25	10.09
11	241	3	1	2006-04-11 01:00	10.60	NULL	NULL	NULL	NULL	NULL	NULL	16.26
11	242	3	2	2006-04-11 02:00	10.93	NULL	NULL	NULL	NULL	NULL	NULL	15.82
11	243	3	3	2006-04-11 03:00	10.46	NULL	NULL	NULL	NULL	NULL	NULL	16.36
11	244	3	4	2006-04-11 04:00	15.26	NULL	NULL	NULL	NULL	NULL	NULL	16.13
11	245	3	5	2006-04-11 05:00	15.65	NULL	NULL	NULL	NULL	NULL	NULL	17.11
11	246	3	6	2006-04-11 06:00	25.26	NULL	NULL	NULL	NULL	NULL	NULL	19.90
11	247	3	7	2006-04-11 07:00	33.03	NULL	NULL	NULL	NULL	NULL	NULL	15.06
11	248	3	8	2006-04-11 08:00	33.69	NULL	NULL	NULL	NULL	NULL	NULL	14.40
11	249	3	9	2006-04-11 09:00	33.23	NULL	NULL	NULL	NULL	NULL	NULL	14.69
11	250	3	10	2006-04-11 10:00	28.43	NULL	NULL	NULL	NULL	NULL	NULL	15.57
11	251	3	11	2006-04-11 11:00	28.00	NULL	NULL	NULL	NULL	NULL	NULL	15.53
11	252	3	12	2006-04-11 12:00	23.19	NULL	NULL	NULL	NULL	NULL	NULL	15.44
11	253	3	13	2006-04-11 13:00	23.63	NULL	NULL	NULL	NULL	NULL	NULL	15.26
11	254	3	14	2006-04-11 14:00	21.14	NULL	NULL	NULL	NULL	NULL	NULL	15.27
11	255	3	15	2006-04-11 15:00	21.15	NULL	NULL	NULL	NULL	NULL	NULL	15.61
11	256	3	16	2006-04-11 16:00	20.18	NULL	NULL	NULL	NULL	NULL	NULL	15.91
11	257	3	17	2006-04-11 17:00	18.25	NULL	NULL	NULL	NULL	NULL	NULL	15.94
11	258	3	18	2006-04-11 18:00	18.11	NULL	NULL	NULL	NULL	NULL	NULL	38.38
11	259	3	19	2006-04-11 19:00	17.84	NULL	NULL	NULL	NULL	NULL	NULL	39.94
11	260	3	20	2006-04-11 20:00	17.19	NULL	NULL	NULL	NULL	NULL	NULL	37.05
11	261	3	21	2006-04-11 21:00	15.86	NULL	NULL	NULL	NULL	NULL	NULL	35.40
11	262	3	22	2006-04-11 22:00	11.78	NULL	NULL	NULL	NULL	NULL	NULL	34.50
11	263	3	23	2006-04-11 23:00	11.54	NULL	NULL	NULL	NULL	NULL	NULL	19.96
12	264	4	0	2006-04-12 00:00	7.76	26.31	14.05	14.74	17.31	14.71	10.66	13.58
12	265	4	1	2006-04-12 01:00	8.45	NULL	NULL	NULL	NULL	NULL	NULL	11.25
12	266	4	2	2006-04-12 02:00	8.86	NULL	NULL	NULL	NULL	NULL	NULL	13.68
