rec_id,invensys_acct_id,invensys_device_type_id,instance_id,occ_mode_id,cooling_temp_set,cooling_temp_max,cooling_temp_min,heating_temp_set,heating_temp_max,heating_temp_min,rec_create_date,rec_last_update_date,
1745,1496,1,0,4,78,78,78,68,68,68,5/16/2006 6:57,5/16/2006 6:57,
1746,1496,1,0,5,78,78,78,68,68,68,5/16/2006 6:57,5/16/2006 6:57,
1747,1496,1,0,6,78,78,78,68,68,68,5/16/2006 6:57,5/16/2006 6:57,
1748,1496,1,0,7,78,78,78,68,68,68,5/16/2006 6:57,5/16/2006 6:57,
1787,1475,1,1,0,72,72,72,68,68,68,7/19/2006 6:47,12/28/2006 10:24,
1788,1475,1,1,1,78,83,75,62,65,57,7/19/2006 6:47,7/19/2006 6:47,
1789,1475,1,1,2,75,75,75,65,65,65,7/19/2006 6:47,12/28/2006 10:20,
1790,1475,1,1,3,80,85,77,60,63,55,7/19/2006 6:47,7/19/2006 6:47,
1791,1475,1,1,4,78,78,78,68,68,68,7/19/2006 6:47,7/19/2006 6:47,
1792,1475,1,1,5,78,78,78,68,68,68,7/19/2006 6:47,7/19/2006 6:47,
1793,1475,1,1,6,78,78,78,68,68,68,7/19/2006 6:47,7/19/2006 6:47,
1794,1475,1,1,7,78,78,78,68,68,68,7/19/2006 6:47,7/19/2006 6:47,
