0, 141303.582+150d
1,   141681.840000+150d;
2,   141681.840000+150d;
3,   141887.598000+150d;
4,   142026.150000+150d;
5,   142172.982000+150d;
6,   142113.780000+150d;
7,   141970.674000+150d;
8,   142105.086000+150d;
9,   142263.372000+150d;
10,   142201.410000+150d;
11,   142141.104000+150d;
12,   142094.460000+150d;
13,   142069.482000+150d;
14,   142201.410000+150d;
15,   142201.410000+150d;
16,   142284.210000+150d;
17,   142326.024000+150d;
18,   142201.410000+150d;
19,   142099.704000+150d;
20,   142028.220000+150d;
21,   142028.220000+150d;
22,   142028.220000+150d;
23,   142028.220000+150d;
24,   141988.062000+150d;
25,   141859.860000+150d;
26,   141687.360000+150d;
27,   141613.668000+150d;
28,   141681.840000+150d;
29,   141653.412000+150d;
30,   141582.204000+150d;
31,   141669.420000+150d;
32,   141855.030000+150d;
33,   141982.818000+150d;
34,   142028.220000+150d;
35,   141942.660000+150d;
36,   141884.148000+150d;
37,   142028.220000+150d;
38,   141924.996000+150d;
39,   141903.330000+150d;
40,   142000.482000+150d;
41,   141855.030000+150d;
42,   141855.030000+150d;
43,   141855.030000+150d;
44,   141843.576000+150d;
45,   141659.622000+150d;
46,   141613.944000+150d;
47,   141546.324000+150d;
48,   141518.448000+150d;
49,   141633.816000+150d;
50,   141675.216000+150d;
51,   141835.158000+150d;
52,   141855.030000+150d;
53,   141963.360000+150d;
54,   142028.220000+150d;
55,   142028.220000+150d;
56,   142193.268000+150d;
57,   142177.536000+150d;
58,   142333.338000+150d;
59,   142482.378000+150d;
60,   142551.930000+150d;
61,   142623.414000+150d;
62,   142681.788000+150d;
63,   142548.204000+150d;
64,   142399.854000+150d;
65,   142376.256000+150d;
66,   142326.024000+150d;
67,   141832.674000+150d;
68,   141552.948000+150d;
69,   141312.552000+150d;
70,   140798.778000+150d;
71,   140543.340000+150d;
72,   140538.372000+150d;
73,   140620.482000+150d;
74,   140650.704000+150d;
75,   140611.098000+150d;
76,   140578.392000+150d;
77,   140750.340000+150d;
78,   140808.438000+150d;
79,   140668.368000+150d;
80,   140706.594000+150d;
81,   140918.424000+150d;
82,   140989.080000+150d;
83,   141005.226000+150d;
84,   141002.604000+150d;
85,   141144.468000+150d;
86,   141335.874000+150d;
87,   141689.982000+150d;
88,   141799.554000+150d;
89,   141919.062000+150d;
90,   142018.974000+150d;
91,   142075.002000+150d;
92,   142404.132000+150d;
93,   142399.440000+150d;
94,   142374.600000+150d;
95,   142511.358000+150d;
96,   142547.928000+150d;
97,   142675.164000+150d;
98,   142892.238000+150d;
99,   142973.520000+150d;
100,   142551.378000+150d;
101,   142623.138000+150d;
102,   142721.118000+150d;
103,   142705.524000+150d;
104,   142725.396000+150d;
105,   142874.160000+150d;
106,   142967.172000+150d;
107,   143013.540000+150d;
108,   143067.498000+150d;
109,   143067.498000+150d;
110,   143017.956000+150d;
111,   143007.192000+150d;
112,   143012.850000+150d;
113,   142996.704000+150d;
114,   143035.206000+150d;
115,   142857.600000+150d;
116,   142789.152000+150d;
117,   142687.032000+150d;
118,   142550.550000+150d;
119,   142374.600000+150d;
120,   142253.850000+150d;
121,   142139.034000+150d;
122,   141923.064000+150d;
123,   141727.794000+150d;
124,   141513.618000+150d;
125,   141309.240000+150d;
126,   141335.460000+150d;
127,   141500.646000+150d;
128,   141766.710000+150d;
129,   141871.176000+150d;
130,   141923.202000+150d;
131,   141827.292000+150d;
132,   141840.264000+150d;
133,   141856.134000+150d;
134,   141889.254000+150d;
135,   141721.998000+150d;
136,   141548.118000+150d;
137,   141450.414000+150d;
138,   141429.024000+150d;
139,   141335.460000+150d;
140,   141335.460000+150d;
141,   141237.066000+150d;
142,   141153.714000+150d;
143,   141140.328000+150d;
144,   141162.270000+150d;
145,   141332.010000+150d;
146,   141484.500000+150d;
147,   141231.270000+150d;
148,   141234.720000+150d;
149,   141390.660000+150d;
150,   141335.460000+150d;
151,   141440.340000+150d;
152,   141508.374000+150d;
153,   141415.638000+150d;
154,   141484.086000+150d;
155,   141508.650000+150d;
156,   141561.504000+150d;
157,   141595.590000+150d;
158,   141571.992000+150d;
159,   141510.306000+150d;
160,   141371.340000+150d;
161,   141352.710000+150d;
162,   141350.502000+150d;
163,   141236.652000+150d;
164,   141154.128000+150d;
165,   140930.706000+150d;
166,   140654.982000+150d;
167,   140404.236000+150d;
168,   140374.704000+150d;
169,   140625.864000+150d;
170,   140643.804000+150d;
171,   140811.060000+150d;
172,   140741.370000+150d;
173,   140679.546000+150d;
174,   140796.570000+150d;
175,   140763.036000+150d;
176,   140764.278000+150d;
177,   140668.230000+150d;
178,   140668.092000+150d;
179,   140683.272000+150d;
180,   140829.000000+150d;
181,   140946.714000+150d;
182,   141045.522000+150d;
183,   141089.130000+150d;
184,   141162.270000+150d;
185,   141283.572000+150d;
186,   141335.460000+150d;
187,   141443.928000+150d;
188,   141701.160000+150d;
189,   141862.758000+150d;
190,   141853.512000+150d;
191,   142073.484000+150d;
192,   142185.954000+150d;
193,   142335.960000+150d;
194,   142490.382000+150d;
195,   142603.818000+150d;
196,   142468.164000+150d;
197,   142627.416000+150d;
198,   142802.262000+150d;
199,   142761.552000+150d;
200,   142721.118000+150d;
