# file...... ../data_powRecorderA.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... meter 13
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A
2017-03-28 00:00:12.870000 PDT,+1437.79+25.8419d
2017-03-28 00:00:12.880000 PDT,+1433.81+25.8419d
2017-03-28 00:00:12.890000 PDT,+1429.83+25.8419d
2017-03-28 00:00:12.900000 PDT,+1425.86+25.8419d
2017-03-28 00:00:12.910000 PDT,+1421.88+25.8419d
2017-03-28 00:00:12.920000 PDT,+1417.91+25.8419d
2017-03-28 00:00:12.930000 PDT,+1413.93+25.8419d
2017-03-28 00:00:12.940000 PDT,+1409.96+25.8419d
2017-03-28 00:00:12.950000 PDT,+1405.98+25.8419d
2017-03-28 00:00:12.960000 PDT,+1402.01+25.8419d
2017-03-28 00:00:12.970000 PDT,+1398.03+25.8419d
2017-03-28 00:00:12.980000 PDT,+1394.06+25.8419d
2017-03-28 00:00:12.990000 PDT,+1390.08+25.8419d
2017-03-28 00:00:13.000000 PDT,+1386.1+25.8419d
2017-03-28 00:00:13.010000 PDT,+1382.13+25.8419d
2017-03-28 00:00:13.020000 PDT,+1378.15+25.8419d
2017-03-28 00:00:13.030000 PDT,+1374.17+25.8419d
2017-03-28 00:00:13.040000 PDT,+1370.19+25.8419d
2017-03-28 00:00:13.050000 PDT,+1366.22+25.8419d
2017-03-28 00:00:13.060000 PDT,+1362.24+25.8419d
2017-03-28 00:00:13.070000 PDT,+1358.26+25.8419d
2017-03-28 00:00:13.080000 PDT,+1354.28+25.8419d
2017-03-28 00:00:13.090000 PDT,+1350.3+25.8419d
2017-03-28 00:00:13.100000 PDT,+1346.31+25.8419d
2017-03-28 00:00:13.110000 PDT,+1342.33+25.8419d
2017-03-28 00:00:13.120000 PDT,+1338.35+25.8419d
2017-03-28 00:00:13.130000 PDT,+1334.37+25.8419d
2017-03-28 00:00:13.140000 PDT,+1330.38+25.8419d
2017-03-28 00:00:13.150000 PDT,+1326.4+25.8419d
2017-03-28 00:00:13.160000 PDT,+1322.41+25.8419d
2017-03-28 00:00:13.170000 PDT,+1318.42+25.8419d
2017-03-28 00:00:13.180000 PDT,+1314.44+25.8419d
2017-03-28 00:00:13.190000 PDT,+1310.45+25.8419d
2017-03-28 00:00:13.200000 PDT,+1306.46+25.8419d
2017-03-28 00:00:13.210000 PDT,+1302.47+25.8419d
2017-03-28 00:00:13.220000 PDT,+1298.48+25.8419d
2017-03-28 00:00:13.230000 PDT,+1294.49+25.8419d
2017-03-28 00:00:13.240000 PDT,+1290.5+25.8419d
2017-03-28 00:00:13.250000 PDT,+1286.51+25.8419d
2017-03-28 00:00:13.260000 PDT,+1282.52+25.8419d
2017-03-28 00:00:13.270000 PDT,+1278.53+25.8419d
2017-03-28 00:00:13.280000 PDT,+1274.54+25.8419d
2017-03-28 00:00:13.290000 PDT,+1270.54+25.8419d
2017-03-28 00:00:13.300000 PDT,+1266.55+25.8419d
2017-03-28 00:00:13.310000 PDT,+1262.56+25.8419d
2017-03-28 00:00:13.320000 PDT,+1258.56+25.8419d
2017-03-28 00:00:13.330000 PDT,+1254.57+25.8419d
2017-03-28 00:00:13.340000 PDT,+1250.57+25.8419d
2017-03-28 00:00:13.350000 PDT,+1246.58+25.8419d
2017-03-28 00:00:13.360000 PDT,+1242.58+25.8419d
2017-03-28 00:00:13.370000 PDT,+1238.59+25.8419d
2017-03-28 00:00:13.380000 PDT,+1234.6+25.8419d
2017-03-28 00:00:13.390000 PDT,+1230.6+25.8419d
2017-03-28 00:00:13.400000 PDT,+1226.61+25.8419d
2017-03-28 00:00:13.410000 PDT,+1222.61+25.8419d
2017-03-28 00:00:13.420000 PDT,+1218.62+25.8419d
2017-03-28 00:00:13.430000 PDT,+1214.63+25.8419d
2017-03-28 00:00:13.440000 PDT,+1210.63+25.8419d
2017-03-28 00:00:13.450000 PDT,+1206.64+25.8419d
2017-03-28 00:00:13.460000 PDT,+1202.65+25.8419d
2017-03-28 00:00:13.470000 PDT,+1198.66+25.8419d
2017-03-28 00:00:13.480000 PDT,+1194.67+25.8419d
2017-03-28 00:00:13.490000 PDT,+1190.68+25.8419d
2017-03-28 00:00:13.500000 PDT,+1186.69+25.8419d
2017-03-28 00:00:13.510000 PDT,+1182.7+25.8419d
2017-03-28 00:00:13.520000 PDT,+1178.71+25.8419d
2017-03-28 00:00:13.530000 PDT,+1174.73+25.8419d
2017-03-28 00:00:13.540000 PDT,+1170.74+25.8419d
2017-03-28 00:00:13.550000 PDT,+1166.76+25.8419d
2017-03-28 00:00:13.560000 PDT,+1162.77+25.8419d
2017-03-28 00:00:13.570000 PDT,+1158.79+25.8419d
2017-03-28 00:00:13.580000 PDT,+1154.81+25.8419d
2017-03-28 00:00:13.590000 PDT,+1150.83+25.8419d
2017-03-28 00:00:13.600000 PDT,+1146.86+25.8419d
2017-03-28 00:00:13.610000 PDT,+1142.88+25.8419d
2017-03-28 00:00:13.620000 PDT,+1138.9+25.8419d
2017-03-28 00:00:13.630000 PDT,+1134.93+25.8419d
2017-03-28 00:00:13.640000 PDT,+1130.96+25.8419d
2017-03-28 00:00:13.650000 PDT,+1126.99+25.8419d
2017-03-28 00:00:13.660000 PDT,+1123.02+25.8419d
2017-03-28 00:00:13.670000 PDT,+1119.06+25.8419d
2017-03-28 00:00:13.680000 PDT,+1115.09+25.8419d
2017-03-28 00:00:13.690000 PDT,+1111.13+25.8419d
2017-03-28 00:00:13.700000 PDT,+1107.17+25.8419d
2017-03-28 00:00:13.710000 PDT,+1103.21+25.8419d
2017-03-28 00:00:13.720000 PDT,+1099.25+25.8419d
2017-03-28 00:00:13.730000 PDT,+1095.3+25.8419d
2017-03-28 00:00:13.740000 PDT,+1091.35+25.8419d
2017-03-28 00:00:13.750000 PDT,+1087.4+25.8419d
2017-03-28 00:00:13.760000 PDT,+1083.45+25.8419d
2017-03-28 00:00:13.770000 PDT,+1079.51+25.8419d
2017-03-28 00:00:13.780000 PDT,+1075.56+25.8419d
2017-03-28 00:00:13.790000 PDT,+1071.62+25.8419d
2017-03-28 00:00:13.800000 PDT,+1067.68+25.8419d
2017-03-28 00:00:13.810000 PDT,+1063.75+25.8419d
2017-03-28 00:00:13.820000 PDT,+1059.81+25.8419d
2017-03-28 00:00:13.830000 PDT,+1055.88+25.8419d
2017-03-28 00:00:13.840000 PDT,+1051.96+25.8419d
2017-03-28 00:00:13.850000 PDT,+1048.03+25.8419d
2017-03-28 00:00:13.860000 PDT,+1044.11+25.8419d
2017-03-28 00:00:13.870000 PDT,+1040.18+25.8419d
2017-03-28 00:00:13.880000 PDT,+1036.27+25.8419d
2017-03-28 00:00:13.890000 PDT,+1032.35+25.8419d
2017-03-28 00:00:13.900000 PDT,+1028.44+25.8419d
2017-03-28 00:00:13.910000 PDT,+1024.52+25.8419d
2017-03-28 00:00:13.920000 PDT,+1020.62+25.8419d
2017-03-28 00:00:13.930000 PDT,+1016.71+25.8419d
2017-03-28 00:00:13.940000 PDT,+1012.81+25.8419d
2017-03-28 00:00:13.950000 PDT,+1008.91+25.8419d
2017-03-28 00:00:13.960000 PDT,+1005.01+25.8419d
2017-03-28 00:00:13.970000 PDT,+1001.11+25.8419d
2017-03-28 00:00:13.980000 PDT,+997.217+25.8419d
2017-03-28 00:00:13.990000 PDT,+993.325+25.8419d
2017-03-28 00:00:14.000000 PDT,+989.437+25.8419d
2017-03-28 00:00:14.010000 PDT,+985.55+25.8419d
2017-03-28 00:00:14.020000 PDT,+981.666+25.8419d
2017-03-28 00:00:14.030000 PDT,+977.784+25.8419d
2017-03-28 00:00:14.040000 PDT,+973.905+25.8419d
2017-03-28 00:00:14.050000 PDT,+970.028+25.8419d
2017-03-28 00:00:14.060000 PDT,+966.153+25.8419d
2017-03-28 00:00:14.070000 PDT,+962.28+25.8419d
2017-03-28 00:00:14.080000 PDT,+958.409+25.8419d
2017-03-28 00:00:14.090000 PDT,+954.54+25.8419d
2017-03-28 00:00:14.100000 PDT,+950.674+25.8419d
2017-03-28 00:00:14.110000 PDT,+946.809+25.8419d
2017-03-28 00:00:14.120000 PDT,+942.946+25.8419d
2017-03-28 00:00:14.130000 PDT,+939.086+25.8419d
2017-03-28 00:00:14.140000 PDT,+935.227+25.8419d
2017-03-28 00:00:14.150000 PDT,+931.369+25.8419d
2017-03-28 00:00:14.160000 PDT,+927.514+25.8419d
2017-03-28 00:00:14.170000 PDT,+923.66+25.8419d
2017-03-28 00:00:14.180000 PDT,+919.807+25.8419d
2017-03-28 00:00:14.190000 PDT,+915.956+25.8419d
2017-03-28 00:00:14.200000 PDT,+912.107+25.8419d
2017-03-28 00:00:14.210000 PDT,+908.258+25.8419d
2017-03-28 00:00:14.220000 PDT,+904.411+25.8419d
2017-03-28 00:00:14.230000 PDT,+900.565+25.8419d
2017-03-28 00:00:14.240000 PDT,+896.72+25.8419d
2017-03-28 00:00:14.250000 PDT,+892.877+25.8419d
2017-03-28 00:00:14.260000 PDT,+889.034+25.8419d
2017-03-28 00:00:14.270000 PDT,+885.191+25.8419d
2017-03-28 00:00:14.280000 PDT,+881.35+25.8419d
2017-03-28 00:00:14.290000 PDT,+877.509+25.8419d
2017-03-28 00:00:14.300000 PDT,+873.669+25.8419d
2017-03-28 00:00:14.310000 PDT,+869.829+25.8419d
2017-03-28 00:00:14.320000 PDT,+865.989+25.8419d
2017-03-28 00:00:14.330000 PDT,+862.15+25.8419d
2017-03-28 00:00:14.340000 PDT,+858.311+25.8419d
2017-03-28 00:00:14.350000 PDT,+854.472+25.8419d
2017-03-28 00:00:14.360000 PDT,+850.633+25.8419d
2017-03-28 00:00:14.370000 PDT,+846.793+25.8419d
2017-03-28 00:00:14.380000 PDT,+842.954+25.8419d
2017-03-28 00:00:14.390000 PDT,+839.114+25.8419d
2017-03-28 00:00:14.400000 PDT,+835.273+25.8419d
2017-03-28 00:00:14.410000 PDT,+831.432+25.8419d
2017-03-28 00:00:14.420000 PDT,+827.59+25.8419d
2017-03-28 00:00:14.430000 PDT,+823.748+25.8419d
2017-03-28 00:00:14.440000 PDT,+819.904+25.8419d
2017-03-28 00:00:14.450000 PDT,+816.06+25.8419d
2017-03-28 00:00:14.460000 PDT,+812.214+25.8419d
2017-03-28 00:00:14.470000 PDT,+808.367+25.8419d
2017-03-28 00:00:14.480000 PDT,+804.519+25.8419d
2017-03-28 00:00:14.490000 PDT,+800.67+25.8419d
2017-03-28 00:00:14.500000 PDT,+796.818+25.8419d
2017-03-28 00:00:14.510000 PDT,+792.966+25.8419d
2017-03-28 00:00:14.520000 PDT,+789.111+25.8419d
2017-03-28 00:00:14.530000 PDT,+785.255+25.8419d
2017-03-28 00:00:14.540000 PDT,+781.396+25.8419d
2017-03-28 00:00:14.550000 PDT,+777.536+25.8419d
2017-03-28 00:00:14.560000 PDT,+773.673+25.8419d
2017-03-28 00:00:14.570000 PDT,+769.808+25.8419d
2017-03-28 00:00:14.580000 PDT,+765.941+25.8419d
2017-03-28 00:00:14.590000 PDT,+762.072+25.8419d
2017-03-28 00:00:14.600000 PDT,+758.199+25.8419d
2017-03-28 00:00:14.610000 PDT,+754.325+25.8419d
2017-03-28 00:00:14.620000 PDT,+750.447+25.8419d
2017-03-28 00:00:14.630000 PDT,+746.567+25.8419d
2017-03-28 00:00:14.640000 PDT,+742.683+25.8419d
2017-03-28 00:00:14.650000 PDT,+738.797+25.8419d
2017-03-28 00:00:14.660000 PDT,+734.908+25.8419d
2017-03-28 00:00:14.670000 PDT,+731.015+25.8419d
2017-03-28 00:00:14.680000 PDT,+727.119+25.8419d
2017-03-28 00:00:14.690000 PDT,+723.22+25.8419d
2017-03-28 00:00:14.700000 PDT,+719.318+25.8419d
2017-03-28 00:00:14.710000 PDT,+715.412+25.8419d
2017-03-28 00:00:14.720000 PDT,+711.503+25.8419d
2017-03-28 00:00:14.730000 PDT,+707.59+25.8419d
2017-03-28 00:00:14.740000 PDT,+703.674+25.8419d
2017-03-28 00:00:14.750000 PDT,+699.754+25.8419d
2017-03-28 00:00:14.760000 PDT,+695.83+25.8419d
2017-03-28 00:00:14.770000 PDT,+691.903+25.8419d
2017-03-28 00:00:14.780000 PDT,+687.971+25.8419d
2017-03-28 00:00:14.790000 PDT,+684.036+25.8419d
2017-03-28 00:00:14.800000 PDT,+680.097+25.8419d
2017-03-28 00:00:14.810000 PDT,+676.154+25.8419d
2017-03-28 00:00:14.820000 PDT,+672.208+25.8419d
2017-03-28 00:00:14.830000 PDT,+668.257+25.8419d
2017-03-28 00:00:14.840000 PDT,+664.303+25.8419d
2017-03-28 00:00:14.850000 PDT,+660.344+25.8419d
2017-03-28 00:00:14.860000 PDT,+656.382+25.8419d
2017-03-28 00:00:14.870000 PDT,+652.416+25.8419d
2017-03-28 00:00:14.880000 PDT,+648.445+25.8419d
2017-03-28 00:00:14.890000 PDT,+644.471+25.8419d
2017-03-28 00:00:14.900000 PDT,+640.493+25.8419d
2017-03-28 00:00:14.910000 PDT,+636.512+25.8419d
2017-03-28 00:00:14.920000 PDT,+632.526+25.8419d
2017-03-28 00:00:14.930000 PDT,+628.536+25.8419d
2017-03-28 00:00:14.940000 PDT,+624.543+25.8419d
2017-03-28 00:00:14.950000 PDT,+620.546+25.8419d
2017-03-28 00:00:14.960000 PDT,+616.546+25.8419d
2017-03-28 00:00:14.970000 PDT,+612.542+25.8419d
2017-03-28 00:00:14.980000 PDT,+608.534+25.8419d
2017-03-28 00:00:14.990000 PDT,+604.523+25.8419d
2017-03-28 00:00:15.000000 PDT,+600.509+25.8419d
2017-03-28 00:00:15.010000 PDT,+596.491+25.8419d
2017-03-28 00:00:15.020000 PDT,+592.47+25.8419d
2017-03-28 00:00:15.030000 PDT,+588.446+25.8419d
2017-03-28 00:00:15.040000 PDT,+584.419+25.8419d
2017-03-28 00:00:15.050000 PDT,+580.39+25.8419d
2017-03-28 00:00:15.060000 PDT,+576.357+25.8419d
2017-03-28 00:00:15.070000 PDT,+572.322+25.8419d
2017-03-28 00:00:15.080000 PDT,+568.284+25.8419d
2017-03-28 00:00:15.090000 PDT,+564.244+25.8419d
2017-03-28 00:00:15.100000 PDT,+560.202+25.8419d
2017-03-28 00:00:15.110000 PDT,+556.157+25.8419d
2017-03-28 00:00:15.120000 PDT,+552.111+25.8419d
2017-03-28 00:00:15.130000 PDT,+548.063+25.8419d
2017-03-28 00:00:15.140000 PDT,+544.013+25.8419d
2017-03-28 00:00:15.150000 PDT,+539.962+25.8419d
2017-03-28 00:00:15.160000 PDT,+535.909+25.8419d
2017-03-28 00:00:15.170000 PDT,+531.855+25.8419d
2017-03-28 00:00:15.180000 PDT,+527.801+25.8419d
2017-03-28 00:00:15.190000 PDT,+523.745+25.8419d
2017-03-28 00:00:15.200000 PDT,+519.69+25.8419d
2017-03-28 00:00:15.210000 PDT,+515.501+25.8419d
2017-03-28 00:00:16 PDT,+515.501+25.8419d
2017-03-28 00:00:17 PDT,+515.501+25.8419d
2017-03-28 00:00:18.000000 PDT,+515.501+25.8419d
2017-03-28 00:00:18.010000 PDT,+0+0d
2017-03-28 00:00:19 PDT,+0+0d
2017-03-28 00:00:20 PDT,+0+0d
2017-03-28 00:00:21 PDT,+0+0d
2017-03-28 00:00:22 PDT,+0+0d
2017-03-28 00:00:23 PDT,+0+0d
2017-03-28 00:00:24.000000 PDT,+0+0d
2017-03-28 00:00:24.010000 PDT,+0+0d
2017-03-28 00:00:24.020000 PDT,+131.897+25.8419d
2017-03-28 00:00:24.030000 PDT,+132.534+25.8419d
2017-03-28 00:00:24.040000 PDT,+133.17+25.8419d
2017-03-28 00:00:24.050000 PDT,+133.805+25.8419d
2017-03-28 00:00:24.060000 PDT,+134.438+25.8419d
2017-03-28 00:00:24.070000 PDT,+135.069+25.8419d
2017-03-28 00:00:24.080000 PDT,+135.7+25.8419d
2017-03-28 00:00:24.090000 PDT,+136.329+25.8419d
2017-03-28 00:00:24.100000 PDT,+136.957+25.8419d
2017-03-28 00:00:24.110000 PDT,+137.583+25.8419d
2017-03-28 00:00:24.120000 PDT,+138.208+25.8419d
2017-03-28 00:00:24.130000 PDT,+138.832+25.8419d
2017-03-28 00:00:24.140000 PDT,+139.454+25.8419d
2017-03-28 00:00:24.150000 PDT,+140.076+25.8419d
2017-03-28 00:00:24.160000 PDT,+140.696+25.8419d
2017-03-28 00:00:24.170000 PDT,+141.315+25.8419d
2017-03-28 00:00:24.180000 PDT,+141.933+25.8419d
2017-03-28 00:00:24.190000 PDT,+142.55+25.8419d
2017-03-28 00:00:24.200000 PDT,+143.166+25.8419d
2017-03-28 00:00:24.210000 PDT,+143.78+25.8419d
2017-03-28 00:00:24.220000 PDT,+144.394+25.8419d
2017-03-28 00:00:24.230000 PDT,+145.006+25.8419d
2017-03-28 00:00:24.240000 PDT,+145.618+25.8419d
2017-03-28 00:00:24.250000 PDT,+146.228+25.8419d
2017-03-28 00:00:24.260000 PDT,+146.838+25.8419d
2017-03-28 00:00:24.270000 PDT,+147.446+25.8419d
2017-03-28 00:00:24.280000 PDT,+148.054+25.8419d
2017-03-28 00:00:24.290000 PDT,+148.661+25.8419d
2017-03-28 00:00:24.300000 PDT,+149.266+25.8419d
2017-03-28 00:00:24.310000 PDT,+149.871+25.8419d
2017-03-28 00:00:24.320000 PDT,+150.475+25.8419d
2017-03-28 00:00:24.330000 PDT,+151.078+25.8419d
2017-03-28 00:00:24.340000 PDT,+151.681+25.8419d
2017-03-28 00:00:24.350000 PDT,+152.282+25.8419d
2017-03-28 00:00:24.360000 PDT,+152.883+25.8419d
2017-03-28 00:00:24.370000 PDT,+153.483+25.8419d
2017-03-28 00:00:24.380000 PDT,+154.082+25.8419d
2017-03-28 00:00:24.390000 PDT,+154.68+25.8419d
2017-03-28 00:00:24.400000 PDT,+155.277+25.8419d
2017-03-28 00:00:24.410000 PDT,+155.874+25.8419d
2017-03-28 00:00:24.420000 PDT,+156.47+25.8419d
2017-03-28 00:00:24.430000 PDT,+157.066+25.8419d
2017-03-28 00:00:24.440000 PDT,+157.661+25.8419d
2017-03-28 00:00:24.450000 PDT,+158.255+25.8419d
2017-03-28 00:00:24.460000 PDT,+158.848+25.8419d
2017-03-28 00:00:24.470000 PDT,+159.441+25.8419d
2017-03-28 00:00:24.480000 PDT,+160.033+25.8419d
2017-03-28 00:00:24.490000 PDT,+160.624+25.8419d
2017-03-28 00:00:24.500000 PDT,+161.215+25.8419d
2017-03-28 00:00:24.510000 PDT,+161.805+25.8419d
2017-03-28 00:00:24.520000 PDT,+162.395+25.8419d
2017-03-28 00:00:24.530000 PDT,+162.984+25.8419d
2017-03-28 00:00:24.540000 PDT,+163.573+25.8419d
2017-03-28 00:00:24.550000 PDT,+164.161+25.8419d
2017-03-28 00:00:24.560000 PDT,+164.748+25.8419d
2017-03-28 00:00:24.570000 PDT,+165.335+25.8419d
2017-03-28 00:00:24.580000 PDT,+165.922+25.8419d
2017-03-28 00:00:24.590000 PDT,+166.508+25.8419d
2017-03-28 00:00:24.600000 PDT,+167.093+25.8419d
2017-03-28 00:00:24.610000 PDT,+167.678+25.8419d
2017-03-28 00:00:24.620000 PDT,+168.263+25.8419d
2017-03-28 00:00:24.630000 PDT,+168.847+25.8419d
2017-03-28 00:00:24.640000 PDT,+169.43+25.8419d
2017-03-28 00:00:24.650000 PDT,+170.014+25.8419d
2017-03-28 00:00:24.660000 PDT,+170.596+25.8419d
2017-03-28 00:00:24.670000 PDT,+171.179+25.8419d
2017-03-28 00:00:24.680000 PDT,+171.761+25.8419d
2017-03-28 00:00:24.690000 PDT,+172.342+25.8419d
2017-03-28 00:00:24.700000 PDT,+172.923+25.8419d
2017-03-28 00:00:24.710000 PDT,+173.504+25.8419d
2017-03-28 00:00:24.720000 PDT,+174.085+25.8419d
2017-03-28 00:00:24.730000 PDT,+174.665+25.8419d
2017-03-28 00:00:24.740000 PDT,+175.245+25.8419d
2017-03-28 00:00:24.750000 PDT,+175.824+25.8419d
2017-03-28 00:00:24.760000 PDT,+176.403+25.8419d
2017-03-28 00:00:24.770000 PDT,+176.982+25.8419d
2017-03-28 00:00:24.780000 PDT,+177.56+25.8419d
2017-03-28 00:00:24.790000 PDT,+178.139+25.8419d
2017-03-28 00:00:24.800000 PDT,+178.716+25.8419d
2017-03-28 00:00:24.810000 PDT,+179.294+25.8419d
2017-03-28 00:00:24.820000 PDT,+179.871+25.8419d
2017-03-28 00:00:24.830000 PDT,+180.448+25.8419d
2017-03-28 00:00:24.840000 PDT,+181.025+25.8419d
2017-03-28 00:00:24.850000 PDT,+181.602+25.8419d
2017-03-28 00:00:24.860000 PDT,+182.178+25.8419d
2017-03-28 00:00:24.870000 PDT,+182.754+25.8419d
2017-03-28 00:00:24.880000 PDT,+183.33+25.8419d
2017-03-28 00:00:24.890000 PDT,+183.906+25.8419d
2017-03-28 00:00:24.900000 PDT,+184.481+25.8419d
2017-03-28 00:00:24.910000 PDT,+185.056+25.8419d
2017-03-28 00:00:24.920000 PDT,+185.631+25.8419d
2017-03-28 00:00:24.930000 PDT,+186.206+25.8419d
2017-03-28 00:00:24.940000 PDT,+186.781+25.8419d
2017-03-28 00:00:24.950000 PDT,+187.355+25.8419d
2017-03-28 00:00:24.960000 PDT,+187.929+25.8419d
2017-03-28 00:00:24.970000 PDT,+188.503+25.8419d
2017-03-28 00:00:24.980000 PDT,+189.077+25.8419d
2017-03-28 00:00:24.990000 PDT,+189.651+25.8419d
2017-03-28 00:00:25.000000 PDT,+189.803+25.8419d
2017-03-28 00:00:25.010000 PDT,+191.432+25.8419d
2017-03-28 00:00:25.020000 PDT,+193.06+25.8419d
2017-03-28 00:00:25.030000 PDT,+194.687+25.8419d
2017-03-28 00:00:25.040000 PDT,+196.314+25.8419d
2017-03-28 00:00:25.050000 PDT,+197.94+25.8419d
2017-03-28 00:00:25.060000 PDT,+199.566+25.8419d
2017-03-28 00:00:25.070000 PDT,+201.191+25.8419d
2017-03-28 00:00:25.080000 PDT,+202.816+25.8419d
2017-03-28 00:00:25.090000 PDT,+204.441+25.8419d
2017-03-28 00:00:25.100000 PDT,+206.066+25.8419d
2017-03-28 00:00:25.110000 PDT,+207.691+25.8419d
2017-03-28 00:00:25.120000 PDT,+209.316+25.8419d
2017-03-28 00:00:25.130000 PDT,+210.942+25.8419d
2017-03-28 00:00:25.140000 PDT,+212.568+25.8419d
2017-03-28 00:00:25.150000 PDT,+214.194+25.8419d
2017-03-28 00:00:25.160000 PDT,+215.821+25.8419d
2017-03-28 00:00:25.170000 PDT,+217.449+25.8419d
2017-03-28 00:00:25.180000 PDT,+219.077+25.8419d
2017-03-28 00:00:25.190000 PDT,+220.706+25.8419d
2017-03-28 00:00:25.200000 PDT,+222.336+25.8419d
2017-03-28 00:00:25.210000 PDT,+223.967+25.8419d
2017-03-28 00:00:25.220000 PDT,+225.599+25.8419d
2017-03-28 00:00:25.230000 PDT,+227.231+25.8419d
2017-03-28 00:00:25.240000 PDT,+228.866+25.8419d
2017-03-28 00:00:25.250000 PDT,+230.501+25.8419d
2017-03-28 00:00:25.260000 PDT,+232.137+25.8419d
2017-03-28 00:00:25.270000 PDT,+233.775+25.8419d
2017-03-28 00:00:25.280000 PDT,+235.414+25.8419d
2017-03-28 00:00:25.290000 PDT,+237.054+25.8419d
2017-03-28 00:00:25.300000 PDT,+238.696+25.8419d
2017-03-28 00:00:25.310000 PDT,+240.34+25.8419d
2017-03-28 00:00:25.320000 PDT,+241.985+25.8419d
2017-03-28 00:00:25.330000 PDT,+243.631+25.8419d
2017-03-28 00:00:25.340000 PDT,+245.279+25.8419d
2017-03-28 00:00:25.350000 PDT,+246.929+25.8419d
2017-03-28 00:00:25.360000 PDT,+248.58+25.8419d
2017-03-28 00:00:25.370000 PDT,+250.234+25.8419d
2017-03-28 00:00:25.380000 PDT,+251.889+25.8419d
2017-03-28 00:00:25.390000 PDT,+253.545+25.8419d
2017-03-28 00:00:25.400000 PDT,+255.204+25.8419d
2017-03-28 00:00:25.410000 PDT,+256.864+25.8419d
2017-03-28 00:00:25.420000 PDT,+258.527+25.8419d
2017-03-28 00:00:25.430000 PDT,+260.191+25.8419d
2017-03-28 00:00:25.440000 PDT,+261.857+25.8419d
2017-03-28 00:00:25.450000 PDT,+263.525+25.8419d
2017-03-28 00:00:25.460000 PDT,+265.195+25.8419d
2017-03-28 00:00:25.470000 PDT,+266.867+25.8419d
2017-03-28 00:00:25.480000 PDT,+268.541+25.8419d
2017-03-28 00:00:25.490000 PDT,+270.217+25.8419d
2017-03-28 00:00:25.500000 PDT,+271.895+25.8419d
2017-03-28 00:00:25.510000 PDT,+273.576+25.8419d
2017-03-28 00:00:25.520000 PDT,+275.258+25.8419d
2017-03-28 00:00:25.530000 PDT,+276.942+25.8419d
2017-03-28 00:00:25.540000 PDT,+278.629+25.8419d
2017-03-28 00:00:25.550000 PDT,+280.317+25.8419d
2017-03-28 00:00:25.560000 PDT,+282.008+25.8419d
2017-03-28 00:00:25.570000 PDT,+283.701+25.8419d
2017-03-28 00:00:25.580000 PDT,+285.396+25.8419d
2017-03-28 00:00:25.590000 PDT,+287.093+25.8419d
2017-03-28 00:00:25.600000 PDT,+288.792+25.8419d
2017-03-28 00:00:25.610000 PDT,+290.494+25.8419d
2017-03-28 00:00:25.620000 PDT,+292.198+25.8419d
2017-03-28 00:00:25.630000 PDT,+293.903+25.8419d
2017-03-28 00:00:25.640000 PDT,+295.611+25.8419d
2017-03-28 00:00:25.650000 PDT,+297.321+25.8419d
2017-03-28 00:00:25.660000 PDT,+299.034+25.8419d
2017-03-28 00:00:25.670000 PDT,+300.748+25.8419d
2017-03-28 00:00:25.680000 PDT,+302.465+25.8419d
2017-03-28 00:00:25.690000 PDT,+304.184+25.8419d
2017-03-28 00:00:25.700000 PDT,+305.905+25.8419d
2017-03-28 00:00:25.710000 PDT,+307.628+25.8419d
2017-03-28 00:00:25.720000 PDT,+309.354+25.8419d
2017-03-28 00:00:25.730000 PDT,+311.081+25.8419d
2017-03-28 00:00:25.740000 PDT,+312.811+25.8419d
2017-03-28 00:00:25.750000 PDT,+314.543+25.8419d
2017-03-28 00:00:25.760000 PDT,+316.277+25.8419d
2017-03-28 00:00:25.770000 PDT,+318.013+25.8419d
2017-03-28 00:00:25.780000 PDT,+319.751+25.8419d
2017-03-28 00:00:25.790000 PDT,+321.492+25.8419d
2017-03-28 00:00:25.800000 PDT,+323.234+25.8419d
2017-03-28 00:00:25.810000 PDT,+324.979+25.8419d
2017-03-28 00:00:25.820000 PDT,+326.725+25.8419d
2017-03-28 00:00:25.830000 PDT,+328.474+25.8419d
2017-03-28 00:00:25.840000 PDT,+330.225+25.8419d
2017-03-28 00:00:25.850000 PDT,+331.978+25.8419d
2017-03-28 00:00:25.860000 PDT,+333.733+25.8419d
2017-03-28 00:00:25.870000 PDT,+335.49+25.8419d
2017-03-28 00:00:25.880000 PDT,+337.249+25.8419d
2017-03-28 00:00:25.890000 PDT,+339.01+25.8419d
2017-03-28 00:00:25.900000 PDT,+340.773+25.8419d
2017-03-28 00:00:25.910000 PDT,+342.539+25.8419d
2017-03-28 00:00:25.920000 PDT,+344.306+25.8419d
2017-03-28 00:00:25.930000 PDT,+346.075+25.8419d
2017-03-28 00:00:25.940000 PDT,+347.846+25.8419d
2017-03-28 00:00:25.950000 PDT,+349.618+25.8419d
2017-03-28 00:00:25.960000 PDT,+351.393+25.8419d
2017-03-28 00:00:25.970000 PDT,+353.17+25.8419d
2017-03-28 00:00:25.980000 PDT,+354.948+25.8419d
2017-03-28 00:00:25.990000 PDT,+356.729+25.8419d
2017-03-28 00:00:26.000000 PDT,+358.511+25.8419d
2017-03-28 00:00:26.010000 PDT,+360.295+25.8419d
