# file...... ../data_vfd_in_rec_curr_B.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_in_B
2017-03-28 00:00:12.980000 PDT,-0.274677-0.186362j
2017-03-28 00:00:12.990000 PDT,-0.273894-0.185831j
2017-03-28 00:00:13.000000 PDT,-0.27311-0.185299j
2017-03-28 00:00:13.010000 PDT,-0.272326-0.184768j
2017-03-28 00:00:13.020000 PDT,-0.271543-0.184236j
2017-03-28 00:00:13.030000 PDT,-0.270759-0.183704j
2017-03-28 00:00:13.040000 PDT,-0.269975-0.183173j
2017-03-28 00:00:13.050000 PDT,-0.269191-0.182641j
2017-03-28 00:00:13.060000 PDT,-0.268407-0.182109j
2017-03-28 00:00:13.070000 PDT,-0.267623-0.181577j
2017-03-28 00:00:13.080000 PDT,-0.266839-0.181045j
2017-03-28 00:00:13.090000 PDT,-0.266054-0.180512j
2017-03-28 00:00:13.100000 PDT,-0.26527-0.17998j
2017-03-28 00:00:13.110000 PDT,-0.264485-0.179448j
2017-03-28 00:00:13.120000 PDT,-0.2637-0.178915j
2017-03-28 00:00:13.130000 PDT,-0.262915-0.178383j
2017-03-28 00:00:13.140000 PDT,-0.26213-0.17785j
2017-03-28 00:00:13.150000 PDT,-0.261345-0.177318j
2017-03-28 00:00:13.160000 PDT,-0.26056-0.176785j
2017-03-28 00:00:13.170000 PDT,-0.259774-0.176252j
2017-03-28 00:00:13.180000 PDT,-0.258989-0.175719j
2017-03-28 00:00:13.190000 PDT,-0.258203-0.175186j
2017-03-28 00:00:13.200000 PDT,-0.257417-0.174653j
2017-03-28 00:00:13.210000 PDT,-0.256631-0.174119j
2017-03-28 00:00:13.220000 PDT,-0.255845-0.173586j
2017-03-28 00:00:13.230000 PDT,-0.255059-0.173053j
2017-03-28 00:00:13.240000 PDT,-0.254272-0.172519j
2017-03-28 00:00:13.250000 PDT,-0.253486-0.171986j
2017-03-28 00:00:13.260000 PDT,-0.252699-0.171452j
2017-03-28 00:00:13.270000 PDT,-0.251913-0.170918j
2017-03-28 00:00:13.280000 PDT,-0.251126-0.170385j
2017-03-28 00:00:13.290000 PDT,-0.250339-0.169851j
2017-03-28 00:00:13.300000 PDT,-0.249552-0.169317j
2017-03-28 00:00:13.310000 PDT,-0.248765-0.168783j
2017-03-28 00:00:13.320000 PDT,-0.247978-0.168249j
2017-03-28 00:00:13.330000 PDT,-0.247191-0.167715j
2017-03-28 00:00:13.340000 PDT,-0.246404-0.167181j
2017-03-28 00:00:13.350000 PDT,-0.245617-0.166647j
2017-03-28 00:00:13.360000 PDT,-0.24483-0.166113j
2017-03-28 00:00:13.370000 PDT,-0.244043-0.165579j
2017-03-28 00:00:13.380000 PDT,-0.243256-0.165045j
2017-03-28 00:00:13.390000 PDT,-0.242469-0.164511j
2017-03-28 00:00:13.400000 PDT,-0.241682-0.163977j
2017-03-28 00:00:13.410000 PDT,-0.240895-0.163443j
2017-03-28 00:00:13.420000 PDT,-0.240108-0.16291j
2017-03-28 00:00:13.430000 PDT,-0.239321-0.162376j
2017-03-28 00:00:13.440000 PDT,-0.238534-0.161842j
2017-03-28 00:00:13.450000 PDT,-0.237748-0.161308j
2017-03-28 00:00:13.460000 PDT,-0.236961-0.160775j
2017-03-28 00:00:13.470000 PDT,-0.236175-0.160241j
2017-03-28 00:00:13.480000 PDT,-0.235388-0.159708j
2017-03-28 00:00:13.490000 PDT,-0.234602-0.159174j
2017-03-28 00:00:13.500000 PDT,-0.233816-0.158641j
2017-03-28 00:00:13.510000 PDT,-0.23303-0.158108j
2017-03-28 00:00:13.520000 PDT,-0.232245-0.157575j
2017-03-28 00:00:13.530000 PDT,-0.231459-0.157042j
2017-03-28 00:00:13.540000 PDT,-0.230674-0.156509j
2017-03-28 00:00:13.550000 PDT,-0.229889-0.155977j
2017-03-28 00:00:13.560000 PDT,-0.229104-0.155444j
2017-03-28 00:00:13.570000 PDT,-0.22832-0.154912j
2017-03-28 00:00:13.580000 PDT,-0.227535-0.15438j
2017-03-28 00:00:13.590000 PDT,-0.226751-0.153848j
2017-03-28 00:00:13.600000 PDT,-0.225967-0.153316j
2017-03-28 00:00:13.610000 PDT,-0.225184-0.152784j
2017-03-28 00:00:13.620000 PDT,-0.224401-0.152253j
2017-03-28 00:00:13.630000 PDT,-0.223618-0.151722j
2017-03-28 00:00:13.640000 PDT,-0.222835-0.151191j
2017-03-28 00:00:13.650000 PDT,-0.222053-0.15066j
2017-03-28 00:00:13.660000 PDT,-0.221271-0.15013j
2017-03-28 00:00:13.670000 PDT,-0.22049-0.1496j
2017-03-28 00:00:13.680000 PDT,-0.219709-0.14907j
2017-03-28 00:00:13.690000 PDT,-0.218928-0.14854j
2017-03-28 00:00:13.700000 PDT,-0.218148-0.148011j
2017-03-28 00:00:13.710000 PDT,-0.217368-0.147482j
2017-03-28 00:00:13.720000 PDT,-0.216588-0.146953j
2017-03-28 00:00:13.730000 PDT,-0.215809-0.146424j
2017-03-28 00:00:13.740000 PDT,-0.21503-0.145896j
2017-03-28 00:00:13.750000 PDT,-0.214252-0.145368j
2017-03-28 00:00:13.760000 PDT,-0.213474-0.14484j
2017-03-28 00:00:13.770000 PDT,-0.212697-0.144313j
2017-03-28 00:00:13.780000 PDT,-0.21192-0.143785j
2017-03-28 00:00:13.790000 PDT,-0.211143-0.143259j
2017-03-28 00:00:13.800000 PDT,-0.210367-0.142732j
2017-03-28 00:00:13.810000 PDT,-0.209592-0.142206j
2017-03-28 00:00:13.820000 PDT,-0.208817-0.14168j
2017-03-28 00:00:13.830000 PDT,-0.208042-0.141155j
2017-03-28 00:00:13.840000 PDT,-0.207268-0.140629j
2017-03-28 00:00:13.850000 PDT,-0.206494-0.140105j
2017-03-28 00:00:13.860000 PDT,-0.205721-0.13958j
2017-03-28 00:00:13.870000 PDT,-0.204949-0.139056j
2017-03-28 00:00:13.880000 PDT,-0.204177-0.138532j
2017-03-28 00:00:13.890000 PDT,-0.203405-0.138009j
2017-03-28 00:00:13.900000 PDT,-0.202634-0.137485j
2017-03-28 00:00:13.910000 PDT,-0.201863-0.136962j
2017-03-28 00:00:13.920000 PDT,-0.201093-0.13644j
2017-03-28 00:00:13.930000 PDT,-0.200323-0.135918j
2017-03-28 00:00:13.940000 PDT,-0.199554-0.135396j
2017-03-28 00:00:13.950000 PDT,-0.198786-0.134874j
2017-03-28 00:00:13.960000 PDT,-0.198017-0.134353j
2017-03-28 00:00:13.970000 PDT,-0.19725-0.133832j
2017-03-28 00:00:13.980000 PDT,-0.196482-0.133312j
2017-03-28 00:00:13.990000 PDT,-0.195716-0.132792j
2017-03-28 00:00:14.000000 PDT,-0.194949-0.132272j
2017-03-28 00:00:14.010000 PDT,-0.194184-0.131752j
2017-03-28 00:00:14.020000 PDT,-0.193418-0.131233j
2017-03-28 00:00:14.030000 PDT,-0.192653-0.130714j
2017-03-28 00:00:14.040000 PDT,-0.191889-0.130196j
2017-03-28 00:00:14.050000 PDT,-0.191125-0.129677j
2017-03-28 00:00:14.060000 PDT,-0.190362-0.129159j
2017-03-28 00:00:14.070000 PDT,-0.189598-0.128641j
2017-03-28 00:00:14.080000 PDT,-0.188836-0.128124j
2017-03-28 00:00:14.090000 PDT,-0.188074-0.127607j
2017-03-28 00:00:14.100000 PDT,-0.187312-0.12709j
2017-03-28 00:00:14.110000 PDT,-0.18655-0.126573j
2017-03-28 00:00:14.120000 PDT,-0.185789-0.126057j
2017-03-28 00:00:14.130000 PDT,-0.185028-0.125541j
2017-03-28 00:00:14.140000 PDT,-0.184268-0.125025j
2017-03-28 00:00:14.150000 PDT,-0.183508-0.124509j
2017-03-28 00:00:14.160000 PDT,-0.182748-0.123994j
2017-03-28 00:00:14.170000 PDT,-0.181989-0.123479j
2017-03-28 00:00:14.180000 PDT,-0.18123-0.122964j
2017-03-28 00:00:14.190000 PDT,-0.180471-0.122449j
2017-03-28 00:00:14.200000 PDT,-0.179712-0.121934j
2017-03-28 00:00:14.210000 PDT,-0.178954-0.12142j
2017-03-28 00:00:14.220000 PDT,-0.178196-0.120905j
2017-03-28 00:00:14.230000 PDT,-0.177438-0.120391j
2017-03-28 00:00:14.240000 PDT,-0.176681-0.119877j
2017-03-28 00:00:14.250000 PDT,-0.175923-0.119363j
2017-03-28 00:00:14.260000 PDT,-0.175166-0.11885j
2017-03-28 00:00:14.270000 PDT,-0.174409-0.118336j
2017-03-28 00:00:14.280000 PDT,-0.173652-0.117823j
2017-03-28 00:00:14.290000 PDT,-0.172895-0.117309j
2017-03-28 00:00:14.300000 PDT,-0.172139-0.116796j
2017-03-28 00:00:14.310000 PDT,-0.171382-0.116282j
2017-03-28 00:00:14.320000 PDT,-0.170626-0.115769j
2017-03-28 00:00:14.330000 PDT,-0.169869-0.115256j
2017-03-28 00:00:14.340000 PDT,-0.169113-0.114743j
2017-03-28 00:00:14.350000 PDT,-0.168356-0.114229j
2017-03-28 00:00:14.360000 PDT,-0.1676-0.113716j
2017-03-28 00:00:14.370000 PDT,-0.166843-0.113203j
2017-03-28 00:00:14.380000 PDT,-0.166087-0.11269j
2017-03-28 00:00:14.390000 PDT,-0.16533-0.112176j
2017-03-28 00:00:14.400000 PDT,-0.164573-0.111663j
2017-03-28 00:00:14.410000 PDT,-0.163817-0.111149j
2017-03-28 00:00:14.420000 PDT,-0.16306-0.110636j
2017-03-28 00:00:14.430000 PDT,-0.162302-0.110122j
2017-03-28 00:00:14.440000 PDT,-0.161545-0.109608j
2017-03-28 00:00:14.450000 PDT,-0.160788-0.109094j
2017-03-28 00:00:14.460000 PDT,-0.16003-0.10858j
2017-03-28 00:00:14.470000 PDT,-0.159272-0.108066j
2017-03-28 00:00:14.480000 PDT,-0.158514-0.107552j
2017-03-28 00:00:14.490000 PDT,-0.157755-0.107037j
2017-03-28 00:00:14.500000 PDT,-0.156996-0.106522j
2017-03-28 00:00:14.510000 PDT,-0.156237-0.106007j
2017-03-28 00:00:14.520000 PDT,-0.155478-0.105492j
2017-03-28 00:00:14.530000 PDT,-0.154718-0.104976j
2017-03-28 00:00:14.540000 PDT,-0.153958-0.10446j
2017-03-28 00:00:14.550000 PDT,-0.153197-0.103944j
2017-03-28 00:00:14.560000 PDT,-0.152436-0.103428j
2017-03-28 00:00:14.570000 PDT,-0.151674-0.102911j
2017-03-28 00:00:14.580000 PDT,-0.150912-0.102394j
2017-03-28 00:00:14.590000 PDT,-0.15015-0.101877j
2017-03-28 00:00:14.600000 PDT,-0.149387-0.101359j
2017-03-28 00:00:14.610000 PDT,-0.148624-0.100841j
2017-03-28 00:00:14.620000 PDT,-0.14786-0.100323j
2017-03-28 00:00:14.630000 PDT,-0.147095-0.0998042j
2017-03-28 00:00:14.640000 PDT,-0.14633-0.0992851j
2017-03-28 00:00:14.650000 PDT,-0.145564-0.0987656j
2017-03-28 00:00:14.660000 PDT,-0.144798-0.0982456j
2017-03-28 00:00:14.670000 PDT,-0.144031-0.0977253j
2017-03-28 00:00:14.680000 PDT,-0.143263-0.0972045j
2017-03-28 00:00:14.690000 PDT,-0.142495-0.0966832j
2017-03-28 00:00:14.700000 PDT,-0.141726-0.0961616j
2017-03-28 00:00:14.710000 PDT,-0.140956-0.0956394j
2017-03-28 00:00:14.720000 PDT,-0.140186-0.0951168j
2017-03-28 00:00:14.730000 PDT,-0.139415-0.0945937j
2017-03-28 00:00:14.740000 PDT,-0.138644-0.0940702j
2017-03-28 00:00:14.750000 PDT,-0.137871-0.0935461j
2017-03-28 00:00:14.760000 PDT,-0.137098-0.0930216j
2017-03-28 00:00:14.770000 PDT,-0.136324-0.0924966j
2017-03-28 00:00:14.780000 PDT,-0.13555-0.091971j
2017-03-28 00:00:14.790000 PDT,-0.134774-0.091445j
2017-03-28 00:00:14.800000 PDT,-0.133998-0.0909184j
2017-03-28 00:00:14.810000 PDT,-0.133221-0.0903913j
2017-03-28 00:00:14.820000 PDT,-0.132444-0.0898637j
2017-03-28 00:00:14.830000 PDT,-0.131665-0.0893356j
2017-03-28 00:00:14.840000 PDT,-0.130886-0.0888069j
2017-03-28 00:00:14.850000 PDT,-0.130106-0.0882777j
2017-03-28 00:00:14.860000 PDT,-0.129325-0.087748j
2017-03-28 00:00:14.870000 PDT,-0.128544-0.0872178j
2017-03-28 00:00:14.880000 PDT,-0.127762-0.0866871j
2017-03-28 00:00:14.890000 PDT,-0.126979-0.0861558j
2017-03-28 00:00:14.900000 PDT,-0.126195-0.085624j
2017-03-28 00:00:14.910000 PDT,-0.12541-0.0850917j
2017-03-28 00:00:14.920000 PDT,-0.124625-0.0845589j
2017-03-28 00:00:14.930000 PDT,-0.123839-0.0840255j
2017-03-28 00:00:14.940000 PDT,-0.123052-0.0834917j
2017-03-28 00:00:14.950000 PDT,-0.122265-0.0829574j
2017-03-28 00:00:14.960000 PDT,-0.121476-0.0824226j
2017-03-28 00:00:14.970000 PDT,-0.120688-0.0818873j
2017-03-28 00:00:14.980000 PDT,-0.119898-0.0813516j
2017-03-28 00:00:14.990000 PDT,-0.119108-0.0808154j
2017-03-28 00:00:15.000000 PDT,-0.118317-0.0802787j
2017-03-28 00:00:15.010000 PDT,-0.117525-0.0797416j
2017-03-28 00:00:15.020000 PDT,-0.116733-0.0792041j
2017-03-28 00:00:15.030000 PDT,-0.11594-0.0786662j
2017-03-28 00:00:15.040000 PDT,-0.115146-0.0781278j
2017-03-28 00:00:15.050000 PDT,-0.114352-0.0775891j
2017-03-28 00:00:15.060000 PDT,-0.113558-0.07705j
2017-03-28 00:00:15.070000 PDT,-0.112763-0.0765106j
2017-03-28 00:00:15.080000 PDT,-0.111967-0.0759708j
2017-03-28 00:00:15.090000 PDT,-0.111171-0.0754307j
2017-03-28 00:00:15.100000 PDT,-0.110375-0.0748903j
2017-03-28 00:00:15.110000 PDT,-0.109578-0.0743496j
2017-03-28 00:00:15.120000 PDT,-0.108781-0.0738087j
2017-03-28 00:00:15.130000 PDT,-0.107983-0.0732675j
2017-03-28 00:00:15.140000 PDT,-0.107185-0.0727261j
2017-03-28 00:00:15.150000 PDT,-0.106387-0.0721845j
2017-03-28 00:00:15.160000 PDT,-0.105588-0.0716428j
2017-03-28 00:00:15.170000 PDT,-0.10479-0.0711009j
2017-03-28 00:00:15.180000 PDT,-0.103991-0.0705588j
2017-03-28 00:00:15.190000 PDT,-0.103192-0.0700167j
2017-03-28 00:00:15.200000 PDT,-0.102393-0.0694745j
2017-03-28 00:00:15.210000 PDT,-0.101567-0.0689146j
2017-03-28 00:00:16 PDT,-0.101567-0.0689146j
2017-03-28 00:00:17 PDT,-0.101567-0.0689146j
2017-03-28 00:00:18.000000 PDT,-0.101567-0.0689146j
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,-0-0j
2017-03-28 00:00:24.020000 PDT,-0.0259865-0.0176326j
2017-03-28 00:00:24.030000 PDT,-0.0261123-0.0177178j
2017-03-28 00:00:24.040000 PDT,-0.0262376-0.0178028j
2017-03-28 00:00:24.050000 PDT,-0.0263626-0.0178877j
2017-03-28 00:00:24.060000 PDT,-0.0264873-0.0179723j
2017-03-28 00:00:24.070000 PDT,-0.0266118-0.0180568j
2017-03-28 00:00:24.080000 PDT,-0.026736-0.018141j
2017-03-28 00:00:24.090000 PDT,-0.0268599-0.0182251j
2017-03-28 00:00:24.100000 PDT,-0.0269836-0.018309j
2017-03-28 00:00:24.110000 PDT,-0.027107-0.0183928j
2017-03-28 00:00:24.120000 PDT,-0.0272302-0.0184763j
2017-03-28 00:00:24.130000 PDT,-0.0273531-0.0185597j
2017-03-28 00:00:24.140000 PDT,-0.0274758-0.018643j
2017-03-28 00:00:24.150000 PDT,-0.0275982-0.0187261j
2017-03-28 00:00:24.160000 PDT,-0.0277204-0.018809j
2017-03-28 00:00:24.170000 PDT,-0.0278424-0.0188917j
2017-03-28 00:00:24.180000 PDT,-0.0279641-0.0189743j
2017-03-28 00:00:24.190000 PDT,-0.0280856-0.0190568j
2017-03-28 00:00:24.200000 PDT,-0.0282069-0.0191391j
2017-03-28 00:00:24.210000 PDT,-0.028328-0.0192213j
2017-03-28 00:00:24.220000 PDT,-0.0284489-0.0193033j
2017-03-28 00:00:24.230000 PDT,-0.0285696-0.0193852j
2017-03-28 00:00:24.240000 PDT,-0.0286901-0.0194669j
2017-03-28 00:00:24.250000 PDT,-0.0288104-0.0195485j
2017-03-28 00:00:24.260000 PDT,-0.0289304-0.01963j
2017-03-28 00:00:24.270000 PDT,-0.0290503-0.0197114j
2017-03-28 00:00:24.280000 PDT,-0.02917-0.0197926j
2017-03-28 00:00:24.290000 PDT,-0.0292896-0.0198737j
2017-03-28 00:00:24.300000 PDT,-0.0294089-0.0199547j
2017-03-28 00:00:24.310000 PDT,-0.0295281-0.0200355j
2017-03-28 00:00:24.320000 PDT,-0.0296471-0.0201163j
2017-03-28 00:00:24.330000 PDT,-0.0297659-0.0201969j
2017-03-28 00:00:24.340000 PDT,-0.0298846-0.0202774j
2017-03-28 00:00:24.350000 PDT,-0.0300031-0.0203578j
2017-03-28 00:00:24.360000 PDT,-0.0301214-0.0204381j
2017-03-28 00:00:24.370000 PDT,-0.0302396-0.0205183j
2017-03-28 00:00:24.380000 PDT,-0.0303577-0.0205984j
2017-03-28 00:00:24.390000 PDT,-0.0304755-0.0206784j
2017-03-28 00:00:24.400000 PDT,-0.0305933-0.0207583j
2017-03-28 00:00:24.410000 PDT,-0.0307109-0.0208381j
2017-03-28 00:00:24.420000 PDT,-0.0308283-0.0209178j
2017-03-28 00:00:24.430000 PDT,-0.0309456-0.0209974j
2017-03-28 00:00:24.440000 PDT,-0.0310628-0.0210769j
2017-03-28 00:00:24.450000 PDT,-0.0311798-0.0211563j
2017-03-28 00:00:24.460000 PDT,-0.0312967-0.0212356j
2017-03-28 00:00:24.470000 PDT,-0.0314135-0.0213148j
2017-03-28 00:00:24.480000 PDT,-0.0315302-0.021394j
2017-03-28 00:00:24.490000 PDT,-0.0316467-0.0214731j
2017-03-28 00:00:24.500000 PDT,-0.0317631-0.0215521j
2017-03-28 00:00:24.510000 PDT,-0.0318794-0.021631j
2017-03-28 00:00:24.520000 PDT,-0.0319956-0.0217098j
2017-03-28 00:00:24.530000 PDT,-0.0321117-0.0217886j
2017-03-28 00:00:24.540000 PDT,-0.0322277-0.0218672j
2017-03-28 00:00:24.550000 PDT,-0.0323435-0.0219458j
2017-03-28 00:00:24.560000 PDT,-0.0324593-0.0220244j
2017-03-28 00:00:24.570000 PDT,-0.0325749-0.0221029j
2017-03-28 00:00:24.580000 PDT,-0.0326905-0.0221813j
2017-03-28 00:00:24.590000 PDT,-0.0328059-0.0222596j
2017-03-28 00:00:24.600000 PDT,-0.0329213-0.0223379j
2017-03-28 00:00:24.610000 PDT,-0.0330365-0.0224161j
2017-03-28 00:00:24.620000 PDT,-0.0331517-0.0224942j
2017-03-28 00:00:24.630000 PDT,-0.0332668-0.0225723j
2017-03-28 00:00:24.640000 PDT,-0.0333817-0.0226503j
2017-03-28 00:00:24.650000 PDT,-0.0334967-0.0227283j
2017-03-28 00:00:24.660000 PDT,-0.0336115-0.0228062j
2017-03-28 00:00:24.670000 PDT,-0.0337262-0.022884j
2017-03-28 00:00:24.680000 PDT,-0.0338409-0.0229618j
2017-03-28 00:00:24.690000 PDT,-0.0339555-0.0230396j
2017-03-28 00:00:24.700000 PDT,-0.03407-0.0231173j
2017-03-28 00:00:24.710000 PDT,-0.0341844-0.0231949j
2017-03-28 00:00:24.720000 PDT,-0.0342988-0.0232725j
2017-03-28 00:00:24.730000 PDT,-0.0344131-0.0233501j
2017-03-28 00:00:24.740000 PDT,-0.0345273-0.0234276j
2017-03-28 00:00:24.750000 PDT,-0.0346414-0.023505j
2017-03-28 00:00:24.760000 PDT,-0.0347555-0.0235825j
2017-03-28 00:00:24.770000 PDT,-0.0348696-0.0236598j
2017-03-28 00:00:24.780000 PDT,-0.0349835-0.0237372j
2017-03-28 00:00:24.790000 PDT,-0.0350975-0.0238144j
2017-03-28 00:00:24.800000 PDT,-0.0352113-0.0238917j
2017-03-28 00:00:24.810000 PDT,-0.0353251-0.0239689j
2017-03-28 00:00:24.820000 PDT,-0.0354389-0.0240461j
2017-03-28 00:00:24.830000 PDT,-0.0355526-0.0241232j
2017-03-28 00:00:24.840000 PDT,-0.0356662-0.0242003j
2017-03-28 00:00:24.850000 PDT,-0.0357798-0.0242774j
2017-03-28 00:00:24.860000 PDT,-0.0358933-0.0243545j
2017-03-28 00:00:24.870000 PDT,-0.0360068-0.0244315j
2017-03-28 00:00:24.880000 PDT,-0.0361203-0.0245085j
2017-03-28 00:00:24.890000 PDT,-0.0362337-0.0245854j
2017-03-28 00:00:24.900000 PDT,-0.0363471-0.0246623j
2017-03-28 00:00:24.910000 PDT,-0.0364604-0.0247392j
2017-03-28 00:00:24.920000 PDT,-0.0365737-0.0248161j
2017-03-28 00:00:24.930000 PDT,-0.036687-0.0248929j
2017-03-28 00:00:24.940000 PDT,-0.0368002-0.0249698j
2017-03-28 00:00:24.950000 PDT,-0.0369134-0.0250466j
2017-03-28 00:00:24.960000 PDT,-0.0370265-0.0251233j
2017-03-28 00:00:24.970000 PDT,-0.0371396-0.0252001j
2017-03-28 00:00:24.980000 PDT,-0.0372527-0.0252768j
2017-03-28 00:00:24.990000 PDT,-0.0373658-0.0253535j
2017-03-28 00:00:25.000000 PDT,-0.0373956-0.0253738j
2017-03-28 00:00:25.010000 PDT,-0.0377166-0.0255916j
2017-03-28 00:00:25.020000 PDT,-0.0380374-0.0258092j
2017-03-28 00:00:25.030000 PDT,-0.038358-0.0260268j
2017-03-28 00:00:25.040000 PDT,-0.0386785-0.0262442j
2017-03-28 00:00:25.050000 PDT,-0.0389989-0.0264616j
2017-03-28 00:00:25.060000 PDT,-0.0393192-0.0266789j
2017-03-28 00:00:25.070000 PDT,-0.0396394-0.0268962j
2017-03-28 00:00:25.080000 PDT,-0.0399596-0.0271135j
2017-03-28 00:00:25.090000 PDT,-0.0402797-0.0273307j
2017-03-28 00:00:25.100000 PDT,-0.0405999-0.0275479j
2017-03-28 00:00:25.110000 PDT,-0.0409201-0.0277652j
2017-03-28 00:00:25.120000 PDT,-0.0412403-0.0279824j
2017-03-28 00:00:25.130000 PDT,-0.0415605-0.0281998j
2017-03-28 00:00:25.140000 PDT,-0.0418809-0.0284171j
2017-03-28 00:00:25.150000 PDT,-0.0422013-0.0286345j
2017-03-28 00:00:25.160000 PDT,-0.0425219-0.028852j
2017-03-28 00:00:25.170000 PDT,-0.0428426-0.0290696j
2017-03-28 00:00:25.180000 PDT,-0.0431634-0.0292873j
2017-03-28 00:00:25.190000 PDT,-0.0434843-0.0295051j
2017-03-28 00:00:25.200000 PDT,-0.0438055-0.029723j
2017-03-28 00:00:25.210000 PDT,-0.0441268-0.029941j
2017-03-28 00:00:25.220000 PDT,-0.0444483-0.0301591j
2017-03-28 00:00:25.230000 PDT,-0.04477-0.0303774j
2017-03-28 00:00:25.240000 PDT,-0.045092-0.0305959j
2017-03-28 00:00:25.250000 PDT,-0.0454141-0.0308145j
2017-03-28 00:00:25.260000 PDT,-0.0457366-0.0310332j
2017-03-28 00:00:25.270000 PDT,-0.0460592-0.0312522j
2017-03-28 00:00:25.280000 PDT,-0.0463822-0.0314713j
2017-03-28 00:00:25.290000 PDT,-0.0467054-0.0316906j
2017-03-28 00:00:25.300000 PDT,-0.0470289-0.0319101j
2017-03-28 00:00:25.310000 PDT,-0.0473527-0.0321298j
2017-03-28 00:00:25.320000 PDT,-0.0476768-0.0323497j
2017-03-28 00:00:25.330000 PDT,-0.0480012-0.0325698j
2017-03-28 00:00:25.340000 PDT,-0.0483259-0.0327901j
2017-03-28 00:00:25.350000 PDT,-0.048651-0.0330107j
2017-03-28 00:00:25.360000 PDT,-0.0489763-0.0332315j
2017-03-28 00:00:25.370000 PDT,-0.0493021-0.0334525j
2017-03-28 00:00:25.380000 PDT,-0.0496281-0.0336737j
2017-03-28 00:00:25.390000 PDT,-0.0499545-0.0338952j
2017-03-28 00:00:25.400000 PDT,-0.0502813-0.0341169j
2017-03-28 00:00:25.410000 PDT,-0.0506085-0.0343389j
2017-03-28 00:00:25.420000 PDT,-0.050936-0.0345611j
2017-03-28 00:00:25.430000 PDT,-0.0512639-0.0347836j
2017-03-28 00:00:25.440000 PDT,-0.0515921-0.0350063j
2017-03-28 00:00:25.450000 PDT,-0.0519208-0.0352293j
2017-03-28 00:00:25.460000 PDT,-0.0522498-0.0354526j
2017-03-28 00:00:25.470000 PDT,-0.0525793-0.0356761j
2017-03-28 00:00:25.480000 PDT,-0.0529091-0.0358999j
2017-03-28 00:00:25.490000 PDT,-0.0532394-0.036124j
2017-03-28 00:00:25.500000 PDT,-0.05357-0.0363483j
2017-03-28 00:00:25.510000 PDT,-0.053901-0.0365729j
2017-03-28 00:00:25.520000 PDT,-0.0542325-0.0367978j
2017-03-28 00:00:25.530000 PDT,-0.0545644-0.037023j
2017-03-28 00:00:25.540000 PDT,-0.0548966-0.0372485j
2017-03-28 00:00:25.550000 PDT,-0.0552293-0.0374742j
2017-03-28 00:00:25.560000 PDT,-0.0555625-0.0377002j
2017-03-28 00:00:25.570000 PDT,-0.055896-0.0379265j
2017-03-28 00:00:25.580000 PDT,-0.05623-0.0381531j
2017-03-28 00:00:25.590000 PDT,-0.0565643-0.03838j
2017-03-28 00:00:25.600000 PDT,-0.0568992-0.0386072j
2017-03-28 00:00:25.610000 PDT,-0.0572344-0.0388346j
2017-03-28 00:00:25.620000 PDT,-0.0575701-0.0390624j
2017-03-28 00:00:25.630000 PDT,-0.0579061-0.0392904j
2017-03-28 00:00:25.640000 PDT,-0.0582427-0.0395188j
2017-03-28 00:00:25.650000 PDT,-0.0585796-0.0397474j
2017-03-28 00:00:25.660000 PDT,-0.058917-0.0399763j
2017-03-28 00:00:25.670000 PDT,-0.0592548-0.0402055j
2017-03-28 00:00:25.680000 PDT,-0.059593-0.040435j
2017-03-28 00:00:25.690000 PDT,-0.0599317-0.0406648j
2017-03-28 00:00:25.700000 PDT,-0.0602708-0.0408949j
2017-03-28 00:00:25.710000 PDT,-0.0606103-0.0411252j
2017-03-28 00:00:25.720000 PDT,-0.0609503-0.0413559j
2017-03-28 00:00:25.730000 PDT,-0.0612906-0.0415868j
2017-03-28 00:00:25.740000 PDT,-0.0616314-0.0418181j
2017-03-28 00:00:25.750000 PDT,-0.0619727-0.0420496j
2017-03-28 00:00:25.760000 PDT,-0.0623143-0.0422814j
2017-03-28 00:00:25.770000 PDT,-0.0626564-0.0425135j
2017-03-28 00:00:25.780000 PDT,-0.0629989-0.0427459j
2017-03-28 00:00:25.790000 PDT,-0.0633418-0.0429785j
2017-03-28 00:00:25.800000 PDT,-0.0636851-0.0432115j
2017-03-28 00:00:25.810000 PDT,-0.0640288-0.0434447j
2017-03-28 00:00:25.820000 PDT,-0.064373-0.0436782j
2017-03-28 00:00:25.830000 PDT,-0.0647176-0.043912j
2017-03-28 00:00:25.840000 PDT,-0.0650625-0.0441461j
2017-03-28 00:00:25.850000 PDT,-0.0654079-0.0443804j
2017-03-28 00:00:25.860000 PDT,-0.0657537-0.044615j
2017-03-28 00:00:25.870000 PDT,-0.0660999-0.0448499j
2017-03-28 00:00:25.880000 PDT,-0.0664465-0.0450851j
2017-03-28 00:00:25.890000 PDT,-0.0667935-0.0453205j
