# file...... ../data_vfd_out_rec_curr_A.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_out_A
2017-03-28 00:00:12.780000 PDT,+0.238095+4.19564d
2017-03-28 00:00:12.790000 PDT,+0.238095-33.8293d
2017-03-28 00:00:12.800000 PDT,+0.238095-72.3418d
2017-03-28 00:00:12.810000 PDT,+0.238095-111.342d
2017-03-28 00:00:12.820000 PDT,+0.238095-150.829d
2017-03-28 00:00:12.830000 PDT,+0.238095+169.196d
2017-03-28 00:00:12.840000 PDT,+0.238095+128.733d
2017-03-28 00:00:12.850000 PDT,+0.238095+87.7834d
2017-03-28 00:00:12.860000 PDT,+0.238095+46.3459d
2017-03-28 00:00:12.870000 PDT,+0.238095+4.42099d
2017-03-28 00:00:12.880000 PDT,+0.238095-37.9915d
2017-03-28 00:00:12.890000 PDT,+0.238095-80.8925d
2017-03-28 00:00:12.900000 PDT,+0.238095-124.28d
2017-03-28 00:00:12.910000 PDT,+0.238095-168.155d
2017-03-28 00:00:12.920000 PDT,+0.238095+147.483d
2017-03-28 00:00:12.930000 PDT,+0.238095+102.633d
2017-03-28 00:00:12.940000 PDT,+0.238095+57.2953d
2017-03-28 00:00:12.950000 PDT,+0.238095+11.4703d
2017-03-28 00:00:12.960000 PDT,+0.238095-34.8422d
2017-03-28 00:00:12.970000 PDT,+0.238095-81.6421d
2017-03-28 00:00:12.980000 PDT,+0.238095-128.93d
2017-03-28 00:00:12.990000 PDT,+0.238095-176.705d
2017-03-28 00:00:13.000000 PDT,+0.238095+135.033d
2017-03-28 00:00:13.010000 PDT,+0.238095+86.2831d
2017-03-28 00:00:13.020000 PDT,+0.238095+37.0456d
2017-03-28 00:00:13.030000 PDT,+0.238095-12.6793d
2017-03-28 00:00:13.040000 PDT,+0.238095-62.8918d
2017-03-28 00:00:13.050000 PDT,+0.238095-113.592d
2017-03-28 00:00:13.060000 PDT,+0.238095-164.779d
2017-03-28 00:00:13.070000 PDT,+0.238095+143.546d
2017-03-28 00:00:13.080000 PDT,+0.238095+91.3834d
2017-03-28 00:00:13.090000 PDT,+0.238095+38.7335d
2017-03-28 00:00:13.100000 PDT,+0.238095-14.404d
2017-03-28 00:00:13.110000 PDT,+0.238095-68.0289d
2017-03-28 00:00:13.120000 PDT,+0.238095-122.141d
2017-03-28 00:00:13.130000 PDT,+0.238095-176.741d
2017-03-28 00:00:13.140000 PDT,+0.238095+128.17d
2017-03-28 00:00:13.150000 PDT,+0.238095+72.595d
2017-03-28 00:00:13.160000 PDT,+0.238095+16.5325d
2017-03-28 00:00:13.170000 PDT,+0.238095-40.0174d
2017-03-28 00:00:13.180000 PDT,+0.238095-97.0549d
2017-03-28 00:00:13.190000 PDT,+0.238095-154.58d
2017-03-28 00:00:13.200000 PDT,+0.238095+147.408d
2017-03-28 00:00:13.210000 PDT,+0.238095+88.9078d
2017-03-28 00:00:13.220000 PDT,+0.238095+29.9203d
2017-03-28 00:00:13.230000 PDT,+0.238095-29.5546d
2017-03-28 00:00:13.240000 PDT,+0.238095-89.517d
2017-03-28 00:00:13.250000 PDT,+0.238095-149.967d
2017-03-28 00:00:13.260000 PDT,+0.238095+149.096d
2017-03-28 00:00:13.270000 PDT,+0.238095+87.6706d
2017-03-28 00:00:13.280000 PDT,+0.238095+25.7582d
2017-03-28 00:00:13.290000 PDT,+0.238095-36.6418d
2017-03-28 00:00:13.300000 PDT,+0.238095-99.5292d
2017-03-28 00:00:13.310000 PDT,+0.238095-162.904d
2017-03-28 00:00:13.320000 PDT,+0.238095+133.233d
2017-03-28 00:00:13.330000 PDT,+0.238095+68.8835d
2017-03-28 00:00:13.340000 PDT,+0.238095+4.04605d
2017-03-28 00:00:13.350000 PDT,+0.238095-61.2789d
2017-03-28 00:00:13.360000 PDT,+0.238095-127.091d
2017-03-28 00:00:13.370000 PDT,+0.238095+166.609d
2017-03-28 00:00:13.380000 PDT,+0.238095+99.8213d
2017-03-28 00:00:13.390000 PDT,+0.238095+32.5448d
2017-03-28 00:00:13.400000 PDT,+0.238095-35.2177d
2017-03-28 00:00:13.410000 PDT,+0.238095-103.468d
2017-03-28 00:00:13.420000 PDT,+0.238095-172.205d
2017-03-28 00:00:13.430000 PDT,+0.238095+118.57d
2017-03-28 00:00:13.440000 PDT,+0.238095+48.8576d
2017-03-28 00:00:13.450000 PDT,+0.238095-21.3423d
2017-03-28 00:00:13.460000 PDT,+0.238095-92.0298d
2017-03-28 00:00:13.470000 PDT,+0.238095-163.205d
2017-03-28 00:00:13.480000 PDT,+0.238095+125.133d
2017-03-28 00:00:13.490000 PDT,+0.238095+52.9829d
2017-03-28 00:00:13.500000 PDT,+0.238095-19.6545d
2017-03-28 00:00:13.510000 PDT,+0.238095-92.7794d
2017-03-28 00:00:13.520000 PDT,+0.238095-166.392d
2017-03-28 00:00:13.530000 PDT,+0.238095+119.508d
2017-03-28 00:00:13.540000 PDT,+0.238095+44.9208d
2017-03-28 00:00:13.550000 PDT,+0.238095-30.1541d
2017-03-28 00:00:13.560000 PDT,+0.238095-105.717d
2017-03-28 00:00:13.570000 PDT,+0.238095+178.234d
2017-03-28 00:00:13.580000 PDT,+0.238095+101.696d
2017-03-28 00:00:13.590000 PDT,+0.238095+24.6711d
2017-03-28 00:00:13.600000 PDT,+0.238095-52.8413d
2017-03-28 00:00:13.610000 PDT,+0.238095-130.841d
2017-03-28 00:00:13.620000 PDT,+0.238095+150.671d
2017-03-28 00:00:13.630000 PDT,+0.238095+71.6964d
2017-03-28 00:00:13.640000 PDT,+0.238095-7.76787d
2017-03-28 00:00:13.650000 PDT,+0.238095-87.7178d
2017-03-28 00:00:13.660000 PDT,+0.238095-168.155d
2017-03-28 00:00:13.670000 PDT,+0.238095+110.92d
2017-03-28 00:00:13.680000 PDT,+0.238095+29.5074d
2017-03-28 00:00:13.690000 PDT,+0.238095-52.3925d
2017-03-28 00:00:13.700000 PDT,+0.238095-134.78d
2017-03-28 00:00:13.710000 PDT,+0.238095+142.345d
2017-03-28 00:00:13.720000 PDT,+0.238095+58.9827d
2017-03-28 00:00:13.730000 PDT,+0.238095-24.8672d
2017-03-28 00:00:13.740000 PDT,+0.238095-109.205d
2017-03-28 00:00:13.750000 PDT,+0.238095+165.97d
2017-03-28 00:00:13.760000 PDT,+0.238095+80.6581d
2017-03-28 00:00:13.770000 PDT,+0.238095-5.14185d
2017-03-28 00:00:13.780000 PDT,+0.238095-91.4293d
2017-03-28 00:00:13.790000 PDT,+0.238095-178.204d
2017-03-28 00:00:13.800000 PDT,+0.238095+94.5334d
2017-03-28 00:00:13.810000 PDT,+0.238095+6.78349d
2017-03-28 00:00:13.820000 PDT,+0.238095-81.4539d
2017-03-28 00:00:13.830000 PDT,+0.238095-170.179d
2017-03-28 00:00:13.840000 PDT,+0.238095+100.609d
2017-03-28 00:00:13.850000 PDT,+0.238095+10.9088d
2017-03-28 00:00:13.860000 PDT,+0.238095-79.2786d
2017-03-28 00:00:13.870000 PDT,+0.238095-169.954d
2017-03-28 00:00:13.880000 PDT,+0.238095+98.8841d
2017-03-28 00:00:13.890000 PDT,+0.238095+7.23199d
2017-03-28 00:00:13.900000 PDT,+0.238095-84.9054d
2017-03-28 00:00:13.910000 PDT,+0.238095-177.53d
2017-03-28 00:00:13.920000 PDT,+0.238095+89.3573d
2017-03-28 00:00:13.930000 PDT,+0.238095-4.24266d
2017-03-28 00:00:13.940000 PDT,+0.238095-98.3301d
2017-03-28 00:00:13.950000 PDT,+0.238095+167.095d
2017-03-28 00:00:13.960000 PDT,+0.238095+72.0326d
2017-03-28 00:00:13.970000 PDT,+0.238095-23.5173d
2017-03-28 00:00:13.980000 PDT,+0.238095-119.555d
2017-03-28 00:00:13.990000 PDT,+0.238095+143.92d
2017-03-28 00:00:14.000000 PDT,+0.238095+46.908d
2017-03-28 00:00:14.010000 PDT,+0.238095-50.5919d
2017-03-28 00:00:14.020000 PDT,+0.238095-148.579d
2017-03-28 00:00:14.030000 PDT,+0.238095+112.946d
2017-03-28 00:00:14.040000 PDT,+0.238095+13.9834d
2017-03-28 00:00:14.050000 PDT,+0.238095-85.4666d
2017-03-28 00:00:14.060000 PDT,+0.238095+174.596d
2017-03-28 00:00:14.070000 PDT,+0.238095+74.1711d
2017-03-28 00:00:14.080000 PDT,+0.238095-26.7413d
2017-03-28 00:00:14.090000 PDT,+0.238095-128.141d
2017-03-28 00:00:14.100000 PDT,+0.238095+129.971d
2017-03-28 00:00:14.110000 PDT,+0.238095+27.5965d
2017-03-28 00:00:14.120000 PDT,+0.238095-75.2659d
2017-03-28 00:00:14.130000 PDT,+0.238095-178.616d
2017-03-28 00:00:14.140000 PDT,+0.238095+77.5443d
2017-03-28 00:00:14.150000 PDT,+0.238095-26.7806d
2017-03-28 00:00:14.160000 PDT,+0.238095-131.593d
2017-03-28 00:00:14.170000 PDT,+0.238095+123.107d
2017-03-28 00:00:14.180000 PDT,+0.238095+17.3197d
2017-03-28 00:00:14.190000 PDT,+0.238095-88.9552d
2017-03-28 00:00:14.200000 PDT,+0.238095+164.282d
2017-03-28 00:00:14.210000 PDT,+0.238095+57.0326d
2017-03-28 00:00:14.220000 PDT,+0.238095-50.7048d
2017-03-28 00:00:14.230000 PDT,+0.238095-158.93d
2017-03-28 00:00:14.240000 PDT,+0.238095+92.3579d
2017-03-28 00:00:14.250000 PDT,+0.238095-16.842d
2017-03-28 00:00:14.260000 PDT,+0.238095-126.529d
2017-03-28 00:00:14.270000 PDT,+0.238095+123.296d
2017-03-28 00:00:14.280000 PDT,+0.238095+12.6333d
2017-03-28 00:00:14.290000 PDT,+0.238095-98.5166d
2017-03-28 00:00:14.300000 PDT,+0.238095+149.846d
2017-03-28 00:00:14.310000 PDT,+0.238095+37.7211d
2017-03-28 00:00:14.320000 PDT,+0.238095-74.8913d
2017-03-28 00:00:14.330000 PDT,+0.238095+172.009d
2017-03-28 00:00:14.340000 PDT,+0.238095+58.4214d
2017-03-28 00:00:14.350000 PDT,+0.238095-55.6535d
2017-03-28 00:00:14.360000 PDT,+0.238095-170.216d
2017-03-28 00:00:14.370000 PDT,+0.238095+74.7343d
2017-03-28 00:00:14.380000 PDT,+0.238095-40.8031d
2017-03-28 00:00:14.390000 PDT,+0.238095-156.831d
2017-03-28 00:00:14.400000 PDT,+0.238095+86.6568d
2017-03-28 00:00:14.410000 PDT,+0.238095-30.3431d
2017-03-28 00:00:14.420000 PDT,+0.238095-147.83d
2017-03-28 00:00:14.430000 PDT,+0.238095+94.1947d
2017-03-28 00:00:14.440000 PDT,+0.238095-24.2677d
2017-03-28 00:00:14.450000 PDT,+0.238095-143.218d
2017-03-28 00:00:14.460000 PDT,+0.238095+97.345d
2017-03-28 00:00:14.470000 PDT,+0.238095-22.5799d
2017-03-28 00:00:14.480000 PDT,+0.238095-142.992d
2017-03-28 00:00:14.490000 PDT,+0.238095+96.1078d
2017-03-28 00:00:14.500000 PDT,+0.238095-25.2795d
2017-03-28 00:00:14.510000 PDT,+0.238095-147.154d
2017-03-28 00:00:14.520000 PDT,+0.238095+90.4832d
2017-03-28 00:00:14.530000 PDT,+0.238095-32.3667d
2017-03-28 00:00:14.540000 PDT,+0.238095-155.704d
2017-03-28 00:00:14.550000 PDT,+0.238095+80.471d
2017-03-28 00:00:14.560000 PDT,+0.238095-43.8413d
2017-03-28 00:00:14.570000 PDT,+0.238095-168.641d
2017-03-28 00:00:14.580000 PDT,+0.238095+66.0714d
2017-03-28 00:00:14.590000 PDT,+0.238095-59.7035d
2017-03-28 00:00:14.600000 PDT,+0.238095+174.034d
2017-03-28 00:00:14.610000 PDT,+0.238095+47.2843d
2017-03-28 00:00:14.620000 PDT,+0.238095-79.9531d
2017-03-28 00:00:14.630000 PDT,+0.238095+152.322d
2017-03-28 00:00:14.640000 PDT,+0.238095+24.1066d
2017-03-28 00:00:14.650000 PDT,+0.238095-104.593d
2017-03-28 00:00:14.660000 PDT,+0.238095+126.219d
2017-03-28 00:00:14.670000 PDT,+0.238095-3.45556d
2017-03-28 00:00:14.680000 PDT,+0.238095-133.618d
2017-03-28 00:00:14.690000 PDT,+0.238095+95.7322d
2017-03-28 00:00:14.700000 PDT,+0.238095-35.4052d
2017-03-28 00:00:14.710000 PDT,+0.238095-167.03d
2017-03-28 00:00:14.720000 PDT,+0.238095+60.8576d
2017-03-28 00:00:14.730000 PDT,+0.238095-71.7423d
2017-03-28 00:00:14.740000 PDT,+0.238095+155.17d
2017-03-28 00:00:14.750000 PDT,+0.238095+21.5954d
2017-03-28 00:00:14.760000 PDT,+0.238095-112.467d
2017-03-28 00:00:14.770000 PDT,+0.238095+112.983d
2017-03-28 00:00:14.780000 PDT,+0.238095-22.0542d
2017-03-28 00:00:14.790000 PDT,+0.238095-157.579d
2017-03-28 00:00:14.800000 PDT,+0.238095+66.4086d
2017-03-28 00:00:14.810000 PDT,+0.238095-70.0913d
2017-03-28 00:00:14.820000 PDT,+0.238095+152.921d
2017-03-28 00:00:14.830000 PDT,+0.238095+15.4465d
2017-03-28 00:00:14.840000 PDT,+0.238095-122.516d
2017-03-28 00:00:14.850000 PDT,+0.238095+99.0342d
2017-03-28 00:00:14.860000 PDT,+0.238095-39.9031d
2017-03-28 00:00:14.870000 PDT,+0.238095-179.328d
2017-03-28 00:00:14.880000 PDT,+0.238095+40.7596d
2017-03-28 00:00:14.890000 PDT,+0.238095-99.6436d
2017-03-28 00:00:14.900000 PDT,+0.238095+119.469d
2017-03-28 00:00:14.910000 PDT,+0.238095-21.9058d
2017-03-28 00:00:14.920000 PDT,+0.238095-163.768d
2017-03-28 00:00:14.930000 PDT,+0.238095+53.882d
2017-03-28 00:00:14.940000 PDT,+0.238095-88.9554d
2017-03-28 00:00:14.950000 PDT,+0.238095+127.72d
2017-03-28 00:00:14.960000 PDT,+0.238095-16.0926d
2017-03-28 00:00:14.970000 PDT,+0.238095-160.392d
2017-03-28 00:00:14.980000 PDT,+0.238095+54.8202d
2017-03-28 00:00:14.990000 PDT,+0.238095-90.4547d
2017-03-28 00:00:15.000000 PDT,+0.238095+123.783d
2017-03-28 00:00:15.010000 PDT,+0.238095-22.4669d
2017-03-28 00:00:15.020000 PDT,+0.238095-169.204d
2017-03-28 00:00:15.030000 PDT,+0.238095+43.5709d
2017-03-28 00:00:15.040000 PDT,+0.238095-104.142d
2017-03-28 00:00:15.050000 PDT,+0.238095+107.659d
2017-03-28 00:00:15.060000 PDT,+0.238095-41.0287d
2017-03-28 00:00:15.070000 PDT,+0.238095+169.796d
2017-03-28 00:00:15.080000 PDT,+0.238095+20.1341d
2017-03-28 00:00:15.090000 PDT,+0.238095-130.016d
2017-03-28 00:00:15.100000 PDT,+0.238095+79.3468d
2017-03-28 00:00:15.110000 PDT,+0.238095-71.778d
2017-03-28 00:00:15.120000 PDT,+0.238095+136.61d
2017-03-28 00:00:15.130000 PDT,+0.238095-15.4902d
2017-03-28 00:00:15.140000 PDT,+0.238095-168.081d
2017-03-28 00:00:15.150000 PDT,+0.238095+38.8439d
2017-03-28 00:00:15.160000 PDT,+0.238095-114.718d
2017-03-28 00:00:15.170000 PDT,+0.238095+91.2317d
2017-03-28 00:00:15.180000 PDT,+0.238095-63.3056d
2017-03-28 00:00:15.190000 PDT,+0.238095+141.67d
2017-03-28 00:00:15.200000 PDT,+0.238095-13.8428d
2017-03-28 00:00:15.210000 PDT,+0.238095-169.843d
2017-03-28 00:00:16 PDT,+0.238095-49.8419d
2017-03-28 00:00:17 PDT,+0.238095-49.8419d
2017-03-28 00:00:18.000000 PDT,+0.238095+70.1581d
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0.238095-25.8419d
2017-03-28 00:00:24.020000 PDT,+0.238095+129.037d
2017-03-28 00:00:24.030000 PDT,+0.238095-76.0053d
2017-03-28 00:00:24.040000 PDT,+0.238095+79.0312d
2017-03-28 00:00:24.050000 PDT,+0.238095-125.854d
2017-03-28 00:00:24.060000 PDT,+0.238095+29.3403d
2017-03-28 00:00:24.070000 PDT,+0.238095-175.387d
2017-03-28 00:00:24.080000 PDT,+0.238095-20.0356d
2017-03-28 00:00:24.090000 PDT,+0.238095+135.395d
2017-03-28 00:00:24.100000 PDT,+0.238095-69.0964d
2017-03-28 00:00:24.110000 PDT,+0.238095+86.4913d
2017-03-28 00:00:24.120000 PDT,+0.238095-117.842d
2017-03-28 00:00:24.130000 PDT,+0.238095+37.9029d
2017-03-28 00:00:24.140000 PDT,+0.238095-166.278d
2017-03-28 00:00:24.150000 PDT,+0.238095-10.3753d
2017-03-28 00:00:24.160000 PDT,+0.238095+145.606d
2017-03-28 00:00:24.170000 PDT,+0.238095-58.3337d
2017-03-28 00:00:24.180000 PDT,+0.238095+97.8053d
2017-03-28 00:00:24.190000 PDT,+0.238095-105.977d
2017-03-28 00:00:24.200000 PDT,+0.238095+50.3194d
2017-03-28 00:00:24.210000 PDT,+0.238095-153.305d
2017-03-28 00:00:24.220000 PDT,+0.238095+3.14854d
2017-03-28 00:00:24.230000 PDT,+0.238095+159.681d
2017-03-28 00:00:24.240000 PDT,+0.238095-43.7073d
2017-03-28 00:00:24.250000 PDT,+0.238095+112.983d
2017-03-28 00:00:24.260000 PDT,+0.238095-90.2482d
2017-03-28 00:00:24.270000 PDT,+0.238095+66.5995d
2017-03-28 00:00:24.280000 PDT,+0.238095-136.474d
2017-03-28 00:00:24.290000 PDT,+0.238095+20.5311d
2017-03-28 00:00:24.300000 PDT,+0.238095+177.615d
2017-03-28 00:00:24.310000 PDT,+0.238095-25.2222d
2017-03-28 00:00:24.320000 PDT,+0.238095+132.019d
2017-03-28 00:00:24.330000 PDT,+0.238095-70.6606d
2017-03-28 00:00:24.340000 PDT,+0.238095+86.7384d
2017-03-28 00:00:24.350000 PDT,+0.238095-115.784d
2017-03-28 00:00:24.360000 PDT,+0.238095+41.7725d
2017-03-28 00:00:24.370000 PDT,+0.238095-160.592d
2017-03-28 00:00:24.380000 PDT,+0.238095-2.87836d
2017-03-28 00:00:24.390000 PDT,+0.238095+154.91d
2017-03-28 00:00:24.400000 PDT,+0.238095-47.219d
2017-03-28 00:00:24.410000 PDT,+0.238095+110.731d
2017-03-28 00:00:24.420000 PDT,+0.238095-91.2399d
2017-03-28 00:00:24.430000 PDT,+0.238095+66.8678d
2017-03-28 00:00:24.440000 PDT,+0.238095-134.946d
2017-03-28 00:00:24.450000 PDT,+0.238095+23.3194d
2017-03-28 00:00:24.460000 PDT,+0.238095-178.337d
2017-03-28 00:00:24.470000 PDT,+0.238095-19.914d
2017-03-28 00:00:24.480000 PDT,+0.238095+138.587d
2017-03-28 00:00:24.490000 PDT,+0.238095-62.8323d
2017-03-28 00:00:24.500000 PDT,+0.238095+95.8266d
2017-03-28 00:00:24.510000 PDT,+0.238095-105.436d
2017-03-28 00:00:24.520000 PDT,+0.238095+53.3808d
2017-03-28 00:00:24.530000 PDT,+0.238095-147.724d
2017-03-28 00:00:24.540000 PDT,+0.238095+11.2499d
2017-03-28 00:00:24.550000 PDT,+0.238095+170.303d
2017-03-28 00:00:24.560000 PDT,+0.238095-30.566d
2017-03-28 00:00:24.570000 PDT,+0.238095+128.644d
2017-03-28 00:00:24.580000 PDT,+0.238095-72.0668d
2017-03-28 00:00:24.590000 PDT,+0.238095+87.3009d
2017-03-28 00:00:24.600000 PDT,+0.238095-113.253d
2017-03-28 00:00:24.610000 PDT,+0.238095+46.2725d
2017-03-28 00:00:24.620000 PDT,+0.238095-154.124d
2017-03-28 00:00:24.630000 PDT,+0.238095+5.55911d
2017-03-28 00:00:24.640000 PDT,+0.238095+165.316d
2017-03-28 00:00:24.650000 PDT,+0.238095-34.844d
2017-03-28 00:00:24.660000 PDT,+0.238095+125.075d
2017-03-28 00:00:24.670000 PDT,+0.238095-74.9274d
2017-03-28 00:00:24.680000 PDT,+0.238095+85.149d
2017-03-28 00:00:24.690000 PDT,+0.238095-114.696d
2017-03-28 00:00:24.700000 PDT,+0.238095+45.5382d
2017-03-28 00:00:24.710000 PDT,+0.238095-154.149d
2017-03-28 00:00:24.720000 PDT,+0.238095+6.24231d
2017-03-28 00:00:24.730000 PDT,+0.238095+166.712d
2017-03-28 00:00:24.740000 PDT,+0.238095-32.7386d
2017-03-28 00:00:24.750000 PDT,+0.238095+127.889d
2017-03-28 00:00:24.760000 PDT,+0.238095-71.4044d
2017-03-28 00:00:24.770000 PDT,+0.238095+89.3808d
2017-03-28 00:00:24.780000 PDT,+0.238095-109.755d
2017-03-28 00:00:24.790000 PDT,+0.238095+51.1874d
2017-03-28 00:00:24.800000 PDT,+0.238095-147.791d
2017-03-28 00:00:24.810000 PDT,+0.238095+13.309d
2017-03-28 00:00:24.820000 PDT,+0.238095+174.488d
2017-03-28 00:00:24.830000 PDT,+0.238095-24.2544d
2017-03-28 00:00:24.840000 PDT,+0.238095+137.082d
2017-03-28 00:00:24.850000 PDT,+0.238095-61.5027d
2017-03-28 00:00:24.860000 PDT,+0.238095+99.9912d
2017-03-28 00:00:24.870000 PDT,+0.238095-98.4361d
2017-03-28 00:00:24.880000 PDT,+0.238095+63.2153d
2017-03-28 00:00:24.890000 PDT,+0.238095-135.059d
2017-03-28 00:00:24.900000 PDT,+0.238095+26.7497d
2017-03-28 00:00:24.910000 PDT,+0.238095-171.363d
2017-03-28 00:00:24.920000 PDT,+0.238095-9.39613d
2017-03-28 00:00:24.930000 PDT,+0.238095+152.649d
2017-03-28 00:00:24.940000 PDT,+0.238095-45.227d
2017-03-28 00:00:24.950000 PDT,+0.238095+116.976d
2017-03-28 00:00:24.960000 PDT,+0.238095-80.7429d
2017-03-28 00:00:24.970000 PDT,+0.238095+81.6173d
2017-03-28 00:00:24.980000 PDT,+0.238095-115.944d
2017-03-28 00:00:24.990000 PDT,+0.238095+46.5739d
2017-03-28 00:00:25.000000 PDT,+0.238095-150.83d
2017-03-28 00:00:25.010000 PDT,+0.238095+11.99d
2017-03-28 00:00:25.020000 PDT,+0.238095+175.033d
2017-03-28 00:00:25.030000 PDT,+0.238095-21.7015d
2017-03-28 00:00:25.040000 PDT,+0.238095+141.787d
2017-03-28 00:00:25.050000 PDT,+0.238095-54.5004d
2017-03-28 00:00:25.060000 PDT,+0.238095+109.435d
2017-03-28 00:00:25.070000 PDT,+0.238095-86.4067d
2017-03-28 00:00:25.080000 PDT,+0.238095+77.9748d
2017-03-28 00:00:25.090000 PDT,+0.238095-117.421d
2017-03-28 00:00:25.100000 PDT,+0.238095+47.4073d
2017-03-28 00:00:25.110000 PDT,+0.238095-147.542d
2017-03-28 00:00:25.120000 PDT,+0.238095+17.7323d
2017-03-28 00:00:25.130000 PDT,+0.238095-176.771d
2017-03-28 00:00:25.140000 PDT,+0.238095-11.0548d
2017-03-28 00:00:25.150000 PDT,+0.238095+154.889d
2017-03-28 00:00:25.160000 PDT,+0.238095-38.9447d
2017-03-28 00:00:25.170000 PDT,+0.238095+127.445d
2017-03-28 00:00:25.180000 PDT,+0.238095-65.942d
2017-03-28 00:00:25.190000 PDT,+0.238095+100.894d
2017-03-28 00:00:25.200000 PDT,+0.238095-92.0468d
2017-03-28 00:00:25.210000 PDT,+0.238095+75.2355d
2017-03-28 00:00:25.220000 PDT,+0.238095-117.259d
2017-03-28 00:00:25.230000 PDT,+0.238095+50.4695d
2017-03-28 00:00:25.240000 PDT,+0.238095-141.579d
2017-03-28 00:00:25.250000 PDT,+0.238095+26.5961d
2017-03-28 00:00:25.260000 PDT,+0.238095-165.006d
2017-03-28 00:00:25.270000 PDT,+0.238095+3.61518d
2017-03-28 00:00:25.280000 PDT,+0.238095+172.459d
2017-03-28 00:00:25.290000 PDT,+0.238095-18.4732d
2017-03-28 00:00:25.300000 PDT,+0.238095+150.817d
2017-03-28 00:00:25.310000 PDT,+0.238095-39.669d
2017-03-28 00:00:25.320000 PDT,+0.238095+130.068d
2017-03-28 00:00:25.330000 PDT,+0.238095-59.9722d
2017-03-28 00:00:25.340000 PDT,+0.238095+110.211d
2017-03-28 00:00:25.350000 PDT,+0.238095-79.3829d
2017-03-28 00:00:25.360000 PDT,+0.238095+91.2464d
2017-03-28 00:00:25.370000 PDT,+0.238095-97.9011d
2017-03-28 00:00:25.380000 PDT,+0.238095+73.1746d
2017-03-28 00:00:25.390000 PDT,+0.238095-115.531d
2017-03-28 00:00:25.400000 PDT,+0.238095+55.9907d
2017-03-28 00:00:25.410000 PDT,+0.238095-132.264d
2017-03-28 00:00:25.420000 PDT,+0.238095+39.7039d
2017-03-28 00:00:25.430000 PDT,+0.238095-148.105d
2017-03-28 00:00:25.440000 PDT,+0.238095+24.3097d
2017-03-28 00:00:25.450000 PDT,+0.238095-163.053d
2017-03-28 00:00:25.460000 PDT,+0.238095+9.80797d
2017-03-28 00:00:25.470000 PDT,+0.238095-177.108d
2017-03-28 00:00:25.480000 PDT,+0.238095-3.80118d
2017-03-28 00:00:25.490000 PDT,+0.238095+169.729d
2017-03-28 00:00:25.500000 PDT,+0.238095-16.5178d
2017-03-28 00:00:25.510000 PDT,+0.238095+157.459d
2017-03-28 00:00:25.520000 PDT,+0.238095-28.3419d
2017-03-28 00:00:25.530000 PDT,+0.238095+146.081d
2017-03-28 00:00:25.540000 PDT,+0.238095-39.2734d
2017-03-28 00:00:25.550000 PDT,+0.238095+135.596d
2017-03-28 00:00:25.560000 PDT,+0.238095-49.3123d
2017-03-28 00:00:25.570000 PDT,+0.238095+126.003d
2017-03-28 00:00:25.580000 PDT,+0.238095-58.4588d
2017-03-28 00:00:25.590000 PDT,+0.238095+117.303d
2017-03-28 00:00:25.600000 PDT,+0.238095-66.7127d
2017-03-28 00:00:25.610000 PDT,+0.238095+109.495d
2017-03-28 00:00:25.620000 PDT,+0.238095-74.074d
2017-03-28 00:00:25.630000 PDT,+0.238095+102.58d
2017-03-28 00:00:25.640000 PDT,+0.238095-80.5471d
2017-03-28 00:00:25.650000 PDT,+0.238095+96.5532d
2017-03-28 00:00:25.660000 PDT,+0.238095-86.1234d
2017-03-28 00:00:25.670000 PDT,+0.238095+91.4232d
2017-03-28 00:00:25.680000 PDT,+0.238095-90.8071d
2017-03-28 00:00:25.690000 PDT,+0.238095+87.1858d
2017-03-28 00:00:25.700000 PDT,+0.238095-94.5982d
2017-03-28 00:00:25.710000 PDT,+0.238095+83.8409d
2017-03-28 00:00:25.720000 PDT,+0.238095-97.4968d
2017-03-28 00:00:25.730000 PDT,+0.238095+81.3886d
2017-03-28 00:00:25.740000 PDT,+0.238095-99.5029d
2017-03-28 00:00:25.750000 PDT,+0.238095+79.8288d
2017-03-28 00:00:25.760000 PDT,+0.238095-100.616d
2017-03-28 00:00:25.770000 PDT,+0.238095+79.1616d
2017-03-28 00:00:25.780000 PDT,+0.238095-100.837d
2017-03-28 00:00:25.790000 PDT,+0.238095+79.3869d
2017-03-28 00:00:25.800000 PDT,+0.238095-100.166d
2017-03-28 00:00:25.810000 PDT,+0.238095+80.5047d
2017-03-28 00:00:25.820000 PDT,+0.238095-98.6017d
2017-03-28 00:00:25.830000 PDT,+0.238095+82.5151d
2017-03-28 00:00:25.840000 PDT,+0.238095-96.145d
2017-03-28 00:00:25.850000 PDT,+0.238095+85.4181d
2017-03-28 00:00:25.860000 PDT,+0.238095-92.7958d
2017-03-28 00:00:25.870000 PDT,+0.238095+89.2136d
2017-03-28 00:00:25.880000 PDT,+0.238095-88.554d
