# file...... ../data_vfd_in_rec_pow_A.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,power_in_A
2017-03-28 00:00:12.930000 PDT,+1272.54+616.319j
2017-03-28 00:00:12.940000 PDT,+1268.96+614.586j
2017-03-28 00:00:12.950000 PDT,+1265.38+612.853j
2017-03-28 00:00:12.960000 PDT,+1261.81+611.121j
2017-03-28 00:00:12.970000 PDT,+1258.23+609.388j
2017-03-28 00:00:12.980000 PDT,+1254.65+607.655j
2017-03-28 00:00:12.990000 PDT,+1251.07+605.922j
2017-03-28 00:00:13.000000 PDT,+1247.49+604.189j
2017-03-28 00:00:13.010000 PDT,+1243.91+602.455j
2017-03-28 00:00:13.020000 PDT,+1240.34+600.722j
2017-03-28 00:00:13.030000 PDT,+1236.76+598.988j
2017-03-28 00:00:13.040000 PDT,+1233.18+597.254j
2017-03-28 00:00:13.050000 PDT,+1229.59+595.52j
2017-03-28 00:00:13.060000 PDT,+1226.01+593.785j
2017-03-28 00:00:13.070000 PDT,+1222.43+592.051j
2017-03-28 00:00:13.080000 PDT,+1218.85+590.316j
2017-03-28 00:00:13.090000 PDT,+1215.27+588.581j
2017-03-28 00:00:13.100000 PDT,+1211.68+586.845j
2017-03-28 00:00:13.110000 PDT,+1208.1+585.109j
2017-03-28 00:00:13.120000 PDT,+1204.51+583.373j
2017-03-28 00:00:13.130000 PDT,+1200.93+581.637j
2017-03-28 00:00:13.140000 PDT,+1197.34+579.9j
2017-03-28 00:00:13.150000 PDT,+1193.76+578.163j
2017-03-28 00:00:13.160000 PDT,+1190.17+576.426j
2017-03-28 00:00:13.170000 PDT,+1186.58+574.688j
2017-03-28 00:00:13.180000 PDT,+1182.99+572.95j
2017-03-28 00:00:13.190000 PDT,+1179.41+571.212j
2017-03-28 00:00:13.200000 PDT,+1175.82+569.474j
2017-03-28 00:00:13.210000 PDT,+1172.23+567.735j
2017-03-28 00:00:13.220000 PDT,+1168.64+565.996j
2017-03-28 00:00:13.230000 PDT,+1165.04+564.257j
2017-03-28 00:00:13.240000 PDT,+1161.45+562.517j
2017-03-28 00:00:13.250000 PDT,+1157.86+560.777j
2017-03-28 00:00:13.260000 PDT,+1154.27+559.037j
2017-03-28 00:00:13.270000 PDT,+1150.67+557.297j
2017-03-28 00:00:13.280000 PDT,+1147.08+555.557j
2017-03-28 00:00:13.290000 PDT,+1143.49+553.816j
2017-03-28 00:00:13.300000 PDT,+1139.89+552.076j
2017-03-28 00:00:13.310000 PDT,+1136.3+550.335j
2017-03-28 00:00:13.320000 PDT,+1132.71+548.594j
2017-03-28 00:00:13.330000 PDT,+1129.11+546.853j
2017-03-28 00:00:13.340000 PDT,+1125.52+545.112j
2017-03-28 00:00:13.350000 PDT,+1121.92+543.371j
2017-03-28 00:00:13.360000 PDT,+1118.33+541.63j
2017-03-28 00:00:13.370000 PDT,+1114.73+539.889j
2017-03-28 00:00:13.380000 PDT,+1111.14+538.148j
2017-03-28 00:00:13.390000 PDT,+1107.54+536.407j
2017-03-28 00:00:13.400000 PDT,+1103.95+534.666j
2017-03-28 00:00:13.410000 PDT,+1100.35+532.925j
2017-03-28 00:00:13.420000 PDT,+1096.76+531.184j
2017-03-28 00:00:13.430000 PDT,+1093.16+529.443j
2017-03-28 00:00:13.440000 PDT,+1089.57+527.703j
2017-03-28 00:00:13.450000 PDT,+1085.98+525.963j
2017-03-28 00:00:13.460000 PDT,+1082.38+524.223j
2017-03-28 00:00:13.470000 PDT,+1078.79+522.483j
2017-03-28 00:00:13.480000 PDT,+1075.2+520.743j
2017-03-28 00:00:13.490000 PDT,+1071.61+519.004j
2017-03-28 00:00:13.500000 PDT,+1068.02+517.266j
2017-03-28 00:00:13.510000 PDT,+1064.43+515.527j
2017-03-28 00:00:13.520000 PDT,+1060.84+513.789j
2017-03-28 00:00:13.530000 PDT,+1057.25+512.052j
2017-03-28 00:00:13.540000 PDT,+1053.67+510.314j
2017-03-28 00:00:13.550000 PDT,+1050.08+508.578j
2017-03-28 00:00:13.560000 PDT,+1046.5+506.842j
2017-03-28 00:00:13.570000 PDT,+1042.91+505.106j
2017-03-28 00:00:13.580000 PDT,+1039.33+503.371j
2017-03-28 00:00:13.590000 PDT,+1035.75+501.636j
2017-03-28 00:00:13.600000 PDT,+1032.17+499.903j
2017-03-28 00:00:13.610000 PDT,+1028.59+498.169j
2017-03-28 00:00:13.620000 PDT,+1025.01+496.437j
2017-03-28 00:00:13.630000 PDT,+1021.44+494.705j
2017-03-28 00:00:13.640000 PDT,+1017.86+492.974j
2017-03-28 00:00:13.650000 PDT,+1014.29+491.244j
2017-03-28 00:00:13.660000 PDT,+1010.72+489.514j
2017-03-28 00:00:13.670000 PDT,+1007.15+487.785j
2017-03-28 00:00:13.680000 PDT,+1003.58+486.057j
2017-03-28 00:00:13.690000 PDT,+1000.02+484.33j
2017-03-28 00:00:13.700000 PDT,+996.453+482.604j
2017-03-28 00:00:13.710000 PDT,+992.89+480.879j
2017-03-28 00:00:13.720000 PDT,+989.329+479.154j
2017-03-28 00:00:13.730000 PDT,+985.771+477.431j
2017-03-28 00:00:13.740000 PDT,+982.214+475.708j
2017-03-28 00:00:13.750000 PDT,+978.659+473.986j
2017-03-28 00:00:13.760000 PDT,+975.106+472.266j
2017-03-28 00:00:13.770000 PDT,+971.556+470.546j
2017-03-28 00:00:13.780000 PDT,+968.007+468.827j
2017-03-28 00:00:13.790000 PDT,+964.46+467.109j
2017-03-28 00:00:13.800000 PDT,+960.916+465.393j
2017-03-28 00:00:13.810000 PDT,+957.373+463.677j
2017-03-28 00:00:13.820000 PDT,+953.833+461.963j
2017-03-28 00:00:13.830000 PDT,+950.295+460.249j
2017-03-28 00:00:13.840000 PDT,+946.76+458.537j
2017-03-28 00:00:13.850000 PDT,+943.226+456.825j
2017-03-28 00:00:13.860000 PDT,+939.695+455.115j
2017-03-28 00:00:13.870000 PDT,+936.166+453.406j
2017-03-28 00:00:13.880000 PDT,+932.639+451.698j
2017-03-28 00:00:13.890000 PDT,+929.114+449.991j
2017-03-28 00:00:13.900000 PDT,+925.592+448.285j
2017-03-28 00:00:13.910000 PDT,+922.072+446.58j
2017-03-28 00:00:13.920000 PDT,+918.554+444.876j
2017-03-28 00:00:13.930000 PDT,+915.039+443.173j
2017-03-28 00:00:13.940000 PDT,+911.525+441.472j
2017-03-28 00:00:13.950000 PDT,+908.015+439.771j
2017-03-28 00:00:13.960000 PDT,+904.506+438.072j
2017-03-28 00:00:13.970000 PDT,+900.999+436.374j
2017-03-28 00:00:13.980000 PDT,+897.495+434.677j
2017-03-28 00:00:13.990000 PDT,+893.993+432.98j
2017-03-28 00:00:14.000000 PDT,+890.493+431.285j
2017-03-28 00:00:14.010000 PDT,+886.995+429.591j
2017-03-28 00:00:14.020000 PDT,+883.499+427.898j
2017-03-28 00:00:14.030000 PDT,+880.006+426.206j
2017-03-28 00:00:14.040000 PDT,+876.514+424.515j
2017-03-28 00:00:14.050000 PDT,+873.025+422.825j
2017-03-28 00:00:14.060000 PDT,+869.537+421.136j
2017-03-28 00:00:14.070000 PDT,+866.052+419.448j
2017-03-28 00:00:14.080000 PDT,+862.568+417.761j
2017-03-28 00:00:14.090000 PDT,+859.086+416.074j
2017-03-28 00:00:14.100000 PDT,+855.606+414.389j
2017-03-28 00:00:14.110000 PDT,+852.128+412.705j
2017-03-28 00:00:14.120000 PDT,+848.652+411.021j
2017-03-28 00:00:14.130000 PDT,+845.177+409.338j
2017-03-28 00:00:14.140000 PDT,+841.704+407.656j
2017-03-28 00:00:14.150000 PDT,+838.232+405.974j
2017-03-28 00:00:14.160000 PDT,+834.762+404.294j
2017-03-28 00:00:14.170000 PDT,+831.294+402.614j
2017-03-28 00:00:14.180000 PDT,+827.827+400.935j
2017-03-28 00:00:14.190000 PDT,+824.361+399.256j
2017-03-28 00:00:14.200000 PDT,+820.896+397.578j
2017-03-28 00:00:14.210000 PDT,+817.432+395.901j
2017-03-28 00:00:14.220000 PDT,+813.97+394.224j
2017-03-28 00:00:14.230000 PDT,+810.509+392.547j
2017-03-28 00:00:14.240000 PDT,+807.048+390.871j
2017-03-28 00:00:14.250000 PDT,+803.589+389.196j
2017-03-28 00:00:14.260000 PDT,+800.13+387.521j
2017-03-28 00:00:14.270000 PDT,+796.672+385.846j
2017-03-28 00:00:14.280000 PDT,+793.215+384.172j
2017-03-28 00:00:14.290000 PDT,+789.758+382.497j
2017-03-28 00:00:14.300000 PDT,+786.302+380.823j
2017-03-28 00:00:14.310000 PDT,+782.846+379.15j
2017-03-28 00:00:14.320000 PDT,+779.39+377.476j
2017-03-28 00:00:14.330000 PDT,+775.935+375.803j
2017-03-28 00:00:14.340000 PDT,+772.48+374.129j
2017-03-28 00:00:14.350000 PDT,+769.025+372.456j
2017-03-28 00:00:14.360000 PDT,+765.569+370.782j
2017-03-28 00:00:14.370000 PDT,+762.114+369.109j
2017-03-28 00:00:14.380000 PDT,+758.658+367.435j
2017-03-28 00:00:14.390000 PDT,+755.202+365.761j
2017-03-28 00:00:14.400000 PDT,+751.746+364.087j
2017-03-28 00:00:14.410000 PDT,+748.289+362.413j
2017-03-28 00:00:14.420000 PDT,+744.831+360.738j
2017-03-28 00:00:14.430000 PDT,+741.373+359.063j
2017-03-28 00:00:14.440000 PDT,+737.914+357.388j
2017-03-28 00:00:14.450000 PDT,+734.454+355.712j
2017-03-28 00:00:14.460000 PDT,+730.993+354.036j
2017-03-28 00:00:14.470000 PDT,+727.531+352.359j
2017-03-28 00:00:14.480000 PDT,+724.067+350.682j
2017-03-28 00:00:14.490000 PDT,+720.603+349.004j
2017-03-28 00:00:14.500000 PDT,+717.137+347.325j
2017-03-28 00:00:14.510000 PDT,+713.669+345.646j
2017-03-28 00:00:14.520000 PDT,+710.2+343.966j
2017-03-28 00:00:14.530000 PDT,+706.729+342.285j
2017-03-28 00:00:14.540000 PDT,+703.257+340.603j
2017-03-28 00:00:14.550000 PDT,+699.782+338.92j
2017-03-28 00:00:14.560000 PDT,+696.306+337.236j
2017-03-28 00:00:14.570000 PDT,+692.828+335.552j
2017-03-28 00:00:14.580000 PDT,+689.347+333.866j
2017-03-28 00:00:14.590000 PDT,+685.864+332.179j
2017-03-28 00:00:14.600000 PDT,+682.379+330.491j
2017-03-28 00:00:14.610000 PDT,+678.892+328.802j
2017-03-28 00:00:14.620000 PDT,+675.402+327.112j
2017-03-28 00:00:14.630000 PDT,+671.91+325.421j
2017-03-28 00:00:14.640000 PDT,+668.415+323.728j
2017-03-28 00:00:14.650000 PDT,+664.917+322.034j
2017-03-28 00:00:14.660000 PDT,+661.417+320.339j
2017-03-28 00:00:14.670000 PDT,+657.914+318.642j
2017-03-28 00:00:14.680000 PDT,+654.407+316.944j
2017-03-28 00:00:14.690000 PDT,+650.898+315.244j
2017-03-28 00:00:14.700000 PDT,+647.386+313.543j
2017-03-28 00:00:14.710000 PDT,+643.871+311.841j
2017-03-28 00:00:14.720000 PDT,+640.353+310.137j
2017-03-28 00:00:14.730000 PDT,+636.831+308.431j
2017-03-28 00:00:14.740000 PDT,+633.306+306.724j
2017-03-28 00:00:14.750000 PDT,+629.778+305.016j
2017-03-28 00:00:14.760000 PDT,+626.247+303.305j
2017-03-28 00:00:14.770000 PDT,+622.712+301.593j
2017-03-28 00:00:14.780000 PDT,+619.174+299.88j
2017-03-28 00:00:14.790000 PDT,+615.633+298.164j
2017-03-28 00:00:14.800000 PDT,+612.088+296.448j
2017-03-28 00:00:14.810000 PDT,+608.539+294.729j
2017-03-28 00:00:14.820000 PDT,+604.987+293.009j
2017-03-28 00:00:14.830000 PDT,+601.431+291.287j
2017-03-28 00:00:14.840000 PDT,+597.872+289.563j
2017-03-28 00:00:14.850000 PDT,+594.31+287.837j
2017-03-28 00:00:14.860000 PDT,+590.744+286.11j
2017-03-28 00:00:14.870000 PDT,+587.174+284.381j
2017-03-28 00:00:14.880000 PDT,+583.601+282.651j
2017-03-28 00:00:14.890000 PDT,+580.024+280.919j
2017-03-28 00:00:14.900000 PDT,+576.444+279.185j
2017-03-28 00:00:14.910000 PDT,+572.86+277.449j
2017-03-28 00:00:14.920000 PDT,+569.273+275.712j
2017-03-28 00:00:14.930000 PDT,+565.683+273.973j
2017-03-28 00:00:14.940000 PDT,+562.089+272.232j
2017-03-28 00:00:14.950000 PDT,+558.492+270.49j
2017-03-28 00:00:14.960000 PDT,+554.891+268.746j
2017-03-28 00:00:14.970000 PDT,+551.288+267.001j
2017-03-28 00:00:14.980000 PDT,+547.681+265.254j
2017-03-28 00:00:14.990000 PDT,+544.071+263.506j
2017-03-28 00:00:15.000000 PDT,+540.458+261.756j
2017-03-28 00:00:15.010000 PDT,+536.842+260.004j
2017-03-28 00:00:15.020000 PDT,+533.223+258.252j
2017-03-28 00:00:15.030000 PDT,+529.602+256.498j
2017-03-28 00:00:15.040000 PDT,+525.978+254.743j
2017-03-28 00:00:15.050000 PDT,+522.351+252.986j
2017-03-28 00:00:15.060000 PDT,+518.721+251.228j
2017-03-28 00:00:15.070000 PDT,+515.09+249.469j
2017-03-28 00:00:15.080000 PDT,+511.456+247.709j
2017-03-28 00:00:15.090000 PDT,+507.82+245.948j
2017-03-28 00:00:15.100000 PDT,+504.182+244.186j
2017-03-28 00:00:15.110000 PDT,+500.542+242.423j
2017-03-28 00:00:15.120000 PDT,+496.9+240.66j
2017-03-28 00:00:15.130000 PDT,+493.256+238.895j
2017-03-28 00:00:15.140000 PDT,+489.612+237.13j
2017-03-28 00:00:15.150000 PDT,+485.965+235.364j
2017-03-28 00:00:15.160000 PDT,+482.318+233.597j
2017-03-28 00:00:15.170000 PDT,+478.67+231.83j
2017-03-28 00:00:15.180000 PDT,+475.021+230.063j
2017-03-28 00:00:15.190000 PDT,+471.371+228.295j
2017-03-28 00:00:15.200000 PDT,+467.721+226.527j
2017-03-28 00:00:15.210000 PDT,+463.951+224.702j
2017-03-28 00:00:16 PDT,+463.951+224.702j
2017-03-28 00:00:17 PDT,+463.951+224.702j
2017-03-28 00:00:18.000000 PDT,+463.951+224.702j
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0+0j
2017-03-28 00:00:24.020000 PDT,+118.707+57.4924j
2017-03-28 00:00:24.030000 PDT,+119.281+57.7703j
2017-03-28 00:00:24.040000 PDT,+119.853+58.0475j
2017-03-28 00:00:24.050000 PDT,+120.424+58.3241j
2017-03-28 00:00:24.060000 PDT,+120.994+58.6001j
2017-03-28 00:00:24.070000 PDT,+121.563+58.8754j
2017-03-28 00:00:24.080000 PDT,+122.13+59.1502j
2017-03-28 00:00:24.090000 PDT,+122.696+59.4244j
2017-03-28 00:00:24.100000 PDT,+123.261+59.698j
2017-03-28 00:00:24.110000 PDT,+123.825+59.971j
2017-03-28 00:00:24.120000 PDT,+124.387+60.2435j
2017-03-28 00:00:24.130000 PDT,+124.949+60.5154j
2017-03-28 00:00:24.140000 PDT,+125.509+60.7868j
2017-03-28 00:00:24.150000 PDT,+126.068+61.0577j
2017-03-28 00:00:24.160000 PDT,+126.627+61.328j
2017-03-28 00:00:24.170000 PDT,+127.184+61.5979j
2017-03-28 00:00:24.180000 PDT,+127.74+61.8672j
2017-03-28 00:00:24.190000 PDT,+128.295+62.1361j
2017-03-28 00:00:24.200000 PDT,+128.849+62.4044j
2017-03-28 00:00:24.210000 PDT,+129.402+62.6723j
2017-03-28 00:00:24.220000 PDT,+129.954+62.9398j
2017-03-28 00:00:24.230000 PDT,+130.506+63.2068j
2017-03-28 00:00:24.240000 PDT,+131.056+63.4733j
2017-03-28 00:00:24.250000 PDT,+131.605+63.7394j
2017-03-28 00:00:24.260000 PDT,+132.154+64.0051j
2017-03-28 00:00:24.270000 PDT,+132.702+64.2704j
2017-03-28 00:00:24.280000 PDT,+133.249+64.5352j
2017-03-28 00:00:24.290000 PDT,+133.795+64.7996j
2017-03-28 00:00:24.300000 PDT,+134.34+65.0637j
2017-03-28 00:00:24.310000 PDT,+134.884+65.3273j
2017-03-28 00:00:24.320000 PDT,+135.428+65.5906j
2017-03-28 00:00:24.330000 PDT,+135.97+65.8535j
2017-03-28 00:00:24.340000 PDT,+136.513+66.116j
2017-03-28 00:00:24.350000 PDT,+137.054+66.3782j
2017-03-28 00:00:24.360000 PDT,+137.594+66.64j
2017-03-28 00:00:24.370000 PDT,+138.134+66.9015j
2017-03-28 00:00:24.380000 PDT,+138.673+67.1626j
2017-03-28 00:00:24.390000 PDT,+139.212+67.4234j
2017-03-28 00:00:24.400000 PDT,+139.75+67.6839j
2017-03-28 00:00:24.410000 PDT,+140.287+67.944j
2017-03-28 00:00:24.420000 PDT,+140.823+68.2039j
2017-03-28 00:00:24.430000 PDT,+141.359+68.4634j
2017-03-28 00:00:24.440000 PDT,+141.895+68.7226j
2017-03-28 00:00:24.450000 PDT,+142.429+68.9816j
2017-03-28 00:00:24.460000 PDT,+142.963+69.2402j
2017-03-28 00:00:24.470000 PDT,+143.497+69.4986j
2017-03-28 00:00:24.480000 PDT,+144.03+69.7567j
2017-03-28 00:00:24.490000 PDT,+144.562+70.0145j
2017-03-28 00:00:24.500000 PDT,+145.094+70.2721j
2017-03-28 00:00:24.510000 PDT,+145.625+70.5294j
2017-03-28 00:00:24.520000 PDT,+146.156+70.7864j
2017-03-28 00:00:24.530000 PDT,+146.686+71.0432j
2017-03-28 00:00:24.540000 PDT,+147.216+71.2997j
2017-03-28 00:00:24.550000 PDT,+147.745+71.5561j
2017-03-28 00:00:24.560000 PDT,+148.274+71.8121j
2017-03-28 00:00:24.570000 PDT,+148.802+72.068j
2017-03-28 00:00:24.580000 PDT,+149.33+72.3236j
2017-03-28 00:00:24.590000 PDT,+149.857+72.579j
2017-03-28 00:00:24.600000 PDT,+150.384+72.8342j
2017-03-28 00:00:24.610000 PDT,+150.91+73.0892j
2017-03-28 00:00:24.620000 PDT,+151.436+73.344j
2017-03-28 00:00:24.630000 PDT,+151.962+73.5986j
2017-03-28 00:00:24.640000 PDT,+152.487+73.853j
2017-03-28 00:00:24.650000 PDT,+153.012+74.1072j
2017-03-28 00:00:24.660000 PDT,+153.537+74.3612j
2017-03-28 00:00:24.670000 PDT,+154.061+74.6151j
2017-03-28 00:00:24.680000 PDT,+154.585+74.8688j
2017-03-28 00:00:24.690000 PDT,+155.108+75.1223j
2017-03-28 00:00:24.700000 PDT,+155.631+75.3756j
2017-03-28 00:00:24.710000 PDT,+156.154+75.6288j
2017-03-28 00:00:24.720000 PDT,+156.676+75.8818j
2017-03-28 00:00:24.730000 PDT,+157.198+76.1346j
2017-03-28 00:00:24.740000 PDT,+157.72+76.3873j
2017-03-28 00:00:24.750000 PDT,+158.242+76.6399j
2017-03-28 00:00:24.760000 PDT,+158.763+76.8923j
2017-03-28 00:00:24.770000 PDT,+159.284+77.1446j
2017-03-28 00:00:24.780000 PDT,+159.804+77.3968j
2017-03-28 00:00:24.790000 PDT,+160.325+77.6488j
2017-03-28 00:00:24.800000 PDT,+160.845+77.9007j
2017-03-28 00:00:24.810000 PDT,+161.365+78.1524j
2017-03-28 00:00:24.820000 PDT,+161.884+78.4041j
2017-03-28 00:00:24.830000 PDT,+162.404+78.6556j
2017-03-28 00:00:24.840000 PDT,+162.923+78.907j
2017-03-28 00:00:24.850000 PDT,+163.442+79.1583j
2017-03-28 00:00:24.860000 PDT,+163.96+79.4095j
2017-03-28 00:00:24.870000 PDT,+164.479+79.6606j
2017-03-28 00:00:24.880000 PDT,+164.997+79.9117j
2017-03-28 00:00:24.890000 PDT,+165.515+80.1626j
2017-03-28 00:00:24.900000 PDT,+166.033+80.4134j
2017-03-28 00:00:24.910000 PDT,+166.551+80.6641j
2017-03-28 00:00:24.920000 PDT,+167.068+80.9147j
2017-03-28 00:00:24.930000 PDT,+167.585+81.1653j
2017-03-28 00:00:24.940000 PDT,+168.103+81.4158j
2017-03-28 00:00:24.950000 PDT,+168.62+81.6662j
2017-03-28 00:00:24.960000 PDT,+169.136+81.9165j
2017-03-28 00:00:24.970000 PDT,+169.653+82.1668j
2017-03-28 00:00:24.980000 PDT,+170.17+82.4169j
2017-03-28 00:00:24.990000 PDT,+170.686+82.6671j
2017-03-28 00:00:25.000000 PDT,+170.822+82.7331j
2017-03-28 00:00:25.010000 PDT,+172.289+83.4432j
2017-03-28 00:00:25.020000 PDT,+173.754+84.1529j
2017-03-28 00:00:25.030000 PDT,+175.219+84.8623j
2017-03-28 00:00:25.040000 PDT,+176.683+85.5713j
2017-03-28 00:00:25.050000 PDT,+178.146+86.2801j
2017-03-28 00:00:25.060000 PDT,+179.609+86.9887j
2017-03-28 00:00:25.070000 PDT,+181.072+87.6971j
2017-03-28 00:00:25.080000 PDT,+182.534+88.4055j
2017-03-28 00:00:25.090000 PDT,+183.997+89.1138j
2017-03-28 00:00:25.100000 PDT,+185.459+89.8221j
2017-03-28 00:00:25.110000 PDT,+186.922+90.5304j
2017-03-28 00:00:25.120000 PDT,+188.385+91.2389j
2017-03-28 00:00:25.130000 PDT,+189.848+91.9474j
2017-03-28 00:00:25.140000 PDT,+191.311+92.6561j
2017-03-28 00:00:25.150000 PDT,+192.775+93.3651j
2017-03-28 00:00:25.160000 PDT,+194.239+94.0742j
2017-03-28 00:00:25.170000 PDT,+195.704+94.7837j
2017-03-28 00:00:25.180000 PDT,+197.169+95.4934j
2017-03-28 00:00:25.190000 PDT,+198.635+96.2035j
2017-03-28 00:00:25.200000 PDT,+200.102+96.914j
2017-03-28 00:00:25.210000 PDT,+201.57+97.6248j
2017-03-28 00:00:25.220000 PDT,+203.039+98.3361j
2017-03-28 00:00:25.230000 PDT,+204.508+99.0479j
2017-03-28 00:00:25.240000 PDT,+205.979+99.7602j
2017-03-28 00:00:25.250000 PDT,+207.451+100.473j
2017-03-28 00:00:25.260000 PDT,+208.923+101.186j
2017-03-28 00:00:25.270000 PDT,+210.397+101.9j
2017-03-28 00:00:25.280000 PDT,+211.873+102.615j
2017-03-28 00:00:25.290000 PDT,+213.349+103.33j
2017-03-28 00:00:25.300000 PDT,+214.827+104.045j
2017-03-28 00:00:25.310000 PDT,+216.306+104.762j
2017-03-28 00:00:25.320000 PDT,+217.786+105.479j
2017-03-28 00:00:25.330000 PDT,+219.268+106.196j
2017-03-28 00:00:25.340000 PDT,+220.751+106.915j
2017-03-28 00:00:25.350000 PDT,+222.236+107.634j
2017-03-28 00:00:25.360000 PDT,+223.722+108.354j
2017-03-28 00:00:25.370000 PDT,+225.21+109.074j
2017-03-28 00:00:25.380000 PDT,+226.7+109.796j
2017-03-28 00:00:25.390000 PDT,+228.191+110.518j
2017-03-28 00:00:25.400000 PDT,+229.684+111.241j
2017-03-28 00:00:25.410000 PDT,+231.178+111.965j
2017-03-28 00:00:25.420000 PDT,+232.674+112.689j
2017-03-28 00:00:25.430000 PDT,+234.172+113.415j
2017-03-28 00:00:25.440000 PDT,+235.671+114.141j
2017-03-28 00:00:25.450000 PDT,+237.173+114.868j
2017-03-28 00:00:25.460000 PDT,+238.676+115.596j
2017-03-28 00:00:25.470000 PDT,+240.18+116.325j
2017-03-28 00:00:25.480000 PDT,+241.687+117.054j
2017-03-28 00:00:25.490000 PDT,+243.196+117.785j
2017-03-28 00:00:25.500000 PDT,+244.706+118.516j
2017-03-28 00:00:25.510000 PDT,+246.218+119.249j
2017-03-28 00:00:25.520000 PDT,+247.732+119.982j
2017-03-28 00:00:25.530000 PDT,+249.248+120.716j
2017-03-28 00:00:25.540000 PDT,+250.766+121.451j
2017-03-28 00:00:25.550000 PDT,+252.286+122.187j
2017-03-28 00:00:25.560000 PDT,+253.807+122.924j
2017-03-28 00:00:25.570000 PDT,+255.331+123.662j
2017-03-28 00:00:25.580000 PDT,+256.856+124.401j
2017-03-28 00:00:25.590000 PDT,+258.384+125.141j
2017-03-28 00:00:25.600000 PDT,+259.913+125.882j
2017-03-28 00:00:25.610000 PDT,+261.444+126.623j
2017-03-28 00:00:25.620000 PDT,+262.978+127.366j
2017-03-28 00:00:25.630000 PDT,+264.513+128.109j
2017-03-28 00:00:25.640000 PDT,+266.05+128.854j
2017-03-28 00:00:25.650000 PDT,+267.589+129.599j
2017-03-28 00:00:25.660000 PDT,+269.13+130.346j
2017-03-28 00:00:25.670000 PDT,+270.674+131.093j
2017-03-28 00:00:25.680000 PDT,+272.219+131.841j
2017-03-28 00:00:25.690000 PDT,+273.766+132.591j
2017-03-28 00:00:25.700000 PDT,+275.314+133.341j
2017-03-28 00:00:25.710000 PDT,+276.865+134.092j
2017-03-28 00:00:25.720000 PDT,+278.418+134.844j
2017-03-28 00:00:25.730000 PDT,+279.973+135.597j
2017-03-28 00:00:25.740000 PDT,+281.53+136.351j
2017-03-28 00:00:25.750000 PDT,+283.088+137.106j
2017-03-28 00:00:25.760000 PDT,+284.649+137.862j
2017-03-28 00:00:25.770000 PDT,+286.212+138.619j
2017-03-28 00:00:25.780000 PDT,+287.776+139.376j
2017-03-28 00:00:25.790000 PDT,+289.342+140.135j
2017-03-28 00:00:25.800000 PDT,+290.911+140.894j
2017-03-28 00:00:25.810000 PDT,+292.481+141.655j
2017-03-28 00:00:25.820000 PDT,+294.053+142.416j
2017-03-28 00:00:25.830000 PDT,+295.627+143.179j
2017-03-28 00:00:25.840000 PDT,+297.203+143.942j
2017-03-28 00:00:25.850000 PDT,+298.78+144.706j
2017-03-28 00:00:25.860000 PDT,+300.36+145.471j
2017-03-28 00:00:25.870000 PDT,+301.941+146.237j
2017-03-28 00:00:25.880000 PDT,+303.524+147.004j
2017-03-28 00:00:25.890000 PDT,+305.109+147.771j
2017-03-28 00:00:25.900000 PDT,+306.696+148.54j
2017-03-28 00:00:25.910000 PDT,+308.285+149.309j
2017-03-28 00:00:25.920000 PDT,+309.875+150.079j
2017-03-28 00:00:25.930000 PDT,+311.467+150.85j
2017-03-28 00:00:25.940000 PDT,+313.061+151.622j
2017-03-28 00:00:25.950000 PDT,+314.657+152.395j
2017-03-28 00:00:25.960000 PDT,+316.254+153.169j
2017-03-28 00:00:25.970000 PDT,+317.853+153.943j
2017-03-28 00:00:25.980000 PDT,+319.454+154.718j
2017-03-28 00:00:25.990000 PDT,+321.056+155.495j
2017-03-28 00:00:26.000000 PDT,+322.66+156.271j
2017-03-28 00:00:26.010000 PDT,+324.266+157.049j
2017-03-28 00:00:26.020000 PDT,+325.873+157.828j
2017-03-28 00:00:26.030000 PDT,+327.482+158.607j
2017-03-28 00:00:26.040000 PDT,+329.092+159.387j
2017-03-28 00:00:26.050000 PDT,+330.704+160.167j
2017-03-28 00:00:26.060000 PDT,+332.318+160.949j
2017-03-28 00:00:26.070000 PDT,+333.933+161.731j
2017-03-28 00:00:26.080000 PDT,+335.55+162.514j
2017-03-28 00:00:26.090000 PDT,+337.168+163.298j
2017-03-28 00:00:26.100000 PDT,+338.788+164.082j
2017-03-28 00:00:26.110000 PDT,+340.409+164.868j
2017-03-28 00:00:26.120000 PDT,+342.032+165.653j
2017-03-28 00:00:26.130000 PDT,+343.656+166.44j
2017-03-28 00:00:26.140000 PDT,+345.281+167.227j
2017-03-28 00:00:26.150000 PDT,+346.908+168.015j
2017-03-28 00:00:26.160000 PDT,+348.536+168.804j
2017-03-28 00:00:26.170000 PDT,+350.165+169.593j
2017-03-28 00:00:26.180000 PDT,+351.796+170.383j
2017-03-28 00:00:26.190000 PDT,+353.428+171.173j
