# file...... ../data_vfd_out_rec_curr_C.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_out_C
2017-03-28 00:00:12.980000 PDT,+0.238095-8.92957d
2017-03-28 00:00:12.990000 PDT,+0.238095-56.7045d
2017-03-28 00:00:13.000000 PDT,+0.238095-104.967d
2017-03-28 00:00:13.010000 PDT,+0.238095-153.717d
2017-03-28 00:00:13.020000 PDT,+0.238095+157.046d
2017-03-28 00:00:13.030000 PDT,+0.238095+107.321d
2017-03-28 00:00:13.040000 PDT,+0.238095+57.1082d
2017-03-28 00:00:13.050000 PDT,+0.238095+6.40826d
2017-03-28 00:00:13.060000 PDT,+0.238095-44.7792d
2017-03-28 00:00:13.070000 PDT,+0.238095-96.4541d
2017-03-28 00:00:13.080000 PDT,+0.238095-148.617d
2017-03-28 00:00:13.090000 PDT,+0.238095+158.733d
2017-03-28 00:00:13.100000 PDT,+0.238095+105.596d
2017-03-28 00:00:13.110000 PDT,+0.238095+51.9711d
2017-03-28 00:00:13.120000 PDT,+0.238095-2.14139d
2017-03-28 00:00:13.130000 PDT,+0.238095-56.7413d
2017-03-28 00:00:13.140000 PDT,+0.238095-111.83d
2017-03-28 00:00:13.150000 PDT,+0.238095-167.405d
2017-03-28 00:00:13.160000 PDT,+0.238095+136.533d
2017-03-28 00:00:13.170000 PDT,+0.238095+79.9826d
2017-03-28 00:00:13.180000 PDT,+0.238095+22.9451d
2017-03-28 00:00:13.190000 PDT,+0.238095-34.5798d
2017-03-28 00:00:13.200000 PDT,+0.238095-92.5923d
2017-03-28 00:00:13.210000 PDT,+0.238095-151.092d
2017-03-28 00:00:13.220000 PDT,+0.238095+149.92d
2017-03-28 00:00:13.230000 PDT,+0.238095+90.4454d
2017-03-28 00:00:13.240000 PDT,+0.238095+30.483d
2017-03-28 00:00:13.250000 PDT,+0.238095-29.967d
2017-03-28 00:00:13.260000 PDT,+0.238095-90.9044d
2017-03-28 00:00:13.270000 PDT,+0.238095-152.329d
2017-03-28 00:00:13.280000 PDT,+0.238095+145.758d
2017-03-28 00:00:13.290000 PDT,+0.238095+83.3582d
2017-03-28 00:00:13.300000 PDT,+0.238095+20.4708d
2017-03-28 00:00:13.310000 PDT,+0.238095-42.9041d
2017-03-28 00:00:13.320000 PDT,+0.238095-106.767d
2017-03-28 00:00:13.330000 PDT,+0.238095-171.117d
2017-03-28 00:00:13.340000 PDT,+0.238095+124.046d
2017-03-28 00:00:13.350000 PDT,+0.238095+58.7211d
2017-03-28 00:00:13.360000 PDT,+0.238095-7.09132d
2017-03-28 00:00:13.370000 PDT,+0.238095-73.3913d
2017-03-28 00:00:13.380000 PDT,+0.238095-140.179d
2017-03-28 00:00:13.390000 PDT,+0.238095+152.545d
2017-03-28 00:00:13.400000 PDT,+0.238095+84.7823d
2017-03-28 00:00:13.410000 PDT,+0.238095+16.5324d
2017-03-28 00:00:13.420000 PDT,+0.238095-52.205d
2017-03-28 00:00:13.430000 PDT,+0.238095-121.43d
2017-03-28 00:00:13.440000 PDT,+0.238095+168.858d
2017-03-28 00:00:13.450000 PDT,+0.238095+98.6577d
2017-03-28 00:00:13.460000 PDT,+0.238095+27.9702d
2017-03-28 00:00:13.470000 PDT,+0.238095-43.2047d
2017-03-28 00:00:13.480000 PDT,+0.238095-114.867d
2017-03-28 00:00:13.490000 PDT,+0.238095+172.983d
2017-03-28 00:00:13.500000 PDT,+0.238095+100.346d
2017-03-28 00:00:13.510000 PDT,+0.238095+27.2206d
2017-03-28 00:00:13.520000 PDT,+0.238095-46.3919d
2017-03-28 00:00:13.530000 PDT,+0.238095-120.492d
2017-03-28 00:00:13.540000 PDT,+0.238095+164.921d
2017-03-28 00:00:13.550000 PDT,+0.238095+89.8459d
2017-03-28 00:00:13.560000 PDT,+0.238095+14.2834d
2017-03-28 00:00:13.570000 PDT,+0.238095-61.7665d
2017-03-28 00:00:13.580000 PDT,+0.238095-138.304d
2017-03-28 00:00:13.590000 PDT,+0.238095+144.671d
2017-03-28 00:00:13.600000 PDT,+0.238095+67.1587d
2017-03-28 00:00:13.610000 PDT,+0.238095-10.8412d
2017-03-28 00:00:13.620000 PDT,+0.238095-89.3286d
2017-03-28 00:00:13.630000 PDT,+0.238095-168.304d
2017-03-28 00:00:13.640000 PDT,+0.238095+112.232d
2017-03-28 00:00:13.650000 PDT,+0.238095+32.2822d
2017-03-28 00:00:13.660000 PDT,+0.238095-48.1552d
2017-03-28 00:00:13.670000 PDT,+0.238095-129.08d
2017-03-28 00:00:13.680000 PDT,+0.238095+149.507d
2017-03-28 00:00:13.690000 PDT,+0.238095+67.6075d
2017-03-28 00:00:13.700000 PDT,+0.238095-14.7799d
2017-03-28 00:00:13.710000 PDT,+0.238095-97.6548d
2017-03-28 00:00:13.720000 PDT,+0.238095+178.983d
2017-03-28 00:00:13.730000 PDT,+0.238095+95.1328d
2017-03-28 00:00:13.740000 PDT,+0.238095+10.7954d
2017-03-28 00:00:13.750000 PDT,+0.238095-74.0295d
2017-03-28 00:00:13.760000 PDT,+0.238095-159.342d
2017-03-28 00:00:13.770000 PDT,+0.238095+114.858d
2017-03-28 00:00:13.780000 PDT,+0.238095+28.5707d
2017-03-28 00:00:13.790000 PDT,+0.238095-58.2042d
2017-03-28 00:00:13.800000 PDT,+0.238095-145.467d
2017-03-28 00:00:13.810000 PDT,+0.238095+126.783d
2017-03-28 00:00:13.820000 PDT,+0.238095+38.5461d
2017-03-28 00:00:13.830000 PDT,+0.238095-50.1788d
2017-03-28 00:00:13.840000 PDT,+0.238095-139.391d
2017-03-28 00:00:13.850000 PDT,+0.238095+130.909d
2017-03-28 00:00:13.860000 PDT,+0.238095+40.7214d
2017-03-28 00:00:13.870000 PDT,+0.238095-49.9535d
2017-03-28 00:00:13.880000 PDT,+0.238095-141.116d
2017-03-28 00:00:13.890000 PDT,+0.238095+127.232d
2017-03-28 00:00:13.900000 PDT,+0.238095+35.0946d
2017-03-28 00:00:13.910000 PDT,+0.238095-57.5303d
2017-03-28 00:00:13.920000 PDT,+0.238095-150.643d
2017-03-28 00:00:13.930000 PDT,+0.238095+115.757d
2017-03-28 00:00:13.940000 PDT,+0.238095+21.6699d
2017-03-28 00:00:13.950000 PDT,+0.238095-72.905d
2017-03-28 00:00:13.960000 PDT,+0.238095-167.967d
2017-03-28 00:00:13.970000 PDT,+0.238095+96.4827d
2017-03-28 00:00:13.980000 PDT,+0.238095+0.445295d
2017-03-28 00:00:13.990000 PDT,+0.238095-96.0796d
2017-03-28 00:00:14.000000 PDT,+0.238095+166.908d
2017-03-28 00:00:14.010000 PDT,+0.238095+69.4081d
2017-03-28 00:00:14.020000 PDT,+0.238095-28.5793d
2017-03-28 00:00:14.030000 PDT,+0.238095-127.054d
2017-03-28 00:00:14.040000 PDT,+0.238095+133.983d
2017-03-28 00:00:14.050000 PDT,+0.238095+34.5334d
2017-03-28 00:00:14.060000 PDT,+0.238095-65.404d
2017-03-28 00:00:14.070000 PDT,+0.238095-165.829d
2017-03-28 00:00:14.080000 PDT,+0.238095+93.2587d
2017-03-28 00:00:14.090000 PDT,+0.238095-8.14117d
2017-03-28 00:00:14.100000 PDT,+0.238095-110.029d
2017-03-28 00:00:14.110000 PDT,+0.238095+147.597d
2017-03-28 00:00:14.120000 PDT,+0.238095+44.7341d
2017-03-28 00:00:14.130000 PDT,+0.238095-58.6158d
2017-03-28 00:00:14.140000 PDT,+0.238095-162.456d
2017-03-28 00:00:14.150000 PDT,+0.238095+93.2194d
2017-03-28 00:00:14.160000 PDT,+0.238095-11.593d
2017-03-28 00:00:14.170000 PDT,+0.238095-116.893d
2017-03-28 00:00:14.180000 PDT,+0.238095+137.32d
2017-03-28 00:00:14.190000 PDT,+0.238095+31.0448d
2017-03-28 00:00:14.200000 PDT,+0.238095-75.7175d
2017-03-28 00:00:14.210000 PDT,+0.238095+177.033d
2017-03-28 00:00:14.220000 PDT,+0.238095+69.2952d
2017-03-28 00:00:14.230000 PDT,+0.238095-38.9297d
2017-03-28 00:00:14.240000 PDT,+0.238095-147.642d
2017-03-28 00:00:14.250000 PDT,+0.238095+103.158d
2017-03-28 00:00:14.260000 PDT,+0.238095-6.52943d
2017-03-28 00:00:14.270000 PDT,+0.238095-116.704d
2017-03-28 00:00:14.280000 PDT,+0.238095+132.633d
2017-03-28 00:00:14.290000 PDT,+0.238095+21.4834d
2017-03-28 00:00:14.300000 PDT,+0.238095-90.154d
2017-03-28 00:00:14.310000 PDT,+0.238095+157.721d
2017-03-28 00:00:14.320000 PDT,+0.238095+45.1087d
2017-03-28 00:00:14.330000 PDT,+0.238095-67.9912d
2017-03-28 00:00:14.340000 PDT,+0.238095+178.421d
2017-03-28 00:00:14.350000 PDT,+0.238095+64.3465d
2017-03-28 00:00:14.360000 PDT,+0.238095-50.2159d
2017-03-28 00:00:14.370000 PDT,+0.238095-165.266d
2017-03-28 00:00:14.380000 PDT,+0.238095+79.1969d
2017-03-28 00:00:14.390000 PDT,+0.238095-36.8308d
2017-03-28 00:00:14.400000 PDT,+0.238095-153.343d
2017-03-28 00:00:14.410000 PDT,+0.238095+89.6569d
2017-03-28 00:00:14.420000 PDT,+0.238095-27.8305d
2017-03-28 00:00:14.430000 PDT,+0.238095-145.805d
2017-03-28 00:00:14.440000 PDT,+0.238095+95.7323d
2017-03-28 00:00:14.450000 PDT,+0.238095-23.2176d
2017-03-28 00:00:14.460000 PDT,+0.238095-142.655d
2017-03-28 00:00:14.470000 PDT,+0.238095+97.4201d
2017-03-28 00:00:14.480000 PDT,+0.238095-22.9923d
2017-03-28 00:00:14.490000 PDT,+0.238095-143.892d
2017-03-28 00:00:14.500000 PDT,+0.238095+94.7205d
2017-03-28 00:00:14.510000 PDT,+0.238095-27.1544d
2017-03-28 00:00:14.520000 PDT,+0.238095-149.517d
2017-03-28 00:00:14.530000 PDT,+0.238095+87.6333d
2017-03-28 00:00:14.540000 PDT,+0.238095-35.7041d
2017-03-28 00:00:14.550000 PDT,+0.238095-159.529d
2017-03-28 00:00:14.560000 PDT,+0.238095+76.1587d
2017-03-28 00:00:14.570000 PDT,+0.238095-48.6412d
2017-03-28 00:00:14.580000 PDT,+0.238095-173.929d
2017-03-28 00:00:14.590000 PDT,+0.238095+60.2965d
2017-03-28 00:00:14.600000 PDT,+0.238095-65.9659d
2017-03-28 00:00:14.610000 PDT,+0.238095+167.284d
2017-03-28 00:00:14.620000 PDT,+0.238095+40.0469d
2017-03-28 00:00:14.630000 PDT,+0.238095-87.678d
2017-03-28 00:00:14.640000 PDT,+0.238095+144.107d
2017-03-28 00:00:14.650000 PDT,+0.238095+15.4067d
2017-03-28 00:00:14.660000 PDT,+0.238095-113.781d
2017-03-28 00:00:14.670000 PDT,+0.238095+116.544d
2017-03-28 00:00:14.680000 PDT,+0.238095-13.6179d
2017-03-28 00:00:14.690000 PDT,+0.238095-144.268d
2017-03-28 00:00:14.700000 PDT,+0.238095+84.5948d
2017-03-28 00:00:14.710000 PDT,+0.238095-47.0301d
2017-03-28 00:00:14.720000 PDT,+0.238095-179.142d
2017-03-28 00:00:14.730000 PDT,+0.238095+48.2577d
2017-03-28 00:00:14.740000 PDT,+0.238095-84.8297d
2017-03-28 00:00:14.750000 PDT,+0.238095+141.595d
2017-03-28 00:00:14.760000 PDT,+0.238095+7.53307d
2017-03-28 00:00:14.770000 PDT,+0.238095-127.017d
2017-03-28 00:00:14.780000 PDT,+0.238095+97.9458d
2017-03-28 00:00:14.790000 PDT,+0.238095-37.579d
2017-03-28 00:00:14.800000 PDT,+0.238095-173.591d
2017-03-28 00:00:14.810000 PDT,+0.238095+49.9087d
2017-03-28 00:00:14.820000 PDT,+0.238095-87.0787d
2017-03-28 00:00:14.830000 PDT,+0.238095+135.446d
2017-03-28 00:00:14.840000 PDT,+0.238095-2.51589d
2017-03-28 00:00:14.850000 PDT,+0.238095-140.966d
2017-03-28 00:00:14.860000 PDT,+0.238095+80.0969d
2017-03-28 00:00:14.870000 PDT,+0.238095-59.328d
2017-03-28 00:00:14.880000 PDT,+0.238095+160.76d
2017-03-28 00:00:14.890000 PDT,+0.238095+20.3564d
2017-03-28 00:00:14.900000 PDT,+0.238095-120.531d
2017-03-28 00:00:14.910000 PDT,+0.238095+98.0942d
2017-03-28 00:00:14.920000 PDT,+0.238095-43.7682d
2017-03-28 00:00:14.930000 PDT,+0.238095+173.882d
2017-03-28 00:00:14.940000 PDT,+0.238095+31.0446d
2017-03-28 00:00:14.950000 PDT,+0.238095-112.28d
2017-03-28 00:00:14.960000 PDT,+0.238095+103.907d
2017-03-28 00:00:14.970000 PDT,+0.238095-40.3925d
2017-03-28 00:00:14.980000 PDT,+0.238095+174.82d
2017-03-28 00:00:14.990000 PDT,+0.238095+29.5453d
2017-03-28 00:00:15.000000 PDT,+0.238095-116.217d
2017-03-28 00:00:15.010000 PDT,+0.238095+97.5331d
2017-03-28 00:00:15.020000 PDT,+0.238095-49.2043d
2017-03-28 00:00:15.030000 PDT,+0.238095+163.571d
2017-03-28 00:00:15.040000 PDT,+0.238095+15.8585d
2017-03-28 00:00:15.050000 PDT,+0.238095-132.341d
2017-03-28 00:00:15.060000 PDT,+0.238095+78.9713d
2017-03-28 00:00:15.070000 PDT,+0.238095-70.2036d
2017-03-28 00:00:15.080000 PDT,+0.238095+140.134d
2017-03-28 00:00:15.090000 PDT,+0.238095-10.0158d
2017-03-28 00:00:15.100000 PDT,+0.238095-160.653d
2017-03-28 00:00:15.110000 PDT,+0.238095+48.222d
2017-03-28 00:00:15.120000 PDT,+0.238095-103.39d
2017-03-28 00:00:15.130000 PDT,+0.238095+104.51d
2017-03-28 00:00:15.140000 PDT,+0.238095-48.0812d
2017-03-28 00:00:15.150000 PDT,+0.238095+158.844d
2017-03-28 00:00:15.160000 PDT,+0.238095+5.28158d
2017-03-28 00:00:15.170000 PDT,+0.238095-148.768d
2017-03-28 00:00:15.180000 PDT,+0.238095+56.6944d
2017-03-28 00:00:15.190000 PDT,+0.238095-98.3305d
2017-03-28 00:00:15.200000 PDT,+0.238095+106.157d
2017-03-28 00:00:15.210000 PDT,+0.238095-49.8427d
2017-03-28 00:00:16 PDT,+0.238095+70.1581d
2017-03-28 00:00:17 PDT,+0.238095+70.1581d
2017-03-28 00:00:18.000000 PDT,+0.238095-169.842d
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0.238095-25.8419d
2017-03-28 00:00:24.020000 PDT,+0.238095-110.963d
2017-03-28 00:00:24.030000 PDT,+0.238095+43.9947d
2017-03-28 00:00:24.040000 PDT,+0.238095-160.969d
2017-03-28 00:00:24.050000 PDT,+0.238095-5.85365d
2017-03-28 00:00:24.060000 PDT,+0.238095+149.34d
2017-03-28 00:00:24.070000 PDT,+0.238095-55.387d
2017-03-28 00:00:24.080000 PDT,+0.238095+99.9644d
2017-03-28 00:00:24.090000 PDT,+0.238095-104.605d
2017-03-28 00:00:24.100000 PDT,+0.238095+50.9036d
2017-03-28 00:00:24.110000 PDT,+0.238095-153.509d
2017-03-28 00:00:24.120000 PDT,+0.238095+2.15771d
2017-03-28 00:00:24.130000 PDT,+0.238095+157.903d
2017-03-28 00:00:24.140000 PDT,+0.238095-46.278d
2017-03-28 00:00:24.150000 PDT,+0.238095+109.625d
2017-03-28 00:00:24.160000 PDT,+0.238095-94.3939d
2017-03-28 00:00:24.170000 PDT,+0.238095+61.6663d
2017-03-28 00:00:24.180000 PDT,+0.238095-142.195d
2017-03-28 00:00:24.190000 PDT,+0.238095+14.023d
2017-03-28 00:00:24.200000 PDT,+0.238095+170.319d
2017-03-28 00:00:24.210000 PDT,+0.238095-33.3054d
2017-03-28 00:00:24.220000 PDT,+0.238095+123.149d
2017-03-28 00:00:24.230000 PDT,+0.238095-80.3188d
2017-03-28 00:00:24.240000 PDT,+0.238095+76.2927d
2017-03-28 00:00:24.250000 PDT,+0.238095-127.017d
2017-03-28 00:00:24.260000 PDT,+0.238095+29.7518d
2017-03-28 00:00:24.270000 PDT,+0.238095-173.4d
2017-03-28 00:00:24.280000 PDT,+0.238095-16.474d
2017-03-28 00:00:24.290000 PDT,+0.238095+140.531d
2017-03-28 00:00:24.300000 PDT,+0.238095-62.3849d
2017-03-28 00:00:24.310000 PDT,+0.238095+94.7778d
2017-03-28 00:00:24.320000 PDT,+0.238095-107.981d
2017-03-28 00:00:24.330000 PDT,+0.238095+49.3394d
2017-03-28 00:00:24.340000 PDT,+0.238095-153.262d
2017-03-28 00:00:24.350000 PDT,+0.238095+4.21606d
2017-03-28 00:00:24.360000 PDT,+0.238095+161.773d
2017-03-28 00:00:24.370000 PDT,+0.238095-40.5923d
2017-03-28 00:00:24.380000 PDT,+0.238095+117.122d
2017-03-28 00:00:24.390000 PDT,+0.238095-85.0905d
2017-03-28 00:00:24.400000 PDT,+0.238095+72.781d
2017-03-28 00:00:24.410000 PDT,+0.238095-129.269d
2017-03-28 00:00:24.420000 PDT,+0.238095+28.7601d
2017-03-28 00:00:24.430000 PDT,+0.238095-173.132d
2017-03-28 00:00:24.440000 PDT,+0.238095-14.9458d
2017-03-28 00:00:24.450000 PDT,+0.238095+143.319d
2017-03-28 00:00:24.460000 PDT,+0.238095-58.3366d
2017-03-28 00:00:24.470000 PDT,+0.238095+100.086d
2017-03-28 00:00:24.480000 PDT,+0.238095-101.413d
2017-03-28 00:00:24.490000 PDT,+0.238095+57.1677d
2017-03-28 00:00:24.500000 PDT,+0.238095-144.173d
2017-03-28 00:00:24.510000 PDT,+0.238095+14.5643d
2017-03-28 00:00:24.520000 PDT,+0.238095+173.381d
2017-03-28 00:00:24.530000 PDT,+0.238095-27.724d
2017-03-28 00:00:24.540000 PDT,+0.238095+131.25d
2017-03-28 00:00:24.550000 PDT,+0.238095-69.6974d
2017-03-28 00:00:24.560000 PDT,+0.238095+89.434d
2017-03-28 00:00:24.570000 PDT,+0.238095-111.356d
2017-03-28 00:00:24.580000 PDT,+0.238095+47.9332d
2017-03-28 00:00:24.590000 PDT,+0.238095-152.699d
2017-03-28 00:00:24.600000 PDT,+0.238095+6.74729d
2017-03-28 00:00:24.610000 PDT,+0.238095+166.272d
2017-03-28 00:00:24.620000 PDT,+0.238095-34.1236d
2017-03-28 00:00:24.630000 PDT,+0.238095+125.559d
2017-03-28 00:00:24.640000 PDT,+0.238095-74.6842d
2017-03-28 00:00:24.650000 PDT,+0.238095+85.156d
2017-03-28 00:00:24.660000 PDT,+0.238095-114.925d
2017-03-28 00:00:24.670000 PDT,+0.238095+45.0726d
2017-03-28 00:00:24.680000 PDT,+0.238095-154.851d
2017-03-28 00:00:24.690000 PDT,+0.238095+5.30424d
2017-03-28 00:00:24.700000 PDT,+0.238095+165.538d
2017-03-28 00:00:24.710000 PDT,+0.238095-34.1491d
2017-03-28 00:00:24.720000 PDT,+0.238095+126.242d
2017-03-28 00:00:24.730000 PDT,+0.238095-73.2875d
2017-03-28 00:00:24.740000 PDT,+0.238095+87.2614d
2017-03-28 00:00:24.750000 PDT,+0.238095-112.111d
2017-03-28 00:00:24.760000 PDT,+0.238095+48.5956d
2017-03-28 00:00:24.770000 PDT,+0.238095-150.619d
2017-03-28 00:00:24.780000 PDT,+0.238095+10.2447d
2017-03-28 00:00:24.790000 PDT,+0.238095+171.187d
2017-03-28 00:00:24.800000 PDT,+0.238095-27.7912d
2017-03-28 00:00:24.810000 PDT,+0.238095+133.309d
2017-03-28 00:00:24.820000 PDT,+0.238095-65.512d
2017-03-28 00:00:24.830000 PDT,+0.238095+95.7456d
2017-03-28 00:00:24.840000 PDT,+0.238095-102.918d
2017-03-28 00:00:24.850000 PDT,+0.238095+58.4973d
2017-03-28 00:00:24.860000 PDT,+0.238095-140.009d
2017-03-28 00:00:24.870000 PDT,+0.238095+21.5639d
2017-03-28 00:00:24.880000 PDT,+0.238095-176.785d
2017-03-28 00:00:24.890000 PDT,+0.238095-15.0592d
2017-03-28 00:00:24.900000 PDT,+0.238095+146.75d
2017-03-28 00:00:24.910000 PDT,+0.238095-51.3626d
2017-03-28 00:00:24.920000 PDT,+0.238095+110.604d
2017-03-28 00:00:24.930000 PDT,+0.238095-87.3509d
2017-03-28 00:00:24.940000 PDT,+0.238095+74.773d
2017-03-28 00:00:24.950000 PDT,+0.238095-123.024d
2017-03-28 00:00:24.960000 PDT,+0.238095+39.2571d
2017-03-28 00:00:24.970000 PDT,+0.238095-158.383d
2017-03-28 00:00:24.980000 PDT,+0.238095+4.05625d
2017-03-28 00:00:24.990000 PDT,+0.238095+166.574d
2017-03-28 00:00:25.000000 PDT,+0.238095-30.8296d
2017-03-28 00:00:25.010000 PDT,+0.238095+131.99d
2017-03-28 00:00:25.020000 PDT,+0.238095-64.9673d
2017-03-28 00:00:25.030000 PDT,+0.238095+98.2985d
2017-03-28 00:00:25.040000 PDT,+0.238095-98.2125d
2017-03-28 00:00:25.050000 PDT,+0.238095+65.4996d
2017-03-28 00:00:25.060000 PDT,+0.238095-130.565d
2017-03-28 00:00:25.070000 PDT,+0.238095+33.5933d
2017-03-28 00:00:25.080000 PDT,+0.238095-162.025d
2017-03-28 00:00:25.090000 PDT,+0.238095+2.57947d
2017-03-28 00:00:25.100000 PDT,+0.238095+167.407d
2017-03-28 00:00:25.110000 PDT,+0.238095-27.5418d
2017-03-28 00:00:25.120000 PDT,+0.238095+137.732d
2017-03-28 00:00:25.130000 PDT,+0.238095-56.7705d
2017-03-28 00:00:25.140000 PDT,+0.238095+108.945d
2017-03-28 00:00:25.150000 PDT,+0.238095-85.1113d
2017-03-28 00:00:25.160000 PDT,+0.238095+81.0553d
2017-03-28 00:00:25.170000 PDT,+0.238095-112.555d
2017-03-28 00:00:25.180000 PDT,+0.238095+54.058d
2017-03-28 00:00:25.190000 PDT,+0.238095-139.106d
2017-03-28 00:00:25.200000 PDT,+0.238095+27.9532d
2017-03-28 00:00:25.210000 PDT,+0.238095-164.765d
2017-03-28 00:00:25.220000 PDT,+0.238095+2.74092d
2017-03-28 00:00:25.230000 PDT,+0.238095+170.47d
2017-03-28 00:00:25.240000 PDT,+0.238095-21.5788d
2017-03-28 00:00:25.250000 PDT,+0.238095+146.596d
2017-03-28 00:00:25.260000 PDT,+0.238095-45.0059d
2017-03-28 00:00:25.270000 PDT,+0.238095+123.615d
2017-03-28 00:00:25.280000 PDT,+0.238095-67.5406d
2017-03-28 00:00:25.290000 PDT,+0.238095+101.527d
2017-03-28 00:00:25.300000 PDT,+0.238095-89.1826d
2017-03-28 00:00:25.310000 PDT,+0.238095+80.331d
2017-03-28 00:00:25.320000 PDT,+0.238095-109.932d
2017-03-28 00:00:25.330000 PDT,+0.238095+60.0278d
2017-03-28 00:00:25.340000 PDT,+0.238095-129.789d
2017-03-28 00:00:25.350000 PDT,+0.238095+40.6171d
2017-03-28 00:00:25.360000 PDT,+0.238095-148.754d
2017-03-28 00:00:25.370000 PDT,+0.238095+22.0989d
2017-03-28 00:00:25.380000 PDT,+0.238095-166.825d
2017-03-28 00:00:25.390000 PDT,+0.238095+4.46881d
2017-03-28 00:00:25.400000 PDT,+0.238095+175.991d
2017-03-28 00:00:25.410000 PDT,+0.238095-12.2643d
2017-03-28 00:00:25.420000 PDT,+0.238095+159.704d
2017-03-28 00:00:25.430000 PDT,+0.238095-28.1048d
2017-03-28 00:00:25.440000 PDT,+0.238095+144.31d
2017-03-28 00:00:25.450000 PDT,+0.238095-43.0527d
2017-03-28 00:00:25.460000 PDT,+0.238095+129.808d
2017-03-28 00:00:25.470000 PDT,+0.238095-57.1082d
2017-03-28 00:00:25.480000 PDT,+0.238095+116.199d
2017-03-28 00:00:25.490000 PDT,+0.238095-70.2711d
2017-03-28 00:00:25.500000 PDT,+0.238095+103.482d
2017-03-28 00:00:25.510000 PDT,+0.238095-82.5414d
2017-03-28 00:00:25.520000 PDT,+0.238095+91.6581d
2017-03-28 00:00:25.530000 PDT,+0.238095-93.9192d
2017-03-28 00:00:25.540000 PDT,+0.238095+80.7266d
2017-03-28 00:00:25.550000 PDT,+0.238095-104.404d
2017-03-28 00:00:25.560000 PDT,+0.238095+70.6877d
2017-03-28 00:00:25.570000 PDT,+0.238095-113.997d
2017-03-28 00:00:25.580000 PDT,+0.238095+61.5412d
2017-03-28 00:00:25.590000 PDT,+0.238095-122.697d
2017-03-28 00:00:25.600000 PDT,+0.238095+53.2873d
2017-03-28 00:00:25.610000 PDT,+0.238095-130.505d
2017-03-28 00:00:25.620000 PDT,+0.238095+45.926d
2017-03-28 00:00:25.630000 PDT,+0.238095-137.42d
2017-03-28 00:00:25.640000 PDT,+0.238095+39.4529d
2017-03-28 00:00:25.650000 PDT,+0.238095-143.447d
2017-03-28 00:00:25.660000 PDT,+0.238095+33.8766d
2017-03-28 00:00:25.670000 PDT,+0.238095-148.577d
2017-03-28 00:00:25.680000 PDT,+0.238095+29.1929d
2017-03-28 00:00:25.690000 PDT,+0.238095-152.814d
2017-03-28 00:00:25.700000 PDT,+0.238095+25.4018d
2017-03-28 00:00:25.710000 PDT,+0.238095-156.159d
2017-03-28 00:00:25.720000 PDT,+0.238095+22.5032d
2017-03-28 00:00:25.730000 PDT,+0.238095-158.611d
2017-03-28 00:00:25.740000 PDT,+0.238095+20.4971d
2017-03-28 00:00:25.750000 PDT,+0.238095-160.171d
2017-03-28 00:00:25.760000 PDT,+0.238095+19.3836d
2017-03-28 00:00:25.770000 PDT,+0.238095-160.838d
2017-03-28 00:00:25.780000 PDT,+0.238095+19.1626d
2017-03-28 00:00:25.790000 PDT,+0.238095-160.613d
2017-03-28 00:00:25.800000 PDT,+0.238095+19.8342d
2017-03-28 00:00:25.810000 PDT,+0.238095-159.495d
2017-03-28 00:00:25.820000 PDT,+0.238095+21.3983d
2017-03-28 00:00:25.830000 PDT,+0.238095-157.485d
2017-03-28 00:00:25.840000 PDT,+0.238095+23.855d
2017-03-28 00:00:25.850000 PDT,+0.238095-154.582d
2017-03-28 00:00:25.860000 PDT,+0.238095+27.2042d
2017-03-28 00:00:25.870000 PDT,+0.238095-150.786d
2017-03-28 00:00:25.880000 PDT,+0.238095+31.446d
2017-03-28 00:00:25.890000 PDT,+0.238095-146.103d
2017-03-28 00:00:25.900000 PDT,+0.238095+36.5761d
2017-03-28 00:00:25.910000 PDT,+0.238095-140.522d
2017-03-28 00:00:25.920000 PDT,+0.238095+42.6029d
2017-03-28 00:00:25.930000 PDT,+0.238095-134.049d
2017-03-28 00:00:25.940000 PDT,+0.238095+49.5223d
2017-03-28 00:00:25.950000 PDT,+0.238095-126.683d
2017-03-28 00:00:25.960000 PDT,+0.238095+57.3343d
2017-03-28 00:00:25.970000 PDT,+0.238095-118.425d
2017-03-28 00:00:25.980000 PDT,+0.238095+66.0388d
2017-03-28 00:00:25.990000 PDT,+0.238095-109.274d
2017-03-28 00:00:26.000000 PDT,+0.238095+75.6358d
2017-03-28 00:00:26.010000 PDT,+0.238095-99.2309d
2017-03-28 00:00:26.020000 PDT,+0.238095+86.1254d
2017-03-28 00:00:26.030000 PDT,+0.238095-88.2951d
2017-03-28 00:00:26.040000 PDT,+0.238095+97.5076d
2017-03-28 00:00:26.050000 PDT,+0.238095-76.4667d
2017-03-28 00:00:26.060000 PDT,+0.238095+109.782d
2017-03-28 00:00:26.070000 PDT,+0.238095-63.7457d
2017-03-28 00:00:26.080000 PDT,+0.238095+122.949d
