# file...... ../data_vfd_in_rec_curr_A.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_in_A
2017-03-28 00:00:12.900000 PDT,+0.305553-0.147998j
2017-03-28 00:00:12.910000 PDT,+0.304701-0.147585j
2017-03-28 00:00:12.920000 PDT,+0.303849-0.147173j
2017-03-28 00:00:12.930000 PDT,+0.302997-0.14676j
2017-03-28 00:00:12.940000 PDT,+0.302145-0.146348j
2017-03-28 00:00:12.950000 PDT,+0.301293-0.145935j
2017-03-28 00:00:12.960000 PDT,+0.300442-0.145522j
2017-03-28 00:00:12.970000 PDT,+0.29959-0.14511j
2017-03-28 00:00:12.980000 PDT,+0.298738-0.144697j
2017-03-28 00:00:12.990000 PDT,+0.297886-0.144284j
2017-03-28 00:00:13.000000 PDT,+0.297033-0.143871j
2017-03-28 00:00:13.010000 PDT,+0.296181-0.143459j
2017-03-28 00:00:13.020000 PDT,+0.295329-0.143046j
2017-03-28 00:00:13.030000 PDT,+0.294477-0.142633j
2017-03-28 00:00:13.040000 PDT,+0.293624-0.14222j
2017-03-28 00:00:13.050000 PDT,+0.292772-0.141807j
2017-03-28 00:00:13.060000 PDT,+0.291919-0.141394j
2017-03-28 00:00:13.070000 PDT,+0.291066-0.140981j
2017-03-28 00:00:13.080000 PDT,+0.290213-0.140568j
2017-03-28 00:00:13.090000 PDT,+0.28936-0.140154j
2017-03-28 00:00:13.100000 PDT,+0.288507-0.139741j
2017-03-28 00:00:13.110000 PDT,+0.287653-0.139328j
2017-03-28 00:00:13.120000 PDT,+0.2868-0.138914j
2017-03-28 00:00:13.130000 PDT,+0.285946-0.138501j
2017-03-28 00:00:13.140000 PDT,+0.285092-0.138087j
2017-03-28 00:00:13.150000 PDT,+0.284238-0.137673j
2017-03-28 00:00:13.160000 PDT,+0.283384-0.13726j
2017-03-28 00:00:13.170000 PDT,+0.28253-0.136846j
2017-03-28 00:00:13.180000 PDT,+0.281675-0.136432j
2017-03-28 00:00:13.190000 PDT,+0.280821-0.136018j
2017-03-28 00:00:13.200000 PDT,+0.279966-0.135604j
2017-03-28 00:00:13.210000 PDT,+0.279111-0.13519j
2017-03-28 00:00:13.220000 PDT,+0.278256-0.134776j
2017-03-28 00:00:13.230000 PDT,+0.277401-0.134362j
2017-03-28 00:00:13.240000 PDT,+0.276546-0.133947j
2017-03-28 00:00:13.250000 PDT,+0.275691-0.133533j
2017-03-28 00:00:13.260000 PDT,+0.274835-0.133119j
2017-03-28 00:00:13.270000 PDT,+0.27398-0.132704j
2017-03-28 00:00:13.280000 PDT,+0.273124-0.13229j
2017-03-28 00:00:13.290000 PDT,+0.272268-0.131875j
2017-03-28 00:00:13.300000 PDT,+0.271413-0.131461j
2017-03-28 00:00:13.310000 PDT,+0.270557-0.131046j
2017-03-28 00:00:13.320000 PDT,+0.269701-0.130632j
2017-03-28 00:00:13.330000 PDT,+0.268845-0.130217j
2017-03-28 00:00:13.340000 PDT,+0.267989-0.129802j
2017-03-28 00:00:13.350000 PDT,+0.267133-0.129388j
2017-03-28 00:00:13.360000 PDT,+0.266277-0.128973j
2017-03-28 00:00:13.370000 PDT,+0.265421-0.128558j
2017-03-28 00:00:13.380000 PDT,+0.264565-0.128144j
2017-03-28 00:00:13.390000 PDT,+0.263709-0.127729j
2017-03-28 00:00:13.400000 PDT,+0.262853-0.127315j
2017-03-28 00:00:13.410000 PDT,+0.261997-0.1269j
2017-03-28 00:00:13.420000 PDT,+0.261141-0.126485j
2017-03-28 00:00:13.430000 PDT,+0.260286-0.126071j
2017-03-28 00:00:13.440000 PDT,+0.25943-0.125656j
2017-03-28 00:00:13.450000 PDT,+0.258574-0.125242j
2017-03-28 00:00:13.460000 PDT,+0.257719-0.124828j
2017-03-28 00:00:13.470000 PDT,+0.256864-0.124413j
2017-03-28 00:00:13.480000 PDT,+0.256009-0.123999j
2017-03-28 00:00:13.490000 PDT,+0.255153-0.123585j
2017-03-28 00:00:13.500000 PDT,+0.254299-0.123171j
2017-03-28 00:00:13.510000 PDT,+0.253444-0.122757j
2017-03-28 00:00:13.520000 PDT,+0.252589-0.122343j
2017-03-28 00:00:13.530000 PDT,+0.251735-0.121929j
2017-03-28 00:00:13.540000 PDT,+0.250881-0.121515j
2017-03-28 00:00:13.550000 PDT,+0.250027-0.121102j
2017-03-28 00:00:13.560000 PDT,+0.249174-0.120688j
2017-03-28 00:00:13.570000 PDT,+0.248321-0.120275j
2017-03-28 00:00:13.580000 PDT,+0.247468-0.119862j
2017-03-28 00:00:13.590000 PDT,+0.246615-0.119449j
2017-03-28 00:00:13.600000 PDT,+0.245762-0.119036j
2017-03-28 00:00:13.610000 PDT,+0.24491-0.118623j
2017-03-28 00:00:13.620000 PDT,+0.244059-0.118211j
2017-03-28 00:00:13.630000 PDT,+0.243207-0.117798j
2017-03-28 00:00:13.640000 PDT,+0.242356-0.117386j
2017-03-28 00:00:13.650000 PDT,+0.241505-0.116974j
2017-03-28 00:00:13.660000 PDT,+0.240655-0.116562j
2017-03-28 00:00:13.670000 PDT,+0.239805-0.11615j
2017-03-28 00:00:13.680000 PDT,+0.238956-0.115739j
2017-03-28 00:00:13.690000 PDT,+0.238106-0.115328j
2017-03-28 00:00:13.700000 PDT,+0.237258-0.114917j
2017-03-28 00:00:13.710000 PDT,+0.23641-0.114506j
2017-03-28 00:00:13.720000 PDT,+0.235562-0.114095j
2017-03-28 00:00:13.730000 PDT,+0.234714-0.113685j
2017-03-28 00:00:13.740000 PDT,+0.233867-0.113274j
2017-03-28 00:00:13.750000 PDT,+0.233021-0.112864j
2017-03-28 00:00:13.760000 PDT,+0.232175-0.112455j
2017-03-28 00:00:13.770000 PDT,+0.23133-0.112045j
2017-03-28 00:00:13.780000 PDT,+0.230485-0.111636j
2017-03-28 00:00:13.790000 PDT,+0.22964-0.111227j
2017-03-28 00:00:13.800000 PDT,+0.228796-0.110818j
2017-03-28 00:00:13.810000 PDT,+0.227953-0.110409j
2017-03-28 00:00:13.820000 PDT,+0.22711-0.110001j
2017-03-28 00:00:13.830000 PDT,+0.226267-0.109593j
2017-03-28 00:00:13.840000 PDT,+0.225425-0.109185j
2017-03-28 00:00:13.850000 PDT,+0.224584-0.108778j
2017-03-28 00:00:13.860000 PDT,+0.223743-0.10837j
2017-03-28 00:00:13.870000 PDT,+0.222903-0.107963j
2017-03-28 00:00:13.880000 PDT,+0.222063-0.107557j
2017-03-28 00:00:13.890000 PDT,+0.221224-0.10715j
2017-03-28 00:00:13.900000 PDT,+0.220385-0.106744j
2017-03-28 00:00:13.910000 PDT,+0.219547-0.106338j
2017-03-28 00:00:13.920000 PDT,+0.218709-0.105932j
2017-03-28 00:00:13.930000 PDT,+0.217872-0.105527j
2017-03-28 00:00:13.940000 PDT,+0.217036-0.105121j
2017-03-28 00:00:13.950000 PDT,+0.2162-0.104716j
2017-03-28 00:00:13.960000 PDT,+0.215364-0.104312j
2017-03-28 00:00:13.970000 PDT,+0.214529-0.103907j
2017-03-28 00:00:13.980000 PDT,+0.213695-0.103503j
2017-03-28 00:00:13.990000 PDT,+0.212861-0.103099j
2017-03-28 00:00:14.000000 PDT,+0.212028-0.102696j
2017-03-28 00:00:14.010000 PDT,+0.211195-0.102292j
2017-03-28 00:00:14.020000 PDT,+0.210363-0.101889j
2017-03-28 00:00:14.030000 PDT,+0.209531-0.101486j
2017-03-28 00:00:14.040000 PDT,+0.208699-0.101083j
2017-03-28 00:00:14.050000 PDT,+0.207869-0.100681j
2017-03-28 00:00:14.060000 PDT,+0.207038-0.100279j
2017-03-28 00:00:14.070000 PDT,+0.206208-0.0998767j
2017-03-28 00:00:14.080000 PDT,+0.205379-0.0994749j
2017-03-28 00:00:14.090000 PDT,+0.20455-0.0990734j
2017-03-28 00:00:14.100000 PDT,+0.203721-0.098672j
2017-03-28 00:00:14.110000 PDT,+0.202893-0.0982709j
2017-03-28 00:00:14.120000 PDT,+0.202065-0.0978699j
2017-03-28 00:00:14.130000 PDT,+0.201238-0.0974692j
2017-03-28 00:00:14.140000 PDT,+0.200411-0.0970686j
2017-03-28 00:00:14.150000 PDT,+0.199584-0.0966682j
2017-03-28 00:00:14.160000 PDT,+0.198758-0.096268j
2017-03-28 00:00:14.170000 PDT,+0.197932-0.095868j
2017-03-28 00:00:14.180000 PDT,+0.197107-0.0954681j
2017-03-28 00:00:14.190000 PDT,+0.196281-0.0950684j
2017-03-28 00:00:14.200000 PDT,+0.195456-0.0946688j
2017-03-28 00:00:14.210000 PDT,+0.194632-0.0942693j
2017-03-28 00:00:14.220000 PDT,+0.193807-0.09387j
2017-03-28 00:00:14.230000 PDT,+0.192983-0.0934708j
2017-03-28 00:00:14.240000 PDT,+0.192159-0.0930717j
2017-03-28 00:00:14.250000 PDT,+0.191335-0.0926727j
2017-03-28 00:00:14.260000 PDT,+0.190512-0.0922738j
2017-03-28 00:00:14.270000 PDT,+0.189688-0.091875j
2017-03-28 00:00:14.280000 PDT,+0.188865-0.0914763j
2017-03-28 00:00:14.290000 PDT,+0.188042-0.0910776j
2017-03-28 00:00:14.300000 PDT,+0.187219-0.090679j
2017-03-28 00:00:14.310000 PDT,+0.186396-0.0902804j
2017-03-28 00:00:14.320000 PDT,+0.185574-0.0898819j
2017-03-28 00:00:14.330000 PDT,+0.184751-0.0894833j
2017-03-28 00:00:14.340000 PDT,+0.183928-0.0890848j
2017-03-28 00:00:14.350000 PDT,+0.183105-0.0886863j
2017-03-28 00:00:14.360000 PDT,+0.182283-0.0882878j
2017-03-28 00:00:14.370000 PDT,+0.18146-0.0878893j
2017-03-28 00:00:14.380000 PDT,+0.180637-0.0874908j
2017-03-28 00:00:14.390000 PDT,+0.179814-0.0870922j
2017-03-28 00:00:14.400000 PDT,+0.178991-0.0866936j
2017-03-28 00:00:14.410000 PDT,+0.178168-0.0862949j
2017-03-28 00:00:14.420000 PDT,+0.177345-0.0858961j
2017-03-28 00:00:14.430000 PDT,+0.176521-0.0854972j
2017-03-28 00:00:14.440000 PDT,+0.175698-0.0850983j
2017-03-28 00:00:14.450000 PDT,+0.174874-0.0846993j
2017-03-28 00:00:14.460000 PDT,+0.17405-0.0843001j
2017-03-28 00:00:14.470000 PDT,+0.173225-0.0839008j
2017-03-28 00:00:14.480000 PDT,+0.172401-0.0835014j
2017-03-28 00:00:14.490000 PDT,+0.171576-0.0831018j
2017-03-28 00:00:14.500000 PDT,+0.170751-0.082702j
2017-03-28 00:00:14.510000 PDT,+0.169925-0.0823021j
2017-03-28 00:00:14.520000 PDT,+0.169099-0.081902j
2017-03-28 00:00:14.530000 PDT,+0.168272-0.0815018j
2017-03-28 00:00:14.540000 PDT,+0.167446-0.0811013j
2017-03-28 00:00:14.550000 PDT,+0.166618-0.0807006j
2017-03-28 00:00:14.560000 PDT,+0.165791-0.0802996j
2017-03-28 00:00:14.570000 PDT,+0.164962-0.0798985j
2017-03-28 00:00:14.580000 PDT,+0.164134-0.0794971j
2017-03-28 00:00:14.590000 PDT,+0.163304-0.0790954j
2017-03-28 00:00:14.600000 PDT,+0.162475-0.0786935j
2017-03-28 00:00:14.610000 PDT,+0.161644-0.0782913j
2017-03-28 00:00:14.620000 PDT,+0.160813-0.0778888j
2017-03-28 00:00:14.630000 PDT,+0.159982-0.0774861j
2017-03-28 00:00:14.640000 PDT,+0.15915-0.077083j
2017-03-28 00:00:14.650000 PDT,+0.158317-0.0766796j
2017-03-28 00:00:14.660000 PDT,+0.157483-0.0762759j
2017-03-28 00:00:14.670000 PDT,+0.156649-0.0758719j
2017-03-28 00:00:14.680000 PDT,+0.155814-0.0754675j
2017-03-28 00:00:14.690000 PDT,+0.154979-0.0750628j
2017-03-28 00:00:14.700000 PDT,+0.154143-0.0746578j
2017-03-28 00:00:14.710000 PDT,+0.153306-0.0742524j
2017-03-28 00:00:14.720000 PDT,+0.152468-0.0738466j
2017-03-28 00:00:14.730000 PDT,+0.151629-0.0734405j
2017-03-28 00:00:14.740000 PDT,+0.15079-0.073034j
2017-03-28 00:00:14.750000 PDT,+0.14995-0.0726271j
2017-03-28 00:00:14.760000 PDT,+0.149109-0.0722198j
2017-03-28 00:00:14.770000 PDT,+0.148268-0.0718122j
2017-03-28 00:00:14.780000 PDT,+0.147425-0.0714041j
2017-03-28 00:00:14.790000 PDT,+0.146582-0.0709957j
2017-03-28 00:00:14.800000 PDT,+0.145738-0.0705868j
2017-03-28 00:00:14.810000 PDT,+0.144893-0.0701776j
2017-03-28 00:00:14.820000 PDT,+0.144047-0.0697679j
2017-03-28 00:00:14.830000 PDT,+0.143201-0.0693579j
2017-03-28 00:00:14.840000 PDT,+0.142353-0.0689474j
2017-03-28 00:00:14.850000 PDT,+0.141505-0.0685366j
2017-03-28 00:00:14.860000 PDT,+0.140656-0.0681253j
2017-03-28 00:00:14.870000 PDT,+0.139806-0.0677136j
2017-03-28 00:00:14.880000 PDT,+0.138955-0.0673015j
2017-03-28 00:00:14.890000 PDT,+0.138103-0.066889j
2017-03-28 00:00:14.900000 PDT,+0.137251-0.0664761j
2017-03-28 00:00:14.910000 PDT,+0.136398-0.0660628j
2017-03-28 00:00:14.920000 PDT,+0.135544-0.0656492j
2017-03-28 00:00:14.930000 PDT,+0.134689-0.0652351j
2017-03-28 00:00:14.940000 PDT,+0.133833-0.0648206j
2017-03-28 00:00:14.950000 PDT,+0.132976-0.0644058j
2017-03-28 00:00:14.960000 PDT,+0.132119-0.0639905j
2017-03-28 00:00:14.970000 PDT,+0.131261-0.0635749j
2017-03-28 00:00:14.980000 PDT,+0.130402-0.063159j
2017-03-28 00:00:14.990000 PDT,+0.129543-0.0627426j
2017-03-28 00:00:15.000000 PDT,+0.128683-0.062326j
2017-03-28 00:00:15.010000 PDT,+0.127822-0.061909j
2017-03-28 00:00:15.020000 PDT,+0.12696-0.0614916j
2017-03-28 00:00:15.030000 PDT,+0.126098-0.061074j
2017-03-28 00:00:15.040000 PDT,+0.125235-0.060656j
2017-03-28 00:00:15.050000 PDT,+0.124371-0.0602377j
2017-03-28 00:00:15.060000 PDT,+0.123507-0.0598192j
2017-03-28 00:00:15.070000 PDT,+0.122642-0.0594004j
2017-03-28 00:00:15.080000 PDT,+0.121777-0.0589813j
2017-03-28 00:00:15.090000 PDT,+0.120911-0.0585619j
2017-03-28 00:00:15.100000 PDT,+0.120045-0.0581424j
2017-03-28 00:00:15.110000 PDT,+0.119178-0.0577226j
2017-03-28 00:00:15.120000 PDT,+0.118311-0.0573026j
2017-03-28 00:00:15.130000 PDT,+0.117444-0.0568824j
2017-03-28 00:00:15.140000 PDT,+0.116576-0.0564621j
2017-03-28 00:00:15.150000 PDT,+0.115708-0.0560416j
2017-03-28 00:00:15.160000 PDT,+0.114839-0.055621j
2017-03-28 00:00:15.170000 PDT,+0.113971-0.0552002j
2017-03-28 00:00:15.180000 PDT,+0.113102-0.0547794j
2017-03-28 00:00:15.190000 PDT,+0.112233-0.0543585j
2017-03-28 00:00:15.200000 PDT,+0.111364-0.0539375j
2017-03-28 00:00:15.210000 PDT,+0.110466-0.0535028j
2017-03-28 00:00:16 PDT,+0.110466-0.0535028j
2017-03-28 00:00:17 PDT,+0.110466-0.0535028j
2017-03-28 00:00:18.000000 PDT,+0.110466-0.0535028j
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0-0j
2017-03-28 00:00:24.020000 PDT,+0.0282635-0.0136887j
2017-03-28 00:00:24.030000 PDT,+0.0284003-0.013755j
2017-03-28 00:00:24.040000 PDT,+0.0285365-0.013821j
2017-03-28 00:00:24.050000 PDT,+0.0286725-0.0138868j
2017-03-28 00:00:24.060000 PDT,+0.0288082-0.0139526j
2017-03-28 00:00:24.070000 PDT,+0.0289436-0.0140181j
2017-03-28 00:00:24.080000 PDT,+0.0290786-0.0140835j
2017-03-28 00:00:24.090000 PDT,+0.0292134-0.0141488j
2017-03-28 00:00:24.100000 PDT,+0.0293479-0.014214j
2017-03-28 00:00:24.110000 PDT,+0.0294822-0.014279j
2017-03-28 00:00:24.120000 PDT,+0.0296161-0.0143439j
2017-03-28 00:00:24.130000 PDT,+0.0297498-0.0144086j
2017-03-28 00:00:24.140000 PDT,+0.0298832-0.0144732j
2017-03-28 00:00:24.150000 PDT,+0.0300164-0.0145377j
2017-03-28 00:00:24.160000 PDT,+0.0301493-0.0146021j
2017-03-28 00:00:24.170000 PDT,+0.0302819-0.0146663j
2017-03-28 00:00:24.180000 PDT,+0.0304144-0.0147305j
2017-03-28 00:00:24.190000 PDT,+0.0305465-0.0147945j
2017-03-28 00:00:24.200000 PDT,+0.0306785-0.0148584j
2017-03-28 00:00:24.210000 PDT,+0.0308102-0.0149222j
2017-03-28 00:00:24.220000 PDT,+0.0309416-0.0149858j
2017-03-28 00:00:24.230000 PDT,+0.0310729-0.0150494j
2017-03-28 00:00:24.240000 PDT,+0.0312039-0.0151129j
2017-03-28 00:00:24.250000 PDT,+0.0313348-0.0151762j
2017-03-28 00:00:24.260000 PDT,+0.0314654-0.0152395j
2017-03-28 00:00:24.270000 PDT,+0.0315958-0.0153027j
2017-03-28 00:00:24.280000 PDT,+0.031726-0.0153657j
2017-03-28 00:00:24.290000 PDT,+0.031856-0.0154287j
2017-03-28 00:00:24.300000 PDT,+0.0319858-0.0154915j
2017-03-28 00:00:24.310000 PDT,+0.0321154-0.0155543j
2017-03-28 00:00:24.320000 PDT,+0.0322448-0.015617j
2017-03-28 00:00:24.330000 PDT,+0.0323741-0.0156796j
2017-03-28 00:00:24.340000 PDT,+0.0325031-0.0157421j
2017-03-28 00:00:24.350000 PDT,+0.032632-0.0158045j
2017-03-28 00:00:24.360000 PDT,+0.0327607-0.0158669j
2017-03-28 00:00:24.370000 PDT,+0.0328893-0.0159291j
2017-03-28 00:00:24.380000 PDT,+0.0330176-0.0159913j
2017-03-28 00:00:24.390000 PDT,+0.0331458-0.0160534j
2017-03-28 00:00:24.400000 PDT,+0.0332739-0.0161154j
2017-03-28 00:00:24.410000 PDT,+0.0334018-0.0161774j
2017-03-28 00:00:24.420000 PDT,+0.0335295-0.0162392j
2017-03-28 00:00:24.430000 PDT,+0.0336571-0.016301j
2017-03-28 00:00:24.440000 PDT,+0.0337846-0.0163628j
2017-03-28 00:00:24.450000 PDT,+0.0339118-0.0164244j
2017-03-28 00:00:24.460000 PDT,+0.034039-0.016486j
2017-03-28 00:00:24.470000 PDT,+0.034166-0.0165475j
2017-03-28 00:00:24.480000 PDT,+0.0342929-0.016609j
2017-03-28 00:00:24.490000 PDT,+0.0344196-0.0166703j
2017-03-28 00:00:24.500000 PDT,+0.0345463-0.0167317j
2017-03-28 00:00:24.510000 PDT,+0.0346727-0.0167929j
2017-03-28 00:00:24.520000 PDT,+0.0347991-0.0168541j
2017-03-28 00:00:24.530000 PDT,+0.0349254-0.0169153j
2017-03-28 00:00:24.540000 PDT,+0.0350515-0.0169764j
2017-03-28 00:00:24.550000 PDT,+0.0351775-0.0170374j
2017-03-28 00:00:24.560000 PDT,+0.0353034-0.0170984j
2017-03-28 00:00:24.570000 PDT,+0.0354292-0.0171593j
2017-03-28 00:00:24.580000 PDT,+0.0355548-0.0172202j
2017-03-28 00:00:24.590000 PDT,+0.0356804-0.017281j
2017-03-28 00:00:24.600000 PDT,+0.0358058-0.0173417j
2017-03-28 00:00:24.610000 PDT,+0.0359312-0.0174024j
2017-03-28 00:00:24.620000 PDT,+0.0360565-0.0174631j
2017-03-28 00:00:24.630000 PDT,+0.0361816-0.0175237j
2017-03-28 00:00:24.640000 PDT,+0.0363067-0.0175843j
2017-03-28 00:00:24.650000 PDT,+0.0364317-0.0176448j
2017-03-28 00:00:24.660000 PDT,+0.0365565-0.0177053j
2017-03-28 00:00:24.670000 PDT,+0.0366813-0.0177658j
2017-03-28 00:00:24.680000 PDT,+0.036806-0.0178262j
2017-03-28 00:00:24.690000 PDT,+0.0369307-0.0178865j
2017-03-28 00:00:24.700000 PDT,+0.0370552-0.0179468j
2017-03-28 00:00:24.710000 PDT,+0.0371797-0.0180071j
2017-03-28 00:00:24.720000 PDT,+0.037304-0.0180674j
2017-03-28 00:00:24.730000 PDT,+0.0374284-0.0181276j
2017-03-28 00:00:24.740000 PDT,+0.0375526-0.0181877j
2017-03-28 00:00:24.750000 PDT,+0.0376768-0.0182479j
2017-03-28 00:00:24.760000 PDT,+0.0378008-0.018308j
2017-03-28 00:00:24.770000 PDT,+0.0379249-0.018368j
2017-03-28 00:00:24.780000 PDT,+0.0380488-0.0184281j
2017-03-28 00:00:24.790000 PDT,+0.0381727-0.0184881j
2017-03-28 00:00:24.800000 PDT,+0.0382966-0.0185481j
2017-03-28 00:00:24.810000 PDT,+0.0384203-0.018608j
2017-03-28 00:00:24.820000 PDT,+0.038544-0.0186679j
2017-03-28 00:00:24.830000 PDT,+0.0386677-0.0187278j
2017-03-28 00:00:24.840000 PDT,+0.0387913-0.0187877j
2017-03-28 00:00:24.850000 PDT,+0.0389148-0.0188475j
2017-03-28 00:00:24.860000 PDT,+0.0390383-0.0189073j
2017-03-28 00:00:24.870000 PDT,+0.0391618-0.0189671j
2017-03-28 00:00:24.880000 PDT,+0.0392852-0.0190269j
2017-03-28 00:00:24.890000 PDT,+0.0394085-0.0190866j
2017-03-28 00:00:24.900000 PDT,+0.0395318-0.0191463j
2017-03-28 00:00:24.910000 PDT,+0.0396551-0.019206j
2017-03-28 00:00:24.920000 PDT,+0.0397783-0.0192657j
2017-03-28 00:00:24.930000 PDT,+0.0399015-0.0193254j
2017-03-28 00:00:24.940000 PDT,+0.0400246-0.019385j
2017-03-28 00:00:24.950000 PDT,+0.0401477-0.0194446j
2017-03-28 00:00:24.960000 PDT,+0.0402708-0.0195042j
2017-03-28 00:00:24.970000 PDT,+0.0403938-0.0195638j
2017-03-28 00:00:24.980000 PDT,+0.0405168-0.0196234j
2017-03-28 00:00:24.990000 PDT,+0.0406398-0.019683j
2017-03-28 00:00:25.000000 PDT,+0.0406722-0.0196987j
2017-03-28 00:00:25.010000 PDT,+0.0410213-0.0198678j
2017-03-28 00:00:25.020000 PDT,+0.0413702-0.0200367j
2017-03-28 00:00:25.030000 PDT,+0.0417189-0.0202056j
2017-03-28 00:00:25.040000 PDT,+0.0420675-0.0203745j
2017-03-28 00:00:25.050000 PDT,+0.042416-0.0205432j
2017-03-28 00:00:25.060000 PDT,+0.0427643-0.0207119j
2017-03-28 00:00:25.070000 PDT,+0.0431126-0.0208806j
2017-03-28 00:00:25.080000 PDT,+0.0434608-0.0210493j
2017-03-28 00:00:25.090000 PDT,+0.043809-0.0212179j
2017-03-28 00:00:25.100000 PDT,+0.0441572-0.0213866j
2017-03-28 00:00:25.110000 PDT,+0.0445055-0.0215552j
2017-03-28 00:00:25.120000 PDT,+0.0448537-0.0217239j
2017-03-28 00:00:25.130000 PDT,+0.0452021-0.0218926j
2017-03-28 00:00:25.140000 PDT,+0.0455505-0.0220614j
2017-03-28 00:00:25.150000 PDT,+0.045899-0.0222302j
2017-03-28 00:00:25.160000 PDT,+0.0462476-0.022399j
2017-03-28 00:00:25.170000 PDT,+0.0465964-0.0225679j
2017-03-28 00:00:25.180000 PDT,+0.0469453-0.0227369j
2017-03-28 00:00:25.190000 PDT,+0.0472944-0.022906j
2017-03-28 00:00:25.200000 PDT,+0.0476437-0.0230752j
2017-03-28 00:00:25.210000 PDT,+0.0479932-0.0232444j
2017-03-28 00:00:25.220000 PDT,+0.0483428-0.0234138j
2017-03-28 00:00:25.230000 PDT,+0.0486928-0.0235833j
2017-03-28 00:00:25.240000 PDT,+0.0490429-0.0237529j
2017-03-28 00:00:25.250000 PDT,+0.0493933-0.0239226j
2017-03-28 00:00:25.260000 PDT,+0.049744-0.0240924j
2017-03-28 00:00:25.270000 PDT,+0.0500949-0.0242624j
2017-03-28 00:00:25.280000 PDT,+0.0504462-0.0244325j
2017-03-28 00:00:25.290000 PDT,+0.0507977-0.0246028j
2017-03-28 00:00:25.300000 PDT,+0.0511495-0.0247732j
2017-03-28 00:00:25.310000 PDT,+0.0515017-0.0249438j
2017-03-28 00:00:25.320000 PDT,+0.0518542-0.0251145j
2017-03-28 00:00:25.330000 PDT,+0.052207-0.0252854j
2017-03-28 00:00:25.340000 PDT,+0.0525602-0.0254564j
2017-03-28 00:00:25.350000 PDT,+0.0529137-0.0256276j
2017-03-28 00:00:25.360000 PDT,+0.0532676-0.025799j
2017-03-28 00:00:25.370000 PDT,+0.0536219-0.0259706j
2017-03-28 00:00:25.380000 PDT,+0.0539765-0.0261424j
2017-03-28 00:00:25.390000 PDT,+0.0543315-0.0263143j
2017-03-28 00:00:25.400000 PDT,+0.0546869-0.0264865j
2017-03-28 00:00:25.410000 PDT,+0.0550427-0.0266588j
2017-03-28 00:00:25.420000 PDT,+0.0553989-0.0268313j
2017-03-28 00:00:25.430000 PDT,+0.0557556-0.0270041j
2017-03-28 00:00:25.440000 PDT,+0.0561126-0.027177j
2017-03-28 00:00:25.450000 PDT,+0.05647-0.0273501j
2017-03-28 00:00:25.460000 PDT,+0.0568279-0.0275234j
2017-03-28 00:00:25.470000 PDT,+0.0571862-0.027697j
2017-03-28 00:00:25.480000 PDT,+0.057545-0.0278707j
2017-03-28 00:00:25.490000 PDT,+0.0579041-0.0280447j
2017-03-28 00:00:25.500000 PDT,+0.0582637-0.0282188j
2017-03-28 00:00:25.510000 PDT,+0.0586238-0.0283932j
2017-03-28 00:00:25.520000 PDT,+0.0589843-0.0285678j
2017-03-28 00:00:25.530000 PDT,+0.0593452-0.0287427j
2017-03-28 00:00:25.540000 PDT,+0.0597066-0.0289177j
2017-03-28 00:00:25.550000 PDT,+0.0600685-0.0290929j
2017-03-28 00:00:25.560000 PDT,+0.0604308-0.0292684j
2017-03-28 00:00:25.570000 PDT,+0.0607935-0.0294441j
2017-03-28 00:00:25.580000 PDT,+0.0611567-0.02962j
2017-03-28 00:00:25.590000 PDT,+0.0615204-0.0297962j
2017-03-28 00:00:25.600000 PDT,+0.0618846-0.0299726j
2017-03-28 00:00:25.610000 PDT,+0.0622492-0.0301492j
2017-03-28 00:00:25.620000 PDT,+0.0626142-0.030326j
2017-03-28 00:00:25.630000 PDT,+0.0629798-0.030503j
2017-03-28 00:00:25.640000 PDT,+0.0633458-0.0306803j
2017-03-28 00:00:25.650000 PDT,+0.0637123-0.0308578j
2017-03-28 00:00:25.660000 PDT,+0.0640792-0.0310355j
2017-03-28 00:00:25.670000 PDT,+0.0644466-0.0312134j
2017-03-28 00:00:25.680000 PDT,+0.0648145-0.0313916j
2017-03-28 00:00:25.690000 PDT,+0.0651828-0.03157j
2017-03-28 00:00:25.700000 PDT,+0.0655516-0.0317486j
2017-03-28 00:00:25.710000 PDT,+0.0659209-0.0319275j
2017-03-28 00:00:25.720000 PDT,+0.0662906-0.0321066j
2017-03-28 00:00:25.730000 PDT,+0.0666608-0.0322859j
2017-03-28 00:00:25.740000 PDT,+0.0670315-0.0324654j
2017-03-28 00:00:25.750000 PDT,+0.0674026-0.0326451j
2017-03-28 00:00:25.760000 PDT,+0.0677742-0.0328251j
2017-03-28 00:00:25.770000 PDT,+0.0681462-0.0330053j
2017-03-28 00:00:25.780000 PDT,+0.0685187-0.0331857j
2017-03-28 00:00:25.790000 PDT,+0.0688916-0.0333664j
2017-03-28 00:00:25.800000 PDT,+0.069265-0.0335472j
2017-03-28 00:00:25.810000 PDT,+0.0696389-0.0337283j
