# file...... ../data_vfd_out_rec_pow_B.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,power_out_B
2017-03-28 00:00:13.080000 PDT,+1182.4+572.66j
2017-03-28 00:00:13.090000 PDT,+1178.88+570.956j
2017-03-28 00:00:13.100000 PDT,+1175.36+569.252j
2017-03-28 00:00:13.110000 PDT,+1171.84+567.548j
2017-03-28 00:00:13.120000 PDT,+1168.32+565.844j
2017-03-28 00:00:13.130000 PDT,+1164.8+564.14j
2017-03-28 00:00:13.140000 PDT,+1161.29+562.436j
2017-03-28 00:00:13.150000 PDT,+1157.77+560.732j
2017-03-28 00:00:13.160000 PDT,+1154.25+559.029j
2017-03-28 00:00:13.170000 PDT,+1150.73+557.325j
2017-03-28 00:00:13.180000 PDT,+1147.21+555.621j
2017-03-28 00:00:13.190000 PDT,+1143.69+553.917j
2017-03-28 00:00:13.200000 PDT,+1140.18+552.213j
2017-03-28 00:00:13.210000 PDT,+1136.66+550.509j
2017-03-28 00:00:13.220000 PDT,+1133.14+548.805j
2017-03-28 00:00:13.230000 PDT,+1129.62+547.101j
2017-03-28 00:00:13.240000 PDT,+1126.1+545.397j
2017-03-28 00:00:13.250000 PDT,+1122.59+543.693j
2017-03-28 00:00:13.260000 PDT,+1119.07+541.989j
2017-03-28 00:00:13.270000 PDT,+1115.55+540.285j
2017-03-28 00:00:13.280000 PDT,+1112.03+538.581j
2017-03-28 00:00:13.290000 PDT,+1108.51+536.877j
2017-03-28 00:00:13.300000 PDT,+1104.99+535.173j
2017-03-28 00:00:13.310000 PDT,+1101.48+533.469j
2017-03-28 00:00:13.320000 PDT,+1097.96+531.765j
2017-03-28 00:00:13.330000 PDT,+1094.44+530.061j
2017-03-28 00:00:13.340000 PDT,+1090.92+528.357j
2017-03-28 00:00:13.350000 PDT,+1087.4+526.653j
2017-03-28 00:00:13.360000 PDT,+1083.88+524.949j
2017-03-28 00:00:13.370000 PDT,+1080.37+523.245j
2017-03-28 00:00:13.380000 PDT,+1076.85+521.542j
2017-03-28 00:00:13.390000 PDT,+1073.33+519.838j
2017-03-28 00:00:13.400000 PDT,+1069.81+518.134j
2017-03-28 00:00:13.410000 PDT,+1066.29+516.43j
2017-03-28 00:00:13.420000 PDT,+1062.78+514.726j
2017-03-28 00:00:13.430000 PDT,+1059.26+513.022j
2017-03-28 00:00:13.440000 PDT,+1055.74+511.318j
2017-03-28 00:00:13.450000 PDT,+1052.22+509.614j
2017-03-28 00:00:13.460000 PDT,+1048.7+507.91j
2017-03-28 00:00:13.470000 PDT,+1045.18+506.206j
2017-03-28 00:00:13.480000 PDT,+1041.67+504.502j
2017-03-28 00:00:13.490000 PDT,+1038.15+502.798j
2017-03-28 00:00:13.500000 PDT,+1034.63+501.094j
2017-03-28 00:00:13.510000 PDT,+1031.11+499.39j
2017-03-28 00:00:13.520000 PDT,+1027.59+497.686j
2017-03-28 00:00:13.530000 PDT,+1024.08+495.982j
2017-03-28 00:00:13.540000 PDT,+1020.56+494.278j
2017-03-28 00:00:13.550000 PDT,+1017.04+492.574j
2017-03-28 00:00:13.560000 PDT,+1013.52+490.87j
2017-03-28 00:00:13.570000 PDT,+1010+489.166j
2017-03-28 00:00:13.580000 PDT,+1006.48+487.462j
2017-03-28 00:00:13.590000 PDT,+1002.97+485.758j
2017-03-28 00:00:13.600000 PDT,+999.447+484.054j
2017-03-28 00:00:13.610000 PDT,+995.929+482.351j
2017-03-28 00:00:13.620000 PDT,+992.411+480.647j
2017-03-28 00:00:13.630000 PDT,+988.893+478.943j
2017-03-28 00:00:13.640000 PDT,+985.375+477.239j
2017-03-28 00:00:13.650000 PDT,+981.856+475.535j
2017-03-28 00:00:13.660000 PDT,+978.338+473.831j
2017-03-28 00:00:13.670000 PDT,+974.82+472.127j
2017-03-28 00:00:13.680000 PDT,+971.302+470.423j
2017-03-28 00:00:13.690000 PDT,+967.783+468.719j
2017-03-28 00:00:13.700000 PDT,+964.265+467.015j
2017-03-28 00:00:13.710000 PDT,+960.747+465.311j
2017-03-28 00:00:13.720000 PDT,+957.229+463.607j
2017-03-28 00:00:13.730000 PDT,+953.71+461.903j
2017-03-28 00:00:13.740000 PDT,+950.192+460.199j
2017-03-28 00:00:13.750000 PDT,+946.674+458.495j
2017-03-28 00:00:13.760000 PDT,+943.156+456.791j
2017-03-28 00:00:13.770000 PDT,+939.638+455.087j
2017-03-28 00:00:13.780000 PDT,+936.119+453.383j
2017-03-28 00:00:13.790000 PDT,+932.601+451.679j
2017-03-28 00:00:13.800000 PDT,+929.083+449.975j
2017-03-28 00:00:13.810000 PDT,+925.565+448.271j
2017-03-28 00:00:13.820000 PDT,+922.046+446.567j
2017-03-28 00:00:13.830000 PDT,+918.528+444.864j
2017-03-28 00:00:13.840000 PDT,+915.01+443.16j
2017-03-28 00:00:13.850000 PDT,+911.492+441.456j
2017-03-28 00:00:13.860000 PDT,+907.974+439.752j
2017-03-28 00:00:13.870000 PDT,+904.455+438.048j
2017-03-28 00:00:13.880000 PDT,+900.937+436.344j
2017-03-28 00:00:13.890000 PDT,+897.419+434.64j
2017-03-28 00:00:13.900000 PDT,+893.901+432.936j
2017-03-28 00:00:13.910000 PDT,+890.382+431.232j
2017-03-28 00:00:13.920000 PDT,+886.864+429.528j
2017-03-28 00:00:13.930000 PDT,+883.346+427.824j
2017-03-28 00:00:13.940000 PDT,+879.828+426.12j
2017-03-28 00:00:13.950000 PDT,+876.309+424.416j
2017-03-28 00:00:13.960000 PDT,+872.791+422.712j
2017-03-28 00:00:13.970000 PDT,+869.273+421.008j
2017-03-28 00:00:13.980000 PDT,+865.755+419.304j
2017-03-28 00:00:13.990000 PDT,+862.237+417.6j
2017-03-28 00:00:14.000000 PDT,+858.718+415.896j
2017-03-28 00:00:14.010000 PDT,+855.2+414.192j
2017-03-28 00:00:14.020000 PDT,+851.682+412.488j
2017-03-28 00:00:14.030000 PDT,+848.164+410.784j
2017-03-28 00:00:14.040000 PDT,+844.645+409.08j
2017-03-28 00:00:14.050000 PDT,+841.127+407.376j
2017-03-28 00:00:14.060000 PDT,+837.609+405.673j
2017-03-28 00:00:14.070000 PDT,+834.091+403.969j
2017-03-28 00:00:14.080000 PDT,+830.572+402.265j
2017-03-28 00:00:14.090000 PDT,+827.054+400.561j
2017-03-28 00:00:14.100000 PDT,+823.536+398.857j
2017-03-28 00:00:14.110000 PDT,+820.018+397.153j
2017-03-28 00:00:14.120000 PDT,+816.5+395.449j
2017-03-28 00:00:14.130000 PDT,+812.981+393.745j
2017-03-28 00:00:14.140000 PDT,+809.463+392.041j
2017-03-28 00:00:14.150000 PDT,+805.945+390.337j
2017-03-28 00:00:14.160000 PDT,+802.427+388.633j
2017-03-28 00:00:14.170000 PDT,+798.908+386.929j
2017-03-28 00:00:14.180000 PDT,+795.39+385.225j
2017-03-28 00:00:14.190000 PDT,+791.872+383.521j
2017-03-28 00:00:14.200000 PDT,+788.354+381.817j
2017-03-28 00:00:14.210000 PDT,+784.836+380.113j
2017-03-28 00:00:14.220000 PDT,+781.317+378.409j
2017-03-28 00:00:14.230000 PDT,+777.799+376.705j
2017-03-28 00:00:14.240000 PDT,+774.281+375.001j
2017-03-28 00:00:14.250000 PDT,+770.763+373.297j
2017-03-28 00:00:14.260000 PDT,+767.244+371.593j
2017-03-28 00:00:14.270000 PDT,+763.726+369.889j
2017-03-28 00:00:14.280000 PDT,+760.208+368.186j
2017-03-28 00:00:14.290000 PDT,+756.69+366.482j
2017-03-28 00:00:14.300000 PDT,+753.171+364.778j
2017-03-28 00:00:14.310000 PDT,+749.653+363.074j
2017-03-28 00:00:14.320000 PDT,+746.135+361.37j
2017-03-28 00:00:14.330000 PDT,+742.617+359.666j
2017-03-28 00:00:14.340000 PDT,+739.099+357.962j
2017-03-28 00:00:14.350000 PDT,+735.58+356.258j
2017-03-28 00:00:14.360000 PDT,+732.062+354.554j
2017-03-28 00:00:14.370000 PDT,+728.544+352.85j
2017-03-28 00:00:14.380000 PDT,+725.026+351.146j
2017-03-28 00:00:14.390000 PDT,+721.507+349.442j
2017-03-28 00:00:14.400000 PDT,+717.989+347.738j
2017-03-28 00:00:14.410000 PDT,+714.471+346.034j
2017-03-28 00:00:14.420000 PDT,+710.953+344.33j
2017-03-28 00:00:14.430000 PDT,+707.435+342.626j
2017-03-28 00:00:14.440000 PDT,+703.916+340.922j
2017-03-28 00:00:14.450000 PDT,+700.398+339.218j
2017-03-28 00:00:14.460000 PDT,+696.88+337.514j
2017-03-28 00:00:14.470000 PDT,+693.362+335.81j
2017-03-28 00:00:14.480000 PDT,+689.843+334.106j
2017-03-28 00:00:14.490000 PDT,+686.325+332.402j
2017-03-28 00:00:14.500000 PDT,+682.807+330.698j
2017-03-28 00:00:14.510000 PDT,+679.289+328.995j
2017-03-28 00:00:14.520000 PDT,+675.77+327.291j
2017-03-28 00:00:14.530000 PDT,+672.252+325.587j
2017-03-28 00:00:14.540000 PDT,+668.734+323.883j
2017-03-28 00:00:14.550000 PDT,+665.216+322.179j
2017-03-28 00:00:14.560000 PDT,+661.698+320.475j
2017-03-28 00:00:14.570000 PDT,+658.179+318.771j
2017-03-28 00:00:14.580000 PDT,+654.661+317.067j
2017-03-28 00:00:14.590000 PDT,+651.143+315.363j
2017-03-28 00:00:14.600000 PDT,+647.625+313.659j
2017-03-28 00:00:14.610000 PDT,+644.106+311.955j
2017-03-28 00:00:14.620000 PDT,+640.588+310.251j
2017-03-28 00:00:14.630000 PDT,+637.07+308.547j
2017-03-28 00:00:14.640000 PDT,+633.552+306.843j
2017-03-28 00:00:14.650000 PDT,+630.033+305.139j
2017-03-28 00:00:14.660000 PDT,+626.515+303.435j
2017-03-28 00:00:14.670000 PDT,+622.997+301.731j
2017-03-28 00:00:14.680000 PDT,+619.479+300.027j
2017-03-28 00:00:14.690000 PDT,+615.961+298.323j
2017-03-28 00:00:14.700000 PDT,+612.442+296.619j
2017-03-28 00:00:14.710000 PDT,+608.924+294.915j
2017-03-28 00:00:14.720000 PDT,+605.406+293.211j
2017-03-28 00:00:14.730000 PDT,+601.888+291.507j
2017-03-28 00:00:14.740000 PDT,+598.369+289.804j
2017-03-28 00:00:14.750000 PDT,+594.851+288.1j
2017-03-28 00:00:14.760000 PDT,+591.333+286.396j
2017-03-28 00:00:14.770000 PDT,+587.815+284.692j
2017-03-28 00:00:14.780000 PDT,+584.297+282.988j
2017-03-28 00:00:14.790000 PDT,+580.778+281.284j
2017-03-28 00:00:14.800000 PDT,+577.26+279.58j
2017-03-28 00:00:14.810000 PDT,+573.742+277.876j
2017-03-28 00:00:14.820000 PDT,+570.224+276.172j
2017-03-28 00:00:14.830000 PDT,+566.705+274.468j
2017-03-28 00:00:14.840000 PDT,+563.187+272.764j
2017-03-28 00:00:14.850000 PDT,+559.669+271.06j
2017-03-28 00:00:14.860000 PDT,+556.151+269.356j
2017-03-28 00:00:14.870000 PDT,+552.632+267.652j
2017-03-28 00:00:14.880000 PDT,+549.114+265.948j
2017-03-28 00:00:14.890000 PDT,+545.596+264.244j
2017-03-28 00:00:14.900000 PDT,+542.078+262.54j
2017-03-28 00:00:14.910000 PDT,+538.56+260.836j
2017-03-28 00:00:14.920000 PDT,+535.041+259.132j
2017-03-28 00:00:14.930000 PDT,+531.523+257.428j
2017-03-28 00:00:14.940000 PDT,+528.005+255.724j
2017-03-28 00:00:14.950000 PDT,+524.487+254.02j
2017-03-28 00:00:14.960000 PDT,+520.968+252.317j
2017-03-28 00:00:14.970000 PDT,+517.45+250.613j
2017-03-28 00:00:14.980000 PDT,+513.932+248.909j
2017-03-28 00:00:14.990000 PDT,+510.414+247.205j
2017-03-28 00:00:15.000000 PDT,+506.895+245.501j
2017-03-28 00:00:15.010000 PDT,+503.377+243.797j
2017-03-28 00:00:15.020000 PDT,+499.859+242.093j
2017-03-28 00:00:15.030000 PDT,+496.341+240.389j
2017-03-28 00:00:15.040000 PDT,+492.823+238.685j
2017-03-28 00:00:15.050000 PDT,+489.304+236.981j
2017-03-28 00:00:15.060000 PDT,+485.786+235.277j
2017-03-28 00:00:15.070000 PDT,+482.268+233.573j
2017-03-28 00:00:15.080000 PDT,+478.75+231.869j
2017-03-28 00:00:15.090000 PDT,+475.231+230.165j
2017-03-28 00:00:15.100000 PDT,+471.713+228.461j
2017-03-28 00:00:15.110000 PDT,+468.195+226.757j
2017-03-28 00:00:15.120000 PDT,+464.677+225.053j
2017-03-28 00:00:15.130000 PDT,+461.159+223.349j
2017-03-28 00:00:15.140000 PDT,+457.64+221.645j
2017-03-28 00:00:15.150000 PDT,+454.122+219.941j
2017-03-28 00:00:15.160000 PDT,+450.604+218.237j
2017-03-28 00:00:15.170000 PDT,+447.086+216.533j
2017-03-28 00:00:15.180000 PDT,+443.567+214.829j
2017-03-28 00:00:15.190000 PDT,+440.049+213.126j
2017-03-28 00:00:15.200000 PDT,+436.531+211.422j
2017-03-28 00:00:15.210000 PDT,+433.013+209.718j
2017-03-28 00:00:16 PDT,+433.013+209.718j
2017-03-28 00:00:17 PDT,+433.013+209.718j
2017-03-28 00:00:18.000000 PDT,+433.013+209.718j
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0+0j
2017-03-28 00:00:24.020000 PDT,+78.5106+38.0244j
2017-03-28 00:00:24.030000 PDT,+79.0789+38.2997j
2017-03-28 00:00:24.040000 PDT,+79.6473+38.5749j
2017-03-28 00:00:24.050000 PDT,+80.2156+38.8502j
2017-03-28 00:00:24.060000 PDT,+80.7839+39.1254j
2017-03-28 00:00:24.070000 PDT,+81.3523+39.4007j
2017-03-28 00:00:24.080000 PDT,+81.9206+39.676j
2017-03-28 00:00:24.090000 PDT,+82.4889+39.9512j
2017-03-28 00:00:24.100000 PDT,+83.0572+40.2265j
2017-03-28 00:00:24.110000 PDT,+83.6256+40.5017j
2017-03-28 00:00:24.120000 PDT,+84.1939+40.777j
2017-03-28 00:00:24.130000 PDT,+84.7622+41.0522j
2017-03-28 00:00:24.140000 PDT,+85.3306+41.3275j
2017-03-28 00:00:24.150000 PDT,+85.8989+41.6027j
2017-03-28 00:00:24.160000 PDT,+86.4672+41.878j
2017-03-28 00:00:24.170000 PDT,+87.0356+42.1532j
2017-03-28 00:00:24.180000 PDT,+87.6039+42.4285j
2017-03-28 00:00:24.190000 PDT,+88.1722+42.7038j
2017-03-28 00:00:24.200000 PDT,+88.7405+42.979j
2017-03-28 00:00:24.210000 PDT,+89.3089+43.2543j
2017-03-28 00:00:24.220000 PDT,+89.8772+43.5295j
2017-03-28 00:00:24.230000 PDT,+90.4455+43.8048j
2017-03-28 00:00:24.240000 PDT,+91.0139+44.08j
2017-03-28 00:00:24.250000 PDT,+91.5822+44.3553j
2017-03-28 00:00:24.260000 PDT,+92.1505+44.6305j
2017-03-28 00:00:24.270000 PDT,+92.7188+44.9058j
2017-03-28 00:00:24.280000 PDT,+93.2872+45.181j
2017-03-28 00:00:24.290000 PDT,+93.8555+45.4563j
2017-03-28 00:00:24.300000 PDT,+94.4238+45.7315j
2017-03-28 00:00:24.310000 PDT,+94.9922+46.0068j
2017-03-28 00:00:24.320000 PDT,+95.5605+46.2821j
2017-03-28 00:00:24.330000 PDT,+96.1288+46.5573j
2017-03-28 00:00:24.340000 PDT,+96.6971+46.8326j
2017-03-28 00:00:24.350000 PDT,+97.2655+47.1078j
2017-03-28 00:00:24.360000 PDT,+97.8338+47.3831j
2017-03-28 00:00:24.370000 PDT,+98.4021+47.6583j
2017-03-28 00:00:24.380000 PDT,+98.9705+47.9336j
2017-03-28 00:00:24.390000 PDT,+99.5388+48.2088j
2017-03-28 00:00:24.400000 PDT,+100.107+48.4841j
2017-03-28 00:00:24.410000 PDT,+100.675+48.7593j
2017-03-28 00:00:24.420000 PDT,+101.244+49.0346j
2017-03-28 00:00:24.430000 PDT,+101.812+49.3099j
2017-03-28 00:00:24.440000 PDT,+102.38+49.5851j
2017-03-28 00:00:24.450000 PDT,+102.949+49.8604j
2017-03-28 00:00:24.460000 PDT,+103.517+50.1356j
2017-03-28 00:00:24.470000 PDT,+104.085+50.4109j
2017-03-28 00:00:24.480000 PDT,+104.654+50.6861j
2017-03-28 00:00:24.490000 PDT,+105.222+50.9614j
2017-03-28 00:00:24.500000 PDT,+105.79+51.2366j
2017-03-28 00:00:24.510000 PDT,+106.359+51.5119j
2017-03-28 00:00:24.520000 PDT,+106.927+51.7871j
2017-03-28 00:00:24.530000 PDT,+107.495+52.0624j
2017-03-28 00:00:24.540000 PDT,+108.064+52.3377j
2017-03-28 00:00:24.550000 PDT,+108.632+52.6129j
2017-03-28 00:00:24.560000 PDT,+109.2+52.8882j
2017-03-28 00:00:24.570000 PDT,+109.769+53.1634j
2017-03-28 00:00:24.580000 PDT,+110.337+53.4387j
2017-03-28 00:00:24.590000 PDT,+110.905+53.7139j
2017-03-28 00:00:24.600000 PDT,+111.474+53.9892j
2017-03-28 00:00:24.610000 PDT,+112.042+54.2644j
2017-03-28 00:00:24.620000 PDT,+112.61+54.5397j
2017-03-28 00:00:24.630000 PDT,+113.179+54.8149j
2017-03-28 00:00:24.640000 PDT,+113.747+55.0902j
2017-03-28 00:00:24.650000 PDT,+114.315+55.3655j
2017-03-28 00:00:24.660000 PDT,+114.884+55.6407j
2017-03-28 00:00:24.670000 PDT,+115.452+55.916j
2017-03-28 00:00:24.680000 PDT,+116.02+56.1912j
2017-03-28 00:00:24.690000 PDT,+116.589+56.4665j
2017-03-28 00:00:24.700000 PDT,+117.157+56.7417j
2017-03-28 00:00:24.710000 PDT,+117.725+57.017j
2017-03-28 00:00:24.720000 PDT,+118.294+57.2922j
2017-03-28 00:00:24.730000 PDT,+118.862+57.5675j
2017-03-28 00:00:24.740000 PDT,+119.43+57.8427j
2017-03-28 00:00:24.750000 PDT,+119.999+58.118j
2017-03-28 00:00:24.760000 PDT,+120.567+58.3933j
2017-03-28 00:00:24.770000 PDT,+121.135+58.6685j
2017-03-28 00:00:24.780000 PDT,+121.704+58.9438j
2017-03-28 00:00:24.790000 PDT,+122.272+59.219j
2017-03-28 00:00:24.800000 PDT,+122.84+59.4943j
2017-03-28 00:00:24.810000 PDT,+123.409+59.7695j
2017-03-28 00:00:24.820000 PDT,+123.977+60.0448j
2017-03-28 00:00:24.830000 PDT,+124.545+60.32j
2017-03-28 00:00:24.840000 PDT,+125.114+60.5953j
2017-03-28 00:00:24.850000 PDT,+125.682+60.8705j
2017-03-28 00:00:24.860000 PDT,+126.25+61.1458j
2017-03-28 00:00:24.870000 PDT,+126.819+61.421j
2017-03-28 00:00:24.880000 PDT,+127.387+61.6963j
2017-03-28 00:00:24.890000 PDT,+127.955+61.9716j
2017-03-28 00:00:24.900000 PDT,+128.524+62.2468j
2017-03-28 00:00:24.910000 PDT,+129.092+62.5221j
2017-03-28 00:00:24.920000 PDT,+129.66+62.7973j
2017-03-28 00:00:24.930000 PDT,+130.229+63.0726j
2017-03-28 00:00:24.940000 PDT,+130.797+63.3478j
2017-03-28 00:00:24.950000 PDT,+131.365+63.6231j
2017-03-28 00:00:24.960000 PDT,+131.934+63.8983j
2017-03-28 00:00:24.970000 PDT,+132.502+64.1736j
2017-03-28 00:00:24.980000 PDT,+133.07+64.4488j
2017-03-28 00:00:24.990000 PDT,+133.639+64.7241j
2017-03-28 00:00:25.000000 PDT,+134.207+64.9994j
2017-03-28 00:00:25.010000 PDT,+135.817+65.7793j
2017-03-28 00:00:25.020000 PDT,+137.428+66.5592j
2017-03-28 00:00:25.030000 PDT,+139.038+67.3391j
2017-03-28 00:00:25.040000 PDT,+140.648+68.1191j
2017-03-28 00:00:25.050000 PDT,+142.259+68.899j
2017-03-28 00:00:25.060000 PDT,+143.869+69.6789j
2017-03-28 00:00:25.070000 PDT,+145.479+70.4589j
2017-03-28 00:00:25.080000 PDT,+147.09+71.2388j
2017-03-28 00:00:25.090000 PDT,+148.7+72.0187j
2017-03-28 00:00:25.100000 PDT,+150.31+72.7986j
2017-03-28 00:00:25.110000 PDT,+151.921+73.5786j
2017-03-28 00:00:25.120000 PDT,+153.531+74.3585j
2017-03-28 00:00:25.130000 PDT,+155.141+75.1384j
2017-03-28 00:00:25.140000 PDT,+156.752+75.9184j
2017-03-28 00:00:25.150000 PDT,+158.362+76.6983j
2017-03-28 00:00:25.160000 PDT,+159.972+77.4782j
2017-03-28 00:00:25.170000 PDT,+161.583+78.2581j
2017-03-28 00:00:25.180000 PDT,+163.193+79.0381j
2017-03-28 00:00:25.190000 PDT,+164.804+79.818j
2017-03-28 00:00:25.200000 PDT,+166.414+80.5979j
2017-03-28 00:00:25.210000 PDT,+168.024+81.3779j
2017-03-28 00:00:25.220000 PDT,+169.635+82.1578j
2017-03-28 00:00:25.230000 PDT,+171.245+82.9377j
2017-03-28 00:00:25.240000 PDT,+172.855+83.7176j
2017-03-28 00:00:25.250000 PDT,+174.466+84.4976j
2017-03-28 00:00:25.260000 PDT,+176.076+85.2775j
2017-03-28 00:00:25.270000 PDT,+177.686+86.0574j
2017-03-28 00:00:25.280000 PDT,+179.297+86.8374j
2017-03-28 00:00:25.290000 PDT,+180.907+87.6173j
2017-03-28 00:00:25.300000 PDT,+182.517+88.3972j
2017-03-28 00:00:25.310000 PDT,+184.128+89.1771j
2017-03-28 00:00:25.320000 PDT,+185.738+89.9571j
2017-03-28 00:00:25.330000 PDT,+187.348+90.737j
2017-03-28 00:00:25.340000 PDT,+188.959+91.5169j
2017-03-28 00:00:25.350000 PDT,+190.569+92.2968j
2017-03-28 00:00:25.360000 PDT,+192.179+93.0768j
2017-03-28 00:00:25.370000 PDT,+193.79+93.8567j
2017-03-28 00:00:25.380000 PDT,+195.4+94.6366j
2017-03-28 00:00:25.390000 PDT,+197.011+95.4166j
2017-03-28 00:00:25.400000 PDT,+198.621+96.1965j
2017-03-28 00:00:25.410000 PDT,+200.231+96.9764j
2017-03-28 00:00:25.420000 PDT,+201.842+97.7563j
2017-03-28 00:00:25.430000 PDT,+203.452+98.5363j
2017-03-28 00:00:25.440000 PDT,+205.062+99.3162j
2017-03-28 00:00:25.450000 PDT,+206.673+100.096j
2017-03-28 00:00:25.460000 PDT,+208.283+100.876j
2017-03-28 00:00:25.470000 PDT,+209.893+101.656j
2017-03-28 00:00:25.480000 PDT,+211.504+102.436j
2017-03-28 00:00:25.490000 PDT,+213.114+103.216j
2017-03-28 00:00:25.500000 PDT,+214.724+103.996j
2017-03-28 00:00:25.510000 PDT,+216.335+104.776j
2017-03-28 00:00:25.520000 PDT,+217.945+105.556j
2017-03-28 00:00:25.530000 PDT,+219.555+106.336j
2017-03-28 00:00:25.540000 PDT,+221.166+107.115j
2017-03-28 00:00:25.550000 PDT,+222.776+107.895j
2017-03-28 00:00:25.560000 PDT,+224.387+108.675j
2017-03-28 00:00:25.570000 PDT,+225.997+109.455j
2017-03-28 00:00:25.580000 PDT,+227.607+110.235j
2017-03-28 00:00:25.590000 PDT,+229.218+111.015j
2017-03-28 00:00:25.600000 PDT,+230.828+111.795j
2017-03-28 00:00:25.610000 PDT,+232.438+112.575j
2017-03-28 00:00:25.620000 PDT,+234.049+113.355j
2017-03-28 00:00:25.630000 PDT,+235.659+114.135j
2017-03-28 00:00:25.640000 PDT,+237.269+114.915j
2017-03-28 00:00:25.650000 PDT,+238.88+115.695j
2017-03-28 00:00:25.660000 PDT,+240.49+116.475j
2017-03-28 00:00:25.670000 PDT,+242.1+117.255j
2017-03-28 00:00:25.680000 PDT,+243.711+118.034j
2017-03-28 00:00:25.690000 PDT,+245.321+118.814j
2017-03-28 00:00:25.700000 PDT,+246.931+119.594j
2017-03-28 00:00:25.710000 PDT,+248.542+120.374j
2017-03-28 00:00:25.720000 PDT,+250.152+121.154j
2017-03-28 00:00:25.730000 PDT,+251.762+121.934j
2017-03-28 00:00:25.740000 PDT,+253.373+122.714j
2017-03-28 00:00:25.750000 PDT,+254.983+123.494j
2017-03-28 00:00:25.760000 PDT,+256.594+124.274j
2017-03-28 00:00:25.770000 PDT,+258.204+125.054j
2017-03-28 00:00:25.780000 PDT,+259.814+125.834j
2017-03-28 00:00:25.790000 PDT,+261.425+126.614j
2017-03-28 00:00:25.800000 PDT,+263.035+127.394j
2017-03-28 00:00:25.810000 PDT,+264.645+128.174j
2017-03-28 00:00:25.820000 PDT,+266.256+128.953j
2017-03-28 00:00:25.830000 PDT,+267.866+129.733j
2017-03-28 00:00:25.840000 PDT,+269.476+130.513j
2017-03-28 00:00:25.850000 PDT,+271.087+131.293j
2017-03-28 00:00:25.860000 PDT,+272.697+132.073j
2017-03-28 00:00:25.870000 PDT,+274.307+132.853j
2017-03-28 00:00:25.880000 PDT,+275.918+133.633j
2017-03-28 00:00:25.890000 PDT,+277.528+134.413j
2017-03-28 00:00:25.900000 PDT,+279.138+135.193j
2017-03-28 00:00:25.910000 PDT,+280.749+135.973j
2017-03-28 00:00:25.920000 PDT,+282.359+136.753j
2017-03-28 00:00:25.930000 PDT,+283.969+137.533j
2017-03-28 00:00:25.940000 PDT,+285.58+138.313j
2017-03-28 00:00:25.950000 PDT,+287.19+139.093j
2017-03-28 00:00:25.960000 PDT,+288.801+139.872j
2017-03-28 00:00:25.970000 PDT,+290.411+140.652j
2017-03-28 00:00:25.980000 PDT,+292.021+141.432j
2017-03-28 00:00:25.990000 PDT,+293.632+142.212j
2017-03-28 00:00:26.000000 PDT,+295.242+142.992j
2017-03-28 00:00:26.010000 PDT,+296.852+143.772j
2017-03-28 00:00:26.020000 PDT,+298.463+144.552j
2017-03-28 00:00:26.030000 PDT,+300.073+145.332j
2017-03-28 00:00:26.040000 PDT,+301.683+146.112j
2017-03-28 00:00:26.050000 PDT,+303.294+146.892j
2017-03-28 00:00:26.060000 PDT,+304.904+147.672j
2017-03-28 00:00:26.070000 PDT,+306.514+148.452j
2017-03-28 00:00:26.080000 PDT,+308.125+149.232j
2017-03-28 00:00:26.090000 PDT,+309.735+150.012j
2017-03-28 00:00:26.100000 PDT,+311.345+150.791j
2017-03-28 00:00:26.110000 PDT,+312.956+151.571j
2017-03-28 00:00:26.120000 PDT,+314.566+152.351j
2017-03-28 00:00:26.130000 PDT,+316.176+153.131j
2017-03-28 00:00:26.140000 PDT,+317.787+153.911j
2017-03-28 00:00:26.150000 PDT,+319.397+154.691j
2017-03-28 00:00:26.160000 PDT,+321.008+155.471j
2017-03-28 00:00:26.170000 PDT,+322.618+156.251j
2017-03-28 00:00:26.180000 PDT,+324.228+157.031j
2017-03-28 00:00:26.190000 PDT,+325.839+157.811j
2017-03-28 00:00:26.200000 PDT,+327.449+158.591j
2017-03-28 00:00:26.210000 PDT,+329.059+159.371j
2017-03-28 00:00:26.220000 PDT,+330.67+160.151j
2017-03-28 00:00:26.230000 PDT,+332.28+160.931j
2017-03-28 00:00:26.240000 PDT,+333.89+161.71j
2017-03-28 00:00:26.250000 PDT,+335.501+162.49j
2017-03-28 00:00:26.260000 PDT,+337.111+163.27j
2017-03-28 00:00:26.270000 PDT,+338.721+164.05j
2017-03-28 00:00:26.280000 PDT,+340.332+164.83j
2017-03-28 00:00:26.290000 PDT,+341.942+165.61j
2017-03-28 00:00:26.300000 PDT,+343.552+166.39j
2017-03-28 00:00:26.310000 PDT,+345.163+167.17j
2017-03-28 00:00:26.320000 PDT,+346.773+167.95j
2017-03-28 00:00:26.330000 PDT,+348.383+168.73j
