# file...... ../data_vfd_in_rec_curr_C.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_in_C
2017-03-28 00:00:12.760000 PDT,-0.0255642+0.351846j
2017-03-28 00:00:12.770000 PDT,-0.0254954+0.350899j
2017-03-28 00:00:12.780000 PDT,-0.0254267+0.349952j
2017-03-28 00:00:12.790000 PDT,-0.025358+0.349006j
2017-03-28 00:00:12.800000 PDT,-0.0252893+0.34806j
2017-03-28 00:00:12.810000 PDT,-0.0252206+0.347114j
2017-03-28 00:00:12.820000 PDT,-0.0251519+0.346169j
2017-03-28 00:00:12.830000 PDT,-0.0250833+0.345224j
2017-03-28 00:00:12.840000 PDT,-0.0250147+0.344279j
2017-03-28 00:00:12.850000 PDT,-0.0249461+0.343334j
2017-03-28 00:00:12.860000 PDT,-0.0248775+0.34239j
2017-03-28 00:00:12.870000 PDT,-0.0248089+0.341445j
2017-03-28 00:00:12.880000 PDT,-0.0247403+0.340501j
2017-03-28 00:00:12.890000 PDT,-0.0246717+0.339556j
2017-03-28 00:00:12.900000 PDT,-0.0246032+0.338612j
2017-03-28 00:00:12.910000 PDT,-0.0245346+0.337668j
2017-03-28 00:00:12.920000 PDT,-0.0244661+0.336724j
2017-03-28 00:00:12.930000 PDT,-0.0243975+0.33578j
2017-03-28 00:00:12.940000 PDT,-0.024329+0.334836j
2017-03-28 00:00:12.950000 PDT,-0.0242604+0.333892j
2017-03-28 00:00:12.960000 PDT,-0.0241918+0.332948j
2017-03-28 00:00:12.970000 PDT,-0.0241233+0.332004j
2017-03-28 00:00:12.980000 PDT,-0.0240547+0.33106j
2017-03-28 00:00:12.990000 PDT,-0.0239861+0.330115j
2017-03-28 00:00:13.000000 PDT,-0.0239176+0.329171j
2017-03-28 00:00:13.010000 PDT,-0.023849+0.328227j
2017-03-28 00:00:13.020000 PDT,-0.0237804+0.327282j
2017-03-28 00:00:13.030000 PDT,-0.0237118+0.326338j
2017-03-28 00:00:13.040000 PDT,-0.0236432+0.325393j
2017-03-28 00:00:13.050000 PDT,-0.0235746+0.324448j
2017-03-28 00:00:13.060000 PDT,-0.0235059+0.323503j
2017-03-28 00:00:13.070000 PDT,-0.0234373+0.322558j
2017-03-28 00:00:13.080000 PDT,-0.0233687+0.321613j
2017-03-28 00:00:13.090000 PDT,-0.0233+0.320667j
2017-03-28 00:00:13.100000 PDT,-0.0232313+0.319722j
2017-03-28 00:00:13.110000 PDT,-0.0231627+0.318776j
2017-03-28 00:00:13.120000 PDT,-0.023094+0.31783j
2017-03-28 00:00:13.130000 PDT,-0.0230253+0.316884j
2017-03-28 00:00:13.140000 PDT,-0.0229565+0.315938j
2017-03-28 00:00:13.150000 PDT,-0.0228878+0.314991j
2017-03-28 00:00:13.160000 PDT,-0.0228191+0.314045j
2017-03-28 00:00:13.170000 PDT,-0.0227503+0.313098j
2017-03-28 00:00:13.180000 PDT,-0.0226815+0.312151j
2017-03-28 00:00:13.190000 PDT,-0.0226128+0.311204j
2017-03-28 00:00:13.200000 PDT,-0.022544+0.310257j
2017-03-28 00:00:13.210000 PDT,-0.0224752+0.30931j
2017-03-28 00:00:13.220000 PDT,-0.0224064+0.308362j
2017-03-28 00:00:13.230000 PDT,-0.0223375+0.307415j
2017-03-28 00:00:13.240000 PDT,-0.0222687+0.306467j
2017-03-28 00:00:13.250000 PDT,-0.0221999+0.305519j
2017-03-28 00:00:13.260000 PDT,-0.022131+0.304571j
2017-03-28 00:00:13.270000 PDT,-0.0220622+0.303623j
2017-03-28 00:00:13.280000 PDT,-0.0219933+0.302675j
2017-03-28 00:00:13.290000 PDT,-0.0219244+0.301726j
2017-03-28 00:00:13.300000 PDT,-0.0218556+0.300778j
2017-03-28 00:00:13.310000 PDT,-0.0217867+0.29983j
2017-03-28 00:00:13.320000 PDT,-0.0217178+0.298881j
2017-03-28 00:00:13.330000 PDT,-0.0216489+0.297933j
2017-03-28 00:00:13.340000 PDT,-0.02158+0.296984j
2017-03-28 00:00:13.350000 PDT,-0.0215111+0.296035j
2017-03-28 00:00:13.360000 PDT,-0.0214422+0.295087j
2017-03-28 00:00:13.370000 PDT,-0.0213733+0.294138j
2017-03-28 00:00:13.380000 PDT,-0.0213044+0.293189j
2017-03-28 00:00:13.390000 PDT,-0.0212355+0.292241j
2017-03-28 00:00:13.400000 PDT,-0.0211666+0.291292j
2017-03-28 00:00:13.410000 PDT,-0.0210977+0.290344j
2017-03-28 00:00:13.420000 PDT,-0.0210289+0.289395j
2017-03-28 00:00:13.430000 PDT,-0.02096+0.288447j
2017-03-28 00:00:13.440000 PDT,-0.0208911+0.287499j
2017-03-28 00:00:13.450000 PDT,-0.0208222+0.286551j
2017-03-28 00:00:13.460000 PDT,-0.0207534+0.285603j
2017-03-28 00:00:13.470000 PDT,-0.0206845+0.284655j
2017-03-28 00:00:13.480000 PDT,-0.0206157+0.283707j
2017-03-28 00:00:13.490000 PDT,-0.0205469+0.28276j
2017-03-28 00:00:13.500000 PDT,-0.0204781+0.281812j
2017-03-28 00:00:13.510000 PDT,-0.0204093+0.280865j
2017-03-28 00:00:13.520000 PDT,-0.0203405+0.279918j
2017-03-28 00:00:13.530000 PDT,-0.0202717+0.278971j
2017-03-28 00:00:13.540000 PDT,-0.020203+0.278025j
2017-03-28 00:00:13.550000 PDT,-0.0201343+0.277079j
2017-03-28 00:00:13.560000 PDT,-0.0200656+0.276133j
2017-03-28 00:00:13.570000 PDT,-0.0199969+0.275187j
2017-03-28 00:00:13.580000 PDT,-0.0199282+0.274242j
2017-03-28 00:00:13.590000 PDT,-0.0198596+0.273297j
2017-03-28 00:00:13.600000 PDT,-0.019791+0.272352j
2017-03-28 00:00:13.610000 PDT,-0.0197224+0.271408j
2017-03-28 00:00:13.620000 PDT,-0.0196538+0.270464j
2017-03-28 00:00:13.630000 PDT,-0.0195853+0.269521j
2017-03-28 00:00:13.640000 PDT,-0.0195168+0.268577j
2017-03-28 00:00:13.650000 PDT,-0.0194483+0.267635j
2017-03-28 00:00:13.660000 PDT,-0.0193799+0.266692j
2017-03-28 00:00:13.670000 PDT,-0.0193115+0.26575j
2017-03-28 00:00:13.680000 PDT,-0.0192431+0.264809j
2017-03-28 00:00:13.690000 PDT,-0.0191747+0.263868j
2017-03-28 00:00:13.700000 PDT,-0.0191064+0.262928j
2017-03-28 00:00:13.710000 PDT,-0.0190381+0.261987j
2017-03-28 00:00:13.720000 PDT,-0.0189699+0.261048j
2017-03-28 00:00:13.730000 PDT,-0.0189017+0.260109j
2017-03-28 00:00:13.740000 PDT,-0.0188335+0.25917j
2017-03-28 00:00:13.750000 PDT,-0.0187654+0.258232j
2017-03-28 00:00:13.760000 PDT,-0.0186973+0.257295j
2017-03-28 00:00:13.770000 PDT,-0.0186292+0.256358j
2017-03-28 00:00:13.780000 PDT,-0.0185612+0.255421j
2017-03-28 00:00:13.790000 PDT,-0.0184932+0.254486j
2017-03-28 00:00:13.800000 PDT,-0.0184253+0.25355j
2017-03-28 00:00:13.810000 PDT,-0.0183574+0.252616j
2017-03-28 00:00:13.820000 PDT,-0.0182895+0.251681j
2017-03-28 00:00:13.830000 PDT,-0.0182217+0.250748j
2017-03-28 00:00:13.840000 PDT,-0.0181539+0.249815j
2017-03-28 00:00:13.850000 PDT,-0.0180862+0.248882j
2017-03-28 00:00:13.860000 PDT,-0.0180185+0.247951j
2017-03-28 00:00:13.870000 PDT,-0.0179509+0.247019j
2017-03-28 00:00:13.880000 PDT,-0.0178833+0.246089j
2017-03-28 00:00:13.890000 PDT,-0.0178157+0.245159j
2017-03-28 00:00:13.900000 PDT,-0.0177482+0.244229j
2017-03-28 00:00:13.910000 PDT,-0.0176807+0.243301j
2017-03-28 00:00:13.920000 PDT,-0.0176133+0.242372j
2017-03-28 00:00:13.930000 PDT,-0.0175459+0.241445j
2017-03-28 00:00:13.940000 PDT,-0.0174786+0.240518j
2017-03-28 00:00:13.950000 PDT,-0.0174113+0.239591j
2017-03-28 00:00:13.960000 PDT,-0.017344+0.238665j
2017-03-28 00:00:13.970000 PDT,-0.0172768+0.23774j
2017-03-28 00:00:13.980000 PDT,-0.0172096+0.236815j
2017-03-28 00:00:13.990000 PDT,-0.0171425+0.235891j
2017-03-28 00:00:14.000000 PDT,-0.0170754+0.234968j
2017-03-28 00:00:14.010000 PDT,-0.0170084+0.234045j
2017-03-28 00:00:14.020000 PDT,-0.0169414+0.233122j
2017-03-28 00:00:14.030000 PDT,-0.0168744+0.2322j
2017-03-28 00:00:14.040000 PDT,-0.0168075+0.231279j
2017-03-28 00:00:14.050000 PDT,-0.0167406+0.230358j
2017-03-28 00:00:14.060000 PDT,-0.0166737+0.229438j
2017-03-28 00:00:14.070000 PDT,-0.0166069+0.228518j
2017-03-28 00:00:14.080000 PDT,-0.0165401+0.227599j
2017-03-28 00:00:14.090000 PDT,-0.0164734+0.22668j
2017-03-28 00:00:14.100000 PDT,-0.0164067+0.225762j
2017-03-28 00:00:14.110000 PDT,-0.01634+0.224844j
2017-03-28 00:00:14.120000 PDT,-0.0162734+0.223927j
2017-03-28 00:00:14.130000 PDT,-0.0162068+0.22301j
2017-03-28 00:00:14.140000 PDT,-0.0161402+0.222094j
2017-03-28 00:00:14.150000 PDT,-0.0160736+0.221178j
2017-03-28 00:00:14.160000 PDT,-0.0160071+0.220262j
2017-03-28 00:00:14.170000 PDT,-0.0159406+0.219347j
2017-03-28 00:00:14.180000 PDT,-0.0158742+0.218432j
2017-03-28 00:00:14.190000 PDT,-0.0158077+0.217517j
2017-03-28 00:00:14.200000 PDT,-0.0157413+0.216603j
2017-03-28 00:00:14.210000 PDT,-0.0156749+0.215689j
2017-03-28 00:00:14.220000 PDT,-0.0156085+0.214776j
2017-03-28 00:00:14.230000 PDT,-0.0155422+0.213862j
2017-03-28 00:00:14.240000 PDT,-0.0154759+0.212949j
2017-03-28 00:00:14.250000 PDT,-0.0154095+0.212036j
2017-03-28 00:00:14.260000 PDT,-0.0153432+0.211124j
2017-03-28 00:00:14.270000 PDT,-0.015277+0.210211j
2017-03-28 00:00:14.280000 PDT,-0.0152107+0.209299j
2017-03-28 00:00:14.290000 PDT,-0.0151444+0.208387j
2017-03-28 00:00:14.300000 PDT,-0.0150782+0.207475j
2017-03-28 00:00:14.310000 PDT,-0.0150119+0.206563j
2017-03-28 00:00:14.320000 PDT,-0.0149457+0.205651j
2017-03-28 00:00:14.330000 PDT,-0.0148794+0.204739j
2017-03-28 00:00:14.340000 PDT,-0.0148132+0.203828j
2017-03-28 00:00:14.350000 PDT,-0.0147469+0.202916j
2017-03-28 00:00:14.360000 PDT,-0.0146807+0.202004j
2017-03-28 00:00:14.370000 PDT,-0.0146145+0.201092j
2017-03-28 00:00:14.380000 PDT,-0.0145482+0.200181j
2017-03-28 00:00:14.390000 PDT,-0.014482+0.199269j
2017-03-28 00:00:14.400000 PDT,-0.0144157+0.198357j
2017-03-28 00:00:14.410000 PDT,-0.0143494+0.197444j
2017-03-28 00:00:14.420000 PDT,-0.0142831+0.196532j
2017-03-28 00:00:14.430000 PDT,-0.0142168+0.195619j
2017-03-28 00:00:14.440000 PDT,-0.0141505+0.194707j
2017-03-28 00:00:14.450000 PDT,-0.0140842+0.193794j
2017-03-28 00:00:14.460000 PDT,-0.0140179+0.19288j
2017-03-28 00:00:14.470000 PDT,-0.0139515+0.191967j
2017-03-28 00:00:14.480000 PDT,-0.0138851+0.191053j
2017-03-28 00:00:14.490000 PDT,-0.0138187+0.190139j
2017-03-28 00:00:14.500000 PDT,-0.0137522+0.189224j
2017-03-28 00:00:14.510000 PDT,-0.0136857+0.188309j
2017-03-28 00:00:14.520000 PDT,-0.0136192+0.187394j
2017-03-28 00:00:14.530000 PDT,-0.0135527+0.186478j
2017-03-28 00:00:14.540000 PDT,-0.0134861+0.185562j
2017-03-28 00:00:14.550000 PDT,-0.0134195+0.184645j
2017-03-28 00:00:14.560000 PDT,-0.0133529+0.183728j
2017-03-28 00:00:14.570000 PDT,-0.0132862+0.18281j
2017-03-28 00:00:14.580000 PDT,-0.0132195+0.181892j
2017-03-28 00:00:14.590000 PDT,-0.0131527+0.180973j
2017-03-28 00:00:14.600000 PDT,-0.0130859+0.180053j
2017-03-28 00:00:14.610000 PDT,-0.013019+0.179133j
2017-03-28 00:00:14.620000 PDT,-0.0129521+0.178212j
2017-03-28 00:00:14.630000 PDT,-0.0128852+0.17729j
2017-03-28 00:00:14.640000 PDT,-0.0128182+0.176368j
2017-03-28 00:00:14.650000 PDT,-0.0127511+0.175445j
2017-03-28 00:00:14.660000 PDT,-0.012684+0.174522j
2017-03-28 00:00:14.670000 PDT,-0.0126168+0.173597j
2017-03-28 00:00:14.680000 PDT,-0.0125496+0.172672j
2017-03-28 00:00:14.690000 PDT,-0.0124823+0.171746j
2017-03-28 00:00:14.700000 PDT,-0.012415+0.170819j
2017-03-28 00:00:14.710000 PDT,-0.0123476+0.169892j
2017-03-28 00:00:14.720000 PDT,-0.0122801+0.168964j
2017-03-28 00:00:14.730000 PDT,-0.0122126+0.168034j
2017-03-28 00:00:14.740000 PDT,-0.012145+0.167104j
2017-03-28 00:00:14.750000 PDT,-0.0120774+0.166173j
2017-03-28 00:00:14.760000 PDT,-0.0120097+0.165242j
2017-03-28 00:00:14.770000 PDT,-0.0119419+0.164309j
2017-03-28 00:00:14.780000 PDT,-0.0118741+0.163375j
2017-03-28 00:00:14.790000 PDT,-0.0118062+0.162441j
2017-03-28 00:00:14.800000 PDT,-0.0117382+0.161505j
2017-03-28 00:00:14.810000 PDT,-0.0116702+0.160569j
2017-03-28 00:00:14.820000 PDT,-0.0116021+0.159632j
2017-03-28 00:00:14.830000 PDT,-0.0115339+0.158694j
2017-03-28 00:00:14.840000 PDT,-0.0114657+0.157754j
2017-03-28 00:00:14.850000 PDT,-0.0113974+0.156814j
2017-03-28 00:00:14.860000 PDT,-0.011329+0.155873j
2017-03-28 00:00:14.870000 PDT,-0.0112606+0.154932j
2017-03-28 00:00:14.880000 PDT,-0.0111921+0.153989j
2017-03-28 00:00:14.890000 PDT,-0.0111235+0.153045j
2017-03-28 00:00:14.900000 PDT,-0.0110548+0.1521j
2017-03-28 00:00:14.910000 PDT,-0.0109861+0.151155j
2017-03-28 00:00:14.920000 PDT,-0.0109174+0.150208j
2017-03-28 00:00:14.930000 PDT,-0.0108485+0.149261j
2017-03-28 00:00:14.940000 PDT,-0.0107796+0.148312j
2017-03-28 00:00:14.950000 PDT,-0.0107106+0.147363j
2017-03-28 00:00:14.960000 PDT,-0.0106416+0.146413j
2017-03-28 00:00:14.970000 PDT,-0.0105725+0.145462j
2017-03-28 00:00:14.980000 PDT,-0.0105033+0.144511j
2017-03-28 00:00:14.990000 PDT,-0.0104341+0.143558j
2017-03-28 00:00:15.000000 PDT,-0.0103649+0.142605j
2017-03-28 00:00:15.010000 PDT,-0.0102955+0.141651j
2017-03-28 00:00:15.020000 PDT,-0.0102261+0.140696j
2017-03-28 00:00:15.030000 PDT,-0.0101567+0.13974j
2017-03-28 00:00:15.040000 PDT,-0.0100872+0.138784j
2017-03-28 00:00:15.050000 PDT,-0.0100177+0.137827j
2017-03-28 00:00:15.060000 PDT,-0.00994808+0.136869j
2017-03-28 00:00:15.070000 PDT,-0.00987845+0.135911j
2017-03-28 00:00:15.080000 PDT,-0.00980877+0.134952j
2017-03-28 00:00:15.090000 PDT,-0.00973905+0.133993j
2017-03-28 00:00:15.100000 PDT,-0.00966929+0.133033j
2017-03-28 00:00:15.110000 PDT,-0.0095995+0.132072j
2017-03-28 00:00:15.120000 PDT,-0.00952967+0.131111j
2017-03-28 00:00:15.130000 PDT,-0.00945981+0.13015j
2017-03-28 00:00:15.140000 PDT,-0.00938992+0.129188j
2017-03-28 00:00:15.150000 PDT,-0.00932001+0.128226j
2017-03-28 00:00:15.160000 PDT,-0.00925007+0.127264j
2017-03-28 00:00:15.170000 PDT,-0.00918012+0.126301j
2017-03-28 00:00:15.180000 PDT,-0.00911015+0.125338j
2017-03-28 00:00:15.190000 PDT,-0.00904016+0.124375j
2017-03-28 00:00:15.200000 PDT,-0.00897017+0.123412j
2017-03-28 00:00:15.210000 PDT,-0.00889789+0.122417j
2017-03-28 00:00:16 PDT,-0.0088979+0.122417j
2017-03-28 00:00:17 PDT,-0.0088979+0.122417j
2017-03-28 00:00:18.000000 PDT,-0.0088979+0.122417j
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0+0j
2017-03-28 00:00:24.020000 PDT,-0.00227705+0.0313213j
2017-03-28 00:00:24.030000 PDT,-0.00228794+0.0314728j
2017-03-28 00:00:24.040000 PDT,-0.00229892+0.0316238j
2017-03-28 00:00:24.050000 PDT,-0.00230988+0.0317745j
2017-03-28 00:00:24.060000 PDT,-0.0023208+0.0319249j
2017-03-28 00:00:24.070000 PDT,-0.00233171+0.0320749j
2017-03-28 00:00:24.080000 PDT,-0.00234259+0.0322246j
2017-03-28 00:00:24.090000 PDT,-0.00235345+0.032374j
2017-03-28 00:00:24.100000 PDT,-0.00236428+0.032523j
2017-03-28 00:00:24.110000 PDT,-0.0023751+0.0326718j
2017-03-28 00:00:24.120000 PDT,-0.00238589+0.0328202j
2017-03-28 00:00:24.130000 PDT,-0.00239666+0.0329683j
2017-03-28 00:00:24.140000 PDT,-0.0024074+0.0331162j
2017-03-28 00:00:24.150000 PDT,-0.00241813+0.0332638j
2017-03-28 00:00:24.160000 PDT,-0.00242884+0.0334111j
2017-03-28 00:00:24.170000 PDT,-0.00243952+0.0335581j
2017-03-28 00:00:24.180000 PDT,-0.00245019+0.0337048j
2017-03-28 00:00:24.190000 PDT,-0.00246084+0.0338513j
2017-03-28 00:00:24.200000 PDT,-0.00247147+0.0339975j
2017-03-28 00:00:24.210000 PDT,-0.00248208+0.0341434j
2017-03-28 00:00:24.220000 PDT,-0.00249267+0.0342891j
2017-03-28 00:00:24.230000 PDT,-0.00250324+0.0344346j
2017-03-28 00:00:24.240000 PDT,-0.0025138+0.0345798j
2017-03-28 00:00:24.250000 PDT,-0.00252433+0.0347248j
2017-03-28 00:00:24.260000 PDT,-0.00253486+0.0348695j
2017-03-28 00:00:24.270000 PDT,-0.00254536+0.035014j
2017-03-28 00:00:24.280000 PDT,-0.00255585+0.0351583j
2017-03-28 00:00:24.290000 PDT,-0.00256632+0.0353024j
2017-03-28 00:00:24.300000 PDT,-0.00257678+0.0354462j
2017-03-28 00:00:24.310000 PDT,-0.00258722+0.0355899j
2017-03-28 00:00:24.320000 PDT,-0.00259764+0.0357333j
2017-03-28 00:00:24.330000 PDT,-0.00260806+0.0358765j
2017-03-28 00:00:24.340000 PDT,-0.00261845+0.0360195j
2017-03-28 00:00:24.350000 PDT,-0.00262884+0.0361624j
2017-03-28 00:00:24.360000 PDT,-0.0026392+0.036305j
2017-03-28 00:00:24.370000 PDT,-0.00264956+0.0364475j
2017-03-28 00:00:24.380000 PDT,-0.0026599+0.0365897j
2017-03-28 00:00:24.390000 PDT,-0.00267023+0.0367318j
2017-03-28 00:00:24.400000 PDT,-0.00268054+0.0368737j
2017-03-28 00:00:24.410000 PDT,-0.00269084+0.0370154j
2017-03-28 00:00:24.420000 PDT,-0.00270113+0.037157j
2017-03-28 00:00:24.430000 PDT,-0.00271141+0.0372984j
2017-03-28 00:00:24.440000 PDT,-0.00272168+0.0374396j
2017-03-28 00:00:24.450000 PDT,-0.00273193+0.0375807j
2017-03-28 00:00:24.460000 PDT,-0.00274218+0.0377216j
2017-03-28 00:00:24.470000 PDT,-0.00275241+0.0378624j
2017-03-28 00:00:24.480000 PDT,-0.00276263+0.038003j
2017-03-28 00:00:24.490000 PDT,-0.00277284+0.0381434j
2017-03-28 00:00:24.500000 PDT,-0.00278304+0.0382837j
2017-03-28 00:00:24.510000 PDT,-0.00279323+0.0384239j
2017-03-28 00:00:24.520000 PDT,-0.00280341+0.0385639j
2017-03-28 00:00:24.530000 PDT,-0.00281358+0.0387038j
2017-03-28 00:00:24.540000 PDT,-0.00282374+0.0388436j
2017-03-28 00:00:24.550000 PDT,-0.00283389+0.0389832j
2017-03-28 00:00:24.560000 PDT,-0.00284403+0.0391228j
2017-03-28 00:00:24.570000 PDT,-0.00285416+0.0392621j
2017-03-28 00:00:24.580000 PDT,-0.00286428+0.0394014j
2017-03-28 00:00:24.590000 PDT,-0.0028744+0.0395406j
2017-03-28 00:00:24.600000 PDT,-0.0028845+0.0396796j
2017-03-28 00:00:24.610000 PDT,-0.0028946+0.0398185j
2017-03-28 00:00:24.620000 PDT,-0.00290469+0.0399573j
2017-03-28 00:00:24.630000 PDT,-0.00291477+0.040096j
2017-03-28 00:00:24.640000 PDT,-0.00292485+0.0402346j
2017-03-28 00:00:24.650000 PDT,-0.00293492+0.0403731j
2017-03-28 00:00:24.660000 PDT,-0.00294498+0.0405115j
2017-03-28 00:00:24.670000 PDT,-0.00295503+0.0406498j
2017-03-28 00:00:24.680000 PDT,-0.00296507+0.040788j
2017-03-28 00:00:24.690000 PDT,-0.00297511+0.0409261j
2017-03-28 00:00:24.700000 PDT,-0.00298514+0.0410641j
2017-03-28 00:00:24.710000 PDT,-0.00299517+0.041202j
2017-03-28 00:00:24.720000 PDT,-0.00300519+0.0413399j
2017-03-28 00:00:24.730000 PDT,-0.0030152+0.0414776j
2017-03-28 00:00:24.740000 PDT,-0.00302521+0.0416153j
2017-03-28 00:00:24.750000 PDT,-0.00303521+0.0417529j
2017-03-28 00:00:24.760000 PDT,-0.00304521+0.0418904j
2017-03-28 00:00:24.770000 PDT,-0.0030552+0.0420279j
2017-03-28 00:00:24.780000 PDT,-0.00306518+0.0421652j
2017-03-28 00:00:24.790000 PDT,-0.00307516+0.0423025j
2017-03-28 00:00:24.800000 PDT,-0.00308514+0.0424398j
2017-03-28 00:00:24.810000 PDT,-0.00309511+0.0425769j
2017-03-28 00:00:24.820000 PDT,-0.00310508+0.042714j
2017-03-28 00:00:24.830000 PDT,-0.00311504+0.0428511j
2017-03-28 00:00:24.840000 PDT,-0.00312499+0.042988j
2017-03-28 00:00:24.850000 PDT,-0.00313495+0.0431249j
2017-03-28 00:00:24.860000 PDT,-0.00314489+0.0432618j
2017-03-28 00:00:24.870000 PDT,-0.00315484+0.0433986j
2017-03-28 00:00:24.880000 PDT,-0.00316478+0.0435353j
2017-03-28 00:00:24.890000 PDT,-0.00317471+0.043672j
2017-03-28 00:00:24.900000 PDT,-0.00318465+0.0438087j
2017-03-28 00:00:24.910000 PDT,-0.00319457+0.0439453j
2017-03-28 00:00:24.920000 PDT,-0.0032045+0.0440818j
2017-03-28 00:00:24.930000 PDT,-0.00321442+0.0442183j
2017-03-28 00:00:24.940000 PDT,-0.00322434+0.0443548j
2017-03-28 00:00:24.950000 PDT,-0.00323426+0.0444912j
2017-03-28 00:00:24.960000 PDT,-0.00324417+0.0446276j
2017-03-28 00:00:24.970000 PDT,-0.00325408+0.0447639j
2017-03-28 00:00:24.980000 PDT,-0.00326399+0.0449002j
2017-03-28 00:00:24.990000 PDT,-0.00327389+0.0450365j
2017-03-28 00:00:25.000000 PDT,-0.00327651+0.0450725j
2017-03-28 00:00:25.010000 PDT,-0.00330463+0.0454593j
2017-03-28 00:00:25.020000 PDT,-0.00333274+0.045846j
2017-03-28 00:00:25.030000 PDT,-0.00336083+0.0462324j
2017-03-28 00:00:25.040000 PDT,-0.0033889+0.0466187j
2017-03-28 00:00:25.050000 PDT,-0.00341697+0.0470049j
2017-03-28 00:00:25.060000 PDT,-0.00344503+0.0473909j
2017-03-28 00:00:25.070000 PDT,-0.00347309+0.0477768j
2017-03-28 00:00:25.080000 PDT,-0.00350114+0.0481628j
2017-03-28 00:00:25.090000 PDT,-0.00352919+0.0485486j
2017-03-28 00:00:25.100000 PDT,-0.00355724+0.0489345j
2017-03-28 00:00:25.110000 PDT,-0.00358529+0.0493204j
2017-03-28 00:00:25.120000 PDT,-0.00361334+0.0497064j
2017-03-28 00:00:25.130000 PDT,-0.0036414+0.0500924j
2017-03-28 00:00:25.140000 PDT,-0.00366946+0.0504785j
2017-03-28 00:00:25.150000 PDT,-0.00369754+0.0508647j
2017-03-28 00:00:25.160000 PDT,-0.00372562+0.0512511j
2017-03-28 00:00:25.170000 PDT,-0.00375371+0.0516376j
2017-03-28 00:00:25.180000 PDT,-0.00378182+0.0520242j
2017-03-28 00:00:25.190000 PDT,-0.00380994+0.0524111j
2017-03-28 00:00:25.200000 PDT,-0.00383807+0.0527982j
2017-03-28 00:00:25.210000 PDT,-0.00386623+0.0531854j
2017-03-28 00:00:25.220000 PDT,-0.00389439+0.053573j
2017-03-28 00:00:25.230000 PDT,-0.00392258+0.0539607j
2017-03-28 00:00:25.240000 PDT,-0.00395078+0.0543488j
2017-03-28 00:00:25.250000 PDT,-0.00397901+0.0547371j
2017-03-28 00:00:25.260000 PDT,-0.00400726+0.0551257j
2017-03-28 00:00:25.270000 PDT,-0.00403552+0.0555146j
2017-03-28 00:00:25.280000 PDT,-0.00406382+0.0559038j
2017-03-28 00:00:25.290000 PDT,-0.00409213+0.0562934j
2017-03-28 00:00:25.300000 PDT,-0.00412047+0.0566833j
2017-03-28 00:00:25.310000 PDT,-0.00414884+0.0570736j
2017-03-28 00:00:25.320000 PDT,-0.00417723+0.0574642j
2017-03-28 00:00:25.330000 PDT,-0.00420565+0.0578552j
2017-03-28 00:00:25.340000 PDT,-0.0042341+0.0582466j
2017-03-28 00:00:25.350000 PDT,-0.00426258+0.0586383j
2017-03-28 00:00:25.360000 PDT,-0.00429108+0.0590305j
2017-03-28 00:00:25.370000 PDT,-0.00431962+0.0594231j
2017-03-28 00:00:25.380000 PDT,-0.00434818+0.0598161j
2017-03-28 00:00:25.390000 PDT,-0.00437678+0.0602095j
2017-03-28 00:00:25.400000 PDT,-0.00440541+0.0606034j
2017-03-28 00:00:25.410000 PDT,-0.00443407+0.0609977j
2017-03-28 00:00:25.420000 PDT,-0.00446276+0.0613925j
2017-03-28 00:00:25.430000 PDT,-0.00449148+0.0617877j
2017-03-28 00:00:25.440000 PDT,-0.00452024+0.0621833j
2017-03-28 00:00:25.450000 PDT,-0.00454903+0.0625794j
2017-03-28 00:00:25.460000 PDT,-0.00457786+0.062976j
2017-03-28 00:00:25.470000 PDT,-0.00460672+0.0633731j
2017-03-28 00:00:25.480000 PDT,-0.00463562+0.0637706j
2017-03-28 00:00:25.490000 PDT,-0.00466455+0.0641687j
2017-03-28 00:00:25.500000 PDT,-0.00469351+0.0645672j
2017-03-28 00:00:25.510000 PDT,-0.00472251+0.0649662j
2017-03-28 00:00:25.520000 PDT,-0.00475155+0.0653657j
2017-03-28 00:00:25.530000 PDT,-0.00478062+0.0657657j
2017-03-28 00:00:25.540000 PDT,-0.00480973+0.0661662j
2017-03-28 00:00:25.550000 PDT,-0.00483888+0.0665672j
2017-03-28 00:00:25.560000 PDT,-0.00486806+0.0669687j
2017-03-28 00:00:25.570000 PDT,-0.00489728+0.0673707j
2017-03-28 00:00:25.580000 PDT,-0.00492654+0.0677732j
2017-03-28 00:00:25.590000 PDT,-0.00495583+0.0681762j
2017-03-28 00:00:25.600000 PDT,-0.00498516+0.0685798j
2017-03-28 00:00:25.610000 PDT,-0.00501453+0.0689838j
2017-03-28 00:00:25.620000 PDT,-0.00504394+0.0693884j
2017-03-28 00:00:25.630000 PDT,-0.00507338+0.0697935j
