# file...... ../data_vfd_out_rec_curr_B.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,current_out_B
2017-03-28 00:00:12.900000 PDT,+0.238095+115.72d
2017-03-28 00:00:12.910000 PDT,+0.238095+71.8451d
2017-03-28 00:00:12.920000 PDT,+0.238095+27.4827d
2017-03-28 00:00:12.930000 PDT,+0.238095-17.3673d
2017-03-28 00:00:12.940000 PDT,+0.238095-62.7047d
2017-03-28 00:00:12.950000 PDT,+0.238095-108.53d
2017-03-28 00:00:12.960000 PDT,+0.238095-154.842d
2017-03-28 00:00:12.970000 PDT,+0.238095+158.358d
2017-03-28 00:00:12.980000 PDT,+0.238095+111.07d
2017-03-28 00:00:12.990000 PDT,+0.238095+63.2955d
2017-03-28 00:00:13.000000 PDT,+0.238095+15.033d
2017-03-28 00:00:13.010000 PDT,+0.238095-33.7169d
2017-03-28 00:00:13.020000 PDT,+0.238095-82.9544d
2017-03-28 00:00:13.030000 PDT,+0.238095-132.679d
2017-03-28 00:00:13.040000 PDT,+0.238095+177.108d
2017-03-28 00:00:13.050000 PDT,+0.238095+126.408d
2017-03-28 00:00:13.060000 PDT,+0.238095+75.2208d
2017-03-28 00:00:13.070000 PDT,+0.238095+23.5459d
2017-03-28 00:00:13.080000 PDT,+0.238095-28.6166d
2017-03-28 00:00:13.090000 PDT,+0.238095-81.2665d
2017-03-28 00:00:13.100000 PDT,+0.238095-134.404d
2017-03-28 00:00:13.110000 PDT,+0.238095+171.971d
2017-03-28 00:00:13.120000 PDT,+0.238095+117.859d
2017-03-28 00:00:13.130000 PDT,+0.238095+63.2587d
2017-03-28 00:00:13.140000 PDT,+0.238095+8.16991d
2017-03-28 00:00:13.150000 PDT,+0.238095-47.405d
2017-03-28 00:00:13.160000 PDT,+0.238095-103.467d
2017-03-28 00:00:13.170000 PDT,+0.238095-160.017d
2017-03-28 00:00:13.180000 PDT,+0.238095+142.945d
2017-03-28 00:00:13.190000 PDT,+0.238095+85.4202d
2017-03-28 00:00:13.200000 PDT,+0.238095+27.4077d
2017-03-28 00:00:13.210000 PDT,+0.238095-31.0922d
2017-03-28 00:00:13.220000 PDT,+0.238095-90.0797d
2017-03-28 00:00:13.230000 PDT,+0.238095-149.555d
2017-03-28 00:00:13.240000 PDT,+0.238095+150.483d
2017-03-28 00:00:13.250000 PDT,+0.238095+90.033d
2017-03-28 00:00:13.260000 PDT,+0.238095+29.0956d
2017-03-28 00:00:13.270000 PDT,+0.238095-32.3294d
2017-03-28 00:00:13.280000 PDT,+0.238095-94.2418d
2017-03-28 00:00:13.290000 PDT,+0.238095-156.642d
2017-03-28 00:00:13.300000 PDT,+0.238095+140.471d
2017-03-28 00:00:13.310000 PDT,+0.238095+77.0959d
2017-03-28 00:00:13.320000 PDT,+0.238095+13.2334d
2017-03-28 00:00:13.330000 PDT,+0.238095-51.1165d
2017-03-28 00:00:13.340000 PDT,+0.238095-115.954d
2017-03-28 00:00:13.350000 PDT,+0.238095+178.721d
2017-03-28 00:00:13.360000 PDT,+0.238095+112.909d
2017-03-28 00:00:13.370000 PDT,+0.238095+46.6087d
2017-03-28 00:00:13.380000 PDT,+0.238095-20.1787d
2017-03-28 00:00:13.390000 PDT,+0.238095-87.4552d
2017-03-28 00:00:13.400000 PDT,+0.238095-155.218d
2017-03-28 00:00:13.410000 PDT,+0.238095+136.532d
2017-03-28 00:00:13.420000 PDT,+0.238095+67.795d
2017-03-28 00:00:13.430000 PDT,+0.238095-1.42997d
2017-03-28 00:00:13.440000 PDT,+0.238095-71.1424d
2017-03-28 00:00:13.450000 PDT,+0.238095-141.342d
2017-03-28 00:00:13.460000 PDT,+0.238095+147.97d
2017-03-28 00:00:13.470000 PDT,+0.238095+76.7953d
2017-03-28 00:00:13.480000 PDT,+0.238095+5.13286d
2017-03-28 00:00:13.490000 PDT,+0.238095-67.0171d
2017-03-28 00:00:13.500000 PDT,+0.238095-139.654d
2017-03-28 00:00:13.510000 PDT,+0.238095+147.221d
2017-03-28 00:00:13.520000 PDT,+0.238095+73.6081d
2017-03-28 00:00:13.530000 PDT,+0.238095-0.491787d
2017-03-28 00:00:13.540000 PDT,+0.238095-75.0792d
2017-03-28 00:00:13.550000 PDT,+0.238095-150.154d
2017-03-28 00:00:13.560000 PDT,+0.238095+134.283d
2017-03-28 00:00:13.570000 PDT,+0.238095+58.2335d
2017-03-28 00:00:13.580000 PDT,+0.238095-18.3039d
2017-03-28 00:00:13.590000 PDT,+0.238095-95.3289d
2017-03-28 00:00:13.600000 PDT,+0.238095-172.841d
2017-03-28 00:00:13.610000 PDT,+0.238095+109.159d
2017-03-28 00:00:13.620000 PDT,+0.238095+30.6714d
2017-03-28 00:00:13.630000 PDT,+0.238095-48.3036d
2017-03-28 00:00:13.640000 PDT,+0.238095-127.768d
2017-03-28 00:00:13.650000 PDT,+0.238095+152.282d
2017-03-28 00:00:13.660000 PDT,+0.238095+71.8448d
2017-03-28 00:00:13.670000 PDT,+0.238095-9.08014d
2017-03-28 00:00:13.680000 PDT,+0.238095-90.4926d
2017-03-28 00:00:13.690000 PDT,+0.238095-172.392d
2017-03-28 00:00:13.700000 PDT,+0.238095+105.22d
2017-03-28 00:00:13.710000 PDT,+0.238095+22.3452d
2017-03-28 00:00:13.720000 PDT,+0.238095-61.0173d
2017-03-28 00:00:13.730000 PDT,+0.238095-144.867d
2017-03-28 00:00:13.740000 PDT,+0.238095+130.795d
2017-03-28 00:00:13.750000 PDT,+0.238095+45.9705d
2017-03-28 00:00:13.760000 PDT,+0.238095-39.3419d
2017-03-28 00:00:13.770000 PDT,+0.238095-125.142d
2017-03-28 00:00:13.780000 PDT,+0.238095+148.571d
2017-03-28 00:00:13.790000 PDT,+0.238095+61.7958d
2017-03-28 00:00:13.800000 PDT,+0.238095-25.4666d
2017-03-28 00:00:13.810000 PDT,+0.238095-113.217d
2017-03-28 00:00:13.820000 PDT,+0.238095+158.546d
2017-03-28 00:00:13.830000 PDT,+0.238095+69.8212d
2017-03-28 00:00:13.840000 PDT,+0.238095-19.3913d
2017-03-28 00:00:13.850000 PDT,+0.238095-109.091d
2017-03-28 00:00:13.860000 PDT,+0.238095+160.721d
2017-03-28 00:00:13.870000 PDT,+0.238095+70.0465d
2017-03-28 00:00:13.880000 PDT,+0.238095-21.1159d
2017-03-28 00:00:13.890000 PDT,+0.238095-112.768d
2017-03-28 00:00:13.900000 PDT,+0.238095+155.095d
2017-03-28 00:00:13.910000 PDT,+0.238095+62.4697d
2017-03-28 00:00:13.920000 PDT,+0.238095-30.6427d
2017-03-28 00:00:13.930000 PDT,+0.238095-124.243d
2017-03-28 00:00:13.940000 PDT,+0.238095+141.67d
2017-03-28 00:00:13.950000 PDT,+0.238095+47.095d
2017-03-28 00:00:13.960000 PDT,+0.238095-47.9674d
2017-03-28 00:00:13.970000 PDT,+0.238095-143.517d
2017-03-28 00:00:13.980000 PDT,+0.238095+120.445d
2017-03-28 00:00:13.990000 PDT,+0.238095+23.9204d
2017-03-28 00:00:14.000000 PDT,+0.238095-73.092d
2017-03-28 00:00:14.010000 PDT,+0.238095-170.592d
2017-03-28 00:00:14.020000 PDT,+0.238095+91.4207d
2017-03-28 00:00:14.030000 PDT,+0.238095-7.05424d
2017-03-28 00:00:14.040000 PDT,+0.238095-106.017d
2017-03-28 00:00:14.050000 PDT,+0.238095+154.533d
2017-03-28 00:00:14.060000 PDT,+0.238095+54.596d
2017-03-28 00:00:14.070000 PDT,+0.238095-45.8289d
2017-03-28 00:00:14.080000 PDT,+0.238095-146.741d
2017-03-28 00:00:14.090000 PDT,+0.238095+111.859d
2017-03-28 00:00:14.100000 PDT,+0.238095+9.97143d
2017-03-28 00:00:14.110000 PDT,+0.238095-92.4035d
2017-03-28 00:00:14.120000 PDT,+0.238095+164.734d
2017-03-28 00:00:14.130000 PDT,+0.238095+61.3842d
2017-03-28 00:00:14.140000 PDT,+0.238095-42.4557d
2017-03-28 00:00:14.150000 PDT,+0.238095-146.781d
2017-03-28 00:00:14.160000 PDT,+0.238095+108.407d
2017-03-28 00:00:14.170000 PDT,+0.238095+3.10715d
2017-03-28 00:00:14.180000 PDT,+0.238095-102.68d
2017-03-28 00:00:14.190000 PDT,+0.238095+151.045d
2017-03-28 00:00:14.200000 PDT,+0.238095+44.2825d
2017-03-28 00:00:14.210000 PDT,+0.238095-62.9674d
2017-03-28 00:00:14.220000 PDT,+0.238095-170.705d
2017-03-28 00:00:14.230000 PDT,+0.238095+81.0703d
2017-03-28 00:00:14.240000 PDT,+0.238095-27.6421d
2017-03-28 00:00:14.250000 PDT,+0.238095-136.842d
2017-03-28 00:00:14.260000 PDT,+0.238095+113.471d
2017-03-28 00:00:14.270000 PDT,+0.238095+3.29568d
2017-03-28 00:00:14.280000 PDT,+0.238095-107.367d
2017-03-28 00:00:14.290000 PDT,+0.238095+141.483d
2017-03-28 00:00:14.300000 PDT,+0.238095+29.846d
2017-03-28 00:00:14.310000 PDT,+0.238095-82.2789d
2017-03-28 00:00:14.320000 PDT,+0.238095+165.109d
2017-03-28 00:00:14.330000 PDT,+0.238095+52.0088d
2017-03-28 00:00:14.340000 PDT,+0.238095-61.5786d
2017-03-28 00:00:14.350000 PDT,+0.238095-175.653d
2017-03-28 00:00:14.360000 PDT,+0.238095+69.7841d
2017-03-28 00:00:14.370000 PDT,+0.238095-45.2657d
2017-03-28 00:00:14.380000 PDT,+0.238095-160.803d
2017-03-28 00:00:14.390000 PDT,+0.238095+83.1692d
2017-03-28 00:00:14.400000 PDT,+0.238095-33.3432d
2017-03-28 00:00:14.410000 PDT,+0.238095-150.343d
2017-03-28 00:00:14.420000 PDT,+0.238095+92.1695d
2017-03-28 00:00:14.430000 PDT,+0.238095-25.8053d
2017-03-28 00:00:14.440000 PDT,+0.238095-144.268d
2017-03-28 00:00:14.450000 PDT,+0.238095+96.7824d
2017-03-28 00:00:14.460000 PDT,+0.238095-22.655d
2017-03-28 00:00:14.470000 PDT,+0.238095-142.58d
2017-03-28 00:00:14.480000 PDT,+0.238095+97.0077d
2017-03-28 00:00:14.490000 PDT,+0.238095-23.8922d
2017-03-28 00:00:14.500000 PDT,+0.238095-145.28d
2017-03-28 00:00:14.510000 PDT,+0.238095+92.8456d
2017-03-28 00:00:14.520000 PDT,+0.238095-29.5168d
2017-03-28 00:00:14.530000 PDT,+0.238095-152.367d
2017-03-28 00:00:14.540000 PDT,+0.238095+84.2959d
2017-03-28 00:00:14.550000 PDT,+0.238095-39.529d
2017-03-28 00:00:14.560000 PDT,+0.238095-163.841d
2017-03-28 00:00:14.570000 PDT,+0.238095+71.3588d
2017-03-28 00:00:14.580000 PDT,+0.238095-53.9286d
2017-03-28 00:00:14.590000 PDT,+0.238095-179.703d
2017-03-28 00:00:14.600000 PDT,+0.238095+54.0341d
2017-03-28 00:00:14.610000 PDT,+0.238095-72.7157d
2017-03-28 00:00:14.620000 PDT,+0.238095+160.047d
2017-03-28 00:00:14.630000 PDT,+0.238095+32.322d
2017-03-28 00:00:14.640000 PDT,+0.238095-95.8934d
2017-03-28 00:00:14.650000 PDT,+0.238095+135.407d
2017-03-28 00:00:14.660000 PDT,+0.238095+6.21931d
2017-03-28 00:00:14.670000 PDT,+0.238095-123.456d
2017-03-28 00:00:14.680000 PDT,+0.238095+106.382d
2017-03-28 00:00:14.690000 PDT,+0.238095-24.2678d
2017-03-28 00:00:14.700000 PDT,+0.238095-155.405d
2017-03-28 00:00:14.710000 PDT,+0.238095+72.9699d
2017-03-28 00:00:14.720000 PDT,+0.238095-59.1424d
2017-03-28 00:00:14.730000 PDT,+0.238095+168.258d
2017-03-28 00:00:14.740000 PDT,+0.238095+35.1703d
2017-03-28 00:00:14.750000 PDT,+0.238095-98.4046d
2017-03-28 00:00:14.760000 PDT,+0.238095+127.533d
2017-03-28 00:00:14.770000 PDT,+0.238095-7.0168d
2017-03-28 00:00:14.780000 PDT,+0.238095-142.054d
2017-03-28 00:00:14.790000 PDT,+0.238095+82.421d
2017-03-28 00:00:14.800000 PDT,+0.238095-53.5914d
2017-03-28 00:00:14.810000 PDT,+0.238095+169.909d
2017-03-28 00:00:14.820000 PDT,+0.238095+32.9213d
2017-03-28 00:00:14.830000 PDT,+0.238095-104.554d
2017-03-28 00:00:14.840000 PDT,+0.238095+117.484d
2017-03-28 00:00:14.850000 PDT,+0.238095-20.9658d
2017-03-28 00:00:14.860000 PDT,+0.238095-159.903d
2017-03-28 00:00:14.870000 PDT,+0.238095+60.672d
2017-03-28 00:00:14.880000 PDT,+0.238095-79.2404d
2017-03-28 00:00:14.890000 PDT,+0.238095+140.356d
2017-03-28 00:00:14.900000 PDT,+0.238095-0.530937d
2017-03-28 00:00:14.910000 PDT,+0.238095-141.906d
2017-03-28 00:00:14.920000 PDT,+0.238095+76.2318d
2017-03-28 00:00:14.930000 PDT,+0.238095-66.118d
2017-03-28 00:00:14.940000 PDT,+0.238095+151.045d
2017-03-28 00:00:14.950000 PDT,+0.238095+7.71974d
2017-03-28 00:00:14.960000 PDT,+0.238095-136.093d
2017-03-28 00:00:14.970000 PDT,+0.238095+79.6075d
2017-03-28 00:00:14.980000 PDT,+0.238095-65.1798d
2017-03-28 00:00:14.990000 PDT,+0.238095+149.545d
2017-03-28 00:00:15.000000 PDT,+0.238095+3.78293d
2017-03-28 00:00:15.010000 PDT,+0.238095-142.467d
2017-03-28 00:00:15.020000 PDT,+0.238095+70.7957d
2017-03-28 00:00:15.030000 PDT,+0.238095-76.4291d
2017-03-28 00:00:15.040000 PDT,+0.238095+135.858d
2017-03-28 00:00:15.050000 PDT,+0.238095-12.3414d
2017-03-28 00:00:15.060000 PDT,+0.238095-161.029d
2017-03-28 00:00:15.070000 PDT,+0.238095+49.7964d
2017-03-28 00:00:15.080000 PDT,+0.238095-99.8659d
2017-03-28 00:00:15.090000 PDT,+0.238095+109.984d
2017-03-28 00:00:15.100000 PDT,+0.238095-40.6532d
2017-03-28 00:00:15.110000 PDT,+0.238095+168.222d
2017-03-28 00:00:15.120000 PDT,+0.238095+16.6096d
2017-03-28 00:00:15.130000 PDT,+0.238095-135.49d
2017-03-28 00:00:15.140000 PDT,+0.238095+71.9188d
2017-03-28 00:00:15.150000 PDT,+0.238095-81.1561d
2017-03-28 00:00:15.160000 PDT,+0.238095+125.282d
2017-03-28 00:00:15.170000 PDT,+0.238095-28.7683d
2017-03-28 00:00:15.180000 PDT,+0.238095+176.694d
2017-03-28 00:00:15.190000 PDT,+0.238095+21.6695d
2017-03-28 00:00:15.200000 PDT,+0.238095-133.843d
2017-03-28 00:00:15.210000 PDT,+0.238095+70.1573d
2017-03-28 00:00:16 PDT,+0.238095-169.842d
2017-03-28 00:00:17 PDT,+0.238095-169.842d
2017-03-28 00:00:18.000000 PDT,+0.238095-49.8419d
2017-03-28 00:00:18.010000 PDT,+0+0j
2017-03-28 00:00:19 PDT,+0+0j
2017-03-28 00:00:20 PDT,+0+0j
2017-03-28 00:00:21 PDT,+0+0j
2017-03-28 00:00:22 PDT,+0+0j
2017-03-28 00:00:23 PDT,+0+0j
2017-03-28 00:00:24.000000 PDT,+0+0j
2017-03-28 00:00:24.010000 PDT,+0.238095-25.8419d
2017-03-28 00:00:24.020000 PDT,+0.238095+9.03701d
2017-03-28 00:00:24.030000 PDT,+0.238095+163.995d
2017-03-28 00:00:24.040000 PDT,+0.238095-40.9688d
2017-03-28 00:00:24.050000 PDT,+0.238095+114.146d
2017-03-28 00:00:24.060000 PDT,+0.238095-90.6597d
2017-03-28 00:00:24.070000 PDT,+0.238095+64.613d
2017-03-28 00:00:24.080000 PDT,+0.238095-140.036d
2017-03-28 00:00:24.090000 PDT,+0.238095+15.3946d
2017-03-28 00:00:24.100000 PDT,+0.238095+170.904d
2017-03-28 00:00:24.110000 PDT,+0.238095-33.5087d
2017-03-28 00:00:24.120000 PDT,+0.238095+122.158d
2017-03-28 00:00:24.130000 PDT,+0.238095-82.0971d
2017-03-28 00:00:24.140000 PDT,+0.238095+73.722d
2017-03-28 00:00:24.150000 PDT,+0.238095-130.375d
2017-03-28 00:00:24.160000 PDT,+0.238095+25.6061d
2017-03-28 00:00:24.170000 PDT,+0.238095-178.334d
2017-03-28 00:00:24.180000 PDT,+0.238095-22.1947d
2017-03-28 00:00:24.190000 PDT,+0.238095+134.023d
2017-03-28 00:00:24.200000 PDT,+0.238095-69.6806d
2017-03-28 00:00:24.210000 PDT,+0.238095+86.6946d
2017-03-28 00:00:24.220000 PDT,+0.238095-116.851d
2017-03-28 00:00:24.230000 PDT,+0.238095+39.6812d
2017-03-28 00:00:24.240000 PDT,+0.238095-163.707d
2017-03-28 00:00:24.250000 PDT,+0.238095-7.01713d
2017-03-28 00:00:24.260000 PDT,+0.238095+149.752d
2017-03-28 00:00:24.270000 PDT,+0.238095-53.4005d
2017-03-28 00:00:24.280000 PDT,+0.238095+103.526d
2017-03-28 00:00:24.290000 PDT,+0.238095-99.4689d
2017-03-28 00:00:24.300000 PDT,+0.238095+57.6151d
2017-03-28 00:00:24.310000 PDT,+0.238095-145.222d
2017-03-28 00:00:24.320000 PDT,+0.238095+12.0192d
2017-03-28 00:00:24.330000 PDT,+0.238095+169.339d
2017-03-28 00:00:24.340000 PDT,+0.238095-33.2616d
2017-03-28 00:00:24.350000 PDT,+0.238095+124.216d
2017-03-28 00:00:24.360000 PDT,+0.238095-78.2275d
2017-03-28 00:00:24.370000 PDT,+0.238095+79.4077d
2017-03-28 00:00:24.380000 PDT,+0.238095-122.878d
2017-03-28 00:00:24.390000 PDT,+0.238095+34.9095d
2017-03-28 00:00:24.400000 PDT,+0.238095-167.219d
2017-03-28 00:00:24.410000 PDT,+0.238095-9.26886d
2017-03-28 00:00:24.420000 PDT,+0.238095+148.76d
2017-03-28 00:00:24.430000 PDT,+0.238095-53.1322d
2017-03-28 00:00:24.440000 PDT,+0.238095+105.054d
2017-03-28 00:00:24.450000 PDT,+0.238095-96.6806d
2017-03-28 00:00:24.460000 PDT,+0.238095+61.6634d
2017-03-28 00:00:24.470000 PDT,+0.238095-139.914d
2017-03-28 00:00:24.480000 PDT,+0.238095+18.5875d
2017-03-28 00:00:24.490000 PDT,+0.238095+177.168d
2017-03-28 00:00:24.500000 PDT,+0.238095-24.1734d
2017-03-28 00:00:24.510000 PDT,+0.238095+134.564d
2017-03-28 00:00:24.520000 PDT,+0.238095-66.6192d
2017-03-28 00:00:24.530000 PDT,+0.238095+92.276d
2017-03-28 00:00:24.540000 PDT,+0.238095-108.75d
2017-03-28 00:00:24.550000 PDT,+0.238095+50.3026d
2017-03-28 00:00:24.560000 PDT,+0.238095-150.566d
2017-03-28 00:00:24.570000 PDT,+0.238095+8.64422d
2017-03-28 00:00:24.580000 PDT,+0.238095+167.933d
2017-03-28 00:00:24.590000 PDT,+0.238095-32.6991d
2017-03-28 00:00:24.600000 PDT,+0.238095+126.747d
2017-03-28 00:00:24.610000 PDT,+0.238095-73.7275d
2017-03-28 00:00:24.620000 PDT,+0.238095+85.8764d
2017-03-28 00:00:24.630000 PDT,+0.238095-114.441d
2017-03-28 00:00:24.640000 PDT,+0.238095+45.3158d
2017-03-28 00:00:24.650000 PDT,+0.238095-154.844d
2017-03-28 00:00:24.660000 PDT,+0.238095+5.07491d
2017-03-28 00:00:24.670000 PDT,+0.238095+165.073d
2017-03-28 00:00:24.680000 PDT,+0.238095-34.851d
2017-03-28 00:00:24.690000 PDT,+0.238095+125.304d
2017-03-28 00:00:24.700000 PDT,+0.238095-74.4618d
2017-03-28 00:00:24.710000 PDT,+0.238095+85.8509d
2017-03-28 00:00:24.720000 PDT,+0.238095-113.758d
2017-03-28 00:00:24.730000 PDT,+0.238095+46.7125d
2017-03-28 00:00:24.740000 PDT,+0.238095-152.739d
2017-03-28 00:00:24.750000 PDT,+0.238095+7.88913d
2017-03-28 00:00:24.760000 PDT,+0.238095+168.596d
2017-03-28 00:00:24.770000 PDT,+0.238095-30.6192d
2017-03-28 00:00:24.780000 PDT,+0.238095+130.245d
2017-03-28 00:00:24.790000 PDT,+0.238095-68.8126d
2017-03-28 00:00:24.800000 PDT,+0.238095+92.2088d
2017-03-28 00:00:24.810000 PDT,+0.238095-106.691d
2017-03-28 00:00:24.820000 PDT,+0.238095+54.488d
2017-03-28 00:00:24.830000 PDT,+0.238095-144.254d
2017-03-28 00:00:24.840000 PDT,+0.238095+17.0821d
2017-03-28 00:00:24.850000 PDT,+0.238095+178.497d
2017-03-28 00:00:24.860000 PDT,+0.238095-20.0088d
2017-03-28 00:00:24.870000 PDT,+0.238095+141.564d
2017-03-28 00:00:24.880000 PDT,+0.238095-56.7847d
2017-03-28 00:00:24.890000 PDT,+0.238095+104.941d
2017-03-28 00:00:24.900000 PDT,+0.238095-93.2503d
2017-03-28 00:00:24.910000 PDT,+0.238095+68.6374d
2017-03-28 00:00:24.920000 PDT,+0.238095-129.396d
2017-03-28 00:00:24.930000 PDT,+0.238095+32.6491d
2017-03-28 00:00:24.940000 PDT,+0.238095-165.227d
2017-03-28 00:00:24.950000 PDT,+0.238095-3.02431d
2017-03-28 00:00:24.960000 PDT,+0.238095+159.257d
2017-03-28 00:00:24.970000 PDT,+0.238095-38.3827d
2017-03-28 00:00:24.980000 PDT,+0.238095+124.056d
2017-03-28 00:00:24.990000 PDT,+0.238095-73.4261d
2017-03-28 00:00:25.000000 PDT,+0.238095+89.1704d
2017-03-28 00:00:25.010000 PDT,+0.238095-108.01d
2017-03-28 00:00:25.020000 PDT,+0.238095+55.0327d
2017-03-28 00:00:25.030000 PDT,+0.238095-141.701d
2017-03-28 00:00:25.040000 PDT,+0.238095+21.7875d
2017-03-28 00:00:25.050000 PDT,+0.238095-174.5d
2017-03-28 00:00:25.060000 PDT,+0.238095-10.5651d
2017-03-28 00:00:25.070000 PDT,+0.238095+153.593d
2017-03-28 00:00:25.080000 PDT,+0.238095-42.0252d
2017-03-28 00:00:25.090000 PDT,+0.238095+122.579d
2017-03-28 00:00:25.100000 PDT,+0.238095-72.5927d
2017-03-28 00:00:25.110000 PDT,+0.238095+92.4582d
2017-03-28 00:00:25.120000 PDT,+0.238095-102.268d
2017-03-28 00:00:25.130000 PDT,+0.238095+63.2295d
2017-03-28 00:00:25.140000 PDT,+0.238095-131.055d
2017-03-28 00:00:25.150000 PDT,+0.238095+34.8887d
2017-03-28 00:00:25.160000 PDT,+0.238095-158.945d
2017-03-28 00:00:25.170000 PDT,+0.238095+7.44508d
2017-03-28 00:00:25.180000 PDT,+0.238095+174.058d
2017-03-28 00:00:25.190000 PDT,+0.238095-19.106d
2017-03-28 00:00:25.200000 PDT,+0.238095+147.953d
2017-03-28 00:00:25.210000 PDT,+0.238095-44.7645d
2017-03-28 00:00:25.220000 PDT,+0.238095+122.741d
2017-03-28 00:00:25.230000 PDT,+0.238095-69.5305d
2017-03-28 00:00:25.240000 PDT,+0.238095+98.4212d
2017-03-28 00:00:25.250000 PDT,+0.238095-93.4039d
2017-03-28 00:00:25.260000 PDT,+0.238095+74.9941d
2017-03-28 00:00:25.270000 PDT,+0.238095-116.385d
2017-03-28 00:00:25.280000 PDT,+0.238095+52.4594d
2017-03-28 00:00:25.290000 PDT,+0.238095-138.473d
2017-03-28 00:00:25.300000 PDT,+0.238095+30.8174d
2017-03-28 00:00:25.310000 PDT,+0.238095-159.669d
2017-03-28 00:00:25.320000 PDT,+0.238095+10.0678d
2017-03-28 00:00:25.330000 PDT,+0.238095-179.972d
2017-03-28 00:00:25.340000 PDT,+0.238095-9.78913d
2017-03-28 00:00:25.350000 PDT,+0.238095+160.617d
2017-03-28 00:00:25.360000 PDT,+0.238095-28.7536d
2017-03-28 00:00:25.370000 PDT,+0.238095+142.099d
2017-03-28 00:00:25.380000 PDT,+0.238095-46.8254d
2017-03-28 00:00:25.390000 PDT,+0.238095+124.469d
2017-03-28 00:00:25.400000 PDT,+0.238095-64.0093d
2017-03-28 00:00:25.410000 PDT,+0.238095+107.736d
2017-03-28 00:00:25.420000 PDT,+0.238095-80.2961d
2017-03-28 00:00:25.430000 PDT,+0.238095+91.8952d
2017-03-28 00:00:25.440000 PDT,+0.238095-95.6903d
2017-03-28 00:00:25.450000 PDT,+0.238095+76.9473d
2017-03-28 00:00:25.460000 PDT,+0.238095-110.192d
2017-03-28 00:00:25.470000 PDT,+0.238095+62.8918d
2017-03-28 00:00:25.480000 PDT,+0.238095-123.801d
2017-03-28 00:00:25.490000 PDT,+0.238095+49.7289d
2017-03-28 00:00:25.500000 PDT,+0.238095-136.518d
2017-03-28 00:00:25.510000 PDT,+0.238095+37.4586d
2017-03-28 00:00:25.520000 PDT,+0.238095-148.342d
2017-03-28 00:00:25.530000 PDT,+0.238095+26.0808d
2017-03-28 00:00:25.540000 PDT,+0.238095-159.273d
2017-03-28 00:00:25.550000 PDT,+0.238095+15.5956d
2017-03-28 00:00:25.560000 PDT,+0.238095-169.312d
2017-03-28 00:00:25.570000 PDT,+0.238095+6.00287d
2017-03-28 00:00:25.580000 PDT,+0.238095-178.459d
2017-03-28 00:00:25.590000 PDT,+0.238095-2.69728d
2017-03-28 00:00:25.600000 PDT,+0.238095+173.287d
2017-03-28 00:00:25.610000 PDT,+0.238095-10.5049d
2017-03-28 00:00:25.620000 PDT,+0.238095+165.926d
2017-03-28 00:00:25.630000 PDT,+0.238095-17.4199d
2017-03-28 00:00:25.640000 PDT,+0.238095+159.453d
2017-03-28 00:00:25.650000 PDT,+0.238095-23.4468d
2017-03-28 00:00:25.660000 PDT,+0.238095+153.877d
2017-03-28 00:00:25.670000 PDT,+0.238095-28.5768d
2017-03-28 00:00:25.680000 PDT,+0.238095+149.193d
2017-03-28 00:00:25.690000 PDT,+0.238095-32.8142d
2017-03-28 00:00:25.700000 PDT,+0.238095+145.402d
2017-03-28 00:00:25.710000 PDT,+0.238095-36.1591d
2017-03-28 00:00:25.720000 PDT,+0.238095+142.503d
2017-03-28 00:00:25.730000 PDT,+0.238095-38.6114d
2017-03-28 00:00:25.740000 PDT,+0.238095+140.497d
2017-03-28 00:00:25.750000 PDT,+0.238095-40.1712d
2017-03-28 00:00:25.760000 PDT,+0.238095+139.384d
2017-03-28 00:00:25.770000 PDT,+0.238095-40.8384d
2017-03-28 00:00:25.780000 PDT,+0.238095+139.163d
2017-03-28 00:00:25.790000 PDT,+0.238095-40.6131d
2017-03-28 00:00:25.800000 PDT,+0.238095+139.834d
2017-03-28 00:00:25.810000 PDT,+0.238095-39.4953d
2017-03-28 00:00:25.820000 PDT,+0.238095+141.398d
2017-03-28 00:00:25.830000 PDT,+0.238095-37.4849d
2017-03-28 00:00:25.840000 PDT,+0.238095+143.855d
2017-03-28 00:00:25.850000 PDT,+0.238095-34.5819d
2017-03-28 00:00:25.860000 PDT,+0.238095+147.204d
2017-03-28 00:00:25.870000 PDT,+0.238095-30.7864d
2017-03-28 00:00:25.880000 PDT,+0.238095+151.446d
2017-03-28 00:00:25.890000 PDT,+0.238095-26.1026d
2017-03-28 00:00:25.900000 PDT,+0.238095+156.576d
2017-03-28 00:00:25.910000 PDT,+0.238095-20.5221d
2017-03-28 00:00:25.920000 PDT,+0.238095+162.603d
2017-03-28 00:00:25.930000 PDT,+0.238095-14.0489d
2017-03-28 00:00:25.940000 PDT,+0.238095+169.522d
2017-03-28 00:00:25.950000 PDT,+0.238095-6.68325d
2017-03-28 00:00:25.960000 PDT,+0.238095+177.334d
2017-03-28 00:00:25.970000 PDT,+0.238095+1.57497d
2017-03-28 00:00:25.980000 PDT,+0.238095-173.961d
2017-03-28 00:00:25.990000 PDT,+0.238095+10.7257d
2017-03-28 00:00:26.000000 PDT,+0.238095-164.364d
