# timestamp,measured_power_C
2009-01-01 00:00:06.226400 PST,+4856.5713+3824.1567j
2009-01-01 00:00:06.226600 PST,+4856.571+3824.1564j
2009-01-01 00:00:06.226800 PST,+4856.5706+3824.1561j
2009-01-01 00:00:06.227000 PST,+4856.5703+3824.1559j
2009-01-01 00:00:06.227200 PST,+4856.5699+3824.1556j
2009-01-01 00:00:06.227400 PST,+4856.5696+3824.1553j
2009-01-01 00:00:06.227600 PST,+4856.5692+3824.155j
2009-01-01 00:00:06.227800 PST,+4856.5689+3824.1548j
2009-01-01 00:00:06.228000 PST,+4856.5685+3824.1545j
2009-01-01 00:00:06.228200 PST,+4856.5682+3824.1542j
2009-01-01 00:00:06.228400 PST,+4856.5678+3824.154j
2009-01-01 00:00:06.228600 PST,+4856.5675+3824.1537j
2009-01-01 00:00:06.228800 PST,+4856.5671+3824.1534j
2009-01-01 00:00:06.229000 PST,+4856.5668+3824.1531j
2009-01-01 00:00:06.229200 PST,+4856.5664+3824.1529j
2009-01-01 00:00:06.229400 PST,+4856.5661+3824.1526j
2009-01-01 00:00:06.229600 PST,+4856.5658+3824.1523j
2009-01-01 00:00:06.229800 PST,+4856.5654+3824.1521j
2009-01-01 00:00:06.230000 PST,+4856.5651+3824.1518j
2009-01-01 00:00:06.230200 PST,+4856.5647+3824.1515j
2009-01-01 00:00:06.230400 PST,+4856.5644+3824.1513j
2009-01-01 00:00:06.230600 PST,+4856.5641+3824.151j
2009-01-01 00:00:06.230800 PST,+4856.5637+3824.1507j
2009-01-01 00:00:06.231000 PST,+4856.5634+3824.1505j
2009-01-01 00:00:06.231200 PST,+4856.563+3824.1502j
2009-01-01 00:00:06.231400 PST,+4856.5627+3824.1499j
2009-01-01 00:00:06.231600 PST,+4856.5624+3824.1497j
2009-01-01 00:00:06.231800 PST,+4856.562+3824.1494j
2009-01-01 00:00:06.232000 PST,+4856.5617+3824.1491j
2009-01-01 00:00:06.232200 PST,+4856.5614+3824.1489j
2009-01-01 00:00:06.232400 PST,+4856.561+3824.1486j
2009-01-01 00:00:06.232600 PST,+4856.5607+3824.1484j
2009-01-01 00:00:06.232800 PST,+4856.5604+3824.1481j
2009-01-01 00:00:06.233000 PST,+4856.56+3824.1478j
2009-01-01 00:00:06.233200 PST,+4856.5597+3824.1476j
2009-01-01 00:00:06.233400 PST,+4856.5594+3824.1473j
2009-01-01 00:00:06.233600 PST,+4856.559+3824.1471j
2009-01-01 00:00:06.233800 PST,+4856.5587+3824.1468j
2009-01-01 00:00:06.234000 PST,+4856.5584+3824.1465j
2009-01-01 00:00:06.234200 PST,+4856.5581+3824.1463j
2009-01-01 00:00:06.234400 PST,+4856.5577+3824.146j
2009-01-01 00:00:06.234600 PST,+4856.5574+3824.1458j
2009-01-01 00:00:06.234800 PST,+4856.5571+3824.1455j
2009-01-01 00:00:06.235000 PST,+4856.5567+3824.1453j
2009-01-01 00:00:06.235200 PST,+4856.5564+3824.145j
2009-01-01 00:00:06.235400 PST,+4856.5561+3824.1447j
2009-01-01 00:00:06.235600 PST,+4856.5558+3824.1445j
2009-01-01 00:00:06.235800 PST,+4856.5555+3824.1442j
2009-01-01 00:00:06.236000 PST,+4856.5551+3824.144j
2009-01-01 00:00:06.236200 PST,+4856.5548+3824.1437j
2009-01-01 00:00:06.236400 PST,+4856.5545+3824.1435j
2009-01-01 00:00:06.236600 PST,+4856.5542+3824.1432j
2009-01-01 00:00:06.236800 PST,+4856.5538+3824.143j
2009-01-01 00:00:06.237000 PST,+4856.5535+3824.1427j
2009-01-01 00:00:06.237200 PST,+4856.5532+3824.1425j
2009-01-01 00:00:06.237400 PST,+4856.5529+3824.1422j
2009-01-01 00:00:06.237600 PST,+4856.5526+3824.142j
2009-01-01 00:00:06.237800 PST,+4856.5523+3824.1417j
2009-01-01 00:00:06.238000 PST,+4856.5519+3824.1415j
2009-01-01 00:00:06.238200 PST,+4856.5516+3824.1412j
2009-01-01 00:00:06.238400 PST,+4856.5513+3824.141j
2009-01-01 00:00:06.238600 PST,+4856.551+3824.1407j
2009-01-01 00:00:06.238800 PST,+4856.5507+3824.1405j
2009-01-01 00:00:06.239000 PST,+4856.5504+3824.1402j
2009-01-01 00:00:06.239200 PST,+4856.5501+3824.14j
2009-01-01 00:00:06.239400 PST,+4856.5497+3824.1397j
2009-01-01 00:00:06.239600 PST,+4856.5494+3824.1395j
2009-01-01 00:00:06.239800 PST,+4856.5491+3824.1393j
2009-01-01 00:00:06.240000 PST,+4856.5488+3824.139j
2009-01-01 00:00:06.240200 PST,+4856.5485+3824.1388j
2009-01-01 00:00:06.240400 PST,+4856.5482+3824.1385j
2009-01-01 00:00:06.240600 PST,+4856.5479+3824.1383j
2009-01-01 00:00:06.240800 PST,+4856.5476+3824.138j
2009-01-01 00:00:06.241000 PST,+4856.5473+3824.1378j
2009-01-01 00:00:06.241200 PST,+4856.547+3824.1376j
2009-01-01 00:00:06.241400 PST,+4856.5466+3824.1373j
2009-01-01 00:00:06.241600 PST,+4856.5463+3824.1371j
2009-01-01 00:00:06.241800 PST,+4856.546+3824.1368j
2009-01-01 00:00:06.242000 PST,+4856.5457+3824.1366j
2009-01-01 00:00:06.242200 PST,+4856.5454+3824.1364j
2009-01-01 00:00:06.242400 PST,+4856.5451+3824.1361j
2009-01-01 00:00:06.242600 PST,+4856.5448+3824.1359j
2009-01-01 00:00:06.242800 PST,+4856.5445+3824.1356j
2009-01-01 00:00:06.243000 PST,+4856.5442+3824.1354j
2009-01-01 00:00:06.243200 PST,+4856.5439+3824.1352j
2009-01-01 00:00:06.243400 PST,+4856.5436+3824.1349j
2009-01-01 00:00:06.243600 PST,+4856.5433+3824.1347j
2009-01-01 00:00:06.243800 PST,+4856.543+3824.1345j
2009-01-01 00:00:06.244000 PST,+4856.5427+3824.1342j
2009-01-01 00:00:06.244200 PST,+4856.5424+3824.134j
2009-01-01 00:00:06.244400 PST,+4856.5421+3824.1338j
2009-01-01 00:00:06.244600 PST,+4856.5418+3824.1335j
2009-01-01 00:00:06.244800 PST,+4856.5415+3824.1333j
2009-01-01 00:00:06.245000 PST,+4856.5412+3824.1331j
2009-01-01 00:00:06.245200 PST,+4856.5409+3824.1328j
2009-01-01 00:00:06.245400 PST,+4856.5406+3824.1326j
2009-01-01 00:00:06.245600 PST,+4856.5403+3824.1324j
2009-01-01 00:00:06.245800 PST,+4856.5401+3824.1321j
2009-01-01 00:00:06.246000 PST,+4856.5398+3824.1319j
2009-01-01 00:00:06.246200 PST,+4856.5395+3824.1317j
2009-01-01 00:00:06.246400 PST,+4856.5392+3824.1315j
2009-01-01 00:00:06.246600 PST,+4856.5389+3824.1312j
2009-01-01 00:00:06.246800 PST,+4856.5386+3824.131j
2009-01-01 00:00:06.247000 PST,+4856.5383+3824.1308j
2009-01-01 00:00:06.247200 PST,+4856.538+3824.1305j
2009-01-01 00:00:06.247400 PST,+4856.5377+3824.1303j
2009-01-01 00:00:06.247600 PST,+4856.5374+3824.1301j
2009-01-01 00:00:06.247800 PST,+4856.5371+3824.1299j
2009-01-01 00:00:06.248000 PST,+4856.5369+3824.1296j
2009-01-01 00:00:06.248200 PST,+4856.5366+3824.1294j
2009-01-01 00:00:06.248400 PST,+4856.5363+3824.1292j
2009-01-01 00:00:06.248600 PST,+4856.536+3824.129j
2009-01-01 00:00:06.248800 PST,+4856.5357+3824.1287j
2009-01-01 00:00:06.249000 PST,+4856.5354+3824.1285j
2009-01-01 00:00:06.249200 PST,+4856.5351+3824.1283j
2009-01-01 00:00:06.249400 PST,+4856.5349+3824.1281j
2009-01-01 00:00:06.249600 PST,+4856.5346+3824.1278j
2009-01-01 00:00:06.249800 PST,+4856.5343+3824.1276j
2009-01-01 00:00:06.250000 PST,+4856.534+3824.1274j
2009-01-01 00:00:06.250200 PST,+4856.5337+3824.1272j
2009-01-01 00:00:06.250400 PST,+4856.5335+3824.127j
2009-01-01 00:00:06.250600 PST,+4856.5332+3824.1267j
2009-01-01 00:00:06.250800 PST,+4856.5329+3824.1265j
2009-01-01 00:00:06.251000 PST,+4856.5326+3824.1263j
2009-01-01 00:00:06.251200 PST,+4856.5323+3824.1261j
2009-01-01 00:00:06.251400 PST,+4856.5321+3824.1259j
2009-01-01 00:00:06.251600 PST,+4856.5318+3824.1256j
2009-01-01 00:00:06.251800 PST,+4856.5315+3824.1254j
2009-01-01 00:00:06.252000 PST,+4856.5312+3824.1252j
2009-01-01 00:00:06.252200 PST,+4856.5309+3824.125j
2009-01-01 00:00:06.252400 PST,+4856.5307+3824.1248j
2009-01-01 00:00:06.252600 PST,+4856.5304+3824.1246j
2009-01-01 00:00:06.252800 PST,+4856.5301+3824.1243j
2009-01-01 00:00:06.253000 PST,+4856.5298+3824.1241j
2009-01-01 00:00:06.253200 PST,+4856.5296+3824.1239j
2009-01-01 00:00:06.253400 PST,+4856.5293+3824.1237j
2009-01-01 00:00:06.253600 PST,+4856.529+3824.1235j
2009-01-01 00:00:06.253800 PST,+4856.5288+3824.1233j
2009-01-01 00:00:06.254000 PST,+4856.5285+3824.123j
2009-01-01 00:00:06.254200 PST,+4856.5282+3824.1228j
2009-01-01 00:00:06.254400 PST,+4856.5279+3824.1226j
2009-01-01 00:00:06.254600 PST,+4856.5277+3824.1224j
2009-01-01 00:00:06.254800 PST,+4856.5274+3824.1222j
2009-01-01 00:00:06.255000 PST,+4856.5271+3824.122j
2009-01-01 00:00:06.255200 PST,+4856.5269+3824.1218j
2009-01-01 00:00:06.255400 PST,+4856.5266+3824.1216j
2009-01-01 00:00:06.255600 PST,+4856.5263+3824.1214j
2009-01-01 00:00:06.255800 PST,+4856.5261+3824.1211j
2009-01-01 00:00:06.256000 PST,+4856.5258+3824.1209j
2009-01-01 00:00:06.256200 PST,+4856.5255+3824.1207j
2009-01-01 00:00:06.256400 PST,+4856.5253+3824.1205j
2009-01-01 00:00:06.256600 PST,+4856.525+3824.1203j
2009-01-01 00:00:06.256800 PST,+4856.5247+3824.1201j
2009-01-01 00:00:06.257000 PST,+4856.5245+3824.1199j
2009-01-01 00:00:06.257200 PST,+4856.5242+3824.1197j
2009-01-01 00:00:06.257400 PST,+4856.5239+3824.1195j
2009-01-01 00:00:06.257600 PST,+4856.5237+3824.1193j
2009-01-01 00:00:06.257800 PST,+4856.5234+3824.1191j
2009-01-01 00:00:06.258000 PST,+4856.5232+3824.1189j
2009-01-01 00:00:06.258200 PST,+4856.5229+3824.1187j
2009-01-01 00:00:06.258400 PST,+4856.5226+3824.1185j
2009-01-01 00:00:06.258600 PST,+4856.5224+3824.1183j
2009-01-01 00:00:06.258800 PST,+4856.5221+3824.118j
2009-01-01 00:00:06.259000 PST,+4856.5219+3824.1178j
2009-01-01 00:00:06.259200 PST,+4856.5216+3824.1176j
2009-01-01 00:00:06.259400 PST,+4856.5213+3824.1174j
2009-01-01 00:00:06.259600 PST,+4856.5211+3824.1172j
2009-01-01 00:00:06.259800 PST,+4856.5208+3824.117j
2009-01-01 00:00:06.260000 PST,+4856.5206+3824.1168j
2009-01-01 00:00:06.260200 PST,+4856.5203+3824.1166j
2009-01-01 00:00:06.260400 PST,+4856.5201+3824.1164j
2009-01-01 00:00:06.260600 PST,+4856.5198+3824.1162j
2009-01-01 00:00:06.260800 PST,+4856.5195+3824.116j
2009-01-01 00:00:06.261000 PST,+4856.5193+3824.1158j
2009-01-01 00:00:06.261200 PST,+4856.519+3824.1156j
2009-01-01 00:00:06.261400 PST,+4856.5188+3824.1154j
2009-01-01 00:00:06.261600 PST,+4856.5185+3824.1152j
2009-01-01 00:00:06.261800 PST,+4856.5183+3824.115j
2009-01-01 00:00:06.262000 PST,+4856.518+3824.1148j
2009-01-01 00:00:06.262200 PST,+4856.5178+3824.1146j
2009-01-01 00:00:06.262400 PST,+4856.5175+3824.1144j
2009-01-01 00:00:06.262600 PST,+4856.5173+3824.1142j
2009-01-01 00:00:06.262800 PST,+4856.517+3824.1141j
2009-01-01 00:00:06.263000 PST,+4856.5168+3824.1139j
2009-01-01 00:00:06.263200 PST,+4856.5165+3824.1137j
2009-01-01 00:00:06.263400 PST,+4856.5163+3824.1135j
2009-01-01 00:00:06.263600 PST,+4856.516+3824.1133j
2009-01-01 00:00:06.263800 PST,+4856.5158+3824.1131j
2009-01-01 00:00:06.264000 PST,+4856.5155+3824.1129j
2009-01-01 00:00:06.264200 PST,+4856.5153+3824.1127j
2009-01-01 00:00:06.264400 PST,+4856.515+3824.1125j
2009-01-01 00:00:06.264600 PST,+4856.5148+3824.1123j
2009-01-01 00:00:06.264800 PST,+4856.5146+3824.1121j
2009-01-01 00:00:06.265000 PST,+4856.5143+3824.1119j
2009-01-01 00:00:06.265200 PST,+4856.5141+3824.1117j
2009-01-01 00:00:06.265400 PST,+4856.5138+3824.1115j
2009-01-01 00:00:06.265600 PST,+4856.5136+3824.1113j
2009-01-01 00:00:06.265800 PST,+4856.5133+3824.1112j
2009-01-01 00:00:06.266000 PST,+4856.5131+3824.111j
2009-01-01 00:00:06.266200 PST,+4856.5128+3824.1108j
2009-01-01 00:00:06.266400 PST,+4856.5126+3824.1106j
2009-01-01 00:00:06.266600 PST,+4856.5124+3824.1104j
2009-01-01 00:00:06.266800 PST,+4856.5121+3824.1102j
2009-01-01 00:00:06.267000 PST,+4856.5119+3824.11j
2009-01-01 00:00:06.267200 PST,+4856.5116+3824.1098j
2009-01-01 00:00:06.267400 PST,+4856.5114+3824.1096j
2009-01-01 00:00:06.267600 PST,+4856.5112+3824.1095j
2009-01-01 00:00:06.267800 PST,+4856.5109+3824.1093j
2009-01-01 00:00:06.268000 PST,+4856.5107+3824.1091j
2009-01-01 00:00:06.268200 PST,+4856.5105+3824.1089j
2009-01-01 00:00:06.268400 PST,+4856.5102+3824.1087j
2009-01-01 00:00:06.268600 PST,+4856.51+3824.1085j
2009-01-01 00:00:06.268800 PST,+4856.5097+3824.1083j
2009-01-01 00:00:06.269000 PST,+4856.5095+3824.1081j
2009-01-01 00:00:06.269200 PST,+4856.5093+3824.108j
2009-01-01 00:00:06.269400 PST,+4856.509+3824.1078j
2009-01-01 00:00:06.269600 PST,+4856.5088+3824.1076j
2009-01-01 00:00:06.269800 PST,+4856.5086+3824.1074j
2009-01-01 00:00:06.270000 PST,+4856.5083+3824.1072j
2009-01-01 00:00:06.270200 PST,+4856.5081+3824.107j
2009-01-01 00:00:06.270400 PST,+4856.5079+3824.1069j
2009-01-01 00:00:06.270600 PST,+4856.5076+3824.1067j
2009-01-01 00:00:06.270800 PST,+4856.5074+3824.1065j
2009-01-01 00:00:06.271000 PST,+4856.5072+3824.1063j
2009-01-01 00:00:06.271200 PST,+4856.507+3824.1061j
2009-01-01 00:00:06.271400 PST,+4856.5067+3824.106j
2009-01-01 00:00:06.271600 PST,+4856.5065+3824.1058j
2009-01-01 00:00:06.271800 PST,+4856.5063+3824.1056j
2009-01-01 00:00:06.272000 PST,+4856.506+3824.1054j
2009-01-01 00:00:06.272200 PST,+4856.5058+3824.1052j
2009-01-01 00:00:06.272400 PST,+4856.5056+3824.1051j
2009-01-01 00:00:06.272600 PST,+4856.5053+3824.1049j
2009-01-01 00:00:06.272800 PST,+4856.5051+3824.1047j
2009-01-01 00:00:06.273000 PST,+4856.5049+3824.1045j
2009-01-01 00:00:06.273200 PST,+4856.5047+3824.1043j
2009-01-01 00:00:06.273400 PST,+4856.5044+3824.1042j
2009-01-01 00:00:06.273600 PST,+4856.5042+3824.104j
2009-01-01 00:00:06.273800 PST,+4856.504+3824.1038j
2009-01-01 00:00:06.274000 PST,+4856.5038+3824.1036j
2009-01-01 00:00:06.274200 PST,+4856.5035+3824.1035j
2009-01-01 00:00:06.274400 PST,+4856.5033+3824.1033j
2009-01-01 00:00:06.274600 PST,+4856.5031+3824.1031j
2009-01-01 00:00:06.274800 PST,+4856.5029+3824.1029j
2009-01-01 00:00:06.275000 PST,+4856.5027+3824.1028j
2009-01-01 00:00:06.275200 PST,+4856.5024+3824.1026j
2009-01-01 00:00:06.275400 PST,+4856.5022+3824.1024j
2009-01-01 00:00:06.275600 PST,+4856.502+3824.1022j
2009-01-01 00:00:06.275800 PST,+4856.5018+3824.1021j
2009-01-01 00:00:06.276000 PST,+4856.5015+3824.1019j
2009-01-01 00:00:06.276200 PST,+4856.5013+3824.1017j
2009-01-01 00:00:06.276400 PST,+4856.5011+3824.1015j
2009-01-01 00:00:06.276600 PST,+4856.5009+3824.1014j
2009-01-01 00:00:06.276800 PST,+4856.5007+3824.1012j
2009-01-01 00:00:06.277000 PST,+4856.5005+3824.101j
2009-01-01 00:00:06.277200 PST,+4856.5002+3824.1009j
2009-01-01 00:00:06.277400 PST,+4856.5+3824.1007j
2009-01-01 00:00:06.277600 PST,+4856.4998+3824.1005j
2009-01-01 00:00:06.277800 PST,+4856.4996+3824.1004j
2009-01-01 00:00:06.278000 PST,+4856.4994+3824.1002j
2009-01-01 00:00:06.278200 PST,+4856.4992+3824.1j
2009-01-01 00:00:06.278400 PST,+4856.4989+3824.0998j
2009-01-01 00:00:06.278600 PST,+4856.4987+3824.0997j
2009-01-01 00:00:06.278800 PST,+4856.4985+3824.0995j
2009-01-01 00:00:06.279000 PST,+4856.4983+3824.0993j
2009-01-01 00:00:06.279200 PST,+4856.4981+3824.0992j
2009-01-01 00:00:06.279400 PST,+4856.4979+3824.099j
2009-01-01 00:00:06.279600 PST,+4856.4977+3824.0988j
2009-01-01 00:00:06.279800 PST,+4856.4974+3824.0987j
2009-01-01 00:00:06.280000 PST,+4856.4972+3824.0985j
2009-01-01 00:00:06.280200 PST,+4856.497+3824.0983j
2009-01-01 00:00:06.280400 PST,+4856.4968+3824.0982j
2009-01-01 00:00:06.280600 PST,+4856.4966+3824.098j
2009-01-01 00:00:06.280800 PST,+4856.4964+3824.0978j
2009-01-01 00:00:06.281000 PST,+4856.4962+3824.0977j
2009-01-01 00:00:06.281200 PST,+4856.496+3824.0975j
2009-01-01 00:00:06.281400 PST,+4856.4958+3824.0973j
2009-01-01 00:00:06.281600 PST,+4856.4955+3824.0972j
2009-01-01 00:00:06.281800 PST,+4856.4953+3824.097j
2009-01-01 00:00:06.282000 PST,+4856.4951+3824.0969j
2009-01-01 00:00:06.282200 PST,+4856.4949+3824.0967j
2009-01-01 00:00:06.282400 PST,+4856.4947+3824.0965j
2009-01-01 00:00:06.282600 PST,+4856.4945+3824.0964j
2009-01-01 00:00:06.282800 PST,+4856.4943+3824.0962j
2009-01-01 00:00:06.283000 PST,+4856.4941+3824.096j
2009-01-01 00:00:06.283200 PST,+4856.4939+3824.0959j
2009-01-01 00:00:06.283400 PST,+4856.4937+3824.0957j
2009-01-01 00:00:06.283600 PST,+4856.4935+3824.0956j
2009-01-01 00:00:06.283800 PST,+4856.4933+3824.0954j
2009-01-01 00:00:06.284000 PST,+4856.4931+3824.0952j
2009-01-01 00:00:06.284200 PST,+4856.4929+3824.0951j
2009-01-01 00:00:06.284400 PST,+4856.4927+3824.0949j
2009-01-01 00:00:06.284600 PST,+4856.4925+3824.0948j
2009-01-01 00:00:06.284800 PST,+4856.4923+3824.0946j
2009-01-01 00:00:06.285000 PST,+4856.4921+3824.0944j
2009-01-01 00:00:06.285200 PST,+4856.4919+3824.0943j
2009-01-01 00:00:06.285400 PST,+4856.4917+3824.0941j
2009-01-01 00:00:06.285600 PST,+4856.4915+3824.094j
2009-01-01 00:00:06.285800 PST,+4856.4913+3824.0938j
2009-01-01 00:00:06.286000 PST,+4856.4911+3824.0937j
2009-01-01 00:00:06.286200 PST,+4856.4909+3824.0935j
2009-01-01 00:00:06.286400 PST,+4856.4907+3824.0933j
2009-01-01 00:00:06.286600 PST,+4856.4905+3824.0932j
2009-01-01 00:00:06.286800 PST,+4856.4903+3824.093j
2009-01-01 00:00:06.287000 PST,+4856.4901+3824.0929j
2009-01-01 00:00:06.287200 PST,+4856.4899+3824.0927j
2009-01-01 00:00:06.287400 PST,+4856.4897+3824.0926j
2009-01-01 00:00:06.287600 PST,+4856.4895+3824.0924j
2009-01-01 00:00:06.287800 PST,+4856.4893+3824.0922j
2009-01-01 00:00:06.288000 PST,+4856.4891+3824.0921j
2009-01-01 00:00:06.288200 PST,+4856.4889+3824.0919j
2009-01-01 00:00:06.288400 PST,+4856.4887+3824.0918j
2009-01-01 00:00:06.288600 PST,+4856.4885+3824.0916j
2009-01-01 00:00:06.288800 PST,+4856.4883+3824.0915j
2009-01-01 00:00:06.289000 PST,+4856.4881+3824.0913j
2009-01-01 00:00:06.289200 PST,+4856.4879+3824.0912j
2009-01-01 00:00:06.289400 PST,+4856.4877+3824.091j
2009-01-01 00:00:06.289600 PST,+4856.4875+3824.0909j
2009-01-01 00:00:06.289800 PST,+4856.4873+3824.0907j
2009-01-01 00:00:06.290000 PST,+4856.4871+3824.0906j
2009-01-01 00:00:06.290200 PST,+4856.4869+3824.0904j
2009-01-01 00:00:06.290400 PST,+4856.4867+3824.0903j
2009-01-01 00:00:06.290600 PST,+4856.4865+3824.0901j
2009-01-01 00:00:06.290800 PST,+4856.4864+3824.09j
2009-01-01 00:00:06.291000 PST,+4856.4862+3824.0898j
2009-01-01 00:00:06.291200 PST,+4856.486+3824.0897j
2009-01-01 00:00:06.291400 PST,+4856.4858+3824.0895j
2009-01-01 00:00:06.291600 PST,+4856.4856+3824.0894j
2009-01-01 00:00:06.291800 PST,+4856.4854+3824.0892j
2009-01-01 00:00:06.292000 PST,+4856.4852+3824.0891j
2009-01-01 00:00:06.292200 PST,+4856.485+3824.0889j
2009-01-01 00:00:06.292400 PST,+4856.4848+3824.0888j
2009-01-01 00:00:06.292600 PST,+4856.4847+3824.0886j
2009-01-01 00:00:06.292800 PST,+4856.4845+3824.0885j
2009-01-01 00:00:06.293000 PST,+4856.4843+3824.0883j
2009-01-01 00:00:06.293200 PST,+4856.4841+3824.0882j
2009-01-01 00:00:06.293400 PST,+4856.4839+3824.088j
2009-01-01 00:00:06.293600 PST,+4856.4837+3824.0879j
2009-01-01 00:00:06.293800 PST,+4856.4835+3824.0877j
2009-01-01 00:00:06.294000 PST,+4856.4833+3824.0876j
2009-01-01 00:00:06.294200 PST,+4856.4832+3824.0875j
2009-01-01 00:00:06.294400 PST,+4856.483+3824.0873j
2009-01-01 00:00:06.294600 PST,+4856.4828+3824.0872j
2009-01-01 00:00:06.294800 PST,+4856.4826+3824.087j
2009-01-01 00:00:06.295000 PST,+4856.4824+3824.0869j
2009-01-01 00:00:06.295200 PST,+4856.4822+3824.0867j
2009-01-01 00:00:06.295400 PST,+4856.4821+3824.0866j
2009-01-01 00:00:06.295600 PST,+4856.4819+3824.0864j
2009-01-01 00:00:06.295800 PST,+4856.4817+3824.0863j
2009-01-01 00:00:06.296000 PST,+4856.4815+3824.0862j
2009-01-01 00:00:06.296200 PST,+4856.4813+3824.086j
2009-01-01 00:00:06.296400 PST,+4856.4811+3824.0859j
2009-01-01 00:00:06.296600 PST,+4856.481+3824.0857j
2009-01-01 00:00:06.296800 PST,+4856.4808+3824.0856j
2009-01-01 00:00:06.297000 PST,+4856.4806+3824.0854j
2009-01-01 00:00:06.297200 PST,+4856.4804+3824.0853j
2009-01-01 00:00:06.297400 PST,+4856.4802+3824.0852j
2009-01-01 00:00:06.297600 PST,+4856.4801+3824.085j
2009-01-01 00:00:06.297800 PST,+4856.4799+3824.0849j
2009-01-01 00:00:06.298000 PST,+4856.4797+3824.0847j
2009-01-01 00:00:06.298200 PST,+4856.4795+3824.0846j
2009-01-01 00:00:06.298400 PST,+4856.4794+3824.0845j
2009-01-01 00:00:06.298600 PST,+4856.4792+3824.0843j
2009-01-01 00:00:06.298800 PST,+4856.479+3824.0842j
2009-01-01 00:00:06.299000 PST,+4856.4788+3824.084j
2009-01-01 00:00:06.299200 PST,+4856.4786+3824.0839j
2009-01-01 00:00:06.299400 PST,+4856.4785+3824.0838j
2009-01-01 00:00:06.299600 PST,+4856.4783+3824.0836j
2009-01-01 00:00:06.299800 PST,+4856.4781+3824.0835j
2009-01-01 00:00:06.300000 PST,+4856.4779+3824.0834j
2009-01-01 00:00:06.300200 PST,+4856.4778+3824.0832j
2009-01-01 00:00:06.300400 PST,+4856.4776+3824.0831j
2009-01-01 00:00:06.300600 PST,+4856.4774+3824.0829j
2009-01-01 00:00:06.300800 PST,+4856.4772+3824.0828j
2009-01-01 00:00:06.301000 PST,+4856.4771+3824.0827j
2009-01-01 00:00:06.301200 PST,+4856.4769+3824.0825j
2009-01-01 00:00:06.301400 PST,+4856.4767+3824.0824j
2009-01-01 00:00:06.301600 PST,+4856.4765+3824.0823j
2009-01-01 00:00:06.301800 PST,+4856.4764+3824.0821j
2009-01-01 00:00:06.302000 PST,+4856.4762+3824.082j
2009-01-01 00:00:06.302200 PST,+4856.476+3824.0819j
2009-01-01 00:00:06.302400 PST,+4856.4759+3824.0817j
2009-01-01 00:00:06.302600 PST,+4856.4757+3824.0816j
2009-01-01 00:00:06.302800 PST,+4856.4755+3824.0815j
2009-01-01 00:00:06.303000 PST,+4856.4754+3824.0813j
2009-01-01 00:00:06.303200 PST,+4856.4752+3824.0812j
2009-01-01 00:00:06.303400 PST,+4856.475+3824.0811j
2009-01-01 00:00:06.303600 PST,+4856.4748+3824.0809j
2009-01-01 00:00:06.303800 PST,+4856.4747+3824.0808j
2009-01-01 00:00:06.304000 PST,+4856.4745+3824.0807j
2009-01-01 00:00:06.304200 PST,+4856.4743+3824.0805j
2009-01-01 00:00:06.304400 PST,+4856.4742+3824.0804j
2009-01-01 00:00:06.304600 PST,+4856.474+3824.0803j
2009-01-01 00:00:06.304800 PST,+4856.4738+3824.0801j
2009-01-01 00:00:06.305000 PST,+4856.4737+3824.08j
2009-01-01 00:00:06.305200 PST,+4856.4735+3824.0799j
2009-01-01 00:00:06.305400 PST,+4856.4733+3824.0797j
2009-01-01 00:00:06.305600 PST,+4856.4732+3824.0796j
2009-01-01 00:00:06.305800 PST,+4856.473+3824.0795j
2009-01-01 00:00:06.306000 PST,+4856.4728+3824.0793j
2009-01-01 00:00:06.306200 PST,+4856.4727+3824.0792j
2009-01-01 00:00:06.306400 PST,+4856.4725+3824.0791j
2009-01-01 00:00:06.306600 PST,+4856.4723+3824.079j
2009-01-01 00:00:06.306800 PST,+4856.4722+3824.0788j
2009-01-01 00:00:06.307000 PST,+4856.472+3824.0787j
2009-01-01 00:00:06.307200 PST,+4856.4718+3824.0786j
2009-01-01 00:00:06.307400 PST,+4856.4717+3824.0784j
2009-01-01 00:00:06.307600 PST,+4856.4715+3824.0783j
2009-01-01 00:00:06.307800 PST,+4856.4714+3824.0782j
2009-01-01 00:00:06.308000 PST,+4856.4712+3824.0781j
2009-01-01 00:00:06.308200 PST,+4856.471+3824.0779j
2009-01-01 00:00:06.308400 PST,+4856.4709+3824.0778j
2009-01-01 00:00:06.308600 PST,+4856.4707+3824.0777j
2009-01-01 00:00:06.308800 PST,+4856.4706+3824.0776j
2009-01-01 00:00:06.309000 PST,+4856.4704+3824.0774j
2009-01-01 00:00:06.309200 PST,+4856.4702+3824.0773j
2009-01-01 00:00:06.309400 PST,+4856.4701+3824.0772j
2009-01-01 00:00:06.309600 PST,+4856.4699+3824.077j
2009-01-01 00:00:06.309800 PST,+4856.4697+3824.0769j
2009-01-01 00:00:06.310000 PST,+4856.4696+3824.0768j
2009-01-01 00:00:06.310200 PST,+4856.4694+3824.0767j
2009-01-01 00:00:06.310400 PST,+4856.4693+3824.0766j
2009-01-01 00:00:06.310600 PST,+4856.4691+3824.0764j
2009-01-01 00:00:06.310800 PST,+4856.469+3824.0763j
2009-01-01 00:00:06.311000 PST,+4856.4688+3824.0762j
2009-01-01 00:00:06.311200 PST,+4856.4686+3824.0761j
2009-01-01 00:00:06.311400 PST,+4856.4685+3824.0759j
