# file...... voltagerecorder_out.csv
# date...... Tue May 26 12:37:44 2026
# user...... reyn999
# host...... (null)
# target.... load 11
# trigger... (none)
# interval.. -1
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 EST,+12387.5,+7065.69,-77.1906,-14262.7,-12319.2,+7196.89
2000-01-01 00:00:01 EST,+12387.5,+7065.72,-77.1619,-14262.7,-12319.3,+7196.88
2000-01-01 00:00:02 EST,+12387.6,+7065.75,-77.1333,-14262.7,-12319.3,+7196.88
2000-01-01 00:00:03 EST,+12387.6,+7065.78,-77.1043,-14262.8,-12319.4,+7196.88
2000-01-01 00:00:04 EST,+12387.6,+7065.82,-77.0752,-14262.8,-12319.4,+7196.88
2000-01-01 00:00:05 EST,+12387.6,+7065.85,-77.0467,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.000000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.010000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.020000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.030000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.040000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.050000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.060000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.070000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.080000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.090000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.100000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.110000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.120000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.130000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.140000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.150000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.160000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.170000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.180000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.190000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.200000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.210000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.220000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.230000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.240000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.250000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.260000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.270000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.280000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.290000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.300000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.310000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.320000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.330000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.340000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.350000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.360000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.370000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.380000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.390000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
2000-01-01 00:00:06.400000 EST,+12387.6,+7065.88,-77.0181,-14262.9,-12319.5,+7196.87
