# file...... Gen_1_Speed.csv
# date...... Thu Jul 19 18:31:22 2018
# user...... thek306
# host...... (null)
# target.... diesel_dg 306
# trigger... (none)
# interval.. -1
# limit..... 0
# timestamp,rotor_speed,rotor_angle,flux1d,flux2q,EpRotated,VintRotated,Eint_A,Eint_B,Eint_C,Irotated,pwr_electric.real,pwr_electric.imag,pwr_mech,torque_mech,torque_elec
2001-08-01 13:00:08.130000 PDT,+376.992880012,+0.295492366968,+0.969067694269,-0.281988256466,+0.258863486611+1.00898559664j,+0.264182183678+0.989696408918j,+2456.41809792+85.1287084378j,-1154.48542486-2169.88482934j,-1301.93267306+2084.7561209j,+0.134065815182+0.115705905989j,+748256.79079,+470880.198055,+747946.592891,+1983.9806865,+1988.5289811
2001-08-01 13:00:08.140000 PDT,+376.991198103,+0.295510289645,+0.96905759798,-0.281990825295,+0.258835354433+1.00895337043j,+0.264161112731+0.989674876361j,+2456.35242046+85.2060547324j,-1154.38560228-2169.86662413j,-1301.96681819+2084.6605694j,+0.133992893865+0.115798146169j,+748823.323961,+470324.485024,+748489.736373,+1985.43027036,+1989.41387627
2001-08-01 13:00:08.150000 PDT,+376.989793274,+0.295497079833,+0.969048433183,-0.281988723463,+0.25880846653+1.00892969157j,+0.264139925625+0.989658211006j,+2456.30048626+85.2105959963j,-1154.35570232-2169.82391842j,-1301.94478393+2084.61332243j,+0.13392301949+0.115811108433j,+748959.281839,+469910.578289,+748741.779876,+1986.10623745,+1989.27608379
2001-08-01 13:00:08.160000 PDT,+376.988729133,+0.295459077554,+0.969041845167,-0.281980031239,+0.258781929261+1.00891568479j,+0.264117492716+0.989647789132j,+2456.26412601+85.161464055j,-1154.38007171-2169.76786356j,-1301.8840543+2084.6063995j,+0.133862359192+0.115765266955j,+748767.661139,+469643.640076,+748750.666879,+1986.13541737,+1988.40610822
2001-08-01 13:00:08.170000 PDT,+376.988013318,+0.295403295522,+0.969038796092,-0.281964051712,+0.258755076869+1.00891113314j,+0.264093141083+0.989643963558j,+2456.24308018+85.0776761851j,-1154.44211122-2169.7077434j,-1301.80096896+2084.63006721j,+0.133814357328+0.115681104317j,+748355.388952,+469512.404855,+748576.097016,+1985.67612383,+1987.08422164
2001-08-01 13:00:08.180000 PDT,+376.987614224,+0.295336467744,+0.969039642279,-0.281941022458,+0.258727471374+1.00891489368j,+0.264066588123+0.989646315824j,+2456.23561565+84.9761280059j,-1154.52632226-2169.65050484j,-1301.70929339+2084.67437683j,+0.133780139005+0.115576915046j,+747819.975978,+469495.393362,+748279.161005,+1984.89057139,+1985.5533293
2001-08-01 13:00:08.190000 PDT,+376.987476213,+0.295264418286,+0.969044263234,-0.281911816602,+0.258698879397+1.00892528751j,+0.264037854954+0.989653920077j,+2456.23912602+84.8704276043j,-1154.61961668-2169.60069471j,-1301.61950935+2084.7302671j,+0.133759060876+0.115467517411j,+747242.646206,+469565.633409,+747915.520403,+1983.92670206,+1984.00426704
2001-08-01 13:00:08.200000 PDT,+376.98753319,+0.295191723626,+0.969052203626,-0.281877661675,+0.258669233664+1.00894042993j,+0.264007172106+0.989665582321j,+2456.25064346+84.7704509332j,-1154.71195773-2169.56068077j,-1301.53868573+2084.79022983j,+0.133749281508+0.115363738556j,+746684.055882,+469695.32607,+747530.948539,+1982.90628397,+1982.57125323
2001-08-01 13:00:08.210000 PDT,+376.987718875,+0.295121614039,+0.96906281311,-0.281839906288,+0.258638588995+1.00895849546j,+0.263974891972+0.989680044928j,+2456.26725459+84.6824439666j,-1154.79647957-2169.53106295j,-1301.47077503+2084.84861898j,+0.133748316848+0.115272497611j,+746184.288232,+469858.888924,+747159.457145,+1981.91988687,+1981.33509207
2001-08-01 13:00:08.220000 PDT,+376.987973907,+0.295056048617,+0.969075367636,-0.28179984455,+0.258607079014+1.00897789404j,+0.263941415087+0.989696136313j,+2456.2863853+84.609480797j,-1154.86923288-2169.51114904j,-1301.41715242+2084.90166824j,+0.133753495247+0.115197278856j,+745764.935037,+470034.93196,+746823.30201,+1981.02685948,+1980.33107673
2001-08-01 13:00:08.230000 PDT,+376.988250008,+0.294995902164,+0.969089163919,-0.281758599466,+0.258574877944+1.00899736911j,+0.263907133894+0.98971286727j,+2456.30596611+84.5521188438j,-1154.92870019-2169.49942554j,-1301.37726592+2084.9473067j,+0.133762297113+0.115138824917j,+745432.516903,+470207.205444,+746534.247661,+1980.25866229,+1979.55932138
2001-08-01 13:00:08.240000 PDT,+376.988511676,+0.294941209362,+0.969103584473,-0.281717059802,+0.258542169973+1.00901603044j,+0.263872394634+0.989729479367j,+2456.32449568+84.5091195344j,-1154.97520347-2169.49397296j,-1301.34929221+2084.98485343j,+0.133772576382+0.115095907443j,+745182.457524,+470364.727616,+746295.562468,+1979.62415128,+1978.99565371
2001-08-01 13:00:08.250000 PDT,+376.988735983,+0.294891422367,+0.969118134808,-0.281675860768,+0.258509127094+1.00903333788j,+0.263837475839+0.989745454514j,+2456.34102592+84.4781367943j,-1155.01030043-2169.4927972j,-1301.33072549+2085.01466041j,+0.13378267515+0.115066068547j,+745003.011304,+470501.324285,+746104.30357,+1979.11564022,+1978.60172031
2001-08-01 13:00:08.260000 PDT,+376.988911104,+0.294845650219,+0.96913245695,-0.281635397172,+0.258475895129+1.00904905262j,+0.263802580599+0.989760496323j,+2456.35509365+84.4563096517j,-1155.03623716-2169.49406664j,-1301.31885649+2085.03775699j,+0.133791451386+0.115046262819j,+744878.736603,+470614.80612,+745953.555993,+1978.71484816,+1978.33346542
2001-08-01 13:00:08.270000 PDT,+376.989034117,+0.294802860228,+0.969146324853,-0.281595857643,+0.258442586882+1.00906317116j,+0.263767839157+0.989774493753j,+2456.3666221+84.440725456j,-1155.05549769-2169.49625848j,-1301.31112441+2085.05553302j,+0.133798243154+0.115033362282j,+744793.283824,+470705.979764,+745834.399915,+1978.39812944,+1978.14758144
