# file...... Gen_1_Speed.csv
# date...... Thu Jul 19 18:31:22 2018
# user...... thek306
# host...... (null)
# target.... diesel_dg 306
# trigger... (none)
# interval.. -1
# limit..... 0
# timestamp,rotor_speed,rotor_angle,flux1d,flux2q,EpRotated,VintRotated,Eint_A,Eint_B,Eint_C,Irotated,pwr_electric.real,pwr_electric.imag,pwr_mech,torque_mech,torque_elec
2001-08-01 13:00:08.280000 PDT,+376.989108541,+0.294762031748,+0.969159627549,-0.28155726986,+0.258409280924+1.0090758543j,+0.263733318379+0.989787476274j,+2456.37581172+84.4287445343j,-1155.07046828-2169.49822646j,-1301.30534344+2085.06948192j,+0.133802792591+0.115024513101j,+744731.413292,+470777.647366,+745737.479968,+1978.14064935,+1978.00587298
2001-08-01 13:00:08.290000 PDT,+376.989141943,+0.294722260697,+0.969172346769,-0.281519548983,+0.258376024472+1.00908736036j,+0.263699035109+0.989799568556j,+2456.38303673+84.4181946502j,-1155.08321726-2169.49920856j,-1301.29981947+2085.08101391j,+0.133805119862+0.115017367476j,+744680.269833,+470833.709191,+745654.134847,+1977.91939312,+1977.87781378
2001-08-01 13:00:08.300000 PDT,+376.989143922,+0.294682819203,+0.969184526498,-0.281482541325,+0.258342838373+1.00909798813j,+0.263664970052+0.989810946268j,+2456.38874836+84.407454843j,-1155.09537402-2169.49878507j,-1301.29337434+2085.09133023j,+0.133805547621+0.115010120111j,+744629.990728,+470878.406706,+745577.096252,+1977.71503045,+1977.74107124
2001-08-01 13:00:08.310000 PDT,+376.989124407,+0.294643178428,+0.969196253418,-0.281446063775,+0.258309723757+1.00910803355j,+0.263631081961+0.989821804227j,+2456.3934097+84.3954567147j,-1155.10809537-2169.49682285j,-1301.28531433+2085.10136613j,+0.133804417004+0.115001603924j,+744573.836033,+470915.784446,+745500.818422,+1977.51279853,+1977.58174214
2001-08-01 13:00:08.320000 PDT,+376.989092543,+0.294603002453,+0.96920763241,-0.281409932218,+0.258276668357+1.00911775953j,+0.263597319045+0.989832328976j,+2456.39744125+84.3816241195j,-1155.12209052-2169.49339797j,-1301.27535072+2085.11177385j,+0.13380218114+0.114991141467j,+744507.923057,+470949.333515,+745421.544953,+1977.30268514,+1977.39271175
2001-08-01 13:00:08.330000 PDT,+376.989055919,+0.294562124623,+0.969218771423,-0.281373982454,+0.258243652512+1.0091273785j,+0.263563628399+0.989842682463j,+2456.40119196+84.3657820579j,-1155.13768551-2169.48872516j,-1301.26350645+2085.1229431j,+0.133799184508+0.114978565632j,+744430.745999,+470981.784925,+745337.11599,+1977.07892122,+1977.17314253
2001-08-01 13:00:08.340000 PDT,+376.989020246,+0.294520511395,+0.969229769002,-0.281338081949,+0.258210654032+1.00913704583j,+0.263529962453+0.9898529926j,+2456.40492519+84.3480464822j,-1155.15491158-2169.48309043j,-1301.25001361+2085.13504395j,+0.133795810946+0.114963960032j,+744342.601535,+471015.08988,+745246.757085,+1976.83942254,+1976.92558508
2001-08-01 13:00:08.350000 PDT,+376.988989388,+0.29447822493,+0.96924070592,-0.281302133792,+0.258177651606+1.00914686101j,+0.263496282508+0.989863349827j,+2456.40881634+84.328721935j,-1155.17359271-2169.476798j,-1301.23522363+2085.14807606j,+0.13379233986+0.114947638677j,+744244.970315,+471050.432432,+745150.672322,+1976.58471016,+1976.65520715
2001-08-01 13:00:08.360000 PDT,+376.988965501,+0.294435387054,+0.969251642746,-0.281266076496,+0.258144627226+1.00915687456j,+0.263462560558+0.989873809522j,+2456.41296278+84.3082105242j,-1155.19342933-2169.47013321j,-1301.21953345+2085.16192269j,+0.133788971021+0.114930026273j,+744140.003723,+471088.354913,+745049.728197,+1976.31707126,+1976.36831668
2001-08-01 13:00:08.370000 PDT,+376.988949335,+0.29439214783,+0.969262619723,-0.281229879829,+0.258111567454+1.00916709794j,+0.2634287793+0.989884397057j,+2456.41739805+84.2869382215j,-1155.21406932-2169.46333812j,-1301.20332873+2085.1763999j,+0.133785828347+0.114911577791j,+744030.082696,+471128.901632,+744945.158988,+1976.03977597,+1976.07132707
2001-08-01 13:00:08.380000 PDT,+376.988940595,+0.294348660972,+0.969273658828,-0.2811935386,+0.258078463795+1.00917751446j,+0.263394931+0.989895114422j,+2456.42210841+84.2653017257j,-1155.23516225-2169.45659916j,-1301.18694616+2085.19129744j,+0.133782970512+0.114892720138j,+743917.490737,+471171.771005,+744838.31803,+1975.7564157,+1975.77003678
2001-08-01 13:00:08.390000 PDT,+376.988938299,+0.294305066573,+0.969284767096,-0.281157065713,+0.25804531242+1.00918808975j,+0.263361015677+0.989905947258j,+2456.42704909+84.2436350849j,-1155.25639645-2169.4500446j,-1301.17065263+2085.20640951j,+0.13378040516+0.114873815129j,+743804.199682,+471216.456525,+744730.494064,+1975.47041413,+1975.46920036
2001-08-01 13:00:08.400000 PDT,+376.988941096,+0.294261480664,+0.969295940486,-0.281120485457,+0.258012113474+1.00919878086j,+0.26332703903+0.989916871417j,+2456.43215886+84.2221934061j,-1155.27752038-2169.44374895j,-1301.15463848+2085.22155555j,+0.133778104072+0.114855140921j,+743691.755559,+471262.365295,+744622.792346,+1975.18471014,+1975.17234415
2001-08-01 13:00:08.410000 PDT,+376.988947526,+0.294217990588,+0.969307167707,-0.28108382767,+0.257978870165+1.00920954344j,+0.263293010391+0.989927858521j,+2456.43737174+84.2011500371j,-1155.29835091-2169.43774175j,-1301.13902083+2085.23659171j,+0.133776017401+0.114836888155j,+743581.245461,+471308.908682,+744516.072584,+1974.90159187,+1974.88177015
2001-08-01 13:00:08.420000 PDT,+376.988956206,+0.294174654849,+0.969318433615,-0.281047123121,+0.257945587812+1.00922033681j,+0.263258940933+0.989938880233j,+2456.4426255+84.1806033127j,-1155.31877178-2169.43201828j,-1301.12385373+2085.25141497j,+0.133774085764+0.114819166577j,+743473.323386,+471355.564152,+744410.932353,+1974.62265167,+1974.59868854
2001-08-01 13:00:08.430000 PDT,+376.988965954,+0.294131506074,+0.969329721955,-0.281010400236,+0.257912272945+1.00923112711j,+0.263224842222+0.989949911195j,+2456.44786727+84.1605891668j,-1155.33872542-2169.42655071j,-1301.10914185+2085.26596154j,+0.133772249567+0.114802018207j,+743368.274062,+471401.910825,+744307.723537,+1974.34882916,+1974.32342491
2001-08-01 13:00:08.440000 PDT,+376.988975853,+0.294088555782,+0.969341017372,-0.280973683073,+0.257878932567+1.00924188869j,+0.263190725183+0.989960930735j,+2456.45305619+84.1410964353j,-1155.35820108-2169.42129809j,-1301.09485511+2085.28020165j,+0.133770455458+0.11478543359j,+743266.096087,+471447.643144,+744206.589769,+1974.08051014,+1974.05565695
2001-08-01 13:00:08.450000 PDT,+376.988985262,+0.294045799904,+0.969352306696,-0.280936990398,+0.257845573569+1.00925260424j,+0.26315659944+0.989971923549j,+2456.4581642+84.1220823878j,-1155.37722173-2169.41621472j,-1301.08094247+2085.29413233j,+0.133768660092+0.114769368436j,+743166.589558,+471492.568006,+744107.514343,+1973.81765365,+1973.79464584
2001-08-01 13:00:08.460000 PDT,+376.9889938,+0.294003224228,+0.969363579597,-0.280900335593,+0.257812202348+1.00926326402j,+0.263122472994+0.989982879603j,+2456.463175+84.1034867661j,-1155.39583141-2169.41125639j,-1301.06734359+2085.30776963j,+0.13376683167+0.114753758781j,+743069.43737,+471536.590951,+744010.370197,+1973.55992465,+1973.53943993
2001-08-01 13:00:08.470000 PDT,+376.989001304,+0.293960809211,+0.969374828739,-0.280863727161,+0.257778824578+1.00927386446j,+0.263088352172+0.989993793507j,+2456.46808227+84.0852433059j,-1155.41408435-2169.40638449j,-1301.05399792+2085.32114118j,+0.133764949777+0.114738533502j,+742974.273661,+471579.696118,+743914.966057,+1973.3068166,+1973.2890374
2001-08-01 13:00:08.480000 PDT,+376.989007779,+0.293918533853,+0.969386049565,-0.280827169587,+0.257745445129+1.0092844066j,+0.263054241754+0.990004663602j,+2456.4728873+84.0672883031j,-1155.43203635-2169.40156826j,-1301.04085095+2085.33427996j,+0.133763004054+0.114723623684j,+742880.736076,+471621.924183,+743821.085037,+1973.05775418,+1973.04250345
2001-08-01 13:00:08.490000 PDT,+376.989013342,+0.29387637851,+0.969397239865,-0.280790664342,+0.257712068083+1.00929489452j,+0.263020145222+0.990015490926j,+2456.47759653+84.0495662395j,-1155.44973873-2169.39678554j,-1301.02785781+2085.34721931j,+0.133760992225+0.114708968854j,+742788.501418,+471663.351143,+743728.51392,+1972.81217117,+1972.7990441
2001-08-01 13:00:08.500000 PDT,+376.989018178,+0.293834326678,+0.969408399226,-0.280754210895,+0.257678696826+1.00930533393j,+0.262986065062+0.990026278232j,+2456.48221941+84.0320327897j,-1155.46723458-2169.39202235j,-1301.01498483+2085.35998956j,+0.133758917877+0.114694520371j,+742697.305914,+471704.070021,+743637.062931,+1972.56956323,+1972.55804197
2001-08-01 13:00:08.510000 PDT,+376.989022497,+0.293792365881,+0.969419528467,-0.28071780761,+0.257645334178+1.00931573104j,+0.262952003067+0.990037029124j,+2456.4867665+84.0146557057j,-1155.48455712-2169.38727171j,-1301.00220938+2085.372616j,+0.133756788317+0.114680242484j,+742606.95305,+471744.176404,+743546.576922,+1972.3295177,+1972.31906195
2001-08-01 13:00:08.520000 PDT,+376.989026504,+0.293750487855,+0.969430629121,-0.280681452474,+0.257611982529+1.00932609171j,+0.262917960616+0.990047747374j,+2456.49124812+83.9974141502j,-1155.50172955-2169.38253212j,-1300.98951857+2085.38511797j,+0.133754612696+0.114666111752j,+742517.311723,+471783.758336,+743456.939377,+1972.09172445,+1972.08183649
2001-08-01 13:00:08.530000 PDT,+376.989030378,+0.293708688219,+0.969441703007,-0.280645143635,+0.257578643981+1.00933642095j,+0.262883938902+0.990058436441j,+2456.49567339+83.9802970344j,-1155.51876605-2169.37780596j,-1300.97690735+2085.39750893j,+0.133752400528+0.114652115291j,+742428.308089,+471822.88999,+743368.071123,+1971.85597252,+1971.84623709
2001-08-01 13:00:08.540000 PDT,+376.989034261,+0.293666965834,+0.969452751906,-0.280608879744,+0.257545320463+1.00934672259j,+0.262849939098+0.990069099171j,+2456.50004977+83.9633008454j,-1155.53567337-2169.37309793j,-1300.96437641+2085.40979708j,+0.133750160627+0.114638248495j,+742339.913985,+471861.628905,+743279.925508,+1971.62213741,+1971.61224052
2001-08-01 13:00:08.550000 PDT,+376.989038256,+0.293625322014,+0.969463777339,-0.280572660137,+0.257512013822+1.00935699925j,+0.262815962474+0.990079737658j,+2456.50438283+83.9464273552j,-1155.55245277-2169.36841372j,-1300.95193006+2085.42198636j,+0.133747900451+0.114624512577j,+742252.134059,+471900.015807,+743192.481674,+1971.39016326,+1971.37989425
2001-08-01 13:00:08.560000 PDT,+376.989042426,+0.293583759722,+0.969474780454,-0.280536484877,+0.257478725891+1.00936725244j,+0.262782010458+0.990090353225j,+2456.50867635+83.9296814918j,-1155.56910187-2169.36375908j,-1300.93957448+2085.43407759j,+0.133745625797+0.114610912275j,+742164.99349,+471938.07622,+743105.737204,+1971.16004333,+1971.14928533
2001-08-01 13:00:08.570000 PDT,+376.989046801,+0.293542282835,+0.969485761977,-0.280500354703,+0.257445458529+1.00937748269j,+0.262748084649+0.990100946505j,+2456.51293256+83.9130695466j,-1155.58561634-2169.35913909j,-1300.92731621+2085.44606954j,+0.13374334076+0.114597453912j,+742078.527474,+471975.823208,+743019.701166,+1970.93180152,+1970.92051495
2001-08-01 13:00:08.580000 PDT,+376.989051385,+0.293500895543,+0.969496722232,-0.280464270918,+0.257412213641+1.00938768981j,+0.262714186815+0.990111517555j,+2456.51715245+83.8965978024j,-1155.60199124-2169.35455776j,-1300.91516121+2085.45795996j,+0.133741047885+0.114584143899j,+741992.77289,+472013.260558,+742934.388144,+1970.7054765,+1970.69367947
2001-08-01 13:00:08.590000 PDT,+376.989056161,+0.293459601898,+0.969507661196,-0.280428235246,+0.257378993177+1.00939787311j,+0.262680318853+0.990122066012j,+2456.52133618+83.880271599j,-1155.61822201-2169.35001787j,-1300.90311417+2085.46974627j,+0.133738748448+0.114570987701j,+741907.762433,+472050.385921,+742849.813554,+1970.48110924,+1970.468858
2001-08-01 13:00:08.600000 PDT,+376.989061103,+0.29341840551,+0.969518578579,-0.280392249684,+0.257345799127+1.00940803164j,+0.262646482755+0.990132591232j,+2456.52548333+83.8640947953j,-1155.63430511-2169.34552101j,-1300.89117822+2085.48142621j,+0.133736442754+0.114557989233j,+741823.52107,+472087.19366,+742765.990395,+1970.25873435,+1970.24610568
2001-08-01 13:00:08.610000 PDT,+376.98906618,+0.293377309393,+0.969529473897,-0.280356316369,+0.257312633502+1.0094181643j,+0.262612680562+0.990143092429j,+2456.52959326+83.8480695643j,-1155.65023833-2169.34106769j,-1300.87935493+2085.49299813j,+0.133734130478+0.114545150632j,+741740.06448,+472123.677055,+742682.927278,+1970.03837486,+1970.0254519
2001-08-01 13:00:08.620000 PDT,+376.989071359,+0.293336315911,+0.969540346559,-0.280320437465,+0.257279498317+1.00942827007j,+0.262578914321+0.990153568775j,+2456.53366527+83.8321964362j,-1155.66602087-2169.3366576j,-1300.8676444+2085.50446116j,+0.133731810941+0.114532472268j,+741657.39892,+472159.829994,+742600.627587,+1969.8200399,+1969.80690165
2001-08-01 13:00:08.630000 PDT,+376.989076611,+0.293295426807,+0.969551195928,-0.280284615077,+0.25724639557+1.009438348j,+0.262545186057+0.99016401948j,+2456.53769881+83.8164745074j,-1155.68165323-2169.33228978j,-1300.85604559+2085.51581527j,+0.133729483339+0.114519952976j,+741575.522269,+472195.648042,+742519.089478,+1969.60372474,+1969.5904393
2001-08-01 13:00:08.640000 PDT,+376.989081913,+0.293254643293,+0.969562021373,-0.280248851198,+0.257213327228+1.00944839733j,+0.262511497741+0.990174443847j,+2456.54169354+83.8009017429j,-1155.697137-2169.32796293j,-1300.84455654+2085.52706119j,+0.133727146923+0.114507590363j,+741494.425589,+472231.128968,+742438.306459,+1969.38941227,+1969.37603334
2001-08-01 13:00:08.650000 PDT,+376.989087245,+0.29321396616,+0.969572822305,-0.280213147676,+0.257180295212+1.00945841748j,+0.262477851279+0.990184841289j,+2456.54564934+83.7854753091j,-1155.71247458-2169.32367554j,-1300.83317476+2085.53820023j,+0.133724801109+0.114495381164j,+741414.094952,+472266.272858,+742358.268307,+1969.17707547,+1969.16364143
2001-08-01 13:00:08.660000 PDT,+376.989092597,+0.293173395895,+0.969583598198,-0.280177506201,+0.257147301388+1.00946840805j,+0.262444248495+0.990195211345j,+2456.54956638+83.7701918932j,-1155.72766893-2169.31942609j,-1300.82189745+2085.5492342j,+0.133722445534+0.11448332159j,+741334.513283,+472301.081957,+742278.962127,+1968.96668021,+1968.95321517
2001-08-01 13:00:08.670000 PDT,+376.989097961,+0.293132932795,+0.969594348596,-0.280141928317,+0.257114347564+1.00947836879j,+0.262410691137+0.990205553664j,+2456.55344503+83.7550479779j,-1155.74272327-2169.31521314j,-1300.81072176+2085.56016516j,+0.133720080069+0.114471407623j,+741255.661998,+472335.560293,+742200.373395,+1968.75818799,+1968.744704
2001-08-01 13:00:08.680000 PDT,+376.989103333,+0.293092577062,+0.969605073115,-0.280106415434,+0.257081435482+1.00948829957j,+0.262377180871+0.990215867995j,+2456.55728584+83.7400400566j,-1155.75764092-2169.31103542j,-1300.79964492+2085.57099536j,+0.133717704808+0.114459635251j,+741177.522247,+472369.713246,+742122.48686,+1968.55155838,+1968.5380582
2001-08-01 13:00:08.690000 PDT,+376.989108715,+0.293052328872,+0.969615771435,-0.280070968849,+0.257048566827+1.00949820035j,+0.262343719292+0.990226154161j,+2456.56108948+83.7251647859j,-1155.7724251-2169.30689183j,-1300.78866438+2085.58172704j,+0.133715320027+0.114448000633j,+741100.075898,+472403.547051,+742045.287273,+1968.34675092,+1968.33323093
2001-08-01 13:00:08.700000 PDT,+376.989114109,+0.293012188431,+0.969626443287,-0.280035589768,+0.25701574322+1.00950807113j,+0.262310307926+0.990236412038j,+2456.5648567+83.7104190777j,-1155.78707887-2169.30278148j,-1300.77777783+2085.59236241j,+0.133712926148+0.114436500201j,+741023.306121,+472437.068417,+741968.759907,+1968.14372654,+1968.13017941
2001-08-01 13:00:08.710000 PDT,+376.989119517,+0.292972155996,+0.969637088445,-0.28000027933,+0.256982966229+1.00951791196j,+0.262276948242+0.990246641539j,+2456.56858828+83.6958001394j,-1155.80160503-2169.29870366j,-1300.76698325+2085.60290352j,+0.133710523679+0.114425130712j,+740947.197696,+472470.284156,+741892.890896,+1967.94244844,+1967.92886533
2001-08-01 13:00:08.720000 PDT,+376.989124943,+0.292932231895,+0.969647706708,-0.279965038624,+0.256950237367+1.00952772289j,+0.262243641656+0.99025684259j,+2456.57228499+83.6813054745j,-1155.81600613-2169.29465777j,-1300.75627886+2085.6133523j,+0.133708113184+0.114413889244j,+740871.737057,+472503.200911,+741817.66739,+1967.74288251,+1967.72925476
2001-08-01 13:00:08.730000 PDT,+376.98913039,+0.29289241652,+0.969658297899,-0.279929868702,+0.256917558101+1.00953750396j,+0.262210389539+0.990267015125j,+2456.57594759+83.6669328563j,-1155.83028449-2169.29064337j,-1300.74566311+2085.62371051j,+0.133705695234+0.114402773171j,+740796.912155,+472535.82499,+741743.077563,+1967.54499737,+1967.5313176
2001-08-01 13:00:08.740000 PDT,+376.989135861,+0.292852710321,+0.969668861846,-0.279894770593,+0.256884929852+1.00954725518j,+0.262177193222+0.990277159071j,+2456.57957679+83.6526802854j,-1155.84444217-2169.28666006j,-1300.73513462+2085.63397977j,+0.133703270398+0.114391780124j,+740722.712291,+472568.162275,+741669.110558,+1967.34876421,+1967.33502704
2001-08-01 13:00:08.750000 PDT,+376.989141357,+0.292813113789,+0.969679398384,-0.279859745304,+0.256852354+1.00955697655j,+0.262144054+0.990287274348j,+2456.58317323+83.6385459401j,-1155.8584811-2169.2827075j,-1300.72469213+2085.64416156j,+0.1337008392+0.114380907928j,+740649.127811,+472600.218212,+741595.75635,+1967.15415643,+1967.14035856
2001-08-01 13:00:08.760000 PDT,+376.989146879,+0.292773627436,+0.969689907348,-0.279824793829,+0.256819831886+1.00956666805j,+0.262110973133+0.990297360864j,+2456.58673753+83.6245281283j,-1155.87240303-2169.27878536j,-1300.7143345+2085.65425724j,+0.133698402134+0.114370154564j,+740576.14984,+472631.997764,+741523.005588,+1966.96114922,+1966.94728953
2001-08-01 13:00:08.770000 PDT,+376.989152428,+0.292734251787,+0.969700388571,-0.279789917144,+0.256787364814+1.00957632964j,+0.26207795185+0.990307418517j,+2456.59027024+83.610625243j,-1155.88620963-2169.27489334j,-1300.70406061+2085.6642681j,+0.133695959639+0.1143595181j,+740503.770003,+472663.505551,+741450.849437,+1966.76971913,+1966.75579818
2001-08-01 13:00:08.780000 PDT,+376.989158001,+0.292694987357,+0.969710841884,-0.27975511621,+0.256754954054+1.00958596125j,+0.26204499135+0.990317447196j,+2456.59377189+83.5968357288j,-1155.89990253-2169.2710311j,-1300.69386936+2085.67419537j,+0.133693512123+0.11434899668j,+740431.980247,+472694.745835,+741379.279427,+1966.57984372,+1966.56586357
2001-08-01 13:00:08.790000 PDT,+376.989163599,+0.292655834647,+0.969721267117,-0.27972039197,+0.25672260084+1.00959556284j,+0.2620120928+0.990327446787j,+2456.59724296+83.5831580546j,-1155.91348328-2169.2671983j,-1300.68375968+2085.68404024j,+0.133691059942+0.114338588472j,+740360.772724,+472725.722644,+741308.287355,+1966.39150122,+1966.37746481
2001-08-01 13:00:08.800000 PDT,+376.98916922,+0.292616794132,+0.9697316641,-0.279685745344,+0.256690306374+1.00960513433j,+0.261979257337+0.990337417169j,+2456.60068391+83.5695906986j,-1155.92695342-2169.26339457j,-1300.67373048+2085.69380387j,+0.133688603427+0.114328291666j,+740290.139559,+472756.439821,+741237.865159,+1966.20467026,+1966.19058121
2001-08-01 13:00:08.810000 PDT,+376.989174863,+0.292577866258,+0.969742032664,-0.279651177232,+0.256658071822+1.00961467564j,+0.261946486067+0.990347358227j,+2456.60409518+83.5561321384j,-1155.94031451-2169.25961953j,-1300.66378066+2085.70348739j,+0.133686142887+0.114318104451j,+740220.072921,+472786.901065,+741168.004893,+1966.01932977,+1966.00519186
2001-08-01 13:00:08.820000 PDT,+376.989180502,+0.292539051441,+0.969752373326,-0.279616688846,+0.256625898394+1.00962418673j,+0.261913780198+0.990357270188j,+2456.60747808+83.5427807805j,-1155.95356858-2169.25587354j,-1300.6539095+2085.71309276j,+0.133683648403+0.114308050498j,+740150.564957,+472817.109987,+741098.695905,+1965.83545161,+1965.82150555
2001-08-01 13:00:08.830000 PDT,+376.989186154,+0.292500349419,+0.96976268557,-0.279582280883,+0.256593787187+1.00963366757j,+0.261881140737+0.990367152779j,+2456.6108327+83.529533484j,-1155.96671839-2169.25215507j,-1300.64411431+2085.72262159j,+0.1336811818+0.114298074762j,+740081.60623,+472847.08011,+741029.949867,+1965.65306668,+1965.63901695
2001-08-01 13:00:08.840000 PDT,+376.989191847,+0.292461760856,+0.969772968597,-0.279547953747,+0.256561739179+1.00964311801j,+0.26184856853+0.990377005542j,+2456.61415849+83.516389621j,-1155.9797642-2169.24846336j,-1300.63439429+2085.73207374j,+0.133678711592+0.114288202355j,+740013.180411,+472876.803149,+740961.730418,+1965.47207836,+1965.45794665
2001-08-01 13:00:08.850000 PDT,+376.989197567,+0.292423286451,+0.969783222356,-0.279513708267,+0.256529755406+1.00965253803j,+0.261816064564+0.990386828445j,+2456.61745598+83.5033486196j,-1155.99270679-2169.24479857j,-1300.6247492+2085.74144995j,+0.133676238281+0.11427843264j,+739945.288167,+472906.283182,+740894.033131,+1965.29247499,+1965.27828979
2001-08-01 13:00:08.860000 PDT,+376.989203306,+0.292384926644,+0.969793446773,-0.279479545259,+0.25649783688+1.00966192764j,+0.261783629808+0.990396621449j,+2456.62072572+83.4904093191j,-1156.00554742-2169.24116059j,-1300.6151783+2085.75075127j,+0.133673762242+0.114268764168j,+739877.924947,+472935.523678,+740826.857572,+1965.11425546,+1965.10003029
2001-08-01 13:00:08.870000 PDT,+376.989209059,+0.292346681766,+0.969803641765,-0.279445465511,+0.256465984586+1.00967128679j,+0.261751265199+0.990406384498j,+2456.62396816+83.4775703374j,-1156.01828752-2169.23754914j,-1300.60568064+2085.7599788j,+0.133671283783+0.114259195274j,+739811.084157,+472964.528271,+740760.198878,+1964.9374069,+1964.92314903
2001-08-01 13:00:08.880000 PDT,+376.989214826,+0.292308552093,+0.969813807234,-0.279411469775,+0.256434199479+1.00968061546j,+0.261718971647+0.990416117523j,+2456.62718374+83.4648302183j,-1156.03092858-2169.23396386j,-1300.59625516+2085.76913364j,+0.133668803179+0.114249724237j,+739744.758443,+472993.300542,+740694.050245,+1964.76191126,+1964.74762588
2001-08-01 13:00:08.890000 PDT,+376.989220603,+0.292270537858,+0.96982394308,-0.279377558763,+0.256402482485+1.00968991359j,+0.261686750029+0.990425820455j,+2456.63037288+83.4521874752j,-1156.04347208-2169.23040436j,-1300.58690079+2085.77821688j,+0.133666320676+0.114240349318j,+739678.940184,+473021.843965,+740628.404443,+1964.58774938,+1964.57344036
2001-08-01 13:00:08.900000 PDT,+376.98922639,+0.292232639264,+0.969834049198,-0.279343733156,+0.256370834502+1.00969918115j,+0.261654601192+0.990435493226j,+2456.63353596+83.4396406181j,-1156.05591952-2169.22687024j,-1300.57761644+2085.78722962j,+0.133663836507+0.114231068782j,+739613.621634,+473050.161958,+740563.254185,+1964.41490193,+1964.40057192
2001-08-01 13:00:08.910000 PDT,+376.989232185,+0.292194856494,+0.969844125485,-0.279309993598,+0.256339256396+1.00970841812j,+0.261622525953+0.990445135773j,+2456.63667338+83.4271881762j,-1156.06827236-2169.2233611j,-1300.56840102+2085.79617293j,+0.133661350899+0.114221880921j,+739548.795123,+473078.257888,+740498.59222,+1964.24334968,+1964.2290003
2001-08-01 13:00:08.920000 PDT,+376.989237989,+0.292157189715,+0.969854171844,-0.279276340706,+0.256307749008+1.00971762448j,+0.261590525099+0.99045474804j,+2456.63978552+83.4148287175j,-1156.08053204-2169.21987657j,-1300.55925348+2085.80504785j,+0.133658864082+0.114212784064j,+739484.453115,+473106.135069,+740434.411387,+1964.07307364,+1964.05870572
2001-08-01 13:00:08.930000 PDT,+376.9892438,+0.292119639088,+0.96986418818,-0.279242775067,+0.256276313149+1.00972680023j,+0.26155859939+0.990464329975j,+2456.64287276+83.4025608594j,-1156.09269994-2169.21641627j,-1300.55017282+2085.81385541j,+0.133656376285+0.114203776607j,+739420.588319,+473133.796764,+740370.704679,+1963.90405523,+1963.8896692
2001-08-01 13:00:08.940000 PDT,+376.98924962,+0.292082204772,+0.969874174403,-0.279209297244,+0.256244949604+1.00973594535j,+0.261526749561+0.990473881534j,+2456.64593547+83.3903832731j,-1156.10477739-2169.21297985j,-1300.54115808+2085.82259658j,+0.133653887744+0.114194857004j,+739357.19373,+473161.246182,+740307.465288,+1963.73627639,+1963.72187252
2001-08-01 13:00:08.950000 PDT,+376.989255447,+0.292044886921,+0.969884130428,-0.279175907779,+0.256213659131+1.00974505984j,+0.26149497632+0.990483402675j,+2456.64897401+83.378294684j,-1156.11676568-2169.20956701j,-1300.53220832+2085.83127233j,+0.13365139869+0.114186023769j,+739294.262639,+473188.486418,+740244.686625,+1963.56971964,+1963.55529819
2001-08-01 13:00:08.960000 PDT,+376.989261282,+0.292007685686,+0.969894056175,-0.279142607191,+0.256182442464+1.00975414371j,+0.261463280351+0.990492893359j,+2456.65198874+83.3662938674j,-1156.12866606-2169.20617744j,-1300.52332268+2085.83988357j,+0.13364890935+0.114177275476j,+739231.788603,+473215.520512,+740182.362318,+1963.40436808,+1963.38992947
2001-08-01 13:00:08.970000 PDT,+376.989267123,+0.291970601215,+0.969903951566,-0.279109395984,+0.256151300313+1.00976319697j,+0.261431662318+0.990502353552j,+2456.65498+83.3543796434j,-1156.14047971-2169.20281083j,-1300.51450029+2085.84843119j,+0.133646419948+0.114168610752j,+739169.765424,+473242.351365,+740120.486206,+1963.24020536,+1963.22575023
2001-08-01 13:00:08.980000 PDT,+376.989272972,+0.29193363365,+0.96991381653,-0.279076274642,+0.256120233364+1.0097722196j,+0.261400122858+0.990511783218j,+2456.65794812+83.3425508701j,-1156.15220779-2169.19946692j,-1300.50574033+2085.85691605j,+0.133643930703+0.114160028264j,+739108.187121,+473268.981848,+740059.052315,+1963.07721565,+1963.06274485
2001-08-01 13:00:08.990000 PDT,+376.989278828,+0.291896783125,+0.969923650995,-0.279043243633,+0.256089242281+1.00978121163j,+0.261368662592+0.990521182328j,+2456.66089344+83.3308064386j,-1156.16385143-2169.19614542j,-1300.49704201+2085.86533898j,+0.133641441824+0.114151526721j,+739047.047933,+473295.414676,+739998.054851,+1962.91538357,+1962.90089817
2001-08-01 13:00:09.000000 PDT,+376.989284689,+0.291860049768,+0.969933454898,-0.279010303407,+0.256058327704+1.00979017304j,+0.261337282116+0.99053055085j,+2456.66381627+83.3191452663j,-1156.17541171-2169.19284608j,-1300.48840456+2085.87370081j,+0.133638953507+0.114143104864j,+738986.342177,+473321.652534,+739937.488159,+1962.75469413,+1962.74019539
2001-08-01 13:00:09.010000 PDT,+376.989290556,+0.291823433692,+0.969943228173,-0.2789774544,+0.256027490254+1.00979910385j,+0.261305982008+0.990539888758j,+2456.66671691+83.3075662931j,-1156.18688972-2169.18956862j,-1300.47982719+2085.88200233j,+0.13363646595+0.114134761461j,+738926.064366,+473347.698016,+739877.346727,+1962.59513271,+1962.580622
2001-08-01 13:00:09.020000 PDT,+376.989296428,+0.291786935002,+0.969952970762,-0.278944697029,+0.255996730531+1.00980800406j,+0.261274762825+0.990549196026j,+2456.66959567+83.2960684785j,-1156.19828649-2169.18631279j,-1300.47130917+2085.89024431j,+0.133633979335+0.114126495303j,+738866.209056,+473373.553634,+739817.625148,+1962.43668496,+1962.42216375
